Model,Parameter,Log2 fold-change
Mixed,Transcription rate,2.641060944129979
Mixed,Transcription rate,0.7846784326320639
Mixed,Transcription rate,5.1594200770463985
Mixed,Transcription rate,0.24685495130155488
Mixed,Transcription rate,3.6232871336607397
Mixed,Transcription rate,2.2355790587646927
Mixed,Transcription rate,0.13632811033348852
Mixed,Transcription rate,1.1554906509505976
Mixed,Transcription rate,1.1534157179817657
Mixed,Transcription rate,1.1732662372051594
Mixed,Transcription rate,0.05708441983888095
Mixed,Transcription rate,0.846082096645438
Mixed,Transcription rate,2.9142802970125223
Mixed,Transcription rate,1.2019210514822407
Mixed,Transcription rate,1.5979996151536762
Mixed,Transcription rate,0.02579914378551079
Mixed,Transcription rate,0.3930977252116962
Mixed,Transcription rate,0.15697527801904335
Mixed,Transcription rate,0.7985528993981503
Mixed,Transcription rate,4.037217461419566
Mixed,Transcription rate,1.2428000464090416
Mixed,Transcription rate,2.6555335428349025
Mixed,Transcription rate,0.0968194807658095
Mixed,Transcription rate,0.28203256671920907
Mixed,Transcription rate,0.7137656618214032
Mixed,Transcription rate,0.13393054772848717
Mixed,Transcription rate,1.3572768088260907
Mixed,Transcription rate,0.2905596165316359
Mixed,Transcription rate,0.3697647855530243
Mixed,Transcription rate,0.13401686810624072
Mixed,Transcription rate,0.9819917704302401
Mixed,Transcription rate,1.3166391301566716
Mixed,Transcription rate,1.1606203444843597
Mixed,Transcription rate,1.1941999772234777
Mixed,Transcription rate,0.36996962761129015
Mixed,Transcription rate,0.8517973752586445
Mixed,Transcription rate,1.4796870092182863
Mixed,Transcription rate,1.8947983991945452
Mixed,Transcription rate,0.21166015253424106
Mixed,Transcription rate,0.6850373407775872
Mixed,Transcription rate,0.7388010140808505
Mixed,Transcription rate,0.265561828988393
Mixed,Transcription rate,0.6450284901240928
Mixed,Transcription rate,0.5898165744413701
Mixed,Transcription rate,0.020135084618140724
Mixed,Transcription rate,0.3379446432017943
Mixed,Transcription rate,1.9326394805877427
Mixed,Transcription rate,0.030877397616542897
Mixed,Transcription rate,0.15362233725111016
Mixed,Transcription rate,0.0871746179453133
Mixed,Transcription rate,0.028573333113969892
Mixed,Transcription rate,3.074259255181991
Mixed,Transcription rate,0.0390756219600605
Mixed,Transcription rate,1.2371432048866555
Mixed,Transcription rate,0.15132582343669435
Mixed,Transcription rate,2.9396861215617167
Mixed,Transcription rate,1.2773670558419807
Mixed,Transcription rate,0.3340374369265011
Mixed,Transcription rate,2.8686231407072365
Mixed,Transcription rate,2.7183338911927346
Mixed,Transcription rate,1.4162437326931039
Mixed,Transcription rate,0.06607184144426197
Mixed,Transcription rate,0.9105644782977784
Mixed,Transcription rate,0.11539287842856438
Mixed,Transcription rate,0.15677168531927013
Mixed,Transcription rate,0.25684517148678726
Mixed,Transcription rate,2.2643169365204585
Mixed,Transcription rate,1.5818004198393392
Mixed,Transcription rate,2.8659974336565655
Mixed,Transcription rate,0.6602740639395672
