Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Property,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,True duplicates,58.07198110715318,2.5269999411519495e-14,0.3059576898574284,1.8977212115880987e-18
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,All,8.895160975609755,0.0028592739649769,0.1665853658536585,0.0003340168075927
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,True duplicates,28.036145606343037,1.1907050638429757e-07,0.3202236866286854,3.135852743997645e-14
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,All,5.4727532184989895,0.0193151740974515,0.1803902200488997,1.775635785884513e-10
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,True duplicates,7.511922145090736,0.0061291928521298,0.12120980837507,9.416153501371667e-05
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,All,9.446371648814216,0.0021156721760248,0.1881469387755102,2.175799360390856e-07
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,True duplicates,1.5162687520587383,0.2181850166787187,0.0848443575492629,0.0831092776577091
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,All,0.1624390243902439,0.6869208220523523,0.1769268292682926,0.0001097327094774
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,True duplicates,11.154736275565124,0.0008381740503568,0.1844823964924256,5.802348446087212e-05
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.1077662591687041,0.0005179796619698
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,True duplicates,65.50345361138523,5.801221575824941e-16,0.2659470314058548,2.2187586055907107e-21
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.1085469387755102,0.0095554133160675
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,True duplicates,42.679908032584834,6.447110804498109e-11,0.2678280354122273,3.4961780152614727e-14
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1160975609756097,0.0289169280711839
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,True duplicates,24.691715455905904,6.727273002486339e-07,0.2807897293181758,5.4102816183204876e-11
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,All,76.65005649514964,2.041002304385119e-18,0.280082151589242,7.808858141704225e-25
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,True duplicates,56.960733091159355,4.4460115646482214e-14,0.2602096004589945,1.7813014536330296e-20
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,All,66.80226497500479,3.001530584631816e-16,0.3217714285714286,5.0811035105766985e-21
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,True duplicates,56.018616261590466,7.178804067274183e-14,0.2986467784099646,1.3905720972188754e-17
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,All,16.900156097560973,3.939834263935356e-05,0.2588975609756097,1.393004142289495e-09
No Cost,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,True duplicates,9.084374753865946,0.0025780260640672,0.2571149150673423,2.870196325502779e-09
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,All,158.64331410617203,2.239110485608564e-36,0.4630268948655257,4.666535613808287e-69
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,True duplicates,189.79050839470096,3.5323088029301737e-43,0.5052792545277214,4.040200421732688e-80
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,All,103.6652902753914,2.395514196863276e-24,0.4746530612244898,1.8081342873593904e-46
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,True duplicates,129.22086438152013,6.067661784672667e-30,0.5169054208866856,2.26077129483266e-54
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,All,58.64048780487805,1.89281023351707e-14,0.4694731707317073,1.5842071780349467e-31
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,True duplicates,70.06165483796951,5.747951534889416e-17,0.5028140259047896,7.682894376745619e-36
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,All,92.0336710269901,8.521418285875655e-22,0.2821408312958435,3.376847810308752e-25
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,True duplicates,28.252651165954305,1.0646870642682243e-07,0.1721536176223738,2.808043018678124e-09
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,All,62.30789703160242,2.93744804144082e-15,0.2948489795918367,1.1549353022054749e-17
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,True duplicates,25.07133834159595,5.524797285399303e-07,0.1933878767602421,1.250133132980664e-07
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,All,30.93488780487805,2.6683172425801335e-08,0.2681560975609756,2.9440380630742216e-10
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,True duplicates,5.517059051905099,0.0188318926478628,0.1413283171579853,0.0041604111461685
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.0917662591687041,0.0049825811296197
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,True duplicates,36.90142193104236,1.2425529554962271e-09,0.2288838928383599,4.0503885138704006e-16
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0915673469387755,0.0442769495465727
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,True duplicates,23.73444447823839,1.1058555400387244e-06,0.2295953850988979,1.3451935069809015e-10
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1003024390243902,0.0840415235300106
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,True duplicates,18.576177555023808,1.63247904267481e-05,0.2445143154859268,1.8210542041748163e-08
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,All,295.23740359732665,3.5925929050415725e-66,0.5407266503667482,8.880300520803277e-96
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,True duplicates,205.02881879033228,1.6691574546202799e-46,0.5167353522397813,5.295132726771199e-84
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,All,179.42536563590323,6.469748460853323e-41,0.586930612244898,4.8496629801210755e-73
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,True duplicates,126.16249074890762,2.833097367105016e-29,0.5602461550939303,1.4841246597531864e-64
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,All,108.12591219512196,2.522342092901098e-25,0.4845560975609756,1.1271525015879624e-33
ADS,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,True duplicates,87.32435340243586,9.210676919003399e-21,0.4598100153877842,9.560251280119039e-30
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,All,158.64331410617203,2.239110485608564e-36,0.4561770171149144,6.027229254099291e-67
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,True duplicates,192.996740068009,7.050722435473499e-44,0.4999951488337796,2.1982563959173733e-78
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,All,106.4096498232786,5.9965030275351815e-25,0.4670530612244898,6.254441138120287e-45
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,True duplicates,132.46323158860704,1.18480862512546e-30,0.5116213151927438,3.2551839643711174e-53
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,All,58.64048780487805,1.89281023351707e-14,0.480780487804878,3.938559359485074e-33
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,True duplicates,84.19358546264034,4.486238588091563e-20,0.5035811072396438,5.8875263521620016e-36
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,All,94.09184241935144,3.0121812865773747e-22,0.2881408312958435,2.801244042088442e-26
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,True duplicates,29.31107750668171,6.164229654540518e-08,0.1823662533473047,2.293740273728665e-10
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,All,68.81042850682142,1.0839796918884656e-16,0.2996489795918367,3.0702325229492364e-18
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,True duplicates,24.99393618974234,5.751090264174669e-07,0.2031037414965986,2.2447563095033493e-08
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,All,34.62550243902439,3.996362552852244e-09,0.2714731707317073,1.6648299622769666e-10
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,True duplicates,4.806729094076656,0.0283488049145651,0.151386469221835,0.0016791008746026
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.0943726161369193,0.0035320101720229
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,True duplicates,37.00334993672996,1.1792646680068223e-09,0.2357011875654907,4.430798207479403e-17
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0912326530612245,0.0455164463667821
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,True duplicates,22.500058150885643,2.101372341584723e-06,0.2323979591836734,7.508539721070337e-11
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1020097560975609,0.0754524903815355
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,True duplicates,15.831216124661246,6.925055339391197e-05,0.2477618079752226,1.1053203527549757e-08
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,All,298.91472823726036,5.67828176604017e-67,0.5473066014669926,2.75093415560224e-98
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,True duplicates,221.07192821627655,5.279237970991788e-50,0.521894525944037,8.313176068363062e-86
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,All,179.42536563590323,6.469748460853323e-41,0.5941306122448979,5.188609007664861e-75
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,True duplicates,141.97241712220173,9.860807506656588e-33,0.5682964852607709,1.3965587662912564e-66
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,All,111.50464390243904,4.587294711189549e-26,0.4890536585365854,2.481700778014051e-34
Minimal,0.075,0.1,0,0,Bm01_iter1,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,True duplicates,93.37186653116532,4.3336718352667865e-22,0.4649148277197057,1.955688662809092e-30
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,All,0.9362323890132171,0.3332486620276223,0.0649506112469437,0.0980661869318032
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,True duplicates,34.79267845188477,3.6675009180762947e-09,0.1914771329855023,3.0942212577950386e-11
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,All,3.570127978358595e-05,0.99523262439735,0.0701224489795918,0.2116225770090636
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,True duplicates,22.63582571274879,1.957993506286342e-06,0.1947832387392827,1.1412683779061544e-07
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,All,1.8777951219512192,0.1705849582473677,0.0777853658536585,0.2932168930315079
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,True duplicates,11.198405677520896,0.0008186764193445,0.2331964470801243,1.1005645708211732e-07
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,All,15.638411143505884,7.668104784347807e-05,0.1468312958435207,4.4363550002208633e-07
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,True duplicates,94.51056447783924,2.4378782713839684e-22,0.2806738118003869,8.405876745222708e-24
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,All,4.05750562751617,0.0439754118895149,0.1081959183673469,0.0098891801328051
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,True duplicates,44.366218396987634,2.7234636250658596e-11,0.2488390730148972,2.763882084648142e-12
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,All,15.600643902439025,7.822794496576759e-05,0.205580487804878,3.5085383413218217e-06
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,True duplicates,62.53769058206673,2.613939652337662e-15,0.3364876211968144,1.0855954324819382e-15
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.0869662591687041,0.0091538192175377
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,True duplicates,58.4650632421932,2.0693315490115144e-14,0.2718237188803297,2.4783339733580906e-22
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0901469387755102,0.0497467695022185
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,True duplicates,34.16623815744695,5.059924728713572e-09,0.2722530217035711,1.192892574184352e-14
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.0984,0.0945660185325402
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Protein abundance,True duplicates,23.161646113667125,1.4893843363906336e-06,0.2805140450543827,5.7199759668726e-11
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,All,3.3160624990920424,0.0686059595450132,0.0977388753056234,0.0022325399253027
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Divergence ratio,True duplicates,2.338602529687728,0.1262027253775937,0.1394090205449994,3.7773657114657913e-06
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,All,4.614828150460018,0.0316966710556269,0.1040163265306122,0.0147567622530498
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Divergence ratio,True duplicates,3.1228200371057517,0.0772030674217599,0.1383276064594746,0.0004455074054488
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,All,0.0584780487804878,0.8089178202929455,0.1065073170731707,0.0563050870622136
Mixed,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Divergence ratio,True duplicates,0.0077549419566905,0.9298272807693674,0.1472533095422401,0.0025639801942675
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,All,13.99649799104342,0.0001831514406657,0.1176166259168704,0.0001072361396066
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Transcription rate,True duplicates,68.5916691108006,1.2111468043936846e-16,0.2450879311868501,2.853195664178024e-18
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,All,9.51997165858194,0.0020324772072554,0.131069387755102,0.0008356428104195
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Transcription rate,True duplicates,46.05467121369239,1.1499862498810956e-11,0.2580686543868464,3.147026024126954e-13
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,All,6.244156097560976,0.01246037364331,0.1333853658536585,0.0075215796529643
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Transcription rate,True duplicates,26.34636923258801,2.853548272094482e-07,0.2856686555341195,2.1616745981179784e-11
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,All,4.077819068327527,0.0434497063199452,0.1165506112469437,0.0001279950689132
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Translation rate,True duplicates,6.840166448722497,0.0089130533787505,0.1200874508985234,0.0001070074568609
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,All,7.138648893568519,0.0075439977129849,0.1312489795918367,0.0008180473195598
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Translation rate,True duplicates,0.9026715557883708,0.3420663774996039,0.0833046471600688,0.0922468329168847
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,All,0.0064975609756097,0.9357541413432612,0.121960975609756,0.0187032938583932
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,SSD,Translation rate,True duplicates,9.103497673587263,0.0025512117164131,0.1896248834148896,3.1328823412826105e-05
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,All,4.58403722105759,0.0322710961110504,0.1009662591687041,0.0014173092890285
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,All duplicates,Protein abundance,True duplicates,54.9113362133556,1.2609162476550058e-13,0.2452441849891326,2.7299848864405404e-18
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.1025469387755102,0.0169232704766752
No Cost,0.075,0.25,0,0,Bm025_iter2,Bp_higher_1e5,Bp_higher_WGD,WGD,Protein abundance,True duplicates,34.06203482964689,5.338271362409509e-09,0.2451438406687976,5.757272468568247e-12
