Model,Parameter,Log2 fold-change
Mixed,Transcription rate,2.3985719928074603
Mixed,Transcription rate,5.658783105187722
Mixed,Transcription rate,0.29222426736444895
Mixed,Transcription rate,0.5915618574863422
Mixed,Transcription rate,3.9364577003929178
Mixed,Transcription rate,2.7045715762897484
Mixed,Transcription rate,0.49423414582862457
Mixed,Transcription rate,0.4349808399702208
Mixed,Transcription rate,0.461595903633225
Mixed,Transcription rate,3.0812445794604586
Mixed,Transcription rate,2.9618302387118582
Mixed,Transcription rate,0.30712622513991195
Mixed,Transcription rate,2.3604258245079484
Mixed,Transcription rate,2.941287614609768
Mixed,Transcription rate,0.03212343209798093
Mixed,Transcription rate,2.8831543372648163
Mixed,Transcription rate,0.012678129955788804
Mixed,Transcription rate,0.7537582928438664
Mixed,Transcription rate,0.4107902069730227
Mixed,Transcription rate,0.06955523762008521
Mixed,Transcription rate,6.495763393084377
Mixed,Transcription rate,0.8597258274115016
Mixed,Transcription rate,2.8119475766684503
Mixed,Transcription rate,0.09639155463142435
Mixed,Transcription rate,3.310463892604228
Mixed,Transcription rate,1.097544140931822
Mixed,Transcription rate,0.36684472151706626
Mixed,Transcription rate,1.4233592305465241
Mixed,Transcription rate,1.169990851134269
Mixed,Transcription rate,0.5966043873161679
Mixed,Transcription rate,5.29788105692047
Mixed,Transcription rate,2.7468363827281603
Mixed,Transcription rate,2.8762162853827737
Mixed,Transcription rate,0.011532475953674393
Mixed,Transcription rate,0.8051059636896516
Mixed,Transcription rate,1.0771094030755632
Mixed,Transcription rate,0.22892404770640046
Mixed,Transcription rate,0.2067160932240801
Mixed,Transcription rate,2.129153674054219
Mixed,Transcription rate,0.5014465767000365
Mixed,Transcription rate,0.8177055407372164
Mixed,Transcription rate,0.20721731330441226
Mixed,Transcription rate,2.9153973805734004
Mixed,Transcription rate,0.28145208689470175
Mixed,Transcription rate,0.841512423253953
Mixed,Transcription rate,0.2809700248498065
Mixed,Transcription rate,1.9039595482533158
Mixed,Transcription rate,1.1734205522557584
Mixed,Transcription rate,1.8505752526697765
Mixed,Transcription rate,0.4957965434568561
Mixed,Transcription rate,1.9369447939371023
Mixed,Transcription rate,0.5669296392389784
Mixed,Transcription rate,1.4154611660453047
Mixed,Transcription rate,2.7803579794708817
Mixed,Transcription rate,1.2530456655449504
Mixed,Transcription rate,0.09855302070641432
Mixed,Transcription rate,4.940215237679124
Mixed,Transcription rate,0.21544778115646374
Mixed,Transcription rate,0.6192031648377208
Mixed,Transcription rate,3.11103105537891
Mixed,Transcription rate,1.1652610096282583
Mixed,Transcription rate,3.7669901630527747
Mixed,Transcription rate,1.1060658921692366
Mixed,Transcription rate,0.6483561547034832
Mixed,Transcription rate,0.19096535720391009
Mixed,Transcription rate,2.2122532511410715
Mixed,Transcription rate,0.1414209726624456
Mixed,Transcription rate,1.7500339371912113
Mixed,Transcription rate,0.1224109882084892
Mixed,Transcription rate,1.6375200943306476
Mixed,Transcription rate,0.4742078730986027
Mixed,Transcription rate,0.21250756734175494
Mixed,Transcription rate,0.5867233182504095
Mixed,Transcription rate,0.7435413048025827
Mixed,Transcription rate,0.11562396091264944
Mixed,Transcription rate,1.5844890744538094
Mixed,Transcription rate,2.2864254494175853
Mixed,Transcription rate,0.529202285416124
Mixed,Transcription rate,0.2779665928382392
Mixed,Transcription rate,4.058136188638452
Mixed,Transcription rate,1.7837122360494917
Mixed,Transcription rate,1.525637203133118
Mixed,Transcription rate,0.9582952315142526
Mixed,Transcription rate,2.613806575156442
Mixed,Transcription rate,4.0791059664824925
Mixed,Transcription rate,0.2853608692600186
Mixed,Transcription rate,0.8065023630950663
Mixed,Transcription rate,0.39371693619531034
Mixed,Transcription rate,0.20183177823181175
Mixed,Transcription rate,0.06094400813298098
Mixed,Transcription rate,3.321843005472906
Mixed,Transcription rate,0.1993570709589004
Mixed,Transcription rate,2.690249025036718
Mixed,Transcription rate,1.080396514545498
Mixed,Transcription rate,1.5818773232974628
Mixed,Transcription rate,1.8382286725488353
Mixed,Transcription rate,1.4677933439874047
Mixed,Transcription rate,0.26615300164839467
Mixed,Transcription rate,0.1693308522446901
Mixed,Transcription rate,0.009106436671605482
Mixed,Transcription rate,1.4541575952478318
Mixed,Transcription rate,0.05225859660896218
Mixed,Transcription rate,2.575547192392971
Mixed,Transcription rate,0.4190098484520737
Mixed,Transcription rate,1.1253293855823385
Mixed,Transcription rate,2.47990142146912
Mixed,Transcription rate,1.1670850393780894
Mixed,Transcription rate,0.941007919890287
Mixed,Transcription rate,0.3813529110804047
Mixed,Transcription rate,1.8624229355899211
Mixed,Transcription rate,0.14323149960342926
Mixed,Transcription rate,0.0030866420945196895
Mixed,Transcription rate,2.958367454626928
Mixed,Transcription rate,0.06833304368589087
Mixed,Transcription rate,0.003260849842987324
Mixed,Transcription rate,4.713768475714632
Mixed,Transcription rate,3.2474090910984645
Mixed,Transcription rate,2.7141919570703417
Mixed,Transcription rate,0.482053428001717
Mixed,Transcription rate,0.7973584709460413
Mixed,Transcription rate,0.4400636286771013
Mixed,Transcription rate,1.3768486434585991
Mixed,Transcription rate,2.3009018619618002
Mixed,Transcription rate,1.1448484487493158
Mixed,Transcription rate,2.8252562730585367
Mixed,Transcription rate,6.82660322623755
Mixed,Transcription rate,0.4137125910305023
Mixed,Transcription rate,0.07919710245249184
Mixed,Transcription rate,0.01558512177240455
Mixed,Transcription rate,1.3522835391029384
Mixed,Transcription rate,0.8110569120855275
Mixed,Transcription rate,0.9234266810203398
Mixed,Transcription rate,2.4969864425459343
Mixed,Transcription rate,4.2843384939004086
Mixed,Transcription rate,0.6326111801151342
Mixed,Transcription rate,0.9154998972036724
Mixed,Transcription rate,1.7701451215939308
Mixed,Transcription rate,1.40466667251324
Mixed,Transcription rate,4.287994626831735
Mixed,Transcription rate,2.3104056961665864
Mixed,Transcription rate,3.4682206313532937
Mixed,Transcription rate,2.250429104062499
Mixed,Transcription rate,0.4957113878509364
Mixed,Transcription rate,1.4179713147137383
Mixed,Transcription rate,3.0033282701443498
Mixed,Transcription rate,0.08637735885144127
Mixed,Transcription rate,3.378763626980514
Mixed,Transcription rate,1.6650734153925637
Mixed,Transcription rate,0.6684823669062149
Mixed,Transcription rate,0.052418934185154566
Mixed,Transcription rate,0.02709577656319496
Mixed,Transcription rate,1.9957581191533262
Mixed,Transcription rate,3.8943615872688127
Mixed,Transcription rate,0.49900426892736527
Mixed,Transcription rate,2.167257513585805
Mixed,Transcription rate,0.2367052521017982
Mixed,Transcription rate,3.5336242912990783
Mixed,Transcription rate,0.22580957769999835
Mixed,Transcription rate,0.387789383271548
Mixed,Transcription rate,0.9727292629234778
Mixed,Transcription rate,4.336258594106565
Mixed,Transcription rate,2.9117444542585007
Mixed,Transcription rate,1.3762160860566477
Mixed,Transcription rate,4.696231779644246
Mixed,Transcription rate,1.3132510384382878
Mixed,Transcription rate,5.420794598742683
Mixed,Transcription rate,0.5978470092414286
Mixed,Transcription rate,1.06365478195312
Mixed,Transcription rate,0.9359523080115979
Mixed,Transcription rate,1.364375241820833
Mixed,Transcription rate,1.1528792332599243
Mixed,Transcription rate,2.1360332031605553
Mixed,Transcription rate,1.67413677624419
Mixed,Transcription rate,0.8127923829414296
Mixed,Transcription rate,0.022268834012529153
Mixed,Transcription rate,0.6333656296639982
Mixed,Transcription rate,0.04752330429883583
Mixed,Transcription rate,0.8928121051465263
Mixed,Transcription rate,0.5362249531545071
Mixed,Transcription rate,2.5905182809583076
Mixed,Transcription rate,1.380928029966506
Mixed,Transcription rate,0.5931671347084746
Mixed,Transcription rate,3.0776669223239956
Mixed,Transcription rate,0.5304081420445783
Mixed,Transcription rate,0.11899899816781324
Mixed,Transcription rate,1.819878932645654
Mixed,Transcription rate,0.6998892430338126
Mixed,Transcription rate,3.133532203195893
Mixed,Transcription rate,0.46736947351668523
Mixed,Transcription rate,4.188863467315072
Mixed,Transcription rate,1.3614456486680333
Mixed,Transcription rate,1.1799705861514607
Mixed,Transcription rate,1.1238857904185233
Mixed,Transcription rate,1.6897028450262725
Mixed,Transcription rate,4.318607950220843
Mixed,Transcription rate,1.110591100996863
Mixed,Transcription rate,0.3686349154163351
Mixed,Transcription rate,2.1920006895651536
Mixed,Transcription rate,1.9747065185008654
Mixed,Transcription rate,0.33212334192265186
Mixed,Transcription rate,3.3742785866971223
Mixed,Transcription rate,4.8776209807118445
Mixed,Transcription rate,2.092362532273554
Mixed,Transcription rate,0.8645184578422784
Mixed,Transcription rate,0.8890889797072492
Mixed,Transcription rate,0.37830998630762747
Mixed,Transcription rate,2.1664457224798914
Mixed,Transcription rate,0.15145794161731108
Mixed,Transcription rate,1.0175980687490132
Mixed,Transcription rate,0.9550439856851586
Mixed,Transcription rate,0.37452432529857876
Mixed,Transcription rate,1.7306859057740374
Mixed,Transcription rate,4.371090633607121
Mixed,Transcription rate,1.3153134676993519
Mixed,Transcription rate,3.9636477441163263
Mixed,Transcription rate,0.14994419765967276
Mixed,Transcription rate,1.4595244727805397
Mixed,Transcription rate,0.8299326058708749
Mixed,Transcription rate,3.1038715249231594
Mixed,Transcription rate,3.1595627072137473
Mixed,Transcription rate,5.271492479354918
Mixed,Transcription rate,0.027715086380409114
Mixed,Transcription rate,0.19132404088385882
Mixed,Transcription rate,0.557724082336038
Mixed,Transcription rate,0.32498648577602557
Mixed,Transcription rate,2.064994448439773
Mixed,Transcription rate,2.4367123135473765
Mixed,Transcription rate,0.778054306508748
Mixed,Transcription rate,0.09706285538693997
Mixed,Transcription rate,2.8368959360766315
Mixed,Transcription rate,1.9105872187680257
Mixed,Transcription rate,3.062865748219208
Mixed,Transcription rate,2.625264255060049
Mixed,Transcription rate,1.313317732769291
Mixed,Transcription rate,2.7445250696148933
Mixed,Transcription rate,2.1448173957731314
Mixed,Transcription rate,1.3790261384854157
Mixed,Transcription rate,1.383856940905298
Mixed,Transcription rate,0.1461436761792023
Mixed,Transcription rate,1.151255703957577
Mixed,Transcription rate,0.14222548379040814
Mixed,Transcription rate,0.01668338210374969
Mixed,Transcription rate,0.42132785375690296
Mixed,Transcription rate,0.1830599208580869
Mixed,Transcription rate,5.4980657048892745
Mixed,Transcription rate,3.0955668299130354
Mixed,Transcription rate,4.204098981021715
Mixed,Transcription rate,0.17318703375043196
Mixed,Transcription rate,7.081019982763662
Mixed,Transcription rate,2.1924648218320217
Mixed,Transcription rate,1.8466343986728382
Mixed,Transcription rate,0.8236976715795453
Mixed,Transcription rate,1.8451500164601633
Mixed,Transcription rate,2.009062182684505
Mixed,Transcription rate,1.17984014391645
Mixed,Transcription rate,0.30951454511093685
Mixed,Transcription rate,0.11597812416113394
Mixed,Transcription rate,2.063454520722159
Mixed,Transcription rate,0.6432370732405728
Mixed,Transcription rate,0.2330950032009931
Mixed,Transcription rate,0.33587885154205976
Mixed,Transcription rate,1.5508228920482634
Mixed,Transcription rate,0.5417365928557962
Mixed,Transcription rate,0.25028900127401116
Mixed,Transcription rate,0.1817670071003752
Mixed,Transcription rate,3.761860861759452
Mixed,Transcription rate,0.5502291577243481
Mixed,Transcription rate,2.062647307062339
Mixed,Transcription rate,1.2406859755761424
Mixed,Transcription rate,0.20091257212026664
Mixed,Transcription rate,0.640376391459179
Mixed,Transcription rate,0.5646680406885592
Mixed,Transcription rate,2.46432885988182
Mixed,Transcription rate,0.25360267984134444
Mixed,Transcription rate,0.037558818002555575
Mixed,Transcription rate,0.13869114560307821
Mixed,Transcription rate,1.6994543308404493
Mixed,Transcription rate,0.4887211144860115
Mixed,Transcription rate,0.03599865325530473
Mixed,Transcription rate,0.164640132210842
Mixed,Transcription rate,3.2963358414930632
Mixed,Transcription rate,5.085863013024874
Mixed,Transcription rate,0.8752704871928476
Mixed,Transcription rate,1.3374893797296348
Mixed,Transcription rate,2.833906273730192
Mixed,Transcription rate,5.42687812751612
Mixed,Transcription rate,0.0122531064607981
Mixed,Transcription rate,1.6177745164494102
Mixed,Transcription rate,2.9308763736381507
Mixed,Transcription rate,3.452167714423114
Mixed,Transcription rate,1.5438520212431495
Mixed,Transcription rate,1.212022621245241
Mixed,Transcription rate,0.497948432047454
Mixed,Transcription rate,0.7830916581253724
Mixed,Transcription rate,0.9343530185300812
Mixed,Transcription rate,0.15327668079111717
Mixed,Transcription rate,1.117445648072556
Mixed,Transcription rate,0.4107311935836544
Mixed,Transcription rate,1.1158586805112654
Mixed,Transcription rate,2.8689999760220193
Mixed,Transcription rate,0.015205612845286508
Mixed,Transcription rate,0.9796838097814051
Mixed,Transcription rate,1.2696538774964425
Mixed,Transcription rate,0.5889007238618024
Mixed,Transcription rate,0.91748287369508
Mixed,Transcription rate,0.48232066276664287
Mixed,Transcription rate,4.364592561964927
Mixed,Transcription rate,1.0194777476915005
Mixed,Transcription rate,0.7032425873241465
Mixed,Transcription rate,3.635355497739087
Mixed,Transcription rate,0.051211422940189905
Mixed,Transcription rate,0.43808060990845465
Mixed,Transcription rate,0.554925623331205
Mixed,Transcription rate,0.1932229929380109
Mixed,Transcription rate,4.126235396554056
Mixed,Transcription rate,2.168878721818698
Mixed,Transcription rate,0.9833218918441331
Mixed,Transcription rate,1.3582192537503204
Mixed,Transcription rate,1.5421359477718228
Mixed,Transcription rate,1.3607648633993552
Mixed,Transcription rate,1.1930404750271943
Mixed,Transcription rate,0.2091644162455261
Mixed,Transcription rate,2.928346424926529
Mixed,Transcription rate,0.2085898714187404
Mixed,Transcription rate,0.15616527274469721
Mixed,Transcription rate,0.668914312860402
Mixed,Transcription rate,0.11584237968043316
Mixed,Transcription rate,0.7764401906202906
Mixed,Transcription rate,1.0325153274006522
Mixed,Transcription rate,1.3478370669465978
Mixed,Transcription rate,2.491411310529238
Mixed,Transcription rate,0.47536135493417886
Mixed,Transcription rate,0.9772817823254911
Mixed,Transcription rate,0.25485474148911635
Mixed,Transcription rate,0.1828557031056945
Mixed,Transcription rate,0.5887773150001974
Mixed,Transcription rate,2.1669726962127753
Mixed,Transcription rate,0.35310806192991195
Mixed,Transcription rate,0.47427875666761654
Mixed,Transcription rate,2.4720916096440346
Mixed,Transcription rate,1.5345840405334574
Mixed,Transcription rate,0.6656257576979607
Mixed,Transcription rate,0.5958096091038079
Mixed,Transcription rate,0.2729548083964255
Mixed,Transcription rate,4.557353076631445
Mixed,Transcription rate,0.40627145571768747
Mixed,Transcription rate,0.05496703480160058
Mixed,Transcription rate,1.1026930435634488
Mixed,Transcription rate,0.3677217789936698
Mixed,Transcription rate,0.310013582136425
Mixed,Transcription rate,0.962869302574848
Mixed,Transcription rate,3.4771827903627495
Mixed,Transcription rate,2.0016798184395497
Mixed,Transcription rate,0.06899132248128126
Mixed,Transcription rate,1.210656890407042
Mixed,Transcription rate,4.745437483086841
Mixed,Transcription rate,3.184100048319399
Mixed,Transcription rate,2.976101336519565
Mixed,Transcription rate,1.001044778749375
Mixed,Transcription rate,0.969158826341438
Mixed,Transcription rate,0.15528810127402073
Mixed,Transcription rate,3.010842211139234
Mixed,Transcription rate,0.32263488479799707
Mixed,Transcription rate,2.165010693696201
Mixed,Transcription rate,0.12439697591585609
Mixed,Transcription rate,1.2968797133707928
Mixed,Transcription rate,0.23781769199232136
Mixed,Transcription rate,0.8231180441376051
Mixed,Transcription rate,0.5885515952402292
Mixed,Transcription rate,1.9408810374324446
Mixed,Transcription rate,0.5099754450013021
Mixed,Transcription rate,0.07874948705173568
Mixed,Transcription rate,0.7928023296295604
Mixed,Transcription rate,4.699424451006961
Mixed,Transcription rate,2.1379744829850535
Mixed,Transcription rate,0.02343063391352332
Mixed,Transcription rate,0.8446167164214928
Mixed,Transcription rate,0.8747051254675352
Mixed,Transcription rate,1.8709760483280653
