Model,Parameter,Log2 fold-change
Mixed,Transcription rate,0.5044790127710495
Mixed,Transcription rate,3.906884495269251
Mixed,Transcription rate,1.8464703801590392
Mixed,Transcription rate,0.8850448839119288
Mixed,Transcription rate,2.3659143133967326
Mixed,Transcription rate,0.8806438853422026
Mixed,Transcription rate,1.8630742006542695
Mixed,Transcription rate,3.7726141936555626
Mixed,Transcription rate,0.5281739951677464
Mixed,Transcription rate,0.08943363018118634
Mixed,Transcription rate,0.22202475030428503
Mixed,Transcription rate,1.596903142804389
Mixed,Transcription rate,0.39519827666768936
Mixed,Transcription rate,0.22547224865437354
Mixed,Transcription rate,0.4500310969774308
Mixed,Transcription rate,0.05661398300436298
Mixed,Transcription rate,1.7612819206619206
Mixed,Transcription rate,0.02100206691988064
Mixed,Transcription rate,1.250351981273387
Mixed,Transcription rate,0.38778791544786445
Mixed,Transcription rate,0.047091128318438535
Mixed,Transcription rate,3.675685309500316
Mixed,Transcription rate,0.03012172033581374
Mixed,Transcription rate,0.9715741829478975
Mixed,Transcription rate,2.2405078692237104
Mixed,Transcription rate,0.041504663071250385
Mixed,Transcription rate,0.45644645161422903
Mixed,Transcription rate,0.8190498622892927
Mixed,Transcription rate,0.15795354177046295
Mixed,Transcription rate,0.3269272802876255
Mixed,Transcription rate,0.25587956855320154
Mixed,Transcription rate,1.5319652754761885
Mixed,Transcription rate,2.2042724682069172
Mixed,Transcription rate,1.5014869794390275
Mixed,Transcription rate,2.326803436657297
Mixed,Transcription rate,1.8024693338090327
Mixed,Transcription rate,1.4681742339580532
Mixed,Transcription rate,2.409190674220537
Mixed,Transcription rate,4.338942261607135
Mixed,Transcription rate,0.6516050846204542
Mixed,Transcription rate,1.0021835742976501
Mixed,Transcription rate,3.2256140472299775
Mixed,Transcription rate,0.0937744091865399
Mixed,Transcription rate,3.8556826078707513
Mixed,Transcription rate,0.10509604391414622
Mixed,Transcription rate,3.9631547702364474
Mixed,Transcription rate,0.06953124774231219
Mixed,Transcription rate,2.6277822585616946
Mixed,Transcription rate,0.14366145443656372
Mixed,Transcription rate,3.787928874538612
Mixed,Transcription rate,0.9078698365301638
Mixed,Transcription rate,1.2891742728868487
Mixed,Transcription rate,0.07106757037690516
Mixed,Transcription rate,2.4173340555244778
Mixed,Transcription rate,1.3324741049227595
Mixed,Transcription rate,0.24844076812237373
Mixed,Transcription rate,4.029668247534869
Mixed,Transcription rate,0.03977118773765576
Mixed,Transcription rate,1.504273554853753
Mixed,Transcription rate,2.046649365527958
Mixed,Transcription rate,2.166011420526203
Mixed,Transcription rate,3.080026005664362
Mixed,Transcription rate,0.6505873686314434
Mixed,Transcription rate,2.249024259142251
Mixed,Transcription rate,0.019639363838554188
Mixed,Transcription rate,0.40344775919072834
Mixed,Transcription rate,0.877792884188391
Mixed,Transcription rate,0.20940792278591663
Mixed,Transcription rate,1.171719830614972
Mixed,Transcription rate,2.2128795067105784
Mixed,Transcription rate,1.8464350970821641
Mixed,Transcription rate,2.43244319988736
Mixed,Transcription rate,0.34686765978429074
Mixed,Transcription rate,1.403409374997047
Mixed,Transcription rate,0.17949600869798926
Mixed,Transcription rate,0.00202131277781016
Mixed,Transcription rate,0.0321555453371824
Mixed,Transcription rate,0.12341746502133534
Mixed,Transcription rate,3.7438150210832792
Mixed,Transcription rate,0.5150117160272661
Mixed,Transcription rate,1.4200032002368366
Mixed,Transcription rate,1.9469662942747297
Mixed,Transcription rate,1.2536231787324976
Mixed,Transcription rate,2.2688534857141085
Mixed,Transcription rate,0.11736459637196736
Mixed,Transcription rate,2.1425855524232538
Mixed,Transcription rate,0.6662073548167227
Mixed,Transcription rate,0.5455755176266776
Mixed,Transcription rate,0.33059091147239694
Mixed,Transcription rate,0.03804633462607899
Mixed,Transcription rate,0.1964952921513823
Mixed,Transcription rate,3.3033249684905885
Mixed,Transcription rate,0.049164957475166214
Mixed,Transcription rate,0.3032498191041592
Mixed,Transcription rate,1.0459535247793563
Mixed,Transcription rate,0.08254956236865761
Mixed,Transcription rate,0.07534560212646443
Mixed,Transcription rate,0.4992768007442311
Mixed,Transcription rate,2.1292234362456366
Mixed,Transcription rate,0.6154138604843475
Mixed,Transcription rate,2.5581415823629206
Mixed,Transcription rate,1.7103912059659576
Mixed,Transcription rate,0.49694905342232143
Mixed,Transcription rate,0.27321708972117337
Mixed,Transcription rate,1.1369769273193133
Mixed,Transcription rate,1.7339263470116832
Mixed,Transcription rate,2.1109035404991494
Mixed,Transcription rate,0.9725746651633175
Mixed,Transcription rate,0.7940447746996444
Mixed,Transcription rate,0.1625142971627451
Mixed,Transcription rate,2.067318283156301
Mixed,Transcription rate,1.0470684353604933
Mixed,Transcription rate,0.7477563394882145
Mixed,Transcription rate,0.5628522464608492
Mixed,Transcription rate,0.037817468249998785
Mixed,Transcription rate,0.28062066929329255
Mixed,Transcription rate,1.0948361796041077
Mixed,Transcription rate,0.7573320490032007
Mixed,Transcription rate,0.047151548453547694
Mixed,Transcription rate,0.049153519159334885
Mixed,Transcription rate,0.44122104826713565
Mixed,Transcription rate,1.4316545535117304
Mixed,Transcription rate,3.192282056094379
Mixed,Transcription rate,1.4482358788572762
Mixed,Transcription rate,0.3773244312889515
Mixed,Transcription rate,0.357519880702297
Mixed,Transcription rate,2.3277189855937244
Mixed,Transcription rate,0.7212781064184641
Mixed,Transcription rate,1.387046158411795
Mixed,Transcription rate,0.2431652954467588
Mixed,Transcription rate,1.7131867340615103
Mixed,Transcription rate,0.6017475975317647
Mixed,Transcription rate,3.1887852703494115
Mixed,Transcription rate,2.4725776722179376
Mixed,Transcription rate,3.3304148760139882
Mixed,Transcription rate,1.092190766438508
Mixed,Transcription rate,1.371484217776106
Mixed,Transcription rate,0.27025627269216035
Mixed,Transcription rate,1.1983576400727962
Mixed,Transcription rate,6.170726300538395
Mixed,Transcription rate,0.19220653118879213
Mixed,Transcription rate,2.583958405998027
Mixed,Transcription rate,0.16535247983235446
Mixed,Transcription rate,1.5041527487514939
Mixed,Transcription rate,0.5328522374443863
Mixed,Transcription rate,1.4625980443899955
Mixed,Transcription rate,0.3756475570476097
Mixed,Transcription rate,0.2836453273221521
Mixed,Transcription rate,2.2453940911925803
Mixed,Transcription rate,1.6816696183147384
Mixed,Transcription rate,0.10740053292739396
Mixed,Transcription rate,1.2296764472295711
Mixed,Transcription rate,1.3917198476626294
Mixed,Transcription rate,1.0740087776402467
Mixed,Transcription rate,0.8183797256499858
Mixed,Transcription rate,2.172887561251949
Mixed,Transcription rate,4.251181632481404
Mixed,Transcription rate,0.11253460915012327
Mixed,Transcription rate,1.3868771476647856
Mixed,Transcription rate,2.9532064133360407
Mixed,Transcription rate,0.12288905305785613
Mixed,Transcription rate,0.6277565909858069
Mixed,Transcription rate,2.2674622626077943
Mixed,Transcription rate,2.2163257368288156
Mixed,Transcription rate,0.2881811307913551
Mixed,Transcription rate,2.189253501718056
Mixed,Transcription rate,3.406338112398413
Mixed,Transcription rate,0.10120038868942502
Mixed,Transcription rate,0.299820214606994
Mixed,Transcription rate,1.5792548371483466
Mixed,Transcription rate,1.8137575449834993
Mixed,Transcription rate,1.0845689518757797
Mixed,Transcription rate,3.871482728621167
Mixed,Transcription rate,0.04254192880123403
Mixed,Transcription rate,0.7861956527262592
Mixed,Transcription rate,1.206932698977817
Mixed,Transcription rate,0.8411587809665182
Mixed,Transcription rate,0.5835375559568192
Mixed,Transcription rate,0.6223150957096362
Mixed,Transcription rate,3.0512730421351977
Mixed,Transcription rate,4.216605454719181
Mixed,Transcription rate,1.305314552059669
Mixed,Transcription rate,4.0590391880442755
Mixed,Transcription rate,0.4272575928587282
Mixed,Transcription rate,0.8837777288516941
Mixed,Transcription rate,2.8424220309716524
Mixed,Transcription rate,4.017727161655008
Mixed,Transcription rate,0.014920149648228095
Mixed,Transcription rate,0.039958393583924404
Mixed,Transcription rate,0.07683620954939864
Mixed,Transcription rate,2.550459627777511
Mixed,Transcription rate,3.3015742118901112
Mixed,Transcription rate,1.3276328179662147
Mixed,Transcription rate,2.0945140373500215
Mixed,Transcription rate,2.6844730445445877
Mixed,Transcription rate,0.06520654053155527
Mixed,Transcription rate,5.5485215551075
Mixed,Transcription rate,2.9736095867991024
Mixed,Transcription rate,0.13506064264288933
Mixed,Transcription rate,0.0786875159619172
Mixed,Transcription rate,0.036503400322842244
Mixed,Transcription rate,1.5232281751497874
Mixed,Transcription rate,0.6099533533582151
Mixed,Transcription rate,1.1742481580698478
Mixed,Transcription rate,1.4518363380387846
Mixed,Transcription rate,3.0733313358504954
Mixed,Transcription rate,0.23254773682358512
Mixed,Transcription rate,2.0979439187743645
Mixed,Transcription rate,4.242807168387828
Mixed,Transcription rate,0.19930095886351018
Mixed,Transcription rate,0.6919852222940983
Mixed,Transcription rate,1.0016451581524757
Mixed,Transcription rate,2.6967545397569066
Mixed,Transcription rate,2.14738506714418
Mixed,Transcription rate,0.03807541495201764
Mixed,Transcription rate,2.3907187525466225
Mixed,Transcription rate,1.0527773987452318
Mixed,Transcription rate,0.5599169579447703
Mixed,Transcription rate,0.01866091627312736
Mixed,Transcription rate,0.21741352937058894
Mixed,Transcription rate,0.3830136886016601
Mixed,Transcription rate,0.017009457049342706
Mixed,Transcription rate,0.40305758665720137
Mixed,Transcription rate,1.229143360245539
Mixed,Transcription rate,0.9802549115195733
Mixed,Transcription rate,0.6588218089181028
Mixed,Transcription rate,0.28263439155812475
Mixed,Transcription rate,0.6457416302890355
Mixed,Transcription rate,2.69847899840003
Mixed,Transcription rate,0.9147037064435639
Mixed,Transcription rate,1.6681257247831047
Mixed,Transcription rate,2.740009876135515
Mixed,Transcription rate,5.029850390411725
Mixed,Transcription rate,2.7355460930040465
Mixed,Transcription rate,1.2626476052691913
Mixed,Transcription rate,0.14590334899496646
Mixed,Transcription rate,0.1135221955844371
Mixed,Transcription rate,0.08002940094861329
Mixed,Transcription rate,2.0143165000619914
Mixed,Transcription rate,4.204774814496393
Mixed,Transcription rate,1.8727494278931696
Mixed,Transcription rate,0.2028066136593906
Mixed,Transcription rate,0.3184128649881574
Mixed,Transcription rate,3.8267354206803557
Mixed,Transcription rate,3.4246095784571473
Mixed,Transcription rate,0.0623687881646315
Mixed,Transcription rate,2.2147155002529324
Mixed,Transcription rate,0.6359426998311668
Mixed,Transcription rate,3.811843032333262
Mixed,Transcription rate,0.29177228198640515
Mixed,Transcription rate,1.8329867570647862
Mixed,Transcription rate,1.3620700266642878
Mixed,Transcription rate,0.47459643348103064
Mixed,Transcription rate,1.2762122620159082
Mixed,Transcription rate,0.2548469197281879
Mixed,Transcription rate,0.24164115983243817
Mixed,Transcription rate,0.7262162322104296
Mixed,Transcription rate,0.6673255646852706
Mixed,Transcription rate,0.020156046151484516
Mixed,Transcription rate,0.3021692858337291
Mixed,Transcription rate,0.0007055110569406453
Mixed,Transcription rate,3.9261598368660953
Mixed,Transcription rate,1.0288665178083436
Mixed,Transcription rate,2.338748221651802
Mixed,Transcription rate,2.1321172939361666
Mixed,Transcription rate,0.046498942714914816
Mixed,Transcription rate,0.5876331079100833
Mixed,Transcription rate,0.41811274691756484
Mixed,Transcription rate,0.24938178496183894
Mixed,Transcription rate,0.11628207224869784
Mixed,Transcription rate,2.708676647743862
Mixed,Transcription rate,2.6900335565890474
Mixed,Transcription rate,2.5604420354385593
Mixed,Transcription rate,0.414171988588997
Mixed,Transcription rate,0.8387633680842067
Mixed,Transcription rate,2.9633696938730676
Mixed,Transcription rate,2.7210686583608275
Mixed,Transcription rate,1.0036271669104866
Mixed,Transcription rate,0.129620936343409
Mixed,Transcription rate,0.5771368129822941
Mixed,Transcription rate,0.5283253766381552
Mixed,Transcription rate,2.3320738766855715
Mixed,Transcription rate,0.006000772466560125
Mixed,Transcription rate,2.1793420534238908
Mixed,Transcription rate,0.11575956754146188
Mixed,Transcription rate,0.4677482242058878
Mixed,Transcription rate,2.8206701532802967
Mixed,Transcription rate,3.0463428669298325
Mixed,Transcription rate,0.18008760878858188
Mixed,Transcription rate,0.9499456889495063
Mixed,Transcription rate,2.0010628820942253
Mixed,Transcription rate,0.10610656263396176
Mixed,Transcription rate,0.03537173392733136
Mixed,Transcription rate,1.2576735345899412
Mixed,Transcription rate,0.5809111326180517
Mixed,Transcription rate,1.4328347752897534
Mixed,Transcription rate,0.2920648674461867
Mixed,Transcription rate,2.9091106051357722
Mixed,Transcription rate,0.10923747719022926
Mixed,Transcription rate,0.19316585761509036
Mixed,Transcription rate,1.7424195878294706
Mixed,Transcription rate,0.6114488423236475
Mixed,Transcription rate,4.054962313624566
Mixed,Transcription rate,3.145220284907174
Mixed,Transcription rate,0.5089542472928366
Mixed,Transcription rate,1.735707422183673
Mixed,Transcription rate,3.5139921494335615
Mixed,Transcription rate,0.6748536562553322
Mixed,Transcription rate,2.0467022490480673
Mixed,Transcription rate,0.0444515687088294
Mixed,Transcription rate,1.4371065110924537
Mixed,Transcription rate,0.8259295891296616
Mixed,Transcription rate,0.2261508363114292
Mixed,Transcription rate,1.0349406838275035
Mixed,Transcription rate,0.9478955694840344
Mixed,Transcription rate,0.4720404918066836
Mixed,Transcription rate,4.134337157297141
Mixed,Transcription rate,2.693096201006631
Mixed,Transcription rate,0.601638872417104
Mixed,Transcription rate,1.184109257687512
Mixed,Transcription rate,1.692093004288423
Mixed,Transcription rate,1.9587013422000237
Mixed,Transcription rate,1.84090635934386
Mixed,Transcription rate,0.21606986713766646
Mixed,Transcription rate,1.8313810086004447
Mixed,Transcription rate,3.5839330978439836
Mixed,Transcription rate,2.2195049555824014
Mixed,Transcription rate,4.729331180568918
Mixed,Transcription rate,1.2546936479282527
Mixed,Transcription rate,0.32512742151899027
Mixed,Transcription rate,0.17640213641297522
Mixed,Transcription rate,0.2564790653601195
Mixed,Transcription rate,1.4676458071138554
Mixed,Transcription rate,0.6944490595601662
Mixed,Transcription rate,3.4134732727340102
Mixed,Transcription rate,2.003690146266534
Mixed,Transcription rate,3.6294486377681063
Mixed,Transcription rate,4.9362244365997086
Mixed,Transcription rate,0.1881900621015093
Mixed,Transcription rate,1.0314292800256162
Mixed,Transcription rate,0.043247239285331425
Mixed,Transcription rate,4.252445412701548
Mixed,Transcription rate,0.33596797872465567
Mixed,Transcription rate,0.681171967955936
Mixed,Transcription rate,2.4122706131837064
Mixed,Transcription rate,0.46354332480644433
Mixed,Transcription rate,0.5397051586653963
Mixed,Transcription rate,1.1206278060152233
Mixed,Transcription rate,0.4635370229739423
Mixed,Transcription rate,0.5879948218495408
Mixed,Transcription rate,1.350984428937509
Mixed,Transcription rate,3.555192227943613
Mixed,Transcription rate,0.41641244393482435
Mixed,Transcription rate,0.39643193930665754
Mixed,Transcription rate,1.0211152568995272
Mixed,Transcription rate,3.2203985262977572
Mixed,Transcription rate,0.6800291912001071
Mixed,Transcription rate,0.1305094380024639
Mixed,Transcription rate,4.725175335526778
Mixed,Transcription rate,0.33878250724754116
Mixed,Transcription rate,0.12127401562109996
Mixed,Transcription rate,0.9308296268890474
Mixed,Transcription rate,1.1946506780130939
Mixed,Transcription rate,2.7315248872535602
Mixed,Transcription rate,0.5129467175110731
Mixed,Transcription rate,0.05598028329381637
Mixed,Transcription rate,0.1367130581775521
Mixed,Transcription rate,1.3776116513084096
Mixed,Transcription rate,1.5146127525711768
Mixed,Transcription rate,0.49528676141468464
Mixed,Transcription rate,0.7209962906374117
Mixed,Transcription rate,2.6763754369021284
Mixed,Transcription rate,2.5740093162035644
Mixed,Transcription rate,0.4107842640770707
Mixed,Transcription rate,0.5785979705505512
Mixed,Transcription rate,0.9030243389811267
Mixed,Transcription rate,0.32594397387467555
Mixed,Transcription rate,0.3672939218725873
Mixed,Transcription rate,1.6902165786080348
Mixed,Transcription rate,0.73249110381378
Mixed,Transcription rate,3.132316710553198
Mixed,Transcription rate,2.2182644428023077
Mixed,Transcription rate,0.25011621996942873
Mixed,Transcription rate,2.3491955322052185
Mixed,Transcription rate,1.8182151076778648
Mixed,Transcription rate,2.7015690432400983
Mixed,Transcription rate,0.0926430290001027
Mixed,Transcription rate,0.4260234515296885
Mixed,Transcription rate,0.16717595820976722
Mixed,Transcription rate,2.5161569666244317
Mixed,Transcription rate,0.7011758786698927
Mixed,Transcription rate,2.1957722968931135
Mixed,Transcription rate,3.1912661488007616
Mixed,Transcription rate,0.15064117979944916
Mixed,Transcription rate,0.14714484657405671
Mixed,Transcription rate,0.3754760190080504
Mixed,Transcription rate,0.20621889125003598
Mixed,Transcription rate,0.6850969020410813
Mixed,Transcription rate,3.1094099195414633
Mixed,Transcription rate,1.5245415847161654
Mixed,Transcription rate,2.4491816994938747
Mixed,Transcription rate,1.3428515428689265
Mixed,Transcription rate,0.34251987846510223
Mixed,Transcription rate,1.2170240726122339
Mixed,Transcription rate,1.1500869556225728
Mixed,Transcription rate,2.8145804785854103
Mixed,Transcription rate,0.1447660171107007
Mixed,Transcription rate,1.4596473648919996
Mixed,Transcription rate,0.46461529276507296
Mixed,Transcription rate,0.006963626103165337
Mixed,Transcription rate,4.38253747308816
Mixed,Transcription rate,1.4959427392817615
Mixed,Transcription rate,1.43588553758368
Mixed,Transcription rate,1.9342153542835727
Mixed,Transcription rate,3.278951922306661
Mixed,Transcription rate,1.1102356844204013
Mixed,Transcription rate,1.8872538303312887
Mixed,Transcription rate,1.4210976381728404
Mixed,Transcription rate,2.461338681770222
Mixed,Transcription rate,0.3374028186515367
Mixed,Transcription rate,0.13301124397560846
Mixed,Transcription rate,0.036516231765768375
Mixed,Transcription rate,0.26748865069942185
Mixed,Transcription rate,1.2834728892426743
Mixed,Transcription rate,0.7804863351133399
Mixed,Transcription rate,2.5778292493435995
Mixed,Transcription rate,0.30280237805959936
Mixed,Transcription rate,2.8655633032299352
Mixed,Transcription rate,0.6217404771546999
Mixed,Transcription rate,3.304277297395471
Mixed,Transcription rate,0.004504873344748283
Mixed,Transcription rate,0.2542634213565879
Mixed,Transcription rate,0.9678882354380235
Mixed,Transcription rate,0.2683266874729261
Mixed,Transcription rate,1.2678315935555209
Mixed,Transcription rate,0.9939994986731953
Mixed,Transcription rate,1.0827724610428786
Mixed,Transcription rate,1.8173541514207558
Mixed,Transcription rate,4.4388791680241795
Mixed,Transcription rate,0.020588301093175665
Mixed,Transcription rate,3.645416106811048
Mixed,Transcription rate,3.4171111593541355
Mixed,Transcription rate,0.6131771616502274
Mixed,Transcription rate,3.597882773337438
Mixed,Transcription rate,1.1158926396916378
Mixed,Transcription rate,0.30358552122320753
Mixed,Transcription rate,4.401332508594418
Mixed,Transcription rate,0.39678640788015584
Mixed,Transcription rate,2.1166850030529667
Mixed,Transcription rate,2.7615910374788872
Mixed,Transcription rate,2.4947834044033366
Mixed,Transcription rate,0.930659875155343
Mixed,Transcription rate,1.5475492861529485
Mixed,Transcription rate,4.127490835395551
Mixed,Transcription rate,0.2784782956234811
Mixed,Transcription rate,1.1338810578278402
Mixed,Transcription rate,0.29879333348165593
Mixed,Transcription rate,2.471286465849482
Mixed,Transcription rate,0.21705866007907249
Mixed,Transcription rate,1.3675216734297198
Mixed,Transcription rate,0.32067999336960895
Mixed,Transcription rate,1.6284340134003406
Mixed,Transcription rate,1.1574159307077156
Mixed,Transcription rate,0.4522686096692011
Mixed,Transcription rate,1.5100715223416072
Mixed,Transcription rate,4.5358600266428395
Mixed,Transcription rate,1.3279838982646335
Mixed,Transcription rate,0.02018292336025374
Mixed,Transcription rate,2.0144220693101844
Mixed,Transcription rate,0.1449919643145093
Mixed,Transcription rate,0.3742036177274906
Mixed,Transcription rate,0.08690224628499386
Mixed,Transcription rate,3.9335245296861867
Mixed,Transcription rate,1.4206936483831225
Mixed,Transcription rate,0.18843436456530244
Mixed,Transcription rate,0.45138404901542584
Mixed,Transcription rate,0.033584331128322716
Mixed,Transcription rate,2.1757787710194902
Mixed,Transcription rate,0.250823740755438
Mixed,Transcription rate,0.40059057186725294
Mixed,Transcription rate,2.790663242784241
Mixed,Transcription rate,0.6046350330409214
Mixed,Transcription rate,3.9264009192672025
Mixed,Transcription rate,0.69957381111207
Mixed,Transcription rate,3.2640745228361863
Mixed,Transcription rate,0.37669677178395017
Mixed,Transcription rate,0.06626531248626032
Mixed,Transcription rate,3.0733298505401807
Mixed,Transcription rate,1.0332298504638993
Mixed,Transcription rate,1.4806336595955463
Mixed,Transcription rate,1.2794344546845893
Mixed,Transcription rate,0.00857531676155074
Mixed,Transcription rate,0.0788852838425467
Mixed,Transcription rate,0.33709562710626767
Mixed,Transcription rate,0.0718095614953227
Mixed,Transcription rate,1.2625411545836553
Mixed,Transcription rate,2.897401105840926
Mixed,Transcription rate,3.5799679124721986
Mixed,Transcription rate,1.3048136493200273
Mixed,Transcription rate,2.1459338782906174
Mixed,Transcription rate,3.300386263887736
Mixed,Transcription rate,0.8498449756041131
Mixed,Transcription rate,0.009812147330849277
Mixed,Transcription rate,3.994742846536277
Mixed,Transcription rate,0.671712826535848
Mixed,Transcription rate,0.6405038793211261
Mixed,Transcription rate,0.34956159850628066
Mixed,Transcription rate,2.562071668133666
Mixed,Transcription rate,0.17999785873319124
Mixed,Transcription rate,0.279021119274038
Mixed,Transcription rate,1.9960500629455498
Mixed,Transcription rate,1.5932363174304576
Mixed,Transcription rate,0.13434092723611912
Mixed,Transcription rate,0.5013644119554166
Mixed,Transcription rate,0.1977789785229185
Mixed,Transcription rate,0.7067551058262698
Mixed,Transcription rate,1.3412070229363813
Mixed,Transcription rate,1.7944962519305157
Mixed,Transcription rate,2.1308561938898656
Mixed,Transcription rate,0.1887302070526433
Mixed,Transcription rate,1.3488328368455385
Mixed,Transcription rate,1.4607592764325368
Mixed,Transcription rate,0.45791190551868766
Mixed,Transcription rate,2.3506612921001437
Mixed,Transcription rate,2.989814613711882
Mixed,Transcription rate,0.4643618764335955
Mixed,Transcription rate,0.6274543270333515
Mixed,Transcription rate,0.019541928783284878
Mixed,Transcription rate,0.3541745261099763
Mixed,Transcription rate,1.169099530260484
Mixed,Transcription rate,0.585888430926455
Mixed,Transcription rate,0.43769553745419065
Mixed,Transcription rate,1.033782226156843
Mixed,Transcription rate,0.7378730886068587
Mixed,Transcription rate,0.027970701463406168
Mixed,Transcription rate,1.688716878383011
Mixed,Transcription rate,0.9637414569931536
Mixed,Transcription rate,2.782080877544084
Mixed,Transcription rate,2.2936793540887903
Mixed,Transcription rate,0.7285201219884991
Mixed,Transcription rate,3.825533075168723
Mixed,Transcription rate,2.5040913165832417
Mixed,Transcription rate,1.8725638674364702
Mixed,Transcription rate,0.42345808519179573
Mixed,Transcription rate,0.759283268616022
Mixed,Transcription rate,0.5263395403368729
Mixed,Transcription rate,2.3064932883329874
Mixed,Transcription rate,2.494571415275903
Mixed,Transcription rate,0.012737294790342933
Mixed,Transcription rate,0.23888506208514362
Mixed,Transcription rate,3.3159073975397715
Mixed,Transcription rate,0.8986123854551278
Mixed,Transcription rate,0.05340459361458011
Mixed,Transcription rate,0.6475653734680186
Mixed,Transcription rate,0.15310557304933411
Mixed,Transcription rate,1.9803695232541154
Mixed,Transcription rate,0.0034380859907627783
Mixed,Transcription rate,0.3751829929756547
