,Model,Comparison,Run,Mut_sd,KS stats
0,ADS,SSD,Bm05,0.01,0.25862601626016263
1,ADS,SSD,Bm05,0.025,0.2499593495934959
2,ADS,SSD,Bm05,0.05,0.23355386178861784
3,ADS,SSD,Bm05,0.075,0.2176443089430894
4,ADS,SSD,Bm05,0.1,0.20919105691056908
5,ADS,SSD,Bm05,0.125,0.20887093495934952
6,ADS,SSD,Bm05,0.15,0.20851117886178858
7,ADS,SSD,Bm05,0.2,0.21339837398373981
8,ADS,SSD,Bm05,0.25,0.22427642276422763
9,ADS,SSD,Bm05,0.35,0.2598150406504065
10,ADS,SSD,Bm1,0.01,0.19432926829268285
11,ADS,SSD,Bm1,0.025,0.183540650406504
12,ADS,SSD,Bm1,0.05,0.17495528455284548
13,ADS,SSD,Bm1,0.075,0.15849999999999995
14,ADS,SSD,Bm1,0.1,0.15186483739837392
15,ADS,SSD,Bm1,0.125,0.15063414634146335
16,ADS,SSD,Bm1,0.15,0.15317276422764226
17,ADS,SSD,Bm1,0.2,0.1650233739837398
18,ADS,SSD,Bm1,0.25,0.16779878048780483
19,ADS,SSD,Bm1,0.35,0.21324288617886175
20,ADS,SSD,Bm10,0.01,0.20430691056910566
21,ADS,SSD,Bm10,0.025,0.19778455284552843
22,ADS,SSD,Bm10,0.05,0.1927388211382113
23,ADS,SSD,Bm10,0.075,0.16665752032520323
24,ADS,SSD,Bm10,0.1,0.16011991869918693
25,ADS,SSD,Bm10,0.125,0.16274695121951216
26,ADS,SSD,Bm10,0.15,0.1681382113821138
27,ADS,SSD,Bm10,0.2,0.18904369918699185
28,ADS,SSD,Bm10,0.25,0.20786991869918695
29,ADS,SSD,Bm10,0.35,0.2503739837398374
30,ADS,SSD,Bm2,0.01,0.15173272357723575
31,ADS,SSD,Bm2,0.025,0.1371412601626016
32,ADS,SSD,Bm2,0.05,0.12845223577235768
33,ADS,SSD,Bm2,0.075,0.11082621951219508
34,ADS,SSD,Bm2,0.1,0.10183130081300808
35,ADS,SSD,Bm2,0.125,0.0982123983739837
36,ADS,SSD,Bm2,0.15,0.10062499999999996
37,ADS,SSD,Bm2,0.2,0.11207723577235769
38,ADS,SSD,Bm2,0.25,0.11847764227642271
39,ADS,SSD,Bm2,0.35,0.18851219512195116
40,ADS,SSD,Bm3,0.01,0.14575101626016257
41,ADS,SSD,Bm3,0.025,0.13654268292682925
42,ADS,SSD,Bm3,0.05,0.11693292682926827
43,ADS,SSD,Bm3,0.075,0.10398882113821138
44,ADS,SSD,Bm3,0.1,0.0971463414634146
45,ADS,SSD,Bm3,0.125,0.0986920731707317
46,ADS,SSD,Bm3,0.15,0.09875508130081297
47,ADS,SSD,Bm3,0.2,0.11190853658536581
48,ADS,SSD,Bm3,0.25,0.1264014227642276
49,ADS,SSD,Bm3,0.35,0.19059552845528452
50,ADS,SSD,Bm4,0.01,0.1527113821138211
51,ADS,SSD,Bm4,0.025,0.1428313008130081
52,ADS,SSD,Bm4,0.05,0.1287428861788618
53,ADS,SSD,Bm4,0.075,0.11934247967479673
54,ADS,SSD,Bm4,0.1,0.1051331300813008
55,ADS,SSD,Bm4,0.125,0.11287398373983737
56,ADS,SSD,Bm4,0.15,0.12278455284552843
57,ADS,SSD,Bm4,0.2,0.1312611788617886
58,ADS,SSD,Bm4,0.25,0.145030487804878
59,ADS,SSD,Bm4,0.35,0.20995121951219506
60,ADS,SSD,Bm5,0.01,0.16387296747967475
61,ADS,SSD,Bm5,0.025,0.1510243902439024
62,ADS,SSD,Bm5,0.05,0.14126219512195118
63,ADS,SSD,Bm5,0.075,0.13040243902439022
64,ADS,SSD,Bm5,0.1,0.12511991869918698
65,ADS,SSD,Bm5,0.125,0.12485569105691056
66,ADS,SSD,Bm5,0.15,0.1318363821138211
67,ADS,SSD,Bm5,0.2,0.14697052845528452
68,ADS,SSD,Bm5,0.25,0.16212195121951212
69,ADS,SSD,Bm5,0.35,0.219941056910569
70,ADS,SSD,Bm6,0.01,0.16913414634146337
71,ADS,SSD,Bm6,0.025,0.16661890243902436
72,ADS,SSD,Bm6,0.05,0.1491443089430894
73,ADS,SSD,Bm6,0.075,0.1381524390243902
74,ADS,SSD,Bm6,0.1,0.13832621951219512
75,ADS,SSD,Bm6,0.125,0.13286890243902436
76,ADS,SSD,Bm6,0.15,0.13970731707317072
77,ADS,SSD,Bm6,0.2,0.15861077235772353
78,ADS,SSD,Bm6,0.25,0.17370731707317066
79,ADS,SSD,Bm6,0.35,0.23139024390243892
80,ADS,SSD,Bm7,0.01,0.18140447154471542
81,ADS,SSD,Bm7,0.025,0.17686686991869915
82,ADS,SSD,Bm7,0.05,0.15467073170731704
83,ADS,SSD,Bm7,0.075,0.14866565040650404
84,ADS,SSD,Bm7,0.1,0.14484146341463414
85,ADS,SSD,Bm7,0.125,0.1479674796747967
86,ADS,SSD,Bm7,0.15,0.1504705284552845
87,ADS,SSD,Bm7,0.2,0.16437804878048776
88,ADS,SSD,Bm7,0.25,0.18719105691056911
89,ADS,SSD,Bm7,0.35,0.2381310975609756
90,ADS,SSD,Bm8,0.01,0.1941077235772357
91,ADS,SSD,Bm8,0.025,0.1833892276422764
92,ADS,SSD,Bm8,0.05,0.16772967479674794
93,ADS,SSD,Bm8,0.075,0.15709857723577234
94,ADS,SSD,Bm8,0.1,0.1477723577235772
95,ADS,SSD,Bm8,0.125,0.1510345528455284
96,ADS,SSD,Bm8,0.15,0.15893800813008124
97,ADS,SSD,Bm8,0.2,0.17416869918699185
98,ADS,SSD,Bm8,0.25,0.19850711382113814
99,ADS,SSD,Bm8,0.35,0.2425721544715447
100,ADS,SSD,Bm9,0.01,0.19755386178861786
101,ADS,SSD,Bm9,0.025,0.19354573170731704
102,ADS,SSD,Bm9,0.05,0.1832174796747967
103,ADS,SSD,Bm9,0.075,0.16022256097560975
104,ADS,SSD,Bm9,0.1,0.15492886178861787
105,ADS,SSD,Bm9,0.125,0.159280487804878
106,ADS,SSD,Bm9,0.15,0.1635691056910569
107,ADS,SSD,Bm9,0.2,0.1822784552845528
108,ADS,SSD,Bm9,0.25,0.20042581300813003
109,ADS,SSD,Bm9,0.35,0.24597662601626014
110,Minimal,SSD,Bm05,0.01,0.25617581300813
111,Minimal,SSD,Bm05,0.025,0.25137601626016254
112,Minimal,SSD,Bm05,0.05,0.23404268292682925
113,Minimal,SSD,Bm05,0.075,0.21937499999999996
114,Minimal,SSD,Bm05,0.1,0.2137967479674796
115,Minimal,SSD,Bm05,0.125,0.2104126016260162
116,Minimal,SSD,Bm05,0.15,0.21093089430894305
117,Minimal,SSD,Bm05,0.2,0.21517378048780486
118,Minimal,SSD,Bm05,0.25,0.21611077235772355
119,Minimal,SSD,Bm05,0.35,0.2539166666666666
120,Minimal,SSD,Bm1,0.01,0.19523678861788615
121,Minimal,SSD,Bm1,0.025,0.1853821138211382
122,Minimal,SSD,Bm1,0.05,0.17801219512195118
123,Minimal,SSD,Bm1,0.075,0.1579593495934959
124,Minimal,SSD,Bm1,0.1,0.15288516260162596
125,Minimal,SSD,Bm1,0.125,0.1518536585365853
126,Minimal,SSD,Bm1,0.15,0.15046849593495928
127,Minimal,SSD,Bm1,0.2,0.1572713414634146
128,Minimal,SSD,Bm1,0.25,0.16425508130081293
129,Minimal,SSD,Bm1,0.35,0.20881402439024388
130,Minimal,SSD,Bm10,0.01,0.21083130081300808
131,Minimal,SSD,Bm10,0.025,0.2044542682926829
132,Minimal,SSD,Bm10,0.05,0.18935467479674795
133,Minimal,SSD,Bm10,0.075,0.16494410569105683
134,Minimal,SSD,Bm10,0.1,0.16390853658536583
135,Minimal,SSD,Bm10,0.125,0.16500609756097556
136,Minimal,SSD,Bm10,0.15,0.17101930894308934
137,Minimal,SSD,Bm10,0.2,0.1910030487804878
138,Minimal,SSD,Bm10,0.25,0.20982215447154465
139,Minimal,SSD,Bm10,0.35,0.25910569105691056
140,Minimal,SSD,Bm2,0.01,0.14988211382113817
141,Minimal,SSD,Bm2,0.025,0.14001626016260157
142,Minimal,SSD,Bm2,0.05,0.12223983739837395
143,Minimal,SSD,Bm2,0.075,0.10853252032520323
144,Minimal,SSD,Bm2,0.1,0.10541565040650402
145,Minimal,SSD,Bm2,0.125,0.10574999999999997
146,Minimal,SSD,Bm2,0.15,0.1036361788617886
147,Minimal,SSD,Bm2,0.2,0.11074085365853654
148,Minimal,SSD,Bm2,0.25,0.11596138211382108
149,Minimal,SSD,Bm2,0.35,0.1919237804878048
150,Minimal,SSD,Bm3,0.01,0.14699593495934954
151,Minimal,SSD,Bm3,0.025,0.14199796747967477
152,Minimal,SSD,Bm3,0.05,0.12107012195121947
153,Minimal,SSD,Bm3,0.075,0.10427743902439023
154,Minimal,SSD,Bm3,0.1,0.10373475609756094
155,Minimal,SSD,Bm3,0.125,0.10024999999999999
156,Minimal,SSD,Bm3,0.15,0.10143292682926826
157,Minimal,SSD,Bm3,0.2,0.11024491869918696
158,Minimal,SSD,Bm3,0.25,0.12799288617886173
159,Minimal,SSD,Bm3,0.35,0.18968089430894305
160,Minimal,SSD,Bm4,0.01,0.15007113821138207
161,Minimal,SSD,Bm4,0.025,0.14524898373983738
162,Minimal,SSD,Bm4,0.05,0.12480081300813006
163,Minimal,SSD,Bm4,0.075,0.12238008130081297
164,Minimal,SSD,Bm4,0.1,0.11718800813008123
165,Minimal,SSD,Bm4,0.125,0.1113943089430894
166,Minimal,SSD,Bm4,0.15,0.11181707317073165
167,Minimal,SSD,Bm4,0.2,0.12860365853658534
168,Minimal,SSD,Bm4,0.25,0.14447662601626013
169,Minimal,SSD,Bm4,0.35,0.20843191056910562
170,Minimal,SSD,Bm5,0.01,0.1599044715447154
171,Minimal,SSD,Bm5,0.025,0.1534817073170731
172,Minimal,SSD,Bm5,0.05,0.1458455284552845
173,Minimal,SSD,Bm5,0.075,0.13069715447154467
174,Minimal,SSD,Bm5,0.1,0.1302306910569105
175,Minimal,SSD,Bm5,0.125,0.12793902439024388
176,Minimal,SSD,Bm5,0.15,0.13025203252032516
177,Minimal,SSD,Bm5,0.2,0.1426371951219512
178,Minimal,SSD,Bm5,0.25,0.16299186991869918
179,Minimal,SSD,Bm5,0.35,0.21732317073170734
180,Minimal,SSD,Bm6,0.01,0.17226524390243902
181,Minimal,SSD,Bm6,0.025,0.16695528455284547
182,Minimal,SSD,Bm6,0.05,0.1518313008130081
183,Minimal,SSD,Bm6,0.075,0.13928658536585362
184,Minimal,SSD,Bm6,0.1,0.13328760162601622
185,Minimal,SSD,Bm6,0.125,0.13706097560975608
