Model,Run,Iter,Dupli_effect,pearson,r_pval,spearman,rho_pval
ADS,Bm1,iter1,2,0.11135068264342107,5.970401522988409e-07,0.11989516347379088,7.534634969450702e-08
ADS,Bm1,iter2,2,0.12491106048370479,2.0866007287236557e-08,0.13847852111963027,5.001407328913382e-10
ADS,Bm1,iter3,2,0.06768352605479669,0.0024578722319620527,0.0867846951961738,0.00010189415097664659
ADS,Bm3,iter1,2,0.07413315241039839,0.0009072011289687045,0.09229163907290977,3.5704414443053914e-05
ADS,Bm3,iter2,2,0.09328036358248126,2.9391703854929138e-05,0.08886918271729567,6.899003303193221e-05
ADS,Bm3,iter3,2,0.04805829085400709,0.03162407688082564,0.06398453199613299,0.00420154313439471
ADS,Bm4,iter1,2,0.07723396249572773,0.0005461985234959902,0.09559082989770747,1.8514783067169494e-05
ADS,Bm4,iter2,2,0.10816699938720928,1.2434677615035444e-06,0.11540500385125094,2.277386198305463e-07
ADS,Bm4,iter3,2,0.045621666601324495,0.041345383717817756,0.06410729802682451,0.004129141450897714
ADS,Bm8,iter1,2,0.06997664176412877,0.0017401468797780492,0.07957229739307435,0.0003680324118935937
ADS,Bm8,iter2,2,0.08912603636609596,6.5714702408893e-05,0.08667501366875342,0.0001039821988885112
ADS,Bm8,iter3,2,0.0449035970301859,0.044653149294107054,0.054729387182346795,0.014370064468671916
ADS,Bm1,iter1,1.6,0.09399645884210117,2.5498008891771463e-05,0.10540371835092957,2.312335537769347e-06
ADS,Bm1,iter2,1.6,0.08731291019663617,9.2380439702274e-05,0.09997363149340786,7.485756472160145e-06
ADS,Bm1,iter3,1.6,0.12229021867051379,4.107461454572372e-08,0.13255095763773939,2.674450589019559e-09
ADS,Bm3,iter1,1.6,0.1000440923082388,7.375276689899811e-06,0.11848145662036415,1.072054929821587e-07
ADS,Bm3,iter2,1.6,0.08650250956351738,0.00010734804810342576,0.0916475344118836,4.0487382649172595e-05
ADS,Bm3,iter3,1.6,0.10361686398014358,3.425668444484836e-06,0.11003798300949576,8.099362880809099e-07
ADS,Bm4,iter1,1.6,0.08909395481444529,6.611561005457326e-05,0.09775997743999436,1.1883197648248579e-05
