Model,Run,Iter,Dupli_effect,pearson,r_pval,spearman,rho_pval
ADS,Bm4,iter2,1.6,0.08392245988525743,0.00017168116346334377,0.10655228063807017,1.7900771566086111e-06
ADS,Bm4,iter3,1.6,0.0905701643424674,4.987174037617251e-05,0.09139431784857946,4.2529181303021904e-05
ADS,Bm8,iter1,1.6,0.07394570850883288,0.000934906315394425,0.07956979689244922,0.0003681898926522016
ADS,Bm8,iter2,1.6,0.05350961398101067,0.01670025608310164,0.06837236609309151,0.0022180001813793503
ADS,Bm8,iter3,1.6,0.06152713652868838,0.00591484902657654,0.06357485789371448,0.00445155370456252
ADS,Bm1,iter1,1.86,0.11405910827024139,3.147605110105087e-07,0.12664929166232292,1.3213097373176166e-08
ADS,Bm1,iter2,1.86,0.12087322128574989,5.889435405730204e-08,0.1347059331764833,1.4660897117057517e-09
ADS,Bm1,iter3,1.86,0.08015803018928358,0.00033282835959299976,0.09922266080566519,8.765831808954313e-06
ADS,Bm3,iter1,1.86,0.062233323653097555,0.005367354567243146,0.06913594128398531,0.0019772900246620368
ADS,Bm3,iter2,1.86,0.08413544672785941,0.00016523441478242024,0.0773613088403272,0.0005347243372989792
ADS,Bm3,iter3,1.86,0.0544246939216758,0.0149235559061027,0.0808077157019289,0.0002974754334189218
ADS,Bm4,iter1,1.86,0.08934054885434034,6.309254322260354e-05,0.10152809838202459,5.380020359752034e-06
ADS,Bm4,iter2,1.86,0.10237892861230538,4.4811004104634886e-06,0.11305563276390819,3.997013174443033e-07
ADS,Bm4,iter3,1.86,0.07110036988043969,0.0014639086492875231,0.08950585337646334,6.113974515091715e-05
ADS,Bm8,iter1,1.86,0.07038444053655313,0.0016347925837755274,0.09076798369199592,4.800705816736014e-05
ADS,Bm8,iter2,1.86,0.08260983777412031,0.00021693088790819692,0.08099762624940657,0.0002878250116465202
ADS,Bm8,iter3,1.86,0.051191342646927714,0.022055176986501952,0.04966395791598947,0.026349487899095834
ADS,Bm1,iter1,2.25,0.09947460732976302,8.314699026197591e-06,0.11366291091572772,3.459797239248901e-07
ADS,Bm1,iter2,2.25,0.11717557742142468,1.4795467912223676e-07,0.1329531887382972,2.3923229241534435e-09
ADS,Bm1,iter3,2.25,0.09267749446953688,3.3101336463904576e-05,0.10804230751057688,1.2791886120949468e-06
ADS,Bm3,iter1,2.25,0.08673107297564862,0.00010290998655647029,0.10527798831949708,2.377671959724991e-06
ADS,Bm3,iter2,2.25,0.10150569132116256,5.40588130418694e-06,0.0996643224160806,7.989724251291416e-06
ADS,Bm3,iter3,2.25,0.05573061594223181,0.012676586895302554,0.07705217526304382,0.0005629755116783057
ADS,Bm4,iter1,2.25,0.09294024531137329,3.143297823937431e-05,0.10739629334907333,1.4806197384197896e-06
ADS,Bm4,iter2,2.25,0.12737714305225728,1.0892248892110592e-08,0.1390746287686572,4.208435746034782e-10
ADS,Bm4,iter3,2.25,0.040756136903373236,0.06841137568361275,0.053837821459455364,0.016042741047368417
ADS,Bm8,iter1,2.25,0.07764927201966598,0.0005096007009532225,0.09295742173935544,3.1326742578477764e-05
ADS,Bm8,iter2,2.25,0.09778932904957485,1.1811354991876275e-05,0.09516409329102332,2.0180496751104023e-05
ADS,Bm8,iter3,2.25,0.044396588665605155,0.047120737280324204,0.0609422792355698,0.006405809895806151
Mixed,Bm1,iter1,2,0.3511237853525829,4.156562670286053e-59,0.30417555404388846,4.4082014330589524e-44
Mixed,Bm1,iter2,2,0.3333099400920294,4.297947169786931e-53,0.24117443729360932,7.3554504446989085e-28
Mixed,Bm1,iter3,2,0.29927212716359686,1.1577284852509493e-42,0.2504195621048905,5.647575143731915e-30
Mixed,Bm3,iter1,2,0.270084522444461,9.025313507625488e-35,0.21273371618342904,6.706602120122491e-22
Mixed,Bm3,iter2,2,0.3064521528421338,9.460667832676046e-45,0.22595235548808884,1.4377029119342329e-24
Mixed,Bm3,iter3,2,0.23627315199017718,8.954035854238278e-27,0.2105474461368615,1.783275788983409e-21
Mixed,Bm4,iter1,2,0.26977483614324305,1.0819076319610927e-34,0.21771211992802994,6.946480815743929e-23
Mixed,Bm4,iter2,2,0.31402518352671793,5.1240069158136845e-47,0.2455450738862685,7.549010644194088e-29
Mixed,Bm4,iter3,2,0.26774834019514265,3.522211095394582e-34,0.20980264345066083,2.4821839886622448e-21
Mixed,Bm8,iter1,2,0.32855763689757345,1.4857638153840353e-51,0.2787916461979116,5.0054972058885886e-37
Mixed,Bm8,iter2,2,0.3523280727691239,1.5769635549513578e-59,0.28536454434113606,8.740507835451183e-39
Mixed,Bm8,iter3,2,0.31224025509451053,1.7773399957462058e-46,0.26037591359397844,2.3696306073833782e-32
Mixed,Bm1,iter1,1.6,0.3483302816478001,3.872963649877887e-58,0.27108750477187615,5.009291621258579e-35
Mixed,Bm1,iter2,1.6,0.3917232497147226,2.4202723899927135e-74,0.29564757941189485,1.2450817323529787e-41
Mixed,Bm1,iter3,1.6,0.38846539841350947,4.8771105810559994e-73,0.3104416196104049,6.170571019647491e-46
Mixed,Bm3,iter1,1.6,0.3040322712674818,4.854290999758783e-44,0.2218074944518736,1.0309814151907403e-23
Mixed,Bm3,iter2,1.6,0.27226633756727825,2.4996156685645854e-35,0.2053286568321642,1.762295909020053e-20
Mixed,Bm3,iter3,1.6,0.2726298902960333,2.0158723944957055e-35,0.19525572231393057,1.233895666489924e-18
Mixed,Bm4,iter1,1.6,0.3219725137723857,1.8162144217135544e-49,0.2477214904303726,2.3887929435822765e-29
Mixed,Bm4,iter2,1.6,0.2623033752222441,7.987145394356098e-33,0.2126778456694614,6.877250636095916e-22
Mixed,Bm4,iter3,1.6,0.2506709899430015,4.932994167976397e-30,0.19287175671793916,3.263130189773195e-18
Mixed,Bm8,iter1,1.6,0.3607018281022243,1.6594496659617145e-62,0.30313836828459206,8.846578446940656e-44
Mixed,Bm8,iter2,1.6,0.28496020668661803,1.1247366506660329e-38,0.2665259166314791,7.143467047344476e-34
Mixed,Bm8,iter3,1.6,0.26907102042483516,1.6320328583300904e-34,0.22709478727369684,8.295038273071013e-25
Mixed,Bm1,iter1,1.86,0.3645727766998952,6.499141090184494e-64,0.2802644095661024,2.0402700477555685e-37
Mixed,Bm1,iter2,1.86,0.3508081346284767,5.354937565943618e-59,0.2537007964251991,9.548561083949655e-31
Mixed,Bm1,iter3,1.86,0.3303120802009461,4.046522169092915e-52,0.2601467405366851,2.695088827340704e-32
Mixed,Bm3,iter1,1.86,0.25867576799867675,6.13762962813293e-32,0.21503052875763218,2.3726595058634984e-22
Mixed,Bm3,iter2,1.86,0.2896574618745032,5.856249567841844e-40,0.20811387552846886,5.229390495861061e-21
Mixed,Bm3,iter3,1.86,0.23235490770796613,6.340032172587294e-26,0.19177531344382837,5.082217358395312e-18
Mixed,Bm4,iter1,1.86,0.2714443754304493,4.060121091696636e-35,0.21557980939495236,1.847322588373558e-22
Mixed,Bm4,iter2,1.86,0.301881193044235,2.0502319471159738e-43,0.2489384437346109,1.2491631231312175e-29
Mixed,Bm4,iter3,1.86,0.23657267902950768,7.698256617160525e-27,0.1902065140516285,9.535943974110826e-18
Mixed,Bm8,iter1,1.86,0.3141321775175127,4.754585425439428e-47,0.26899239124809776,1.7086057296056245e-34
Mixed,Bm8,iter2,1.86,0.3349076979643374,1.287615579382496e-53,0.2740444930111232,8.70235931842657e-36
Mixed,Bm8,iter3,1.86,0.31510506452935827,2.4043917676146617e-47,0.2788420927105232,4.854405900191115e-37
Mixed,Bm1,iter1,2.25,0.34545551301964783,3.7610685943154575e-57,0.2546099031524758,5.808608310168835e-31
Mixed,Bm1,iter2,2.25,0.34390879938351837,1.2653693029736394e-56,0.2637989309497328,3.413592183500215e-33
Mixed,Bm1,iter3,2.25,0.3827592842920937,8.656741287083458e-71,0.2944242406060601,2.754386135912077e-41
Mixed,Bm3,iter1,2.25,0.2773016957913126,1.2340721687521004e-36,0.21594474148618537,1.5637386785117248e-22
Mixed,Bm3,iter2,2.25,0.30216461198059125,1.6969476681797868e-43,0.21799385299846322,6.099628700805283e-23
Mixed,Bm3,iter3,2.25,0.25258905783572266,1.748801891744695e-30,0.19759390189847548,4.695887218064985e-19
Mixed,Bm4,iter1,2.25,0.27258471209645113,2.070516888485514e-35,0.22865604616401156,3.89294187018656e-25
Mixed,Bm4,iter2,2.25,0.33522765355407924,1.0106127708757718e-53,0.25541133385283343,3.7415710933604405e-31
Mixed,Bm4,iter3,2.25,0.24940040026629728,9.757433768690445e-30,0.17793285098321274,1.088243746841921e-15
Mixed,Bm8,iter1,2.25,0.35045294929254023,7.118749744150076e-59,0.28579862494965624,6.664463793766115e-39
Mixed,Bm8,iter2,2.25,0.39009759030700464,1.0877956337820403e-73,0.321876183969046,1.9467750317384226e-49
Mixed,Bm8,iter3,2.25,0.33943275655669336,4.076560600980518e-55,0.2761755945438986,2.4317844149264816e-36
Minimal,Bm1,iter1,2,0.13470681403735477,1.4657266371076284e-09,0.1371909612977403,7.243292358903783e-10
Minimal,Bm1,iter2,2,0.12141091995141115,5.1392078664324466e-08,0.12704324126081032,1.190307453622935e-08
Minimal,Bm1,iter3,2,0.09059448492696387,4.963884565016287e-05,0.1071877167969292,1.551926309895656e-06
Minimal,Bm3,iter1,2,0.09648482747079967,1.5439535715303944e-05,0.12167985941996483,4.7995644688413555e-08
Minimal,Bm3,iter2,2,0.08323023611634875,0.00019430423340634705,0.10092775473193868,6.115505803350089e-06
Minimal,Bm3,iter3,2,0.08828483897586331,7.702555899859519e-05,0.10397965699491424,3.164549244892043e-06
Minimal,Bm4,iter1,2,0.08256073231632154,0.00021882358073100592,0.11451683862920965,2.8207217616681545e-07
Minimal,Bm4,iter2,2,0.0838553177403173,0.00017376196104864025,0.09956690789172698,8.15504562635439e-06
Minimal,Bm4,iter3,2,0.09484646312504932,2.1511878675794527e-05,0.09580698595174648,1.7721814283760617e-05
Minimal,Bm8,iter1,2,0.0788993108189725,0.00041276451868907713,0.09397495749373937,2.5607417860187885e-05
Minimal,Bm8,iter2,2,0.09913041167787115,8.936784559476885e-06,0.09328937182234295,2.933939010370965e-05
Minimal,Bm8,iter3,2,0.05966127122293411,0.007611311362683283,0.0597223184305796,0.0075495455851824775
Minimal,Bm1,iter1,1.6,0.1086983867729753,1.1017044396530155e-06,0.11303020325755082,4.0211794303759165e-07
Minimal,Bm1,iter2,1.6,0.10564833872639329,2.1901192365214135e-06,0.1257343064335766,1.6818698695207496e-08
Minimal,Bm1,iter3,1.6,0.11755363249031942,1.3482736473463103e-07,0.14517144179286046,6.901281845727524e-11
Minimal,Bm3,iter1,1.6,0.0908983143652921,4.6814840341366265e-05,0.10164714591178649,5.244595406299266e-06
Minimal,Bm3,iter2,1.6,0.10215797717871597,4.699631532551991e-06,0.10863510165877541,1.1177345707191944e-06
Minimal,Bm3,iter3,1.6,0.06958079286972357,0.0018483469183570485,0.0757170324292581,0.0007016918482235688
Minimal,Bm4,iter1,1.6,0.07302270228699083,0.0010831175708013467,0.0762933715733429,0.0006383167479282905
Minimal,Bm4,iter2,1.6,0.07600358061276336,0.0006694860105280748,0.10275153618788405,4.134437571522144e-06
Minimal,Bm4,iter3,1.6,0.09420623795994906,2.445361374570932e-05,0.10593365948341488,2.055395411379966e-06
Minimal,Bm8,iter1,1.6,0.07628074371496009,0.0006396463739716749,0.07213335303333826,0.0012461952823200498
Minimal,Bm8,iter2,1.6,0.06434780655382237,0.0039905705601019975,0.07287601971900494,0.0011085792593867729
Minimal,Bm8,iter3,1.6,0.05565504020475903,0.012797960567937217,0.05461225815306454,0.014580657721037277
Minimal,Bm1,iter1,1.86,0.1223060485197093,4.0908651065851727e-08,0.12956245889061474,6.0593222386074615e-09
Minimal,Bm1,iter2,1.86,0.13486071064335356,1.4036193749624559e-09,0.15653668063417014,1.927996740806753e-12
Minimal,Bm1,iter3,1.86,0.10927545466017041,9.65380474538099e-07,0.11891976272994068,9.614373264049843e-08
Minimal,Bm3,iter1,1.86,0.0830111166441677,0.00020202987298334585,0.11104491076122769,6.411935462224608e-07
Minimal,Bm3,iter2,1.86,0.09698366875044623,1.3941841384129597e-05,0.10344566136141532,3.5559450332967566e-06
Minimal,Bm3,iter3,1.86,0.07458954384951297,0.0008428923602342574,0.09108918777229694,4.511931912086181e-05
Minimal,Bm4,iter1,1.86,0.08052753075963565,0.00031226749594774205,0.10913104228276056,9.978879599775091e-07
Minimal,Bm4,iter2,1.86,0.08986656396398543,5.70752572456649e-05,0.10980620745155185,8.544376453798319e-07
Minimal,Bm4,iter3,1.86,0.08600618004039343,0.00011761440496280202,0.10743809535952382,1.4667124863622549e-06
Minimal,Bm8,iter1,1.86,0.04603426839993463,0.03954031035693906,0.06522692380673095,0.003519217872860642
Minimal,Bm8,iter2,1.86,0.08375402440159038,0.00017694603217719283,0.10015251553812887,7.208311339670826e-06
Minimal,Bm8,iter3,1.86,0.06250850931554669,0.005166696682797125,0.06599963399990849,0.0031473452436653203
Minimal,Bm1,iter1,2.25,0.128798761148049,7.445847595711394e-09,0.14274065218516302,1.432220395532369e-10
Minimal,Bm1,iter2,2.25,0.09901750500437073,9.150353449960566e-06,0.11198831949707985,5.141926122796234e-07
Minimal,Bm1,iter3,2.25,0.08981451818807278,5.764549462757036e-05,0.1057879299469825,2.123180785517426e-06
Minimal,Bm3,iter1,2.25,0.08871029333706731,7.109278359804438e-05,0.09862436015609005,9.93267404670841e-06
Minimal,Bm3,iter2,2.25,0.09899705183646501,9.189559396155724e-06,0.09950410287602572,8.263358451180608e-06
Minimal,Bm3,iter3,2.25,0.054724834728173924,0.014378199253083793,0.08131242832810709,0.000272471056897672
Minimal,Bm4,iter1,2.25,0.09919482303269599,8.817087993337228e-06,0.1098887659721915,8.383229901623015e-07
Minimal,Bm4,iter2,2.25,0.0872921697457544,9.273762359851227e-05,0.10289500972375243,4.0079276687669885e-06
Minimal,Bm4,iter3,2.25,0.07045376646983756,0.0016174768858576351,0.08228785907196476,0.00022962640260338948
Minimal,Bm8,iter1,2.25,0.08338125205549429,0.00018914218775956427,0.09867348516837128,9.831539792229942e-06
Minimal,Bm8,iter2,2.25,0.09651636062564871,1.5340493420684677e-05,0.08905376226344056,6.662114134210853e-05
Minimal,Bm8,iter3,2.25,0.056030672485848844,0.01220468652944997,0.06357961289490323,0.004448576228780889
