,Model,Comparison,Run,Mut_sd,KS stats
360,No Cost,SSD,Bm2,0.01,0.2004136178861788
361,No Cost,SSD,Bm2,0.025,0.1650132113821138
362,No Cost,SSD,Bm2,0.05,0.16404268292682925
363,No Cost,SSD,Bm2,0.075,0.18855081300813
364,No Cost,SSD,Bm2,0.1,0.22741666666666668
365,No Cost,SSD,Bm2,0.125,0.2702134146341463
366,No Cost,SSD,Bm2,0.15,0.3291839430894309
367,No Cost,SSD,Bm2,0.2,0.3748607723577235
368,No Cost,SSD,Bm2,0.25,0.4136666666666666
369,No Cost,SSD,Bm2,0.35,0.4187916666666667
370,No Cost,SSD,Bm3,0.01,0.21277540650406504
371,No Cost,SSD,Bm3,0.025,0.1793821138211382
372,No Cost,SSD,Bm3,0.05,0.1772987804878048
373,No Cost,SSD,Bm3,0.075,0.19561890243902433
374,No Cost,SSD,Bm3,0.1,0.23906097560975606
375,No Cost,SSD,Bm3,0.125,0.27891361788617886
376,No Cost,SSD,Bm3,0.15,0.30963719512195115
377,No Cost,SSD,Bm3,0.2,0.3739878048780488
378,No Cost,SSD,Bm3,0.25,0.4084583333333333
379,No Cost,SSD,Bm3,0.35,0.4210416666666666
380,No Cost,SSD,Bm4,0.01,0.22603455284552845
381,No Cost,SSD,Bm4,0.025,0.18609552845528451
382,No Cost,SSD,Bm4,0.05,0.1869430894308943
383,No Cost,SSD,Bm4,0.075,0.19908231707317067
384,No Cost,SSD,Bm4,0.1,0.25179268292682927
385,No Cost,SSD,Bm4,0.125,0.2915802845528455
386,No Cost,SSD,Bm4,0.15,0.31275406504065034
387,No Cost,SSD,Bm4,0.2,0.3623963414634146
388,No Cost,SSD,Bm4,0.25,0.4067337398373984
389,No Cost,SSD,Bm4,0.35,0.41595833333333326
390,No Cost,SSD,Bm5,0.01,0.2288993902439024
391,No Cost,SSD,Bm5,0.025,0.19346544715447153
392,No Cost,SSD,Bm5,0.05,0.1937134146341463
393,No Cost,SSD,Bm5,0.075,0.20671951219512194
394,No Cost,SSD,Bm5,0.1,0.2511534552845528
395,No Cost,SSD,Bm5,0.125,0.28877235772357723
396,No Cost,SSD,Bm5,0.15,0.31561991869918693
397,No Cost,SSD,Bm5,0.2,0.35884654471544714
398,No Cost,SSD,Bm5,0.25,0.39271036585365854
399,No Cost,SSD,Bm5,0.35,0.41483333333333333
400,No Cost,SSD,Bm6,0.01,0.23704065040650402
401,No Cost,SSD,Bm6,0.025,0.2020172764227642
402,No Cost,SSD,Bm6,0.05,0.1997276422764227
403,No Cost,SSD,Bm6,0.075,0.21381605691056907
404,No Cost,SSD,Bm6,0.1,0.2419634146341463
405,No Cost,SSD,Bm6,0.125,0.2962052845528455
406,No Cost,SSD,Bm6,0.15,0.31618699186991867
407,No Cost,SSD,Bm6,0.2,0.35235873983739835
408,No Cost,SSD,Bm6,0.25,0.394086382113821
409,No Cost,SSD,Bm6,0.35,0.4149166666666666
410,No Cost,SSD,Bm7,0.01,0.24165243902439018
411,No Cost,SSD,Bm7,0.025,0.20404369918699183
412,No Cost,SSD,Bm7,0.05,0.2064532520325203
413,No Cost,SSD,Bm7,0.075,0.2200243902439024
414,No Cost,SSD,Bm7,0.1,0.25616463414634144
415,No Cost,SSD,Bm7,0.125,0.2838069105691056
416,No Cost,SSD,Bm7,0.15,0.3197113821138211
417,No Cost,SSD,Bm7,0.2,0.35131707317073174
418,No Cost,SSD,Bm7,0.25,0.3908536585365853
419,No Cost,SSD,Bm7,0.35,0.4091666666666667
420,No Cost,SSD,Bm8,0.01,0.2452743902439024
421,No Cost,SSD,Bm8,0.025,0.21293597560975608
422,No Cost,SSD,Bm8,0.05,0.20999999999999996
423,No Cost,SSD,Bm8,0.075,0.22318394308943082
424,No Cost,SSD,Bm8,0.1,0.25526626016260157
425,No Cost,SSD,Bm8,0.125,0.2991839430894309
426,No Cost,SSD,Bm8,0.15,0.32067987804878045
427,No Cost,SSD,Bm8,0.2,0.34807113821138214
428,No Cost,SSD,Bm8,0.25,0.3779451219512195
429,No Cost,SSD,Bm8,0.35,0.409125
430,No Cost,SSD,Bm9,0.01,0.24835772357723573
431,No Cost,SSD,Bm9,0.025,0.21378252032520326
432,No Cost,SSD,Bm9,0.05,0.2123780487804878
433,No Cost,SSD,Bm9,0.075,0.22503150406504055
434,No Cost,SSD,Bm9,0.1,0.2612825203252032
435,No Cost,SSD,Bm9,0.125,0.30492276422764225
436,No Cost,SSD,Bm9,0.15,0.3240701219512195
437,No Cost,SSD,Bm9,0.2,0.34768292682926827
438,No Cost,SSD,Bm9,0.25,0.3718119918699187
439,No Cost,SSD,Bm9,0.35,0.41083333333333333
