,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
404,No Cost,SSD,Transcription rate,0.2480121951219512,1.0758787083453571e-08,7,0.1
405,No Cost,SSD,Translation rate,0.2900609756097561,8.876011037273202e-12,7,0.1
406,No Cost,SSD,Protein abundance,0.1914390243902439,2.4351565600322367e-05,7,0.1
407,No Cost,SSD,Divergence ratio,0.2519146341463414,5.849801865132065e-09,7,0.1
408,ADS,SSD,Transcription rate,0.2007317073170731,7.883260302654627e-06,7,0.1
409,ADS,SSD,Translation rate,0.2660609756097561,5.894479349066727e-10,7,0.1
410,ADS,SSD,Protein abundance,0.1587560975609756,0.0008337807049463,7,0.1
411,ADS,SSD,Divergence ratio,0.1979634146341463,1.1093285440022528e-05,7,0.1
412,Minimal,SSD,Transcription rate,0.1722317073170731,0.000210715835286,7,0.1
413,Minimal,SSD,Translation rate,0.2690609756097561,3.563020989361121e-10,7,0.1
414,Minimal,SSD,Protein abundance,0.1410975609756097,0.004258639068763,7,0.1
415,Minimal,SSD,Divergence ratio,0.2048536585365853,4.695972199875165e-06,7,0.1
416,Mixed,SSD,Transcription rate,0.1877317073170731,3.760988749379468e-05,7,0.1
417,Mixed,SSD,Translation rate,0.4470609756097561,2.3314683517128287e-15,7,0.1
418,Mixed,SSD,Protein abundance,0.1425975609756097,0.0037358566081822,7,0.1
419,Mixed,SSD,Divergence ratio,0.2854634146341463,2.0434431924343244e-11,7,0.1
420,No Cost,SSD,Transcription rate,0.2790121951219512,6.442535394057812e-11,7,0.1
421,No Cost,SSD,Translation rate,0.2845609756097561,2.402744669893764e-11,7,0.1
422,No Cost,SSD,Protein abundance,0.2245365853658536,3.408624664746896e-07,7,0.1
423,No Cost,SSD,Divergence ratio,0.2809146341463415,4.608813330975181e-11,7,0.1
424,ADS,SSD,Transcription rate,0.1827317073170731,6.666728242465947e-05,7,0.1
425,ADS,SSD,Translation rate,0.2620609756097561,1.1426560808658335e-09,7,0.1
426,ADS,SSD,Protein abundance,0.1385365853658536,0.0053082898072338,7,0.1
427,ADS,SSD,Divergence ratio,0.2078536585365853,3.1992806786007577e-06,7,0.1
428,Minimal,SSD,Transcription rate,0.1712317073170731,0.000234273997675,7,0.1
429,Minimal,SSD,Translation rate,0.2610609756097561,1.3460536019138656e-09,7,0.1
430,Minimal,SSD,Protein abundance,0.1360975609756097,0.0065236807662184,7,0.1
431,Minimal,SSD,Divergence ratio,0.1949634146341463,1.5977877342643332e-05,7,0.1
432,Mixed,SSD,Transcription rate,0.1967317073170731,1.2896490381275603e-05,8,0.1
433,Mixed,SSD,Translation rate,0.423780487804878,2.3314683517128287e-15,8,0.1
434,Mixed,SSD,Protein abundance,0.1392439024390244,0.004996827115727,8,0.1
435,Mixed,SSD,Divergence ratio,0.2930487804878048,5.123901303250023e-12,8,0.1
436,No Cost,SSD,Transcription rate,0.2412317073170731,3.0282743201937024e-08,8,0.1
437,No Cost,SSD,Translation rate,0.2895609756097561,9.726663918740996e-12,8,0.1
438,No Cost,SSD,Protein abundance,0.1810365853658536,8.065665575018865e-05,8,0.1
439,No Cost,SSD,Divergence ratio,0.2509146341463414,6.8448978707280625e-09,8,0.1
440,ADS,SSD,Transcription rate,0.1807317073170731,8.345192806602508e-05,8,0.1
441,ADS,SSD,Translation rate,0.2730609756097561,1.8041423910375443e-10,8,0.1
442,ADS,SSD,Protein abundance,0.1466585365853658,0.0026020657169838,8,0.1
443,ADS,SSD,Divergence ratio,0.2033536585365853,5.677081762467395e-06,8,0.1
444,Minimal,SSD,Transcription rate,0.1887317073170731,3.347770576478393e-05,8,0.1
445,Minimal,SSD,Translation rate,0.2575609756097561,2.3758538469920154e-09,8,0.1
446,Minimal,SSD,Protein abundance,0.1402439024390244,0.0045850011039768,8,0.1
447,Minimal,SSD,Divergence ratio,0.2068536585365853,3.638210833711853e-06,8,0.1
448,Mixed,SSD,Transcription rate,0.2072317073170731,3.4664743236989537e-06,8,0.1
449,Mixed,SSD,Translation rate,0.434780487804878,2.3314683517128287e-15,8,0.1
450,Mixed,SSD,Protein abundance,0.1475365853658536,0.0024030773371745,8,0.1
451,Mixed,SSD,Divergence ratio,0.3038536585365853,6.689093723366568e-13,8,0.1
452,No Cost,SSD,Transcription rate,0.2795121951219512,5.901057420487632e-11,8,0.1
453,No Cost,SSD,Translation rate,0.2860609756097561,1.8351098418634134e-11,8,0.1
454,No Cost,SSD,Protein abundance,0.2244390243902439,3.4552060368397974e-07,8,0.1
455,No Cost,SSD,Divergence ratio,0.2879146341463414,1.3160583733906606e-11,8,0.1
456,ADS,SSD,Transcription rate,0.1842317073170731,5.624063151488112e-05,8,0.1
457,ADS,SSD,Translation rate,0.283060975609756,3.1411206968812166e-11,8,0.1
458,ADS,SSD,Protein abundance,0.1355,0.0068576949160378,8,0.1
459,ADS,SSD,Divergence ratio,0.2253536585365853,3.039404832261283e-07,8,0.1
460,Minimal,SSD,Transcription rate,0.1897317073170731,2.9780658256428616e-05,8,0.1
461,Minimal,SSD,Translation rate,0.2680609756097561,4.216802462764235e-10,8,0.1
462,Minimal,SSD,Protein abundance,0.1536585365853658,0.0013619300323394,8,0.1
463,Minimal,SSD,Divergence ratio,0.2128536585365853,1.6661021402519791e-06,8,0.1
464,Mixed,SSD,Transcription rate,0.1832317073170731,6.300289148797322e-05,8,0.1
465,Mixed,SSD,Translation rate,0.4440609756097561,2.3314683517128287e-15,8,0.1
466,Mixed,SSD,Protein abundance,0.1365975609756097,0.0062556658374628,8,0.1
467,Mixed,SSD,Divergence ratio,0.2905487804878048,8.120504269015782e-12,8,0.1
468,No Cost,SSD,Transcription rate,0.2640121951219512,8.300515830228504e-10,8,0.1
469,No Cost,SSD,Translation rate,0.2870609756097561,1.5318746271475447e-11,8,0.1
470,No Cost,SSD,Protein abundance,0.2035365853658536,5.548321835857628e-06,8,0.1
471,No Cost,SSD,Divergence ratio,0.2679146341463415,4.330816816278116e-10,8,0.1
472,ADS,SSD,Transcription rate,0.1837317073170731,5.953051403129184e-05,8,0.1
473,ADS,SSD,Translation rate,0.2740609756097561,1.51936019321397e-10,8,0.1
474,ADS,SSD,Protein abundance,0.1435975609756097,0.0034208381159666,8,0.1
475,ADS,SSD,Divergence ratio,0.2257560975609756,2.8724338241303826e-07,8,0.1
476,Minimal,SSD,Transcription rate,0.1922317073170731,2.2165450683897525e-05,8,0.1
477,Minimal,SSD,Translation rate,0.2565609756097561,2.790466746560582e-09,8,0.1
478,Minimal,SSD,Protein abundance,0.1509390243902439,0.0017577208830217,8,0.1
479,Minimal,SSD,Divergence ratio,0.2190487804878048,7.260908360118279e-07,8,0.1
480,Mixed,SSD,Transcription rate,0.1817317073170731,7.46125053554536e-05,9,0.1
481,Mixed,SSD,Translation rate,0.4425609756097561,2.3314683517128287e-15,9,0.1
482,Mixed,SSD,Protein abundance,0.137,0.0060472786647403,9,0.1
483,Mixed,SSD,Divergence ratio,0.2973536585365853,2.297273482554374e-12,9,0.1
484,No Cost,SSD,Transcription rate,0.2605121951219512,1.4749135246461263e-09,9,0.1
485,No Cost,SSD,Translation rate,0.3045609756097561,5.827560656257448e-13,9,0.1
486,No Cost,SSD,Protein abundance,0.2045365853658536,4.889348061198895e-06,9,0.1
487,No Cost,SSD,Divergence ratio,0.2690243902439024,3.591630326482686e-10,9,0.1
488,ADS,SSD,Transcription rate,0.1842317073170731,5.624063151488112e-05,9,0.1
489,ADS,SSD,Translation rate,0.2800609756097561,5.344458209322056e-11,9,0.1
490,ADS,SSD,Protein abundance,0.1407560975609756,0.0043863902218306,9,0.1
491,ADS,SSD,Divergence ratio,0.2250487804878048,3.172326245026724e-07,9,0.1
492,Minimal,SSD,Transcription rate,0.1912317073170731,2.495664400925524e-05,9,0.1
493,Minimal,SSD,Translation rate,0.2860609756097561,1.8351098418634134e-11,9,0.1
494,Minimal,SSD,Protein abundance,0.1431585365853658,0.0035557731333816,9,0.1
495,Minimal,SSD,Divergence ratio,0.2158536585365853,1.1177560651498553e-06,9,0.1
496,Mixed,SSD,Transcription rate,0.1967317073170731,1.2896490381275603e-05,9,0.1
497,Mixed,SSD,Translation rate,0.452390243902439,2.3314683517128287e-15,9,0.1
498,Mixed,SSD,Protein abundance,0.1400975609756097,0.004643593032255,9,0.1
499,Mixed,SSD,Divergence ratio,0.2992560975609756,1.605715560515364e-12,9,0.1
500,No Cost,SSD,Transcription rate,0.2700121951219512,3.040195872827667e-10,9,0.1
501,No Cost,SSD,Translation rate,0.2980609756097561,2.0108359422010835e-12,9,0.1
502,No Cost,SSD,Protein abundance,0.2115365853658536,1.9819881716953702e-06,9,0.1
503,No Cost,SSD,Divergence ratio,0.2780243902439024,7.655265310546609e-11,9,0.1
504,ADS,SSD,Transcription rate,0.1922317073170731,2.2165450683897525e-05,9,0.1
505,ADS,SSD,Translation rate,0.2890609756097561,1.0654588322722702e-11,9,0.1
506,ADS,SSD,Protein abundance,0.1487560975609756,0.002150081775782,9,0.1
507,ADS,SSD,Divergence ratio,0.2288536585365853,1.8537176371680173e-07,9,0.1
508,Minimal,SSD,Transcription rate,0.1832317073170731,6.300289148797322e-05,9,0.1
509,Minimal,SSD,Translation rate,0.2895609756097561,9.726663918740996e-12,9,0.1
510,Minimal,SSD,Protein abundance,0.1402560975609756,0.0045802293258276,9,0.1
511,Minimal,SSD,Divergence ratio,0.2375487804878048,5.2441531117608526e-08,9,0.1
512,Mixed,SSD,Transcription rate,0.1882317073170731,3.548650542151144e-05,9,0.1
513,Mixed,SSD,Translation rate,0.4450609756097561,2.3314683517128287e-15,9,0.1
514,Mixed,SSD,Protein abundance,0.1370975609756097,0.005997732268826,9,0.1
515,Mixed,SSD,Divergence ratio,0.2865487804878048,1.6808221481312554e-11,9,0.1
516,No Cost,SSD,Transcription rate,0.260109756097561,1.574842367624285e-09,9,0.1
517,No Cost,SSD,Translation rate,0.3030609756097561,7.781553179597722e-13,9,0.1
518,No Cost,SSD,Protein abundance,0.2035365853658536,5.548321835857628e-06,9,0.1
519,No Cost,SSD,Divergence ratio,0.2724146341463415,2.0198243078084488e-10,9,0.1
520,ADS,SSD,Transcription rate,0.2002317073170731,8.38819552739789e-06,9,0.1
521,ADS,SSD,Translation rate,0.2755609756097561,1.1727374626957499e-10,9,0.1
522,ADS,SSD,Protein abundance,0.1589390243902439,0.0008189586742799,9,0.1
523,ADS,SSD,Divergence ratio,0.2227560975609756,4.364347612195729e-07,9,0.1
524,Minimal,SSD,Transcription rate,0.1832317073170731,6.300289148797322e-05,9,0.1
525,Minimal,SSD,Translation rate,0.283060975609756,3.1411206968812166e-11,9,0.1
526,Minimal,SSD,Protein abundance,0.1425365853658536,0.0037556089622993,9,0.1
527,Minimal,SSD,Divergence ratio,0.2152560975609756,1.2107706439667965e-06,9,0.1
