,Model,Comparison,Run,Mut_sd,KS stats
216,Minimal,WGD,Bm9,0.15,0.25882908163265306
217,Minimal,WGD,Bm9,0.2,0.28434948979591834
218,Minimal,WGD,Bm9,0.25,0.30155782312925167
219,Minimal,WGD,Bm9,0.35,0.34469557823129243
220,Mixed,WGD,Bm05,0.01,0.1990952380952381
221,Mixed,WGD,Bm05,0.025,0.18049319727891155
222,Mixed,WGD,Bm05,0.05,0.1641760204081632
223,Mixed,WGD,Bm05,0.075,0.1680170068027211
224,Mixed,WGD,Bm05,0.1,0.16870918367346932
225,Mixed,WGD,Bm05,0.125,0.17306207482993194
226,Mixed,WGD,Bm05,0.15,0.18937585034013604
227,Mixed,WGD,Bm05,0.2,0.24516496598639456
228,Mixed,WGD,Bm05,0.25,0.31962925170068024
229,Mixed,WGD,Bm05,0.35,0.37664710884353747
230,Mixed,WGD,Bm1,0.01,0.20833163265306118
231,Mixed,WGD,Bm1,0.025,0.18397363945578227
232,Mixed,WGD,Bm1,0.05,0.17395408163265302
233,Mixed,WGD,Bm1,0.075,0.1887653061224489
234,Mixed,WGD,Bm1,0.1,0.1931530612244898
235,Mixed,WGD,Bm1,0.125,0.20865986394557823
236,Mixed,WGD,Bm1,0.15,0.23117772108843535
237,Mixed,WGD,Bm1,0.2,0.2856139455782313
238,Mixed,WGD,Bm1,0.25,0.31966496598639454
239,Mixed,WGD,Bm1,0.35,0.3491964285714286
240,Mixed,WGD,Bm10,0.01,0.28035459183673467
241,Mixed,WGD,Bm10,0.025,0.25040646258503396
242,Mixed,WGD,Bm10,0.05,0.2269914965986394
243,Mixed,WGD,Bm10,0.075,0.23198894557823124
244,Mixed,WGD,Bm10,0.1,0.24371938775510202
245,Mixed,WGD,Bm10,0.125,0.26923044217687064
246,Mixed,WGD,Bm10,0.15,0.3008035714285714
247,Mixed,WGD,Bm10,0.2,0.33670493197278906
248,Mixed,WGD,Bm10,0.25,0.3604277210884354
249,Mixed,WGD,Bm10,0.35,0.36932653061224485
250,Mixed,WGD,Bm2,0.01,0.21255442176870742
251,Mixed,WGD,Bm2,0.025,0.19162329931972788
252,Mixed,WGD,Bm2,0.05,0.1846522108843537
253,Mixed,WGD,Bm2,0.075,0.19692176870748293
254,Mixed,WGD,Bm2,0.1,0.21081122448979592
255,Mixed,WGD,Bm2,0.125,0.24238605442176867
256,Mixed,WGD,Bm2,0.15,0.2696904761904762
257,Mixed,WGD,Bm2,0.2,0.3097100340136054
258,Mixed,WGD,Bm2,0.25,0.3576020408163265
259,Mixed,WGD,Bm2,0.35,0.39070918367346935
260,Mixed,WGD,Bm3,0.01,0.21279761904761904
261,Mixed,WGD,Bm3,0.025,0.19237840136054415
262,Mixed,WGD,Bm3,0.05,0.18662755102040815
263,Mixed,WGD,Bm3,0.075,0.2048647959183673
264,Mixed,WGD,Bm3,0.1,0.2218630952380952
265,Mixed,WGD,Bm3,0.125,0.2546853741496598
266,Mixed,WGD,Bm3,0.15,0.2773103741496598
267,Mixed,WGD,Bm3,0.2,0.32761564625850337
268,Mixed,WGD,Bm3,0.25,0.3525578231292517
269,Mixed,WGD,Bm3,0.35,0.3870450680272109
270,Mixed,WGD,Bm4,0.01,0.21995918367346937
271,Mixed,WGD,Bm4,0.025,0.19832823129251698
272,Mixed,WGD,Bm4,0.05,0.18815731292517002
273,Mixed,WGD,Bm4,0.075,0.20272704081632653
274,Mixed,WGD,Bm4,0.1,0.2300994897959183
275,Mixed,WGD,Bm4,0.125,0.2569302721088435
276,Mixed,WGD,Bm4,0.15,0.2909515306122448
277,Mixed,WGD,Bm4,0.2,0.32718197278911565
278,Mixed,WGD,Bm4,0.25,0.35024829931972784
279,Mixed,WGD,Bm4,0.35,0.37037840136054423
280,Mixed,WGD,Bm5,0.01,0.23256377551020405
281,Mixed,WGD,Bm5,0.025,0.20543197278911562
282,Mixed,WGD,Bm5,0.05,0.1921156462585034
283,Mixed,WGD,Bm5,0.075,0.2068860544217687
284,Mixed,WGD,Bm5,0.1,0.22446088435374148
285,Mixed,WGD,Bm5,0.125,0.2577678571428571
286,Mixed,WGD,Bm5,0.15,0.2952363945578231
287,Mixed,WGD,Bm5,0.2,0.33443282312925166
288,Mixed,WGD,Bm5,0.25,0.34685629251700684
289,Mixed,WGD,Bm5,0.35,0.36475085034013605
290,Mixed,WGD,Bm6,0.01,0.2435025510204081
291,Mixed,WGD,Bm6,0.025,0.21292176870748292
292,Mixed,WGD,Bm6,0.05,0.1962389455782313
293,Mixed,WGD,Bm6,0.075,0.20998809523809525
294,Mixed,WGD,Bm6,0.1,0.23130867346938777
295,Mixed,WGD,Bm6,0.125,0.2610042517006802
296,Mixed,WGD,Bm6,0.15,0.2900714285714285
297,Mixed,WGD,Bm6,0.2,0.33723214285714276
298,Mixed,WGD,Bm6,0.25,0.3526301020408163
299,Mixed,WGD,Bm6,0.35,0.3610952380952381
300,Mixed,WGD,Bm7,0.01,0.2521658163265306
301,Mixed,WGD,Bm7,0.025,0.22120918367346934
302,Mixed,WGD,Bm7,0.05,0.20537670068027206
303,Mixed,WGD,Bm7,0.075,0.21601445578231293
304,Mixed,WGD,Bm7,0.1,0.2351420068027211
305,Mixed,WGD,Bm7,0.125,0.2631709183673469
306,Mixed,WGD,Bm7,0.15,0.289703231292517
307,Mixed,WGD,Bm7,0.2,0.3303435374149659
308,Mixed,WGD,Bm7,0.25,0.356656462585034
309,Mixed,WGD,Bm7,0.35,0.3647568027210884
310,Mixed,WGD,Bm8,0.01,0.26681207482993197
311,Mixed,WGD,Bm8,0.025,0.22959778911564624
312,Mixed,WGD,Bm8,0.05,0.21158078231292513
313,Mixed,WGD,Bm8,0.075,0.21944302721088435
314,Mixed,WGD,Bm8,0.1,0.23701360544217684
315,Mixed,WGD,Bm8,0.125,0.25814965986394556
316,Mixed,WGD,Bm8,0.15,0.29388690476190477
317,Mixed,WGD,Bm8,0.2,0.33604591836734693
318,Mixed,WGD,Bm8,0.25,0.355204081632653
319,Mixed,WGD,Bm8,0.35,0.36461649659863954
320,Mixed,WGD,Bm9,0.01,0.27519387755102037
321,Mixed,WGD,Bm9,0.025,0.24030952380952378
322,Mixed,WGD,Bm9,0.05,0.21916666666666665
323,Mixed,WGD,Bm9,0.075,0.22790561224489791
324,Mixed,WGD,Bm9,0.1,0.23981292517006803
325,Mixed,WGD,Bm9,0.125,0.2608928571428571
326,Mixed,WGD,Bm9,0.15,0.28962925170068027
327,Mixed,WGD,Bm9,0.2,0.3366428571428571
328,Mixed,WGD,Bm9,0.25,0.3584566326530612
329,Mixed,WGD,Bm9,0.35,0.3666045918367347
330,No Cost,WGD,Bm05,0.01,0.12280867346938773
331,No Cost,WGD,Bm05,0.025,0.08840136054421764
332,No Cost,WGD,Bm05,0.05,0.06084438775510199
333,No Cost,WGD,Bm05,0.075,0.09257397959183672
334,No Cost,WGD,Bm05,0.1,0.13022023809523806
335,No Cost,WGD,Bm05,0.125,0.17433588435374145
336,No Cost,WGD,Bm05,0.15,0.2145459183673469
337,No Cost,WGD,Bm05,0.2,0.2783579931972789
338,No Cost,WGD,Bm05,0.25,0.3326505102040816
339,No Cost,WGD,Bm05,0.35,0.3804311224489796
340,No Cost,WGD,Bm1,0.01,0.1552551020408163
341,No Cost,WGD,Bm1,0.025,0.11401445578231288
342,No Cost,WGD,Bm1,0.05,0.10035034013605439
343,No Cost,WGD,Bm1,0.075,0.11370493197278908
344,No Cost,WGD,Bm1,0.1,0.15360459183673467
345,No Cost,WGD,Bm1,0.125,0.19362159863945574
346,No Cost,WGD,Bm1,0.15,0.21285969387755097
347,No Cost,WGD,Bm1,0.2,0.28042687074829925
348,No Cost,WGD,Bm1,0.25,0.32787585034013605
349,No Cost,WGD,Bm1,0.35,0.3583690476190476
350,No Cost,WGD,Bm10,0.01,0.2841624149659864
351,No Cost,WGD,Bm10,0.025,0.25360799319727895
352,No Cost,WGD,Bm10,0.05,0.23399914965986393
353,No Cost,WGD,Bm10,0.075,0.23926275510204079
354,No Cost,WGD,Bm10,0.1,0.23863095238095233
355,No Cost,WGD,Bm10,0.125,0.25999574829931965
356,No Cost,WGD,Bm10,0.15,0.27883673469387754
357,No Cost,WGD,Bm10,0.2,0.29588775510204074
358,No Cost,WGD,Bm10,0.25,0.305468537414966
359,No Cost,WGD,Bm10,0.35,0.3066615646258503
360,No Cost,WGD,Bm2,0.01,0.18583673469387751
361,No Cost,WGD,Bm2,0.025,0.15721683673469386
362,No Cost,WGD,Bm2,0.05,0.13692517006802715
363,No Cost,WGD,Bm2,0.075,0.13790136054421767
364,No Cost,WGD,Bm2,0.1,0.1508112244897959
365,No Cost,WGD,Bm2,0.125,0.19935884353741493
366,No Cost,WGD,Bm2,0.15,0.23531377551020408
367,No Cost,WGD,Bm2,0.2,0.3022389455782313
368,No Cost,WGD,Bm2,0.25,0.35791496598639455
369,No Cost,WGD,Bm2,0.35,0.40210714285714294
370,No Cost,WGD,Bm3,0.01,0.2104617346938775
371,No Cost,WGD,Bm3,0.025,0.17408588435374148
372,No Cost,WGD,Bm3,0.05,0.15622448979591835
373,No Cost,WGD,Bm3,0.075,0.15926615646258502
374,No Cost,WGD,Bm3,0.1,0.16587499999999997
375,No Cost,WGD,Bm3,0.125,0.18203146258503397
376,No Cost,WGD,Bm3,0.15,0.23488605442176866
377,No Cost,WGD,Bm3,0.2,0.2999625850340136
378,No Cost,WGD,Bm3,0.25,0.3488903061224489
379,No Cost,WGD,Bm3,0.35,0.3944285714285714
380,No Cost,WGD,Bm4,0.01,0.22689880952380947
381,No Cost,WGD,Bm4,0.025,0.19024829931972786
382,No Cost,WGD,Bm4,0.05,0.1724489795918367
383,No Cost,WGD,Bm4,0.075,0.17286054421768704
384,No Cost,WGD,Bm4,0.1,0.17785884353741496
385,No Cost,WGD,Bm4,0.125,0.18499999999999994
386,No Cost,WGD,Bm4,0.15,0.21608248299319724
387,No Cost,WGD,Bm4,0.2,0.2837499999999999
388,No Cost,WGD,Bm4,0.25,0.3324659863945578
389,No Cost,WGD,Bm4,0.35,0.3812372448979591
390,No Cost,WGD,Bm5,0.01,0.23945918367346933
391,No Cost,WGD,Bm5,0.025,0.20447704081632653
392,No Cost,WGD,Bm5,0.05,0.18596598639455778
393,No Cost,WGD,Bm5,0.075,0.1888579931972789
394,No Cost,WGD,Bm5,0.1,0.18854421768707483
395,No Cost,WGD,Bm5,0.125,0.20774319727891152
396,No Cost,WGD,Bm5,0.15,0.2235204081632652
397,No Cost,WGD,Bm5,0.2,0.2734872448979591
398,No Cost,WGD,Bm5,0.25,0.317390306122449
399,No Cost,WGD,Bm5,0.35,0.35919557823129256
400,No Cost,WGD,Bm6,0.01,0.24911649659863944
401,No Cost,WGD,Bm6,0.025,0.2161301020408163
402,No Cost,WGD,Bm6,0.05,0.19653826530612248
403,No Cost,WGD,Bm6,0.075,0.2002457482993197
404,No Cost,WGD,Bm6,0.1,0.20214115646258501
405,No Cost,WGD,Bm6,0.125,0.21950595238095236
406,No Cost,WGD,Bm6,0.15,0.23430952380952377
407,No Cost,WGD,Bm6,0.2,0.2722423469387754
408,No Cost,WGD,Bm6,0.25,0.30451190476190476
409,No Cost,WGD,Bm6,0.35,0.3469557823129252
410,No Cost,WGD,Bm7,0.01,0.2619005102040816
411,No Cost,WGD,Bm7,0.025,0.22875255102040812
412,No Cost,WGD,Bm7,0.05,0.20973554421768706
413,No Cost,WGD,Bm7,0.075,0.21079676870748298
414,No Cost,WGD,Bm7,0.1,0.2159030612244898
415,No Cost,WGD,Bm7,0.125,0.23147959183673464
416,No Cost,WGD,Bm7,0.15,0.2390459183673469
417,No Cost,WGD,Bm7,0.2,0.2728877551020408
418,No Cost,WGD,Bm7,0.25,0.2929880952380952
419,No Cost,WGD,Bm7,0.35,0.33721768707482985
420,No Cost,WGD,Bm8,0.01,0.26988265306122444
421,No Cost,WGD,Bm8,0.025,0.2385187074829932
422,No Cost,WGD,Bm8,0.05,0.21739030612244892
423,No Cost,WGD,Bm8,0.075,0.2202534013605442
424,No Cost,WGD,Bm8,0.1,0.2257627551020408
425,No Cost,WGD,Bm8,0.125,0.2403877551020408
426,No Cost,WGD,Bm8,0.15,0.25521428571428567
427,No Cost,WGD,Bm8,0.2,0.28733248299319725
428,No Cost,WGD,Bm8,0.25,0.28947108843537417
429,No Cost,WGD,Bm8,0.35,0.32098809523809524
430,No Cost,WGD,Bm9,0.01,0.2817576530612244
431,No Cost,WGD,Bm9,0.025,0.24600850340136057
432,No Cost,WGD,Bm9,0.05,0.22686394557823128
433,No Cost,WGD,Bm9,0.075,0.23248809523809522
434,No Cost,WGD,Bm9,0.1,0.23296173469387751
435,No Cost,WGD,Bm9,0.125,0.2487261904761904
436,No Cost,WGD,Bm9,0.15,0.25632482993197275
437,No Cost,WGD,Bm9,0.2,0.2910042517006803
438,No Cost,WGD,Bm9,0.25,0.2955901360544218
439,No Cost,WGD,Bm9,0.35,0.3109549319727891
