Model,Run,Iter,Mut_alpha,pearson,r_pval,spearman,rho_pval
ADS,Bm05,iter1,0,0.21510647083859427,2.2920582007993827e-22,0.3096261849065462,1.081819971498667e-45
ADS,Bm05,iter2,0,0.18254206228021103,1.909278928786934e-16,0.25492628623157154,4.883643576249062e-31
ADS,Bm05,iter3,0,0.20151816971030673,9.02967919760015e-20,0.27441673610418404,6.97067619677941e-36
ADS,Bm10,iter1,0,0.2207247581006787,1.713635627782669e-23,0.3060336152799168,1.2567203056172556e-44
ADS,Bm10,iter2,0,0.22238488946958762,7.854092100042172e-24,0.3033661977122396,7.593296677494527e-44
ADS,Bm10,iter3,0,0.23678199401175454,6.925913510230331e-27,0.2755865937637225,3.463024564926051e-36
ADS,Bm1,iter1,0,0.20089482134051476,1.1760050707659946e-19,0.30443928260982067,3.6909966275691663e-44
ADS,Bm1,iter2,0,0.1900241216076734,1.025620143234395e-17,0.2892808068202017,7.437690042610213e-40
ADS,Bm1,iter3,0,0.23206443863016588,7.319616243374646e-26,0.3122089740522435,1.816367640307378e-46
ADS,Bm2,iter1,0,0.2038574028770724,3.324551659776762e-20,0.30983115545778883,9.395884405319851e-46
ADS,Bm2,iter2,0,0.18342754332000794,1.3594377263621338e-16,0.3067901896975474,7.519279261586873e-45
ADS,Bm2,iter3,0,0.1993680948467922,2.237870405543203e-19,0.2849198932299733,1.1533463973664672e-38
ADS,Bm3,iter1,0,0.18158736914225515,2.7483815494088107e-16,0.28116853029213257,1.1728388222256222e-37
ADS,Bm3,iter2,0,0.22928892905021986,2.860212939664648e-25,0.31966897991724497,9.486292059017188e-49
ADS,Bm3,iter3,0,0.22157977105525065,1.1475174312038325e-23,0.31770724492681124,3.8331125284093705e-48
ADS,Bm4,iter1,0,0.21764759765281938,7.156233468454083e-23,0.2911701577925394,2.2339604278017465e-40
ADS,Bm4,iter2,0,0.23186594248020978,8.073816561367424e-26,0.3266810301702575,5.916261240462627e-51
ADS,Bm4,iter3,0,0.23707148559179156,5.982744884827612e-27,0.3169099017274754,6.741360989315551e-48
ADS,Bm5,iter1,0,0.23129898512831432,1.0678466077516989e-25,0.3098016174504044,9.588763530910888e-46
ADS,Bm5,iter2,0,0.21211823487812065,8.84188964909946e-22,0.30774329143582285,3.928548880659433e-45
ADS,Bm5,iter3,0,0.21310225087151038,5.681268664227408e-22,0.31043290010822505,6.2077858012658445e-46
ADS,Bm6,iter1,0,0.2224263752173734,7.701826883965738e-24,0.30223744969275285,1.6163869298614629e-43
ADS,Bm6,iter2,0,0.20470340922369634,2.3093149708831235e-20,0.31345512786378193,7.630024873381543e-47
ADS,Bm6,iter3,0,0.2500901493855498,6.741188395546965e-30,0.33540617472732104,8.827397000518419e-54
ADS,Bm7,iter1,0,0.2385045853814922,2.8900754501208543e-27,0.3236393393371298,5.441866791532953e-50
ADS,Bm7,iter2,0,0.23178397679773496,8.407256403265576e-26,0.3165348596337149,8.786594169839263e-48
ADS,Bm7,iter3,0,0.23996442344369268,1.370441029249701e-27,0.3164760248057913,9.159202773809106e-48
ADS,Bm8,iter1,0,0.21372968778670037,4.280143717895681e-22,0.2946205241856777,2.4255554792678907e-41
ADS,Bm8,iter2,0,0.2309676185675584,1.2569837738160944e-25,0.31123530027567803,3.566640864528824e-46
ADS,Bm8,iter3,0,0.23180058036086826,8.338628757581308e-26,0.29218660048493006,1.1652009392130078e-40
ADS,Bm9,iter1,0,0.19418153347484252,1.9154193912932947e-18,0.29471126586675306,2.2870273541207015e-41
ADS,Bm9,iter2,0,0.23557230509125682,1.274139407044712e-26,0.2986668559067154,1.7254785626926763e-42
ADS,Bm9,iter3,0,0.24677846524377356,3.9382458061036013e-29,0.30063579991371847,4.694946906335904e-43
ADS,Bm05,iter1,-0.01,0.20836677841661028,4.679134859397558e-21,0.3146794596698649,3.2409955502097784e-47
ADS,Bm05,iter2,-0.01,0.18752938708038225,2.756307732674886e-17,0.28055495213873805,1.708111469734802e-37
ADS,Bm05,iter3,-0.01,0.18957142864701365,1.2283894817408575e-17,0.2912522438130609,2.119776781338246e-40
ADS,Bm10,iter1,-0.01,0.23821274172867454,3.352969367334233e-27,0.3141946505295462,4.551260282861679e-47
ADS,Bm10,iter2,-0.01,0.23460106546642834,2.0734459146603303e-26,0.32599260894309673,9.797817797122901e-51
ADS,Bm10,iter3,-0.01,0.23038163264390005,1.67608704666889e-25,0.30600807829708015,1.278663467083143e-44
ADS,Bm1,iter1,-0.01,0.19953416457671633,2.0871317613408672e-19,0.2850714247678562,1.0494110950591499e-38
ADS,Bm1,iter2,-0.01,0.20897926570275394,3.5724534564597374e-21,0.2935169368792342,4.950871526369827e-41
ADS,Bm1,iter3,-0.01,0.22951268217944393,2.5643013310947924e-25,0.31355111588777895,7.135694905264164e-47
ADS,Bm2,iter1,-0.01,0.2135908327167,4.5573196737217135e-22,0.31047933411983347,6.0121440050458625e-46
ADS,Bm2,iter2,-0.01,0.1839006496324281,1.1330287390550912e-16,0.30548928587232144,1.816840983124911e-44
ADS,Bm2,iter3,-0.01,0.22026521610706448,2.1243310628865356e-23,0.3190963202740801,1.4275759259787264e-48
ADS,Bm3,iter1,-0.01,0.20405975687470157,3.0475102647958e-20,0.3134151483537871,7.845827995970541e-47
ADS,Bm3,iter2,-0.01,0.24210256129140606,4.5529947355569e-28,0.33074934018733504,2.9222761345307486e-52
ADS,Bm3,iter3,-0.01,0.19594943528276473,9.275754982539236e-19,0.2647551211887803,1.9766303287871543e-33
ADS,Bm4,iter1,-0.01,0.20401991924303547,3.100185451289481e-20,0.2877867539466885,1.9128948602124396e-39
ADS,Bm4,iter2,-0.01,0.2207664079746121,1.680550780097035e-23,0.3032973668243417,7.952075580078343e-44
ADS,Bm4,iter3,-0.01,0.24749011092660117,2.701079181176898e-29,0.3128463497115874,1.1661891586472919e-46
ADS,Bm5,iter1,-0.01,0.20025731350222517,1.5394386916219815e-19,0.2859896159263884,5.913993891804392e-39
ADS,Bm5,iter2,-0.01,0.19349992194599613,2.528572781437426e-18,0.28277522569380636,4.3623799696112545e-38
ADS,Bm5,iter3,-0.01,0.2360714165781442,9.91214199414888e-27,0.31478254537607087,3.015017018472235e-47
ADS,Bm6,iter1,-0.01,0.23129636031902318,1.0692279244576685e-25,0.30412304827237713,4.566729682172878e-44
ADS,Bm6,iter2,-0.01,0.20880772276955417,3.853259658989185e-21,0.2971687507921877,4.6138591736961105e-42
ADS,Bm6,iter3,-0.01,0.22125724928984883,1.3351806799265254e-23,0.29577567755307815,1.1454939154681035e-41
ADS,Bm7,iter1,-0.01,0.2419476036790215,4.933306899684748e-28,0.30415804622662396,4.460444393190828e-44
ADS,Bm7,iter2,-0.01,0.19726196123968487,5.390165035518956e-19,0.2740626085156521,8.608965239870975e-36
ADS,Bm7,iter3,-0.01,0.22868147414817136,3.8450916523607316e-25,0.2968506176579303,5.681284537869276e-42
ADS,Bm8,iter1,-0.01,0.2464174501404447,4.766280482869992e-29,0.3117467989760335,2.502916853846072e-46
ADS,Bm8,iter2,-0.01,0.23083957870389554,1.3386437587404555e-25,0.3080681181325551,3.147047079391531e-45
ADS,Bm8,iter3,-0.01,0.23949688379285172,1.741328304865989e-27,0.3041330519237619,4.53609519937557e-44
ADS,Bm9,iter1,-0.01,0.2286437290344029,3.9163316762199893e-25,0.30860148527447695,2.1850742260549073e-45
ADS,Bm9,iter2,-0.01,0.22344144703468194,4.7645843990538426e-24,0.2959833174398044,1.0006151192181221e-41
ADS,Bm9,iter3,-0.01,0.22282625701614966,6.37605892189158e-24,0.2815315218051777,9.385313631328963e-38
ADS,Bm05,iter1,-0.05,0.23512858181058396,1.59203116152034e-26,0.3085897836474459,2.2026510410536427e-45
ADS,Bm05,iter2,-0.05,0.20263876083741067,5.603523770727741e-20,0.2910134941125036,2.4691136518319893e-40
ADS,Bm05,iter3,-0.05,0.23584062127206606,1.1133325025942279e-26,0.320039816009954,7.276869413112276e-49
ADS,Bm10,iter1,-0.05,0.23170208905718329,8.753993016176063e-26,0.327127960098203,4.261012695942492e-51
ADS,Bm10,iter2,-0.05,0.23712665966537672,5.8180003033870184e-27,0.3199575640548416,7.717905776367245e-49
ADS,Bm10,iter3,-0.05,0.23637127488319226,8.521776973531318e-27,0.29467656270145254,2.339052082810708e-41
ADS,Bm1,iter1,-0.05,0.1994805661391822,2.1346525054609253e-19,0.2942214225553556,3.140732832083737e-41
ADS,Bm1,iter2,-0.05,0.19139910661411624,5.913021958122685e-18,0.2952309693077423,1.632370196845809e-41
ADS,Bm1,iter3,-0.05,0.23437278563287617,2.3241197978537202e-26,0.3112775248193812,3.4639654004110393e-46
ADS,Bm2,iter1,-0.05,0.2332725321870393,4.021706751345318e-26,0.31538111034527755,1.9805517979538783e-47
