Model,Run,Iter,Mut_alpha,pearson,r_pval,spearman,rho_pval
ADS,Bm05,iter1,0,-0.3177729027040964,3.6587049242214307e-48,-0.3001415775353944,6.515309702935903e-43
ADS,Bm05,iter2,0,-0.32161010387989364,2.3579492237471136e-49,-0.24304450576112643,2.792391961663979e-28
ADS,Bm05,iter3,0,-0.34315303770890826,2.283457124965433e-56,-0.3021823835455959,1.6769310642215261e-43
ADS,Bm10,iter1,0,0.8785490019173725,0.0,0.8199613314903329,0.0
ADS,Bm10,iter2,0,0.8786221804567872,0.0,0.8164415521103879,0.0
ADS,Bm10,iter3,0,0.8708133737510628,0.0,0.8193019388254846,0.0
ADS,Bm1,iter1,0,0.0027640584219150166,0.9016831386996749,0.024531991632997907,0.2728236553669105
ADS,Bm1,iter2,0,0.06252325250636914,0.005156140040401872,0.032274878068719516,0.14906275060108445
ADS,Bm1,iter3,0,0.04029683627702406,0.07158719425210291,-0.02221433955358489,0.3207309582489705
ADS,Bm2,iter1,0,0.3914283965251573,3.1806606698330133e-74,0.3453411533352883,4.115014485064438e-57
ADS,Bm2,iter2,0,0.4153236509630362,3.059742791963394e-84,0.3318911974727994,1.2458961927205445e-52
ADS,Bm2,iter3,0,0.4037239712274869,2.823144353583718e-79,0.32442169060542264,3.0827009626916066e-50
ADS,Bm3,iter1,0,0.593882237344943,5.951103608707762e-191,0.5037130454282612,3.7471192028590155e-129
ADS,Bm3,iter2,0,0.5916689320405599,3.3994270344290443e-189,0.5216627024156756,5.299171906718751e-140
ADS,Bm3,iter3,0,0.5771566738560205,5.24958192277506e-178,0.5025636521409129,1.764335687646358e-128
ADS,Bm4,iter1,0,0.6918457860239428,6.654242532565309e-285,0.6017388379347094,2.6711689985477725e-197
ADS,Bm4,iter2,0,0.683552069732342,1.6552089955230996e-275,0.5916109029027258,3.778183024624363e-189
ADS,Bm4,iter3,0,0.6718205571817071,9.678422103405294e-263,0.6035942678985671,7.973544360524186e-199
ADS,Bm5,iter1,0,0.7475811192783028,0.0,0.6742002455500613,2.779295168763412e-265
ADS,Bm5,iter2,0,0.7628689670588369,0.0,0.6938870829717708,2.8934211417173346e-287
ADS,Bm5,iter3,0,0.744275310897831,0.0,0.664938172234543,1.6035181824898613e-255
ADS,Bm6,iter1,0,0.781764009535661,0.0,0.7116602529150632,1.0662545429306296e-308
ADS,Bm6,iter2,0,0.7978989433196637,0.0,0.7151447282861821,4.2963119716e-313
ADS,Bm6,iter3,0,0.7779831547845519,0.0,0.705037071759268,1.5955759732028795e-300
ADS,Bm7,iter1,0,0.8072879812507938,0.0,0.7349980807495201,0.0
ADS,Bm7,iter2,0,0.8348518542555823,0.0,0.7692651513162878,0.0
ADS,Bm7,iter3,0,0.8185370035127361,0.0,0.7612419148104786,0.0
ADS,Bm8,iter1,0,0.8453404316961969,0.0,0.7730606667651667,0.0
ADS,Bm8,iter2,0,0.8517820573832139,0.0,0.781314876328719,0.0
ADS,Bm8,iter3,0,0.8363029323451817,0.0,0.7672289158072289,0.0
ADS,Bm9,iter1,0,0.8560478194508292,0.0,0.7871331587832896,0.0
ADS,Bm9,iter2,0,0.8712624986906237,0.0,0.7990363817590955,0.0
ADS,Bm9,iter3,0,0.8611311099418837,0.0,0.8010836152709038,0.0
ADS,Bm05,iter1,-0.01,-0.3386336450612707,7.532296763987352e-55,-0.3082605500651375,2.7591742586991613e-45
ADS,Bm05,iter2,-0.01,-0.33197652600694705,1.1688296503585723e-52,-0.26655925863981467,7.007356469130563e-34
