Model,Comparison,Property,Run,Mut_alpha,KS stats,KS p-value
ADS,WGD,Translation rate,Bm9,-0.15,-0.24891156462585032,2.3856102278803823e-12
ADS,WGD,Translation rate,Bm9,-0.125,-0.2442448979591836,2.516091039221161e-11
ADS,WGD,Translation rate,Bm9,-0.1,-0.22626190476190478,2.945232613349447e-09
ADS,WGD,Translation rate,Bm9,-0.075,-0.2291224489795918,8.396088639154679e-10
ADS,WGD,Translation rate,Bm9,-0.05,-0.20157482993197276,4.457468005814036e-08
ADS,WGD,Translation rate,Bm9,-0.01,-0.17724489795918363,3.277383457363688e-06
ADS,WGD,Translation rate,Bm9,0.0,-0.17241836734693874,4.3533387705056254e-06
Minimal,All duplicates,Divergence ratio,Bm05,-0.35,-0.40298533007334963,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.25,-0.3924470252648737,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.175,-0.3621287693561532,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.15,-0.3670770171149144,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.125,-0.35480195599022,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.1,-0.3464621026894865,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.075,-0.3465236348818255,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.05,-0.34534515077424616,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,-0.01,-0.33801181744091274,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm05,0.0,-0.3310770171149144,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.35,-0.25855215973920126,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.25,-0.2516654441727791,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.175,-0.23988712306438464,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.15,-0.23460880195599018,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.125,-0.23700040749796247,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.1,-0.2284054604726976,2.4424906541753444e-15
Minimal,All duplicates,Divergence ratio,Bm1,-0.075,-0.23140872045639763,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,-0.05,-0.21968867155664218,4.9293902293356957e-14
Minimal,All duplicates,Divergence ratio,Bm1,-0.01,-0.22907538712306433,9.992007221626409e-16
Minimal,All duplicates,Divergence ratio,Bm1,0.0,-0.22478198859005696,4.847973874196517e-15
Minimal,All duplicates,Divergence ratio,Bm10,-0.35,-0.19176854115729416,2.936884069271173e-11
Minimal,All duplicates,Divergence ratio,Bm10,-0.25,-0.187321923390383,2.8063329438055e-10
Minimal,All duplicates,Divergence ratio,Bm10,-0.175,-0.1847701711491442,1.368115990866651e-10
Minimal,All duplicates,Divergence ratio,Bm10,-0.15,-0.1795635696821515,7.482476860332099e-10
Minimal,All duplicates,Divergence ratio,Bm10,-0.125,-0.17227017114914425,2.986427438678163e-09
Minimal,All duplicates,Divergence ratio,Bm10,-0.1,-0.17373186634066828,2.0347831197753408e-09
Minimal,All duplicates,Divergence ratio,Bm10,-0.075,-0.1633985330073349,2.441520792946979e-08
Minimal,All duplicates,Divergence ratio,Bm10,-0.05,-0.1586035044824775,8.485628092784007e-08
Minimal,All duplicates,Divergence ratio,Bm10,-0.01,-0.1512518337408313,4.6241384151398296e-07
Minimal,All duplicates,Divergence ratio,Bm10,0.0,-0.14991850040749793,4.241127824489155e-07
Minimal,All duplicates,Divergence ratio,Bm2,-0.35,-0.10150814995925013,0.0018685798296536333
Minimal,All duplicates,Divergence ratio,Bm2,-0.25,-0.10119315403422979,0.0020515118199842335
Minimal,All duplicates,Divergence ratio,Bm2,-0.175,-0.098322738386308,0.0033561759120900995
Minimal,All duplicates,Divergence ratio,Bm2,-0.15,-0.10160717196414014,0.0019836419282137333
Minimal,All duplicates,Divergence ratio,Bm2,-0.125,-0.10600081499592501,0.0017390442756383487
Minimal,All duplicates,Divergence ratio,Bm2,-0.1,-0.10339568052159735,0.0019552524950497336
Minimal,All duplicates,Divergence ratio,Bm2,-0.075,-0.1052689486552567,0.0012580965511226
Minimal,All duplicates,Divergence ratio,Bm2,-0.05,-0.10580236348818252,0.001230536300927
Minimal,All duplicates,Divergence ratio,Bm2,-0.01,-0.09940872045639766,0.0025168639271426
Minimal,All duplicates,Divergence ratio,Bm2,0.0,-0.11134881825590866,0.00042623135326603335
Minimal,All duplicates,Divergence ratio,Bm3,-0.35,-0.07362713936430314,0.05481335418433183
Minimal,All duplicates,Divergence ratio,Bm3,-0.25,-0.06488223308883452,0.11778264992801823
Minimal,All duplicates,Divergence ratio,Bm3,-0.175,-0.059275468622656834,0.23976080890038842
Minimal,All duplicates,Divergence ratio,Bm3,-0.15,-0.054065607171964104,0.2700380176638905
Minimal,All duplicates,Divergence ratio,Bm3,-0.125,-0.051534229828850836,0.3357521511444284
Minimal,All duplicates,Divergence ratio,Bm3,-0.1,-0.047515077424612834,0.4192371630173634
Minimal,All duplicates,Divergence ratio,Bm3,-0.075,-0.04993683781581087,0.3602046863134511
Minimal,All duplicates,Divergence ratio,Bm3,-0.05,-0.047519559902200435,0.4277782691384259
Minimal,All duplicates,Divergence ratio,Bm3,-0.01,-0.0445896495517522,0.5104414067535745
Minimal,All duplicates,Divergence ratio,Bm3,0.0,-0.04739201303993473,0.4188631927375841
Minimal,All duplicates,Divergence ratio,Bm4,-0.35,-0.11429543602281987,0.000615618343215649
Minimal,All duplicates,Divergence ratio,Bm4,-0.25,-0.10681214343928273,0.0009887628734738666
Minimal,All duplicates,Divergence ratio,Bm4,-0.175,-0.09484718826405864,0.0062869177629056
Minimal,All duplicates,Divergence ratio,Bm4,-0.15,-0.09588223308883453,0.0048785991957331
Minimal,All duplicates,Divergence ratio,Bm4,-0.125,-0.08275876120619394,0.020768791368463466
Minimal,All duplicates,Divergence ratio,Bm4,-0.1,-0.07804889975550121,0.030508073318925504
Minimal,All duplicates,Divergence ratio,Bm4,-0.075,-0.06546210268948653,0.10970075822414034
Minimal,All duplicates,Divergence ratio,Bm4,-0.05,-0.06070700896495513,0.15923853634003168
Minimal,All duplicates,Divergence ratio,Bm4,-0.01,-0.04646210268948653,0.4509524769752054
Minimal,All duplicates,Divergence ratio,Bm4,0.0,-0.05314710676446613,0.3124437480734904
Minimal,All duplicates,Divergence ratio,Bm5,-0.35,-0.13843031784841073,6.648285823159424e-06
Minimal,All duplicates,Divergence ratio,Bm5,-0.25,-0.13035696821515894,3.283024247798435e-05
Minimal,All duplicates,Divergence ratio,Bm5,-0.175,-0.12271556642216787,8.894632001007708e-05
Minimal,All duplicates,Divergence ratio,Bm5,-0.15,-0.11848044009779947,0.000250925934390437
Minimal,All duplicates,Divergence ratio,Bm5,-0.125,-0.11262021189894046,0.0005605000594288898
Minimal,All duplicates,Divergence ratio,Bm5,-0.1,-0.09799877750611242,0.0030146328927298668
Minimal,All duplicates,Divergence ratio,Bm5,-0.075,-0.09862713936430313,0.0031625461651476664
Minimal,All duplicates,Divergence ratio,Bm5,-0.05,-0.089680521597392,0.011756539001496367
Minimal,All duplicates,Divergence ratio,Bm5,-0.01,-0.0780171149144254,0.03711142758066834
Minimal,All duplicates,Divergence ratio,Bm5,0.0,-0.07826365118174407,0.03301935269958956
Minimal,All duplicates,Divergence ratio,Bm6,-0.35,-0.15443683781581088,1.6825218855191318e-07
Minimal,All duplicates,Divergence ratio,Bm6,-0.25,-0.1420419722901385,2.3673990859895966e-06
Minimal,All duplicates,Divergence ratio,Bm6,-0.175,-0.13355867970660143,1.0283995245755998e-05
Minimal,All duplicates,Divergence ratio,Bm6,-0.15,-0.12841198044009774,4.104226730503401e-05
Minimal,All duplicates,Divergence ratio,Bm6,-0.125,-0.1246568867155664,8.092459067131915e-05
Minimal,All duplicates,Divergence ratio,Bm6,-0.1,-0.11820700896495513,0.00015361391745152394
Minimal,All duplicates,Divergence ratio,Bm6,-0.075,-0.1185786471067644,0.00025370494477156973
Minimal,All duplicates,Divergence ratio,Bm6,-0.05,-0.10539364303178479,0.0010527791057543666
Minimal,All duplicates,Divergence ratio,Bm6,-0.01,-0.0940668296658516,0.005700847062135968
Minimal,All duplicates,Divergence ratio,Bm6,0.0,-0.09923186634066823,0.004017848352790733
Minimal,All duplicates,Divergence ratio,Bm7,-0.35,-0.16151018744906268,3.4710445147763856e-08
Minimal,All duplicates,Divergence ratio,Bm7,-0.25,-0.15800855745721268,1.1192279184927638e-07
Minimal,All duplicates,Divergence ratio,Bm7,-0.175,-0.15099185004074978,3.882359774776134e-07
Minimal,All duplicates,Divergence ratio,Bm7,-0.15,-0.1504902200488997,4.6163002690817006e-07
Minimal,All duplicates,Divergence ratio,Bm7,-0.125,-0.1420819070904645,6.493694913493424e-06
Minimal,All duplicates,Divergence ratio,Bm7,-0.1,-0.13363528932355334,1.0909114757651217e-05
Minimal,All duplicates,Divergence ratio,Bm7,-0.075,-0.1323920130399348,4.2252007813981316e-05
Minimal,All duplicates,Divergence ratio,Bm7,-0.05,-0.12337367563162181,7.228693750740473e-05
Minimal,All duplicates,Divergence ratio,Bm7,-0.01,-0.11143846780766092,0.0007951466591035817
Minimal,All duplicates,Divergence ratio,Bm7,0.0,-0.10963854930725343,0.0006799303911400999
Minimal,All duplicates,Divergence ratio,Bm8,-0.35,-0.17362347188264057,4.025244582095411e-09
Minimal,All duplicates,Divergence ratio,Bm8,-0.25,-0.16493194784026077,1.0152368486634107e-07
Minimal,All duplicates,Divergence ratio,Bm8,-0.175,-0.15843846780766094,9.751556517834105e-08
Minimal,All duplicates,Divergence ratio,Bm8,-0.15,-0.1620651996740016,5.9308140694843324e-08
Minimal,All duplicates,Divergence ratio,Bm8,-0.125,-0.15204849225753866,3.474545062776002e-07
Minimal,All duplicates,Divergence ratio,Bm8,-0.1,-0.1468451507742461,4.534243850088752e-06
Minimal,All duplicates,Divergence ratio,Bm8,-0.075,-0.14439201303993476,2.41398068623333e-06
Minimal,All duplicates,Divergence ratio,Bm8,-0.05,-0.13943846780766092,9.376860992338365e-06
Minimal,All duplicates,Divergence ratio,Bm8,-0.01,-0.12813854930725344,3.715603141922023e-05
Minimal,All duplicates,Divergence ratio,Bm8,0.0,-0.1281051344743276,4.0716409663891597e-05
Minimal,All duplicates,Divergence ratio,Bm9,-0.35,-0.1809568052159739,3.5183748507231866e-10
Minimal,All duplicates,Divergence ratio,Bm9,-0.25,-0.17600855745721267,5.293406972010454e-09
Minimal,All duplicates,Divergence ratio,Bm9,-0.175,-0.1745085574572127,3.789811908738727e-09
Minimal,All duplicates,Divergence ratio,Bm9,-0.15,-0.1724718826405868,5.162648271846611e-09
Minimal,All duplicates,Divergence ratio,Bm9,-0.125,-0.16449185004074976,5.296005630336017e-08
Minimal,All duplicates,Divergence ratio,Bm9,-0.1,-0.16232029339853296,4.003726461476731e-08
Minimal,All duplicates,Divergence ratio,Bm9,-0.075,-0.15499022004889973,7.048180499976316e-07
Minimal,All duplicates,Divergence ratio,Bm9,-0.05,-0.14819519152404234,8.866209025478374e-07
Minimal,All duplicates,Divergence ratio,Bm9,-0.01,-0.13287856560717193,1.3805474109562788e-05
Minimal,All duplicates,Divergence ratio,Bm9,0.0,-0.13275020374898125,2.2896725420995523e-05
Minimal,All duplicates,Protein abundance,Bm05,-0.35,-0.08936960065199669,0.008264011672249398
Minimal,All duplicates,Protein abundance,Bm05,-0.25,-0.09155623471882636,0.006544212335098166
Minimal,All duplicates,Protein abundance,Bm05,-0.175,-0.08449959250203742,0.018946764246016167
Minimal,All duplicates,Protein abundance,Bm05,-0.15,-0.08616829665851662,0.013845102646937266
Minimal,All duplicates,Protein abundance,Bm05,-0.125,-0.08375590872045634,0.017059617608333768
Minimal,All duplicates,Protein abundance,Bm05,-0.1,-0.09429543602281983,0.006028024609306601
Minimal,All duplicates,Protein abundance,Bm05,-0.075,-0.0881577017114914,0.011817050021783501
Minimal,All duplicates,Protein abundance,Bm05,-0.05,-0.08333088834555824,0.0173450652551841
Minimal,All duplicates,Protein abundance,Bm05,-0.01,-0.08908761206193966,0.015528891221216834
Minimal,All duplicates,Protein abundance,Bm05,0.0,-0.09116259168704154,0.007604286208518533
Minimal,All duplicates,Protein abundance,Bm1,-0.35,-0.08872290138549303,0.011333788062325068
Minimal,All duplicates,Protein abundance,Bm1,-0.25,-0.08942665036674809,0.011483023423502733
Minimal,All duplicates,Protein abundance,Bm1,-0.175,-0.08575998370008142,0.0157792288530797
Minimal,All duplicates,Protein abundance,Bm1,-0.15,-0.08957049714751424,0.0109020416843417
Minimal,All duplicates,Protein abundance,Bm1,-0.125,-0.08562713936430316,0.013230031016442767
Minimal,All duplicates,Protein abundance,Bm1,-0.1,-0.09090260798696002,0.0068459144604811
Minimal,All duplicates,Protein abundance,Bm1,-0.075,-0.08585207823960878,0.013804912573876268
Minimal,All duplicates,Protein abundance,Bm1,-0.05,-0.10393928280358596,0.0012127757188939335
Minimal,All duplicates,Protein abundance,Bm1,-0.01,-0.08845762021189892,0.011707878755898434
Minimal,All duplicates,Protein abundance,Bm1,0.0,-0.09018255908720453,0.0121661804457534
Minimal,All duplicates,Protein abundance,Bm10,-0.35,-0.09146128769356147,0.006681398610120167
Minimal,All duplicates,Protein abundance,Bm10,-0.25,-0.09035126324368374,0.009136500454164068
Minimal,All duplicates,Protein abundance,Bm10,-0.175,-0.08224123879380597,0.020587413415084133
Minimal,All duplicates,Protein abundance,Bm10,-0.15,-0.0881303993480032,0.010619439645546633
Minimal,All duplicates,Protein abundance,Bm10,-0.125,-0.09012876935615316,0.008512687372994899
Minimal,All duplicates,Protein abundance,Bm10,-0.1,-0.08828932355338222,0.009984944268968966
Minimal,All duplicates,Protein abundance,Bm10,-0.075,-0.08316422167889156,0.017959435549485436
Minimal,All duplicates,Protein abundance,Bm10,-0.05,-0.08316259168704153,0.018048491473164133
Minimal,All duplicates,Protein abundance,Bm10,-0.01,-0.08849551752241236,0.0104736376545347
Minimal,All duplicates,Protein abundance,Bm10,0.0,-0.09203789731051343,0.005950047931092834
Minimal,All duplicates,Protein abundance,Bm2,-0.35,-0.0900550122249388,0.0081350905643276
Minimal,All duplicates,Protein abundance,Bm2,-0.25,-0.09116625916870409,0.006946046319986801
Minimal,All duplicates,Protein abundance,Bm2,-0.175,-0.08942665036674809,0.008157817508836034
Minimal,All duplicates,Protein abundance,Bm2,-0.15,-0.08768704156479211,0.012881323818486933
Minimal,All duplicates,Protein abundance,Bm2,-0.125,-0.08557049714751423,0.013776392407963736
Minimal,All duplicates,Protein abundance,Bm2,-0.1,-0.08805215973920123,0.010885932855948867
Minimal,All duplicates,Protein abundance,Bm2,-0.075,-0.09340383048084756,0.005607344697490967
Minimal,All duplicates,Protein abundance,Bm2,-0.05,-0.08929543602281982,0.0135581047426228
Minimal,All duplicates,Protein abundance,Bm2,-0.01,-0.09210594947025263,0.007025089003544434
Minimal,All duplicates,Protein abundance,Bm2,0.0,-0.09092216788916051,0.011629642986217367
Minimal,All duplicates,Protein abundance,Bm3,-0.35,-0.09583292583537077,0.0036837166804251672
Minimal,All duplicates,Protein abundance,Bm3,-0.25,-0.08203504482477583,0.023928352691846764
Minimal,All duplicates,Protein abundance,Bm3,-0.175,-0.0818895680521597,0.023342886281634032
Minimal,All duplicates,Protein abundance,Bm3,-0.15,-0.08994335778321104,0.0079475490584486
Minimal,All duplicates,Protein abundance,Bm3,-0.125,-0.08633496332518331,0.012287328656093499
Minimal,All duplicates,Protein abundance,Bm3,-0.1,-0.08940383048084756,0.009381201620955367
Minimal,All duplicates,Protein abundance,Bm3,-0.075,-0.08907049714751424,0.0085205679275071
Minimal,All duplicates,Protein abundance,Bm3,-0.05,-0.0840301548492257,0.0180456980464963
Minimal,All duplicates,Protein abundance,Bm3,-0.01,-0.09393928280358597,0.0051619669068162
Minimal,All duplicates,Protein abundance,Bm3,0.0,-0.09166259168704154,0.006788569378891867
Minimal,All duplicates,Protein abundance,Bm4,-0.35,-0.08966625916870412,0.007982770194602666
Minimal,All duplicates,Protein abundance,Bm4,-0.25,-0.09186837815810918,0.0078303322466839
Minimal,All duplicates,Protein abundance,Bm4,-0.175,-0.08603504482477582,0.012400460175807065
Minimal,All duplicates,Protein abundance,Bm4,-0.15,-0.08462713936430315,0.01649795481405113
Minimal,All duplicates,Protein abundance,Bm4,-0.125,-0.08429380603096981,0.015334196962270001
Minimal,All duplicates,Protein abundance,Bm4,-0.1,-0.08835207823960874,0.010288599358008235
Minimal,All duplicates,Protein abundance,Bm4,-0.075,-0.09164547677261607,0.006838503717404333
Minimal,All duplicates,Protein abundance,Bm4,-0.05,-0.08620171149144251,0.012099390244419033
Minimal,All duplicates,Protein abundance,Bm4,-0.01,-0.09045599022004891,0.007180974673891734
Minimal,All duplicates,Protein abundance,Bm4,0.0,-0.092920945395273,0.007260966828001001
Minimal,All duplicates,Protein abundance,Bm5,-0.35,-0.08908964955175218,0.011223427446452066
Minimal,All duplicates,Protein abundance,Bm5,-0.25,-0.09007457212713932,0.007841565967008834
Minimal,All duplicates,Protein abundance,Bm5,-0.175,-0.09249959250203743,0.007023415246051733
Minimal,All duplicates,Protein abundance,Bm5,-0.15,-0.08977669111654436,0.008674637884936767
Minimal,All duplicates,Protein abundance,Bm5,-0.125,-0.08473716381418091,0.014546736350886465
Minimal,All duplicates,Protein abundance,Bm5,-0.1,-0.08735044824775869,0.0106068312611818
Minimal,All duplicates,Protein abundance,Bm5,-0.075,-0.0880904645476772,0.009727375029866233
Minimal,All duplicates,Protein abundance,Bm5,-0.05,-0.0894221678891605,0.012138283197756167
Minimal,All duplicates,Protein abundance,Bm5,-0.01,-0.0910142624286878,0.007242817367328767
Minimal,All duplicates,Protein abundance,Bm5,0.0,-0.09566422167889156,0.0039309632379032665
Minimal,All duplicates,Protein abundance,Bm6,-0.35,-0.0906499592502037,0.008947277638473734
Minimal,All duplicates,Protein abundance,Bm6,-0.25,-0.08870456397718007,0.010616676923930568
Minimal,All duplicates,Protein abundance,Bm6,-0.175,-0.08712713936430316,0.011152016790141266
Minimal,All duplicates,Protein abundance,Bm6,-0.15,-0.09236837815810917,0.007246123241127433
Minimal,All duplicates,Protein abundance,Bm6,-0.125,-0.08683170334148323,0.011991202669304568
Minimal,All duplicates,Protein abundance,Bm6,-0.1,-0.08875998370008142,0.008974840093875933
Minimal,All duplicates,Protein abundance,Bm6,-0.075,-0.08972045639771797,0.007941148027091999
Minimal,All duplicates,Protein abundance,Bm6,-0.05,-0.08960594947025263,0.008306439839891067
Minimal,All duplicates,Protein abundance,Bm6,-0.01,-0.09501263243683777,0.004329436342577934
Minimal,All duplicates,Protein abundance,Bm6,0.0,-0.08831662591687038,0.009671810885607634
Minimal,All duplicates,Protein abundance,Bm7,-0.35,-0.08992665036674811,0.007744138296679366
Minimal,All duplicates,Protein abundance,Bm7,-0.25,-0.09805623471882637,0.0028540583295185995
Minimal,All duplicates,Protein abundance,Bm7,-0.175,-0.09283292583537077,0.005415735914584799
Minimal,All duplicates,Protein abundance,Bm7,-0.15,-0.08620048899755496,0.013510352744869633
Minimal,All duplicates,Protein abundance,Bm7,-0.125,-0.08755908720456394,0.0143229729894217
Minimal,All duplicates,Protein abundance,Bm7,-0.1,-0.0875533822330888,0.011824707765535866
Minimal,All duplicates,Protein abundance,Bm7,-0.075,-0.09133088834555823,0.006747797952151135
Minimal,All duplicates,Protein abundance,Bm7,-0.05,-0.0931092094539527,0.005161198897170834
Minimal,All duplicates,Protein abundance,Bm7,-0.01,-0.08724083129584347,0.015255408110152732
Minimal,All duplicates,Protein abundance,Bm7,0.0,-0.09088590057049707,0.007680822098755734
Minimal,All duplicates,Protein abundance,Bm8,-0.35,-0.08720171149144251,0.010925496775366667
Minimal,All duplicates,Protein abundance,Bm8,-0.25,-0.08331662591687036,0.016782084864162935
Minimal,All duplicates,Protein abundance,Bm8,-0.175,-0.09118337408312954,0.008216722833283367
Minimal,All duplicates,Protein abundance,Bm8,-0.15,-0.09025835370823139,0.009560453502501334
Minimal,All duplicates,Protein abundance,Bm8,-0.125,-0.08962673186634061,0.0089254643654427
Minimal,All duplicates,Protein abundance,Bm8,-0.1,-0.08458720456397713,0.020654216500332768
Minimal,All duplicates,Protein abundance,Bm8,-0.075,-0.09425590872045635,0.005043562108085267
Minimal,All duplicates,Protein abundance,Bm8,-0.05,-0.08862876935615316,0.011160826004078766
Minimal,All duplicates,Protein abundance,Bm8,-0.01,-0.08953259983700075,0.009489022196333366
Minimal,All duplicates,Protein abundance,Bm8,0.0,-0.09093928280358597,0.008531389966157535
Minimal,All duplicates,Protein abundance,Bm9,-0.35,-0.09249959250203743,0.006195675550075466
Minimal,All duplicates,Protein abundance,Bm9,-0.25,-0.08625998370008144,0.013397711478047135
Minimal,All duplicates,Protein abundance,Bm9,-0.175,-0.09351711491442537,0.006811966661704565
Minimal,All duplicates,Protein abundance,Bm9,-0.15,-0.08731214343928277,0.010915962020704433
Minimal,All duplicates,Protein abundance,Bm9,-0.125,-0.09399877750611242,0.004975914466429434
Minimal,All duplicates,Protein abundance,Bm9,-0.1,-0.0905350448247758,0.007518735469801234
Minimal,All duplicates,Protein abundance,Bm9,-0.075,-0.08962428687856556,0.0135892433887009
Minimal,All duplicates,Protein abundance,Bm9,-0.05,-0.08786593317033413,0.012699106660047832
Minimal,All duplicates,Protein abundance,Bm9,-0.01,-0.08886715566422164,0.009141542209230333
Minimal,All duplicates,Protein abundance,Bm9,0.0,-0.08975427872860631,0.008576553029148733
Minimal,All duplicates,Transcription rate,Bm05,-0.35,-0.26958557457212706,9.992007221626409e-16
Minimal,All duplicates,Transcription rate,Bm05,-0.25,-0.2632489812550937,9.992007221626409e-16
Minimal,All duplicates,Transcription rate,Bm05,-0.175,-0.2430541972290138,9.992007221626409e-16
Minimal,All duplicates,Transcription rate,Bm05,-0.15,-0.2486059494702526,9.992007221626409e-16
Minimal,All duplicates,Transcription rate,Bm05,-0.125,-0.24206927465362668,9.992007221626409e-16
Minimal,All duplicates,Transcription rate,Bm05,-0.1,-0.24913936430317843,9.992007221626409e-16
Minimal,All duplicates,Transcription rate,Bm05,-0.075,-0.22833577832110832,1.0806170773018193e-14
Minimal,All duplicates,Transcription rate,Bm05,-0.05,-0.22566381418092907,1.3137639124731019e-14
Minimal,All duplicates,Transcription rate,Bm05,-0.01,-0.21483251833740832,3.0013029099033395e-13
Minimal,All duplicates,Transcription rate,Bm05,0.0,-0.19823268133659325,3.2093402010010167e-11
Minimal,All duplicates,Transcription rate,Bm1,-0.35,-0.16457375713121433,5.899798867966174e-08
Minimal,All duplicates,Transcription rate,Bm1,-0.25,-0.16709739201303989,2.4055667272963418e-08
Minimal,All duplicates,Transcription rate,Bm1,-0.175,-0.1577171964140179,3.7511741383481717e-07
Minimal,All duplicates,Transcription rate,Bm1,-0.15,-0.15675061124694373,1.074554664877899e-07
Minimal,All duplicates,Transcription rate,Bm1,-0.125,-0.16166585167074163,3.402437339280103e-08
Minimal,All duplicates,Transcription rate,Bm1,-0.1,-0.15392420537897308,6.407972543328219e-07
Minimal,All duplicates,Transcription rate,Bm1,-0.075,-0.15004726976365115,7.443379014630361e-07
Minimal,All duplicates,Transcription rate,Bm1,-0.05,-0.1516858190709046,5.284366934773151e-07
Minimal,All duplicates,Transcription rate,Bm1,-0.01,-0.1383325183374083,1.5681844028891945e-05
Minimal,All duplicates,Transcription rate,Bm1,0.0,-0.1285692746536267,3.9280125845642104e-05
Minimal,All duplicates,Transcription rate,Bm10,-0.35,-0.05903748981255089,0.18369253740075128
Minimal,All duplicates,Transcription rate,Bm10,-0.25,-0.05322249388753053,0.2842245187087341
Minimal,All duplicates,Transcription rate,Bm10,-0.175,-0.048237163814180896,0.4137227110998872
Minimal,All duplicates,Transcription rate,Bm10,-0.15,-0.04817196414017927,0.42624538898132985
Minimal,All duplicates,Transcription rate,Bm10,-0.125,-0.0489172779136104,0.3796620304220326
Minimal,All duplicates,Transcription rate,Bm10,-0.1,-0.043015484922575335,0.5394830625924768
Minimal,All duplicates,Transcription rate,Bm10,-0.075,-0.04385615321923386,0.5180203831890998
Minimal,All duplicates,Transcription rate,Bm10,-0.05,-0.0441707416462917,0.5130814809942
Minimal,All duplicates,Transcription rate,Bm10,-0.01,-0.04528728606356963,0.47941638255099156
Minimal,All duplicates,Transcription rate,Bm10,0.0,-0.0409466177669111,0.6031485719549544
Minimal,All duplicates,Transcription rate,Bm2,-0.35,-0.09463325183374077,0.0042695110063120665
Minimal,All duplicates,Transcription rate,Bm2,-0.25,-0.09481336593317026,0.005153131837342266
Minimal,All duplicates,Transcription rate,Bm2,-0.175,-0.08802689486552562,0.011976959308917033
Minimal,All duplicates,Transcription rate,Bm2,-0.15,-0.08808190709046448,0.015630232348087133
Minimal,All duplicates,Transcription rate,Bm2,-0.125,-0.09080847595762016,0.0089942453942775
Minimal,All duplicates,Transcription rate,Bm2,-0.1,-0.0862665036674816,0.012046136838127566
Minimal,All duplicates,Transcription rate,Bm2,-0.075,-0.08860024449877746,0.0096824813457975
Minimal,All duplicates,Transcription rate,Bm2,-0.05,-0.08253178484107573,0.02792865832516997
Minimal,All duplicates,Transcription rate,Bm2,-0.01,-0.07238793806030967,0.057532260436547966
Minimal,All duplicates,Transcription rate,Bm2,0.0,-0.07542013039934797,0.044115537410754635
Minimal,All duplicates,Transcription rate,Bm3,-0.35,-0.082443357783211,0.018951769724549136
Minimal,All duplicates,Transcription rate,Bm3,-0.25,-0.07090260798696003,0.06231231299127284
Minimal,All duplicates,Transcription rate,Bm3,-0.175,-0.06741850040749793,0.130828058649637
Minimal,All duplicates,Transcription rate,Bm3,-0.15,-0.07228565607171965,0.05488031755345899
Minimal,All duplicates,Transcription rate,Bm3,-0.125,-0.07413569682151583,0.05671770760656623
Minimal,All duplicates,Transcription rate,Bm3,-0.1,-0.06676854115729419,0.10338497635513084
Minimal,All duplicates,Transcription rate,Bm3,-0.075,-0.06797066014669922,0.08646616777114469
Minimal,All duplicates,Transcription rate,Bm3,-0.05,-0.06616136919315398,0.10479043915661719
Minimal,All duplicates,Transcription rate,Bm3,-0.01,-0.058545232273838566,0.2057184385028243
Minimal,All duplicates,Transcription rate,Bm3,0.0,-0.06026446617766906,0.17377463806727925
Minimal,All duplicates,Transcription rate,Bm4,-0.35,-0.06476446617766911,0.12555416256925198
Minimal,All duplicates,Transcription rate,Bm4,-0.25,-0.0627045639771801,0.13379744842746485
Minimal,All duplicates,Transcription rate,Bm4,-0.175,-0.06245191524042377,0.15949602334298527
Minimal,All duplicates,Transcription rate,Bm4,-0.15,-0.060315810920945366,0.1659976686574691
Minimal,All duplicates,Transcription rate,Bm4,-0.125,-0.06181581092094537,0.14533876838138968
Minimal,All duplicates,Transcription rate,Bm4,-0.1,-0.0581499592502037,0.19524391581810938
Minimal,All duplicates,Transcription rate,Bm4,-0.075,-0.06176650366748163,0.1471278012932821
Minimal,All duplicates,Transcription rate,Bm4,-0.05,-0.06088019559902197,0.15536588374379035
Minimal,All duplicates,Transcription rate,Bm4,-0.01,-0.05581988590057043,0.24320448569588946
Minimal,All duplicates,Transcription rate,Bm4,0.0,-0.0553614506927465,0.2828504290658291
Minimal,All duplicates,Transcription rate,Bm5,-0.35,-0.06132396088019557,0.14981190026698168
Minimal,All duplicates,Transcription rate,Bm5,-0.25,-0.05840260798696004,0.20139591906382281
Minimal,All duplicates,Transcription rate,Bm5,-0.175,-0.05169193154034227,0.3278206187895529
Minimal,All duplicates,Transcription rate,Bm5,-0.15,-0.05099062754686223,0.33464643855310977
