Model,Run,Iter,Mut_corr,pearson,r_pval,spearman,rho_pval
ADS,Bm05,iter1,0,-0.6636240698902685,3.6443254353993865e-254,-0.5761437045359261,3.021735688523046e-177
ADS,Bm05,iter2,0,-0.6449153062783882,1.4151393854154067e-235,-0.529952508488127,3.087922764077497e-145
ADS,Bm05,iter3,0,-0.6504523212826273,6.114666079313599e-241,-0.5330421387605346,3.1712676520113827e-147
ADS,Bm10,iter1,0,0.9863506019814049,0.0,0.9628095577023895,0.0
ADS,Bm10,iter2,0,0.9857519530915372,0.0,0.963498543874636,0.0
ADS,Bm10,iter3,0,0.9837263330830432,0.0,0.9605020696255174,0.0
ADS,Bm1,iter1,0,-0.019781525308768096,0.37659357595897913,-0.016024420006105003,0.4738482255846491
ADS,Bm1,iter2,0,-0.010938178055205892,0.6249273651318219,-0.02354169588542397,0.29265997055409304
ADS,Bm1,iter3,0,0.020186908801497164,0.3668903330090887,-0.010882177220544305,0.6267006694239197
ADS,Bm2,iter1,0,0.6687148814521634,1.851661095509514e-259,0.5807129951782487,1.0721665583010122e-180
ADS,Bm2,iter2,0,0.6515330287873595,5.323446190712194e-242,0.5402137215534304,6.387846872677188e-152
ADS,Bm2,iter3,0,0.6522811075608395,9.76726464254326e-243,0.5297614684403671,4.092051875813606e-145
ADS,Bm3,iter1,0,0.8446882731745977,0.0,0.7481851645462911,0.0
ADS,Bm3,iter2,0,0.8406771634301529,0.0,0.7425091916272979,0.0
ADS,Bm3,iter3,0,0.825977278284004,0.0,0.7192154593038649,2.596117e-318
ADS,Bm4,iter1,0,0.9163977695562062,0.0,0.8446767026691756,0.0
ADS,Bm4,iter2,0,0.912596049922237,0.0,0.8376209739052435,0.0
ADS,Bm4,iter3,0,0.9079568826001023,0.0,0.8203719475929869,0.0
ADS,Bm5,iter1,0,0.9450978020351516,0.0,0.8902807370701841,0.0
ADS,Bm5,iter2,0,0.942495769617907,0.0,0.8761756770439192,0.0
ADS,Bm5,iter3,0,0.9384397196380756,0.0,0.8802149905537476,0.0
ADS,Bm6,iter1,0,0.9596898456169495,0.0,0.9208213522053381,0.0
ADS,Bm6,iter2,0,0.959643144796339,0.0,0.9145917186479297,0.0
ADS,Bm6,iter3,0,0.9574056917892393,0.0,0.9144635541158885,0.0
ADS,Bm7,iter1,0,0.9699531262027661,0.0,0.9365385271346318,0.0
ADS,Bm7,iter2,0,0.9703498831470213,0.0,0.9323672915918227,0.0
ADS,Bm7,iter3,0,0.9689757277712951,0.0,0.9347398511849627,0.0
ADS,Bm8,iter1,0,0.9784232093016842,0.0,0.9490923467730867,0.0
