Model,Run,Iter,Mut_corr,pearson,r_pval,spearman,rho_pval
ADS,Bm05,iter1,0,0.17484983303042273,3.397243319333793e-15,0.24138314884578718,6.604537053750969e-28
ADS,Bm05,iter2,0,0.15869715701636466,9.470250111370931e-13,0.23346749236687311,3.650065023626766e-26
ADS,Bm05,iter3,0,0.15276867206718242,6.506179511969228e-12,0.18940580035145008,1.3120583305089941e-17
ADS,Bm10,iter1,0,0.1512740876826365,1.0453119442021014e-11,0.18731247632811907,3.001767996783442e-17
ADS,Bm10,iter2,0,0.14686103136323328,4.124581912695544e-11,0.18098679624669906,3.4527038267160093e-16
ADS,Bm10,iter3,0,0.1732032501520877,6.1875684771068794e-15,0.17543530535882632,2.7411075876749525e-15
ADS,Bm1,iter1,0,0.19618756697659456,8.408161112479815e-19,0.27252173163043286,2.1491561001992914e-35
ADS,Bm1,iter2,0,0.18077673424554225,3.738821651534443e-16,0.2353128573282143,1.4514518586872998e-26
ADS,Bm1,iter3,0,0.17275403259120298,7.279790581731193e-15,0.23830061357515336,3.2063591574766862e-27
ADS,Bm2,iter1,0,0.17750746968307607,1.274891322180976e-15,0.23926435331608836,1.9612439205751653e-27
ADS,Bm2,iter2,0,0.15511843882138646,3.0580897543142043e-12,0.224320172080043,3.1378978860809394e-24
ADS,Bm2,iter3,0,0.16731109939821423,5.0413458369035795e-14,0.20010787852696962,1.639531601638669e-19
ADS,Bm3,iter1,0,0.16431127929387743,1.4254457004544895e-13,0.2072760623190156,7.55028106657513e-21
ADS,Bm3,iter2,0,0.14653556529951023,4.556630817794067e-11,0.20865940166485042,4.1135635355023866e-21
ADS,Bm3,iter3,0,0.17445823333817645,3.919993274263056e-15,0.21056638064159514,1.768318093313164e-21
ADS,Bm4,iter1,0,0.1640589883069773,1.5542972707238316e-13,0.20356835839208962,3.7639213419453207e-20
ADS,Bm4,iter2,0,0.12946888739186496,6.2146499024221385e-09,0.16810474052618513,3.8170061136985625e-14
ADS,Bm4,iter3,0,0.17001302876848104,1.9444852673642523e-14,0.17881217370304342,7.835667628718471e-16
ADS,Bm5,iter1,0,0.17453261354048275,3.814960208749871e-15,0.21154260038565012,1.1441375391058114e-21
