Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
Mixed,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.391098020026774,3.6589065717781874e-92,0.1663370360426654,2.3831563912351547e-32,0.8611899259503882,0.0
Mixed,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3072313869237899,3.5189236392807524e-44,0.0516034233610653,0.0005632206173706,0.8178358162856458,0.0
No Cost,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3687372570179366,2.2991370873124895e-81,-0.0535943060889476,0.0001497599714725,0.8829148392503744,0.0
No Cost,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3331053890596486,3.1270548422143012e-52,-0.0835084074010141,2.2603764224395197e-08,0.8071678020585635,0.0
ADS,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3595343149536127,3.663205708454898e-77,0.0865022403160765,8.978310580718175e-10,0.8067020329443253,0.0
ADS,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3167238549578089,7.43302564466744e-49,0.0136333511633095,0.3581985570465216,0.7167775149511884,4.55e-322
Minimal,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3528198862789232,3.495402696721359e-74,0.0739620190646328,1.642994397939047e-07,0.8174001686720271,0.0
Minimal,0.075,10.0,-0.025,0,Bm10_iter2,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3330679781277749,1.889631950120204e-53,-0.0106502144312045,0.4742331160106757,0.7432429849137587,0.0
Mixed,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.4241689093390255,9.586934850611631e-110,0.1845209282697056,1.5416445890248458e-39,0.7949056585769054,0.0
Mixed,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.2972023110498166,3.4903692177446265e-41,0.0208708252022765,0.1636328488942703,0.7668782997116682,0.0
No Cost,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3589808039329286,6.489706225075997e-77,-0.0331009850694538,0.0192502425925857,0.7978188197470113,0.0
No Cost,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3098537579362166,8.793433353161412e-46,-0.0678407794720781,5.228900762945338e-06,0.6961743758490384,4.4399713652772035e-290
ADS,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3519537733721788,8.367820988143352e-74,0.1075425780826703,2.44739155299703e-14,0.6340750925560149,2.8445604256119864e-281
ADS,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.2999148408685602,2.7994371954496284e-43,-0.0273868555546589,0.0655799524041683,0.5387721313899796,1.5581011111297908e-152
Minimal,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3641908645425383,2.84981357771594e-79,0.1099745974142334,6.284794354975893e-15,0.6292850965256155,8.305480366485512e-276
Minimal,0.075,4.0,-0.025,0,Bm4_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3119074842196491,1.089963626375374e-46,-0.0204050491863653,0.1704675790249407,0.5222092598797283,2.5942687293529953e-141
Mixed,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.4026289121139307,4.5482856765060725e-98,0.1959189265429788,1.9021286399453529e-44,0.807016474466636,0.0
Mixed,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.2772012592229669,6.046894858851589e-36,0.0456535462359705,0.0022860463059077,0.7799888346529686,0.0
No Cost,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3550290263448098,3.724878031624191e-75,-0.0274014616929394,0.0526897180859376,0.8182899851343977,0.0
No Cost,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3238643870479702,2.3702780237731624e-50,-0.0637875101556564,1.8038847286514782e-05,0.736449269767008,0.0
ADS,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3600074656524088,2.244729949858446e-77,0.1152060451621116,3.0462700864395015e-16,0.6926393574142973,0.0
ADS,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3027891078418815,1.2703944103397377e-44,-0.0068680141145673,0.6434386535462517,0.6195280551020329,4.408131807117761e-217
Minimal,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3425390663902507,9.276868871141008e-70,0.1142063584191991,5.491215845440121e-16,0.6820372531899607,0.0
Minimal,0.075,5.0,-0.025,0,Bm5_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.2882368573373779,2.9956067733981382e-40,0.0057019296479027,0.7010367863590012,0.582217383667569,4.3894379824455e-185
Mixed,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.4005257744970249,5.65626955646248e-97,0.1886794892455494,2.7119224494677735e-41,0.8238470911755347,0.0
Mixed,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3170375775593333,3.381349569140104e-47,0.0449327283323308,0.0026635052205651,0.791465186742041,0.0
No Cost,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3691083400860224,1.546010100644339e-81,-0.043573044461595,0.0020577185086464,0.8364908653585386,0.0
No Cost,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.3161010123546436,4.606076048349897e-48,-0.0692485647478985,3.178701960375903e-06,0.7519466277788656,0.0
ADS,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3438290159151736,2.638795209880884e-70,0.1058835767621371,6.080518488691435e-14,0.7375882396141183,0.0
ADS,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.280152083665896,3.730158633002393e-38,-0.0142035627112397,0.3385015190303273,0.6553962686917069,4.515200303334541e-251
Minimal,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3387568494021372,3.576307476368868e-68,0.107947603020841,1.9556285001232044e-14,0.7116008234881318,0.0
Minimal,0.075,6.0,-0.025,0,Bm6_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,True duplicates,0.2933503533206137,1.6250891934950128e-41,0.0049978788985841,0.7367340448727397,0.6118030575962626,1.9069601607915318e-208
Mixed,0.075,7.0,-0.025,0,Bm7_iter3,alpha_0025_neg,Mut_alpha_WGD_1e5,All,0.3992673758054174,2.533679017029066e-96,0.1891939905704725,1.6341656752109238e-41,0.8556936201749793,0.0
