Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
ADS,0.075,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD_1e5,All duplicates,All,64.73143601580438,0.004638283162409366,0.25508288508557453,6.24404172879401e-05
ADS,0.075,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD_1e5,All duplicates,True duplicates,73.82238796659944,0.1660429975380376,0.26871626522307607,0.009955771871847825
ADS,0.075,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD_1e5,SSD,All,23.735590243902436,0.022697089562870892,0.2553341463414634,0.007023202971324423
ADS,0.075,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD_1e5,SSD,True duplicates,24.010722181387624,0.09207793213057842,0.29454818872851063,0.0007410639654353812
ADS,0.075,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD_1e5,WGD,All,44.7871436859527,0.02670487024848752,0.27017346938775505,0.0010159888052793727
ADS,0.075,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD_1e5,WGD,True duplicates,51.69280150279221,0.04395070922096249,0.28367449030637765,0.010133142929003504
ADS,0.075,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD_1e5,All duplicates,All,66.31160441769408,0.004638283162409365,0.2629564792176039,2.8561532101783055e-05
ADS,0.075,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD_1e5,All duplicates,True duplicates,78.34500893758371,0.24814520962492506,0.27910523326171244,0.013889248967492319
ADS,0.075,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD_1e5,SSD,All,24.034478048780485,0.02275750593590285,0.2557390243902439,0.003998823762211991
ADS,0.075,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD_1e5,SSD,True duplicates,27.513082039911307,0.05572599426094618,0.2958271741808327,0.0015240173871883891
ADS,0.075,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD_1e5,WGD,All,47.48340526827297,0.026704875824196735,0.28096938775510205,0.000605679217932553
ADS,0.075,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD_1e5,WGD,True duplicates,54.657230124222664,0.08671548977663895,0.2964594928880643,0.015240646359759656
ADS,0.075,0.5,-0.35,0,Bm05_iter3,alpha_035_neg,Mut_alpha_WGD_1e5,All duplicates,All,67.97472246263791,0.008067774341458972,0.25851540342298285,0.00047048012024352305
ADS,0.075,0.5,-0.35,0,Bm05_iter3,alpha_035_neg,Mut_alpha_WGD_1e5,All duplicates,True duplicates,76.33866723680549,0.03976733690768246,0.2757858420038627,0.001414934049529421
ADS,0.075,0.5,-0.35,0,Bm05_iter3,alpha_035_neg,Mut_alpha_WGD_1e5,SSD,All,24.918146341463412,0.022697089562705268,0.25913414634146337,0.013353961118821199
ADS,0.075,0.5,-0.35,0,Bm05_iter3,alpha_035_neg,Mut_alpha_WGD_1e5,SSD,True duplicates,24.80890198722102,0.20075080448278287,0.28944946203248056,0.004734801631054445
ADS,0.075,0.5,-0.35,0,Bm05_iter3,alpha_035_neg,Mut_alpha_WGD_1e5,WGD,All,47.854980827790165,0.026704870246443795,0.2752510204081632,0.005308426793446876
ADS,0.075,0.5,-0.35,0,Bm05_iter3,alpha_035_neg,Mut_alpha_WGD_1e5,WGD,True duplicates,51.747836056748056,0.010638123065144027,0.2935176415461152,0.002191936565747606
ADS,0.075,0.5,-0.25,0,Bm05_iter1,alpha_025_neg,Mut_alpha_WGD_1e5,All duplicates,All,67.48622949537653,0.00614861870077332,0.2496777506112469,0.0005878581349557429
ADS,0.075,0.5,-0.25,0,Bm05_iter1,alpha_025_neg,Mut_alpha_WGD_1e5,All duplicates,True duplicates,77.00300109270287,0.03270418223118937,0.26924598542836425,0.00510288609178695
ADS,0.075,0.5,-0.25,0,Bm05_iter1,alpha_025_neg,Mut_alpha_WGD_1e5,SSD,All,24.48930731707317,0.0314468240671918,0.24793902439024387,0.014559902656853843
ADS,0.075,0.5,-0.25,0,Bm05_iter1,alpha_025_neg,Mut_alpha_WGD_1e5,SSD,True duplicates,24.677674960166687,0.23381457956871793,0.28395023899987737,0.006760905571768232
ADS,0.075,0.5,-0.25,0,Bm05_iter1,alpha_025_neg,Mut_alpha_WGD_1e5,WGD,All,47.493250167538704,0.02670486559118453,0.26656938775510197,0.004724715424882323
ADS,0.075,0.5,-0.25,0,Bm05_iter1,alpha_025_neg,Mut_alpha_WGD_1e5,WGD,True duplicates,52.82564252440899,0.003774677471738094,0.28822172084914366,0.004013460766823356
