Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
Mixed,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.4326578097692496,1.3824768663299359e-114,0.2079855249111999,5.481696063846671e-50,0.5499125080820014,1.3303368803781046e-197
Mixed,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2639771773923254,6.542928652694069e-32,-0.0096692200470049,0.5206253770241125,0.6928627734106426,3.874377829322707e-274
No Cost,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2621666270346603,1.4350264794413027e-40,-0.0627749898481585,8.907120370600709e-06,0.5998024980163997,3.5024570552628274e-244
No Cost,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2154135336537031,4.83665579330397e-23,-0.1812108805463663,5.918955534028039e-35,0.5282566328465522,2.366919578631138e-148
ADS,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.1987360791577727,1.1019291637716967e-23,-0.0007610555481541,0.9570934686319228,-0.0159159339385494,0.4263523154184686
ADS,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2119519783713354,8.481468684610817e-22,-0.1645485841475653,1.034942939950238e-28,-0.0103294756821416,0.6439026520694346
Minimal,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2190981677917068,1.4939896738035776e-28,0.0112861167728667,0.4249431229071485,-0.014244756455161,0.476515716389486
Minimal,0.075,1.0,0,0.1,Bm1_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2186531197022311,2.194328366143583e-23,-0.1591336814360371,4.5116466128353026e-27,0.0027570884143943,0.9012240955178136
Mixed,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.3242275611244098,2.7726385803332507e-62,0.1647426900858973,9.339008122730616e-32,0.8228004398720705,0.0
Mixed,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2185635695581173,1.918256760272341e-22,0.0079898632941925,0.594428465914792,0.7743265340235123,0.0
No Cost,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2487204632192741,1.4655883362223608e-36,-0.2159469884790633,7.714838569770915e-54,0.8831512696242033,0.0
No Cost,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2486179543105367,2.2512674468609727e-29,-0.2468859038955493,2.714937222651256e-63,0.8157805517269733,0.0
ADS,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2044852382216381,5.2390323708743875e-25,0.0017105127796497,0.903753318987356,0.7497170028987207,0.0
ADS,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.1742169600756277,2.436720738059624e-15,-0.1156649050623168,5.5355712474401415e-15,0.6414031335182572,2.233539491316879e-236
Minimal,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.1781363275098124,2.8534448129793986e-19,-0.0153584008180977,0.2775695044501999,0.748341774262684,0.0
Minimal,0.075,3.0,0,0.1,Bm3_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.1533105798397697,3.451118404147897e-12,-0.1183732386681388,1.2429877135867986e-15,0.6315774463389451,2.641330431296661e-227
Mixed,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.3790511108881778,3.062021800527231e-86,0.1736671731151318,3.743363972830067e-35,0.7411149514743922,0.0
Mixed,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2431154045854788,1.5496098311653902e-27,0.0077467898207262,0.6056929591320932,0.7164383643977841,8.008179301565121e-306
No Cost,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2931958303353329,9.492912216988009e-51,-0.1818332398374065,1.9953760746207533e-38,0.8197694667151147,0.0
No Cost,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.2883254675052126,3.840683815153246e-40,-0.2323265780126536,1.449268124695107e-56,0.7388037992783768,0.0
ADS,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2176016281602605,3.544258355856289e-28,-0.0144344521121387,0.3075066251001869,0.5642435224709638,3.572609338770645e-210
ADS,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,True duplicates,0.1854919694512797,2.801712964305659e-17,-0.1601014128002393,1.7981697154347974e-27,0.4598296126858632,1.777895184914724e-107
Minimal,0.075,2.0,0,0.1,Bm2_iter1,corr_01,Mut_correlations_WGD_1e5,All,0.2004728891636623,4.43347366506804e-24,-0.0133458708522913,0.3454243757187074,0.5715429512228722,8.116979906890766e-217
