Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
ADS,0.025,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD,All duplicates,All,70.46279708428565,0.006148622756809715,0.2789114914425428,1.0753950951145013e-05
ADS,0.025,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD,All duplicates,True duplicates,76.77867463188856,0.0017722040885410058,0.28819305721404936,1.3362446731846467e-07
ADS,0.025,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD,SSD,All,26.581521951219514,0.022697065901610157,0.2717341463414634,0.0022350159269233735
ADS,0.025,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD,SSD,True duplicates,24.624832042200342,0.17257325636945095,0.2845919324577861,0.0014133045144957708
ADS,0.025,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD,WGD,All,50.56428730980086,0.026704875824183176,0.301004081632653,5.393401061931382e-05
ADS,0.025,0.5,-0.35,0,Bm05_iter1,alpha_035_neg,Mut_alpha_WGD,WGD,True duplicates,53.2574809805579,0.00019350169594535893,0.3058456336562845,6.416335976125327e-06
ADS,0.025,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD,All duplicates,All,72.2290897135489,0.006148632512141844,0.2825963325183374,4.6854191643499226e-06
ADS,0.025,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD,All duplicates,True duplicates,76.67788425531737,0.01039358479995369,0.290353967548344,1.0896641304123457e-07
ADS,0.025,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD,SSD,All,26.789443902439025,0.02457871602510513,0.2730853658536585,0.0018623488498214994
ADS,0.025,0.5,-0.35,0,Bm05_iter2,alpha_035_neg,Mut_alpha_WGD,SSD,True duplicates,25.939789356984477,0.23393889991993966,0.2891130820399113,0.00030153900859250613
