Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
ADS,0.025,0.5,0,-0.4,Bm05_iter1,corr_04_neg,Mut_correlations_WGD,All duplicates,All,95.0708840998384,0.004638354184793547,0.2552855745721271,0.0008154688518299351
ADS,0.025,0.5,0,-0.4,Bm05_iter1,corr_04_neg,Mut_correlations_WGD,All duplicates,True duplicates,76.93214058303886,1.1220278902177397e-05,0.2571057121657738,2.4900605982567943e-07
ADS,0.025,0.5,0,-0.4,Bm05_iter1,corr_04_neg,Mut_correlations_WGD,SSD,All,38.00423414634146,0.023821341574136734,0.2568926829268292,0.016926013770744493
ADS,0.025,0.5,0,-0.4,Bm05_iter1,corr_04_neg,Mut_correlations_WGD,SSD,True duplicates,30.696696397293522,0.0036849430134484225,0.25592148955086386,7.702161095935787e-05
ADS,0.025,0.5,0,-0.4,Bm05_iter1,corr_04_neg,Mut_correlations_WGD,WGD,All,61.27499893533917,0.026709323082415328,0.26982448979591833,0.005717218033302346
ADS,0.025,0.5,0,-0.4,Bm05_iter1,corr_04_neg,Mut_correlations_WGD,WGD,True duplicates,55.86361216423328,0.00019776668066538396,0.2716669803626325,4.3694566140918825e-05
ADS,0.025,0.5,0,-0.4,Bm05_iter2,corr_04_neg,Mut_correlations_WGD,All duplicates,All,102.6084576067013,0.004638322292232351,0.26608435207823955,0.0013120455143749742
ADS,0.025,0.5,0,-0.4,Bm05_iter2,corr_04_neg,Mut_correlations_WGD,All duplicates,True duplicates,84.63502029381516,4.1351229637251e-06,0.2668141679238412,3.314285993605945e-07
ADS,0.025,0.5,0,-0.4,Bm05_iter2,corr_04_neg,Mut_correlations_WGD,SSD,All,44.748702439024385,0.02334027745139635,0.2697195121951219,0.021411478928122105
ADS,0.025,0.5,0,-0.4,Bm05_iter2,corr_04_neg,Mut_correlations_WGD,SSD,True duplicates,32.73682105172115,0.0037348562613536682,0.2640357420861442,0.00017649793154115402
ADS,0.025,0.5,0,-0.4,Bm05_iter2,corr_04_neg,Mut_correlations_WGD,WGD,All,71.05144104913215,0.026709323082415328,0.2805979591836734,0.005925181986369108
ADS,0.025,0.5,0,-0.4,Bm05_iter2,corr_04_neg,Mut_correlations_WGD,WGD,True duplicates,57.99410031303225,0.00019200000051211547,0.27947559342886086,7.882687561933546e-05
ADS,0.025,0.5,0,-0.4,Bm05_iter3,corr_04_neg,Mut_correlations_WGD,All duplicates,All,99.06031244413555,0.004638293704705147,0.2635542787286063,0.002920224756683901
ADS,0.025,0.5,0,-0.4,Bm05_iter3,corr_04_neg,Mut_correlations_WGD,All duplicates,True duplicates,85.22807621298041,1.0939688005511467e-05,0.2670758137723671,4.143550599636296e-06
