Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
Mixed,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,All,0.4264715034994406,4.811064307733095e-111,0.3404683218031688,6.3654550753605936e-136,0.9810874693579952,0.0
Mixed,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,True duplicates,0.3933681266843393,1.7327499830687728e-84,0.2919220477497919,3.894053602575105e-94,0.9771879183116776,0.0
No Cost,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,All,0.5156953523992565,6.133283209470212e-170,-0.4388865720200845,1.5695724668555246e-234,0.9911291162766588,0.0
No Cost,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,True duplicates,0.5093221812045404,1.063245427914006e-153,-0.4211831422139452,8.298416135999702e-207,0.9892520816909778,0.0
ADS,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,All,0.2001036231845797,5.38417574799195e-24,0.0249585053728053,0.0776198403485888,0.9676201886112304,0.0
ADS,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,True duplicates,0.1886413046283346,9.88430903075942e-20,0.0065922024382181,0.6485356188972438,0.958382931890678,0.0
Minimal,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,All,0.2045785970845755,4.982377660225937e-25,0.0296401644141861,0.0360988239455527,0.965567261306762,0.0
Minimal,0.025,10.0,0,0.1,Bm10_iter2,corr_01,Mut_correlations_WGD,True duplicates,0.1941361402898504,1.0059478320237071e-20,0.0001513735730855,0.9916598643927748,0.955218219740407,0.0
Mixed,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,All,0.457623468547755,1.1934228535781503e-129,0.2825782853318359,1.9165886692170966e-92,0.9656612537698008,0.0
Mixed,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,True duplicates,0.3807170950715227,1.5244355646794082e-76,0.1954133707387522,1.3221578745402588e-41,0.960540647876558,0.0
No Cost,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,All,0.5240503612240579,2.1043070018916118e-176,-0.4679801665319854,1.2863607915190747e-270,0.9835776160604188,0.0
No Cost,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,True duplicates,0.5145194526963854,2.3916615876178493e-159,-0.4496935030304948,2.0868170606062284e-240,0.9807965311071394,0.0
ADS,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,All,0.1698296712047474,1.2371774900758895e-17,0.0007124711474669,0.9598301498571414,0.9184719063155052,0.0
ADS,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,True duplicates,0.1410168623538055,1.6189853036348924e-11,-0.0401836164298804,0.0055481930376967,0.8939110582115443,0.0
Minimal,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,All,0.1733728735636598,2.535472786546886e-18,0.0106329400096897,0.4522341016301864,0.9167381575581052,0.0
Minimal,0.025,6.0,0,0.1,Bm6_iter1,corr_01,Mut_correlations_WGD,True duplicates,0.1635934483600598,4.9826177044194655e-15,-0.0135679821808059,0.3492793540386543,0.8913167854676879,0.0
Mixed,0.025,7.0,0,0.1,Bm7_iter1,corr_01,Mut_correlations_WGD,All,0.4726067861450858,2.5968423943889258e-139,0.3177536762229634,1.0826444174627236e-117,0.9689110585777696,0.0
Mixed,0.025,7.0,0,0.1,Bm7_iter1,corr_01,Mut_correlations_WGD,True duplicates,0.4020511968926215,2.9703694001156186e-86,0.2451830970830461,2.678065085909334e-65,0.961885915115422,0.0
No Cost,0.025,7.0,0,0.1,Bm7_iter1,corr_01,Mut_correlations_WGD,All,0.5237005740320919,3.9572250573307515e-176,-0.4607599670512543,2.482132048027271e-261,0.9864196166431388,0.0
