Systematic Name,Half-life [min],R2
YDR523C,16,0.9
YJR122W,16,0.9
YCL048W,16,0.9
YGL236C,16,0.9
YGR174C,16,0.91
YKL103C,16,0.91
YNL180C,16,0.91
YCR094W,16,0.91
YBL078C,16,0.91
YPR125W,16,0.91
YPR154W,16,0.91
YLR121C,16,0.91
YHR104W,16,0.91
YHL009C,16,0.92
YGR065C,16,0.92
YJR036C,16,0.92
YKL197C,16,0.92
YLR454W,16,0.92
YOL065C,16,0.92
YMR105C,16,0.92
YJR054W,16,0.92
YIL053W,16,0.92
YPL052W,16,0.92
YOR111W,16,0.92
YOL117W,16,0.92
YDL054C,16,0.93
YGL090W,16,0.93
YNL129W,16,0.93
YLR253W,16,0.93
YDR255C,16,0.93
YDL199C,16,0.93
YJL070C,16,0.93
YKR062W,16,0.93
YLL063C,16,0.93
YBR146W,16,0.93
YMR024W,16,0.93
YFL058W,16,0.93
YPL191C,16,0.93
YDL104C,16,0.94
YLR239C,16,0.94
YDR320C,16,0.94
YMR316W,16,0.94
YKR105C,16,0.94
YJR155W,16,0.94
YFL030W,16,0.94
YFL003C,16,0.94
YDR527W,16,0.94
YDR375C,16,0.94
YFR014C,16,0.94
YOR124C,16,0.94
YNL315C,16,0.94
YGR044C,16,0.94
YLL038C,16,0.94
YLR178C,16,0.94
YNL005C,16,0.94
YCR081W,16,0.94
YNL311C,16,0.94
YML107C,16,0.94
YGL129C,16,0.94
YDR313C,16,0.94
YML116W,16,0.94
YDR505C,16,0.95
YHR207C,16,0.95
YCR039C,16,0.95
YDR400W,16,0.95
YMR261C,16,0.95
YLR407W,16,0.95
YML097C,16,0.95
YDR034C,16,0.95
YER040W,16,0.95
YNL210W,16,0.95
YGR166W,16,0.95
YKL194C,16,0.95
YDR347W,16,0.95
YKL206C,16,0.95
YPL022W,16,0.95
YJL044C,16,0.95
YER184C,16,0.95
YIR011C,16,0.95
YOL076W,16,0.95
YER182W,16,0.96
YER124C,16,0.96
YJL157C,16,0.96
YCL057W,16,0.96
YDL102W,16,0.96
YLR422W,16,0.96
YFL040W,16,0.96
YOR371C,16,0.96
YPL254W,16,0.96
YPL092W,16,0.96
YCL056C,16,0.96
YGR184C,16,0.96
YKL023C-A,16,0.96
YPR006C,16,0.96
YGL067W,16,0.96
YBL075C,16,0.96
YNL070W,16,0.96
YOL151W,16,0.96
YDR312W,16,0.96
YFR040W,16,0.96
YFR042W,16,0.96
YNL121C,16,0.96
YIL079C,16,0.96
YLL018C,16,0.96
YKR054C,16,0.96
YPR008W,16,0.96
YNL297C,16,0.96
YKL203C,16,0.96
YBR139W,16,0.96
YDR069C,16,0.96
YOR086C,16,0.96
YMR228W,16,0.96
YOR350C,16,0.96
YKR095W,16,0.96
YBR065C,16,0.96
YGR092W,16,0.96
YDR437W,16,0.96
YDR080W,16,0.96
YKL155C,16,0.96
YBR223C,16,0.96
YGL107C,16,0.96
YPL204W,16,0.96
YBR131W,16,0.96
YGR127W,16,0.96
YLR433C,16,0.96
YGL112C,16,0.96
YHR113W,16,0.96
YHR102W,16,0.96
YLR385C,16,0.96
YOR296W,16,0.96
YER093C,16,0.96
YPL260W,16,0.96
YKL072W,16,0.96
YNL295W,16,0.97
YPR002W,16,0.97
YOL077C,16,0.97
YLR058C,16,0.97
YPL082C,16,0.97
YIL084C,16,0.97
YGL010W,16,0.97
YJR089W,16,0.97
YDR319C,16,0.97
YPR186C,16,0.97
YDR044W,16,0.97
YJR033C,16,0.97
YPL036W,16,0.97
YKR031C,16,0.97
YHL010C,16,0.97
YMR176W,16,0.97
YDL027C,16,0.97
YKL137W,16,0.97
YHR077C,16,0.97
YKR064W,16,0.97
YER008C,16,0.97
YNL014W,16,0.97
YDR394W,16,0.97
YNL139C,16,0.97
YBR080C,16,0.97
YIL014C-A,16,0.97
YNR059W,16,0.97
YOR319W,16,0.97
YER091C,16,0.97
YCL035C,16,0.97
YER136W,16,0.97
YDR389W,16,0.97
YGR229C,16,0.97
YDL194W,16,0.97
YJL208C,16,0.97
YDL019C,16,0.97
YDL234C,16,0.97
YHR088W,16,0.97
YBR229C,16,0.97
YPR184W,16,0.97
YLR224W,16,0.97
YBR097W,16,0.97
YDR027C,16,0.97
YNL271C,16,0.97
YIL128W,16,0.97
YMR066W,16,0.97
YJR066W,16,0.97
YOR229W,16,0.97
YIL107C,16,0.97
YEL032W,16,0.97
YBR017C,16,0.97
YGL151W,16,0.97
YOL055C,16,0.97
YEL069C,16,0.97
YLR251W,16,0.97
YDR014W-A,16,0.97
YHR214C-D,16,0.97
YFL025C,16,0.97
YLR227C,16,0.97
YPL249C,16,0.97
YMR287C,16,0.97
YIL048W,16,0.97
YDL160C-A,16,0.97
YDR117C,16,0.97
YHR023W,16,0.97
YKL048C,16,0.97
YNL021W,16,0.97
YLL013C,16,0.97
YBR170C,16,0.97
YMR113W,16,0.97
YGL140C,16,0.97
YGR013W,16,0.97
YOR310C,16,0.97
YNL131W,16,0.97
YHR064C,16,0.97
YER075C,16,0.97
YGR017W,16,0.97
YBR038W,16,0.97
YGL207W,16,0.97
YLR287C,16,0.97
YHR120W,16,0.98
YJL068C,16,0.98
YJL036W,16,0.98
YGL115W,16,0.98
YNL160W,16,0.98
YMR275C,16,0.98
YGR204W,16,0.98
YFR002W,16,0.98
YDL190C,16,0.98
YMR125W,16,0.98
YKR001C,16,0.98
YPL242C,16,0.98
YLR104W,16,0.98
YMR065W,16,0.98
YLR064W,16,0.98
YLR117C,16,0.98
YPL009C,16,0.98
YGL162W,16,0.98
YDL116W,16,0.98
YGL016W,16,0.98
YLR249W,16,0.98
YLR425W,16,0.98
YPR060C,16,0.98
YGR292W,16,0.98
YGL122C,16,0.98
YDR321W,16,0.98
YER021W,16,0.98
YFL050C,16,0.98
YPR201W,16,0.98
YDR235W,16,0.98
YPL001W,16,0.98
YDR054C,16,0.98
YMR026C,16,0.98
YLL003W,16,0.98
YMR219W,16,0.98
YJR056C,16,0.98
YBR143C,16,0.98
YLR363C,16,0.98
YGR081C,16,0.98
YHR056C,16,0.98
YPR164W,16,0.98
YNL217W,16,0.98
YMR088C,16,0.98
YJL001W,16,0.98
YBL106C,16,0.98
YGR100W,16,0.98
YPL085W,16,0.98
YNL083W,16,0.98
YFL033C,16,0.98
YJR065C,16,0.98
YJR031C,16,0.98
YML028W,16,0.98
YNL148C,16,0.98
YNL229C,16,0.98
YMR319C,16,0.98
YDL006W,16,0.98
YLR309C,16,0.98
YER164W,16,0.98
YPR148C,16,0.98
YDR280W,16,0.98
YGL095C,16,0.98
YOR067C,16,0.98
YMR226C,16,0.98
YNL227C,16,0.98
YBL061C,16,0.98
YLR019W,16,0.98
YMR140W,16,0.98
YLR453C,16,0.98
YKL212W,16,0.98
YBR165W,16,0.98
YIL146C,16,0.98
YDR159W,16,0.98
YJR153W,16,0.98
YJL223C,16,0.98
YER025W,16,0.98
YNR051C,16,0.98
YFR016C,16,0.98
YDR124W,16,0.98
YOR069W,16,0.98
YMR075W,16,0.98
YNL104C,16,0.98
YLR310C,16,0.98
YER013W,16,0.98
YKL047W,16,0.98
YCL059C,16,0.98
YLR199C,16,0.98
YBR094W,16,0.98
YLR429W,16,0.98
YER129W,16,0.98
YBR081C,16,0.98
YER022W,16,0.98
YDR110W,16,0.98
YLL005C,16,0.98
YDR104C,16,0.98
YLR143W,16,0.98
YLR324W,16,0.98
YIL147C,16,0.98
YOL075C,16,0.98
YOL013C,16,0.98
YLR451W,16,0.98
YHR169W,16,0.98
YHR168W,16,0.98
YOR005C,16,0.98
YMR036C,16,0.98
YKR023W,16,0.98
YML002W,16,0.98
YOR232W,16,0.98
YOR145C,16,0.98
YCR011C,16,0.98
YHR133C,16,0.98
YHR131C,16,0.98
YDL074C,16,0.98
YDR333C,16,0.98
YBR074W,16,0.98
YOR304W,16,0.98
YHR069C,16,0.98
YKL064W,16,0.98
YDL030W,16,0.98
YKR086W,16,0.98
YDL248W,16,0.98
YBR219C,16,0.98
YPR022C,16,0.98
YGR056W,16,0.98
YOR147W,16,0.98
YIL137C,16,0.98
YPL117C,16,0.98
YML121W,16,0.98
YHR057C,16,0.98
YJL054W,16,0.98
YGR126W,16,0.98
YJR138W,16,0.98
YMR217W,16,0.98
YJL061W,16,0.98
YHR005C,16,0.98
YPR056W,16,0.98
YBR023C,16,0.98
YER163C,16,0.98
YFL054C,16,0.98
YPL266W,16,0.98
YER041W,16,0.98
YBR176W,16,0.98
YAL015C,16,0.98
YPL167C,16,0.98
YLR323C,16,0.98
YEL022W,16,0.98
YNL261W,16,0.99
YGL252C,16,0.99
YJR100C,16,0.99
YMR232W,16,0.99
YGL114W,16,0.99
YAL049C,16,0.99
YKL012W,16,0.99
YGR024C,16,0.99
YAL010C,16,0.99
YMR224C,16,0.99
YBR046C,16,0.99
YJL081C,16,0.99
YOR126C,16,0.99
YCR014C,16,0.99
YOR359W,16,0.99
YDR243C,16,0.99
YPR058W,16,0.99
YPL206C,16,0.99
YLR351C,16,0.99
YDR028C,16,0.99
YNL094W,16,0.99
YGR253C,16,0.99
YKR063C,16,0.99
YNL110C,16,0.99
YGR240C,16,0.99
YGR135W,16,0.99
YER114C,16,0.99
YPL211W,16,0.99
YLL033W,16,0.99
YLR277C,16,0.99
YKR025W,16,0.99
YDR419W,16,0.99
YPL184C,16,0.99
YAR019C,16,0.99
YPL128C,16,0.99
YPR103W,16,0.99
YPR086W,16,0.99
YAL056W,16,0.99
YML072C,16,0.99
YBL007C,16,0.99
YDR477W,16,0.99
YDR040C,16,0.99
YJL008C,16,0.99
YLR163C,16,0.99
YDR221W,16,0.99
YLR035C,16,0.99
YPL141C,16,0.99
YER139C,16,0.99
YOL049W,16,0.99
YIL062C,16,0.99
YGL159W,16,0.99
YEL029C,16,0.99
YML111W,16,0.99
YDL045C,16,0.99
YER156C,16,0.99
YDR032C,16,0.99
YPR118W,16,0.99
YJR140C,16,0.99
YBL060W,16,0.99
YNL325C,16,0.99
YAR015W,16,0.99
YKR014C,16,0.99
YGR216C,16,0.99
YNL218W,16,0.99
YDL113C,16,0.99
YBR259W,16,0.99
YFL034W,16,0.99
YPR085C,16,0.99
YDR416W,16,0.99
YIL151C,16,0.99
YGR264C,16,0.99
YNL189W,16,0.99
YCL069W,16,0.99
YGL241W,16,0.99
YPL233W,16,0.99
YLR072W,16,0.99
YNL048W,16,0.99
YOR191W,16,0.99
YMR156C,16,0.99
YDR264C,16,0.99
YGR178C,16,0.99
YHL007C,16,0.99
YHR163W,16,0.99
YNL247W,16,0.99
YIL085C,16,0.99
YER090W,16,0.99
YPL235W,16,0.99
YOR115C,16,0.99
YGR209C,16,0.99
YMR310C,16,0.99
YDR206W,16,0.99
YFR001W,16,0.99
YBR096W,16,0.99
YIR004W,16,0.99
YDR161W,16,0.99
YMR079W,16,0.99
YBR283C,16,0.99
YLR440C,16,0.99
YBL082C,16,0.99
YGL110C,16,0.99
YPR169W,16,0.99
YMR033W,16,0.99
YDL029W,16,0.99
YPR181C,16,0.99
YMR165C,16,0.99
YPR161C,16,0.99
YBR227C,16,0.99
YKR003W,16,0.99
YGR004W,16,0.99
YBR036C,16,0.99
YOL062C,16,0.99
YDR062W,16,0.99
YML086C,16,0.99
YLR387C,16,0.99
YGL148W,16,0.99
YIL022W,16,0.99
YNL299W,16,0.99
YEL020C,16,0.99
YOR212W,16,0.99
YDL013W,16,0.99
YDR494W,16,0.99
YIL110W,16,0.99
YAL025C,16,0.99
YGL203C,16,0.99
YNL286W,16,0.99
YDR459C,16,0.99
YLR420W,16,0.99
YGL251C,16,0.99
YOR197W,16,0.99
YJL111W,16,0.99
YJR035W,16,0.99
YMR099C,16,0.99
YDL212W,16,0.99
YHR040W,16,0.99
YDR291W,16,0.99
YML079W,16,0.99
YMR227C,16,0.99
YHR079C,16,0.99
YBR151W,16,0.99
YJL217W,16,0.99
YOR104W,16,0.99
YAL021C,16,0.99
YDR211W,16,0.99
YLR435W,16,0.99
YML081W,16,0.99
YLR363W-A,16,0.99
YOL138C,16,0.99
YDR009W,16,0.99
YLR208W,16,0.99
YPR133C,16,0.99
YHR148W,16,0.99
YML124C,16,0.99
YIL092W,16,0.99
YLR200W,16,0.99
YDR081C,16,0.99
YBR035C,16,0.99
YAL042W,16,0.99
YMR153W,16,0.99
YKL028W,16,0.99
YHR032W,16,0.99
YNL232W,16,0.99
YKL176C,16,0.99
YDR531W,16,0.99
YDR195W,16,1
YCR019W,16,1
YDR158W,16,1
YDR098C,16,1
YIL035C,16,1
YPL004C,16,1
YNL238W,16,1
YDL117W,16,1
YMR241W,16,1
YDR379W,16,1
YKR050W,16,1
YNL294C,16,1
YDR452W,16,1
YDR520C,16,1
YOR043W,16,1
YLR017W,16,1
YNL320W,16,1
YNL175C,16,1
YML018C,16,1
YLR362W,16,1
YBR079C,16,1
YDR456W,16,1
YNL016W,16,1
YKL144C,16,1
YPR183W,16,1
YDR107C,16,1
YMR073C,16,1
YOR260W,16,1
YNL032W,16,1
YLR030W,16,1
YLR005W,16,1
YDR487C,16,1
YIR006C,16,1
YHR076W,16,1
YKL172W,16,1
YDR412W,16,1
YLR109W,16,1
YPR074C,16,1
YLR393W,16,1
YOR134W,16,1
YLL014W,16,1
YKL196C,16,1
YOL125W,16,1
YJL002C,16,1
YPL086C,16,1
YPL145C,16,1
YGR213C,16,1
YBR196C,16,1
YDR422C,16,1
YOR184W,16,1
YOL159C-A,16,1
YDR287W,16,1
YMR187C,16,1
YPL161C,16,1
YNL154C,16,1
YBL005W,16,1
YNL260C,16,1
YFL057C,16,1
YML065W,16,1
YMR258C,16,1
YPL244C,16,1
YMR119W,16,1
YML017W,16,1
YLR447C,16,1
YML125C,16,1
YER003C,16,1
YKR005C,16,1
YMR251W,16,1
YLL032C,16,1
YMR001C,16,1
YCR053W,16,1
YML105C,16,1
YBR168W,16,1
YGL097W,16,1
YOR006C,16,1
YGR169C,16,1
YGR031C-A,16,1
YBL028C,16,1
YJL193W,16,1
YKL099C,16,1
YLR068W,16,1
YIR035C,16,1
YGL139W,16,1
YOR028C,16,1
YLR301W,16,1
YNL196C,17,0.81
YFL052W,17,0.81
YFL051C,17,0.83
YNR040W,17,0.87
YEL041W,17,0.87
YER185W,17,0.87
YDR031W,17,0.87
YER052C,17,0.87
YOR220W,17,0.87
YDR504C,17,0.88
YOR177C,17,0.89
YGR238C,17,0.89
YER060W-A,17,0.9
YBL074C,17,0.9
YAR028W,17,0.9
YOL024W,17,0.9
YIR007W,17,0.9
YNL257C,17,0.9
YAL053W,17,0.91
YMR030W-A,17,0.91
YLR080W,17,0.91
YER056C,17,0.91
YBL108C-A,17,0.91
YHR046C,17,0.91
YER093C-A,17,0.91
YPL097W,17,0.92
YHR171W,17,0.92
YLR424W,17,0.92
YHR047C,17,0.92
YPL040C,17,0.92
YJR062C,17,0.92
YMR010W,17,0.92
YGR016W,17,0.92
YIR039C,17,0.92
YBR052C,17,0.92
YGL005C,17,0.92
YIR042C,17,0.93
YCR105W,17,0.93
YBR028C,17,0.93
YIL164C,17,0.93
YNL252C,17,0.93
YJL161W,17,0.93
YCR068W,17,0.93
YDL127W,17,0.93
YOL069W,17,0.94
YOR283W,17,0.94
YJR074W,17,0.94
YMR157C,17,0.94
YBL090W,17,0.94
YMR216C,17,0.94
YBR204C,17,0.94
YBR202W,17,0.94
YKR097W,17,0.94
YPL051W,17,0.94
YBR245C,17,0.94
YKL213C,17,0.94
YBR090C,17,0.94
YDR036C,17,0.94
YEL046C,17,0.94
YBR148W,17,0.94
YPL053C,17,0.94
YLR201C,17,0.94
YGL259W,17,0.94
YDL042C,17,0.94
YNL213C,17,0.94
YPL104W,17,0.94
YMR237W,17,0.95
YIL126W,17,0.95
YNL158W,17,0.95
YJL048C,17,0.95
YBR122C,17,0.95
YGR212W,17,0.95
YMR108W,17,0.95
YMR098C,17,0.95
YBR257W,17,0.95
YGR239C,17,0.95
YMR139W,17,0.95
YGL013C,17,0.95
YLL004W,17,0.95
YLR290C,17,0.95
YLR382C,17,0.95
YDL222C,17,0.95
YAL005C,17,0.95
YLR284C,17,0.95
YOR258W,17,0.95
YCL033C,17,0.95
YHR019C,17,0.95
YHR124W,17,0.95
YOR215C,17,0.95
YLR254C,17,0.95
YJR107W,17,0.95
YDR512C,17,0.95
YPL159C,17,0.95
YHL016C,17,0.95
YBR136W,17,0.95
YIL061C,17,0.95
YIL024C,17,0.95
YNL284C,17,0.95
YJL204C,17,0.95
YDR466W,17,0.95
YDR067C,17,0.95
YMR255W,17,0.95
YJL168C,17,0.95
YBL040C,17,0.95
YDL193W,17,0.95
YJL031C,17,0.96
YNL127W,17,0.96
YKL007W,17,0.96
YER061C,17,0.96
YBR282W,17,0.96
YKR030W,17,0.96
YIL066C,17,0.96
YER050C,17,0.96
YML068W,17,0.96
YBL107C,17,0.96
YER027C,17,0.96
YOR326W,17,0.96
YER081W,17,0.96
YGL011C,17,0.96
YGR155W,17,0.96
YOR141C,17,0.96
YBR095C,17,0.96
YER162C,17,0.96
YGL201C,17,0.96
YER017C,17,0.96
YIR029W,17,0.96
YMR257C,17,0.96
YOL142W,17,0.96
YDR514C,17,0.96
YJR080C,17,0.96
YPL112C,17,0.96
YAR018C,17,0.96
YER098W,17,0.96
YMR025W,17,0.96
YJL042W,17,0.96
YLR357W,17,0.96
YPL103C,17,0.96
YLR001C,17,0.96
YDR297W,17,0.96
YOR228C,17,0.96
YJL216C,17,0.96
YLR215C,17,0.96
YGR111W,17,0.96
YIL015W,17,0.96
YDR179C,17,0.96
YJL011C,17,0.96
YDR103W,17,0.96
YDR381C-A,17,0.96
YPR029C,17,0.96
YLR071C,17,0.96
YPL248C,17,0.96
YER071C,17,0.96
YKR036C,17,0.96
YKL163W,17,0.96
YDR119W,17,0.96
YER190C-B,17,0.96
YKL065C,17,0.96
YAL016W,17,0.96
YHR151C,17,0.96
YGL032C,17,0.97
YER012W,17,0.97
YAL002W,17,0.97
YDR059C,17,0.97
YKL208W,17,0.97
YNL214W,17,0.97
YPR162C,17,0.97
YDR223W,17,0.97
YLR449W,17,0.97
YGL068W,17,0.97
YPL147W,17,0.97
YOR324C,17,0.97
YGR170W,17,0.97
YGL056C,17,0.97
YDR443C,17,0.97
YLR285C-A,17,0.97
YCR036W,17,0.97
YDR056C,17,0.97
YGL098W,17,0.97
YDR236C,17,0.97
YIL150C,17,0.97
YOR060C,17,0.97
YGL142C,17,0.97
YDR240C,17,0.97
YER087W,17,0.97
YPR091C,17,0.97
YOL006C,17,0.97
YEL053C,17,0.97
YJR005W,17,0.97
YMR047C,17,0.97
YOR211C,17,0.97
YDR189W,17,0.97
YJL126W,17,0.97
YPL084W,17,0.97
YLR008C,17,0.97
YIL125W,17,0.97
YGL008C,17,0.97
YOR385W,17,0.97
YCL004W,17,0.97
YLR022C,17,0.97
YIL130W,17,0.97
YBR015C,17,0.97
YNR031C,17,0.97
YBR255W,17,0.97
YJR101W,17,0.97
YBR125C,17,0.97
YDR204W,17,0.97
YGR234W,17,0.97
YLR193C,17,0.97
YIL010W,17,0.97
YKL034W,17,0.97
YKR028W,17,0.97
YHR004C,17,0.97
YHR001W,17,0.97
YNL064C,17,0.97
YMR019W,17,0.97
YBR059C,17,0.97
YGL170C,17,0.97
YOL052C,17,0.97
YLR305C,17,0.97
YBL037W,17,0.97
YML019W,17,0.97
YFR030W,17,0.97
YLR275W,17,0.97
YNL306W,17,0.97
YOR087W,17,0.97
YLR197W,17,0.97
YHR164C,17,0.97
YOL089C,17,0.97
YPL048W,17,0.97
YNL177C,17,0.97
YKL119C,17,0.97
YNR039C,17,0.97
YDR310C,17,0.97
YKR096W,17,0.97
YOR323C,17,0.97
YGR083C,17,0.97
YBR163W,17,0.97
YER048W-A,17,0.97
YHR132C,17,0.97
YPL083C,17,0.97
YJL055W,17,0.97
YBR158W,17,0.97
YFR047C,17,0.97
YOR040W,17,0.97
YDL014W,17,0.97
YPL059W,17,0.97
YBR220C,17,0.97
YKL135C,17,0.97
YHR103W,17,0.97
YHL002W,17,0.97
YER152C,17,0.97
YER140W,17,0.97
YMR032W,17,0.97
YOR155C,17,0.97
YMR164C,17,0.97
YGR270W,17,0.97
YDL217C,17,0.97
YDL239C,17,0.97
YAR003W,17,0.97
YER176W,17,0.97
YDL097C,17,0.97
YNR036C,17,0.97
YDR351W,17,0.97
YGR134W,17,0.98
YPR196W,17,0.98
YML013W,17,0.98
YDR428C,17,0.98
YHL034C,17,0.98
YDR139C,17,0.98
YML029W,17,0.98
YNL126W,17,0.98
YOR061W,17,0.98
YKL094W,17,0.98
YFR052W,17,0.98
YKL026C,17,0.98
YPR121W,17,0.98
YBR167C,17,0.98
YJL080C,17,0.98
YOL092W,17,0.98
YDR137W,17,0.98
YHL026C,17,0.98
YPL186C,17,0.98
YJL016W,17,0.98
YPL160W,17,0.98
YLR262C,17,0.98
YPL099C,17,0.98
YER077C,17,0.98
YIL076W,17,0.98
YBR166C,17,0.98
YBR172C,17,0.98
YDR317W,17,0.98
YHR117W,17,0.98
YDL177C,17,0.98
YPR094W,17,0.98
YML049C,17,0.98
YFL027C,17,0.98
YGL145W,17,0.98
YDR508C,17,0.98
YKL061W,17,0.98
YDR458C,17,0.98
YGR046W,17,0.98
YMR152W,17,0.98
YDR109C,17,0.98
YLR086W,17,0.98
YMR027W,17,0.98
YBR192W,17,0.98
YGR082W,17,0.98
YGR249W,17,0.98
YDL129W,17,0.98
YGL194C,17,0.98
YKL100C,17,0.98
YGR263C,17,0.98
YML006C,17,0.98
YLR097C,17,0.98
YKR027W,17,0.98
YPR089W,17,0.98
YGL082W,17,0.98
YDR175C,17,0.98
YNL258C,17,0.98
YAL011W,17,0.98
YHR045W,17,0.98
YBR200W,17,0.98
YNL012W,17,0.98
YCR087C-A,17,0.98
YDR057W,17,0.98
YML095C,17,0.98
YEL025C,17,0.98
YKL215C,17,0.98
YGL250W,17,0.98
YOR090C,17,0.98
YLR190W,17,0.98
YOR329C,17,0.98
YNR024W,17,0.98
YMR162C,17,0.98
YML074C,17,0.98
YMR302C,17,0.98
YOR330C,17,0.98
YBR061C,17,0.98
YKL129C,17,0.98
YBL105C,17,0.98
YJR061W,17,0.98
YBL097W,17,0.98
YEL037C,17,0.98
YDR436W,17,0.98
YOL129W,17,0.98
YBR273C,17,0.98
YHR072W,17,0.98
YOR306C,17,0.98
YKR088C,17,0.98
YDL236W,17,0.98
YER180C-A,17,0.98
YLR380W,17,0.98
YFR024C-A,17,0.98
YGR101W,17,0.98
YHL017W,17,0.98
YOR328W,17,0.98
YNR055C,17,0.98
YHR034C,17,0.98
YGL086W,17,0.98
YKL152C,17,0.98
YGR094W,17,0.98
YNR045W,17,0.98
YLR089C,17,0.98
YEL013W,17,0.98
YBR086C,17,0.98
YOL051W,17,0.98
YMR289W,17,0.98
YDL237W,17,0.98
YDL144C,17,0.98
YMR023C,17,0.98
YJL094C,17,0.98
YOR308C,17,0.98
YNR054C,17,0.98
YNL333W,17,0.98
YER045C,17,0.98
YDR272W,17,0.98
YDR349C,17,0.98
YNL010W,17,0.98
YJR090C,17,0.98
YER094C,17,0.98
YFR048W,17,0.98
YLR100W,17,0.98
YOR036W,17,0.98
YBR063C,17,0.98
YAL041W,17,0.98
YFR010W,17,0.98
YLR443W,17,0.98
YLR330W,17,0.98
YIL156W,17,0.98
YDR463W,17,0.98
YOR057W,17,0.98
YDR292C,17,0.98
YLR113W,17,0.98
YGR144W,17,0.98
YNL084C,17,0.98
YMR168C,17,0.98
YJL125C,17,0.98
YOR034C,17,0.98
YDR072C,17,0.98
YNL041C,17,0.98
YHR078W,17,0.98
YGR186W,17,0.99
YJL024C,17,0.99
YFR004W,17,0.99
YNL108C,17,0.99
YPR032W,17,0.99
YNL236W,17,0.99
YOR230W,17,0.99
YGL036W,17,0.99
YKL088W,17,0.99
YKL175W,17,0.99
YBR127C,17,0.99
YNL267W,17,0.99
YMR013C,17,0.99
YER099C,17,0.99
YER143W,17,0.99
YBR121C,17,0.99
YDR483W,17,0.99
YBR216C,17,0.99
YML106W,17,0.99
YMR180C,17,0.99
YNL095C,17,0.99
YGL125W,17,0.99
YNL329C,17,0.99
YDR061W,17,0.99
YLR153C,17,0.99
YML096W,17,0.99
YDR348C,17,0.99
YBL011W,17,0.99
YKL079W,17,0.99
YOL004W,17,0.99
YGL004C,17,0.99
YGL001C,17,0.99
YJL076W,17,0.99
YOR285W,17,0.99
YML067C,17,0.99
YML082W,17,0.99
YJR088C,17,0.99
YBR041W,17,0.99
YER177W,17,0.99
YOR227W,17,0.99
YMR314W,17,0.99
YGR167W,17,0.99
YJR125C,17,0.99
YCR077C,17,0.99
YBL019W,17,0.99
YNL243W,17,0.99
YCL014W,17,0.99
YJR049C,17,0.99
YOR363C,17,0.99
YPL172C,17,0.99
YAL064C-A,17,0.99
YGR277C,17,0.99
YGL083W,17,0.99
YNL230C,17,0.99
YGR283C,17,0.99
YKL191W,17,0.99
YLR421C,17,0.99
YDR490C,17,0.99
YKL019W,17,0.99
YAL007C,17,0.99
YAL058W,17,0.99
YMR115W,17,0.99
YLR263W,17,0.99
YKL134C,17,0.99
YDR473C,17,0.99
YKL114C,17,0.99
YMR269W,17,0.99
YHR167W,17,0.99
YIL019W,17,0.99
YPL023C,17,0.99
YMR171C,17,0.99
YHR063C,17,0.99
YCR107W,17,0.99
YJL110C,17,0.99
YMR301C,17,0.99
YER122C,17,0.99
YKL222C,17,0.99
YOL097C,17,0.99
YKL020C,17,0.99
YFL047W,17,0.99
YOL044W,17,0.99
YOR250C,17,0.99
YBR290W,17,0.99
YHR003C,17,0.99
YLR242C,17,0.99
YKR055W,17,0.99
YOR095C,17,0.99
YER151C,17,0.99
YOR362C,17,0.99
YDR164C,17,0.99
YIL005W,17,0.99
YFR050C,17,0.99
YDR003W,17,0.99
YPR095C,17,0.99
YDR306C,17,0.99
YDL051W,17,0.99
YNL307C,17,0.99
YDR143C,17,0.99
YGL044C,17,0.99
YPR003C,17,0.99
YLR105C,17,0.99
YCR082W,17,0.99
YDL134C,17,0.99
YKL040C,17,0.99
YGR048W,17,0.99
YJR092W,17,0.99
YOL003C,17,0.99
YGR175C,17,0.99
YEL071W,17,0.99
YDR128W,17,0.99
YKR100C,17,0.99
YIR031C,17,0.99
YJL148W,17,0.99
YLR378C,17,0.99
YGL161C,17,0.99
YJR136C,17,0.99
YAL031C,17,0.99
YDR262W,17,0.99
YDL084W,17,0.99
YJR143C,17,0.99
YIL047C,17,0.99
YER034W,17,0.99
YDL188C,17,0.99
YPL105C,17,0.99
YOR261C,17,0.99
YML113W,17,0.99
YGL023C,17,0.99
YNR006W,17,0.99
YKR084C,17,0.99
YNL054W,17,0.99
YDL080C,17,0.99
YOR340C,17,0.99
YOR294W,17,0.99
YGL021W,17,0.99
YGL186C,17,0.99
YKL051W,17,0.99
YCL063W,17,0.99
YOR245C,17,0.99
YCR067C,17,0.99
YDL200C,17,0.99
YNL190W,17,0.99
YBR211C,17,0.99
YOL009C,17,0.99
YOL068C,17,0.99
YBR179C,17,0.99
YPL214C,17,0.99
YJR124C,17,0.99
YIR005W,17,0.99
YNL038W,17,0.99
YIL122W,17,0.99
YPL003W,17,0.99
YPR068C,17,0.99
YGL190C,17,0.99
YNL079C,17,0.99
YNL249C,17,0.99
YLR335W,17,0.99
YLL036C,17,0.99
YMR005W,17,0.99
YOL060C,17,0.99
YBR159W,17,0.99
YOL115W,17,0.99
YGL244W,17,0.99
YHR182W,17,0.99
YDR282C,17,0.99
YKL127W,17,0.99
YCR044C,17,0.99
YGL216W,17,0.99
YDR420W,17,0.99
YNL009W,17,0.99
YHR205W,17,0.99
YER173W,17,0.99
YPL181W,17,0.99
YGL153W,17,0.99
YKL184W,17,0.99
YJR051W,17,0.99
YLR455W,17,0.99
