Duplication;P1;P2;Dupli.SSD_WGD;MultiSSD;P1_DHFR_bank_MatA;P1_DHFR_bank_Mat_alpha;P2_DHFR_bank_MatA;P2_DHFR_bank_Mat_alpha;P1resultPCR.MatA;P2resultPCR.MatA;P1resultPCR.Mat.alpha;P2resultPCR.Mat.alpha;P1.GDiss.resultPCR.MatA;P2.GDiss.resultPCR.MatA;P1.GDiss.resultPCR.Mat.alpha;P2.GDiss.resultPCR.Mat.alpha;P1.MatA_reconstructed.validated;P2.MatA_reconstructed.validated;P1.Mat.alpha_reconstructed.validated;P2.Mat.alpha_reconstructed.validated;P1.falsePositive;P2.falsePositive
SSD;YBR283C;YLR378C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR287W;YOR092W;1;0;1;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR288C;YHL019C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR291C;YJR095W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YBR293W;YMR088C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR294W;YLR092W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR295W;YDR270W;0;1;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR297W;YPR196W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR298C;YJR160C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR299W;YGR292W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YBR301W;YGR294W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL001W-A;YNL001W;1;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL014W;YLR106C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL018W;YIL094C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL019W;YGR161W-B;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL020W;YGR161W-A;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL026C-A;YCL026C-B;0;0;1;1;1;0;ok;ok;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL029C;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL031C;YPL020C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL039W;YCR057C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL057W;YKL134C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL061C;YNR044W;1;1;0;1;1;1;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL063W;YNL091W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL064C;YKL218C;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCL068C;YCR038C;0;0;0;1;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR002C;YHR107C;0;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YCR004C;YDR032C;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YCR007C;YAR027W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR008W;YJL165C;1;1;0;0;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR009C;YDR388W;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR011C;YDR406W;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR018C;YPL021W;0;0;1;1;0;1;ok;ok;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YCR021C;YDR033W;1;0;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YCR023C;YBR241C;1;0;0;1;1;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR024C;YHR019C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR027C;YIL118W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR028C;YAL067C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR033W;YLR263W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR036W;YJR105W;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YCR039C;YCL067C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR040W;YCL066W;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR045C;YEL060C;1;0;1;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR051W;YPL239W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR057C;YLR129W;0;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR059C;YDL177C;0;0;1;1;1;1;NA;NA;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR060W;YDR320C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR065W;YNL068C;1;1;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR066W;YDR143C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR072C;YMR092C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YCR077C;YDR356W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR079W;YDL006W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR083W;YLR043C;1;0;0;0;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YCR084C;YCR072C;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR086W;YDL058W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR088W;YHL002W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YCR092C;YHR120W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR095C;YNL099C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR096C;YCR039C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR097W;YGL096W;1;0;0;1;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR098C;YOL103W;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YCR099C;YJL222W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR100C;YJL222W;0;1;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR101C;YNR066C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR102C;YLR460C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YCR105W;YMR318C;0;0;1;1;0;1;ok;ok;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YCR106W;YLL054C;0;0;1;1;1;1;ok;rien;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
SSD;YCR107W;YNL331C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL001W;YFR048W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL003W;YLR309C;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL006W;YBR125C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL007W;YDR394W;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL008W;YNL116W;1;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL017W;YLL019C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL018C;YAL007C;1;0;0;1;0;1;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;1;1
SSD;YDL020C;YDR096W;1;1;0;0;0;1;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL024C;YBR093C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL025C;YNL183C;1;1;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL028C;YBR028C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL029W;YFL039C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL031W;YJL033W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL037C;YIR019C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL038C;YHL028W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL039C;YNR044W;1;1;1;1;1;1;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL044C;YDR285W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL047W;YDL134C;1;1;NA;NA;1;0;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL049C;YJL174W;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL051W;YEL032W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL054C;YKL221W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL055C;YDR211W;0;0;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YDL056W;YER111C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL058W;YKR095W;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL059C;YML032C;0;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL063C;YBL101C;1;0;1;0;1;1;NA;0;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
SSD;YDL064W;YGL058W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL065C;YNL136W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL066W;YLR174W;1;0;1;0;1;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL074C;YDL058W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL078C;YKL085W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL080C;YLR044C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YDL081C;YDL130W;0;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
SSD;YDL084W;YDL160C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL090C;YPR176C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL093W;YDL095W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL098C;YNL227C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL099W;YPL190C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL101C;YPL153C;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL102W;YPL167C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL104C;YKR038C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL106C;YDR451C;1;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL108W;YPR161C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL113C;YDR425W;0;0;1;1;1;1;NA;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL114W;YLR426W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL115C;YNL061W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL117W;YKR092C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL119C;YBR291C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL122W;YNL186W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDL124W;YBR149W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL125C;YDR305C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL126C;YLR397C;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL128W;YNL321W;0;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDL132W;YGR003W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL140C;YOR116C;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL143W;YJR064W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL145C;YGL137W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDL147W;YKR095W;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL148C;YDL074C;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL154W;YOL090W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL156W;YGL100W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL159W;YJL128C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL160C;YKR059W;1;1;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YDL164C;YOR005C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL165W;YPR072W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL168W;YLR070C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL171C;YDR376W;0;0;0;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDL174C;YEL071W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL178W;YEL071W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL185W;YDL227C;0;0;1;1;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDL195W;YLR337C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDL197C;YDR285W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL198C;YJR095W;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YDL199C;YNL318C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL203C;YBL061C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
SSD;YDL206W;YJR106W;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL208W;YEL026W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL209C;YBR212W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL210W;YGL077C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL216C;YFR004W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL217C;YNR017W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL218W;YNR061C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL225W;YJR076C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL230W;YOR208W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL234C;YGR100W;0;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL240W;YDR379W;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL243C;YNL331C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL244W;YFL058W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL245C;YJR158W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL246C;YJR159W;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL247W;YJR160C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDL248W;YJR161C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR002W;YIL063C;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR004W;YER179W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR011W;YNR070W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR014W;YOR195W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR020C;YNR012W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR021W;YKR059W;1;1;0;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YDR023W;YHR011W;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR027C;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR030C;YBR195C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR034C;YOR337W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR034C-C;YLR410W-A;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR034C-D;YLR410W-B;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR037W;YNL073W;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDR038C;YDR039C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR039C;YDR040C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR045C;YGL070C;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR049W;YBR267W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR054C;YMR022W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR061W;YER036C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR062W;YDR232W;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR067C;YNL032W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR072C;YKL004W;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR074W;YMR261C;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDR075W;YDL047W;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR081C;YNR044W;1;1;1;1;1;1;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR082W;YLR098C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR088C;YNL272C;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR090C;YBR147W;1;0;0;0;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR091C;YER036C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YDR092W;YDR059C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR097C;YCR092C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR098C-A;YMR051C;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR098C-B;YGR038C-B;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR109C;YNL249C;0;0;1;1;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR110W;YGL093W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR119W;YBR293W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YDR120C;YIL031W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
