;lm;lp;wRPF;wmRNA;bmEser;amEser;bm;m;bp;cv;apExp;am;isEssential;hasTATA;YEPDFit;pEst
FPK1;3,428458774;2,951337519;1,339848783;1,742568034;1,244434599;0,83153864;1,292804529;0,588101329;2,231611675;-0,657084083;-0,850845305;0,704301506;FALSE;NA;NA;2,691221509
MSO1;2,80140371;2,324282455;1,619302076;1,557386882;1,285828574;1,004638025;1,107623377;0,402920177;3,323301184;NA;0,027912104;0,704301506;FALSE;FALSE;-0,018545;3,597729865
LYS9;3,127428778;2,650307523;2,244376094;2,182956469;1,373263835;0,03268363;1,733192964;1,028489764;2,996780547;-0,684659523;NA;0,704301506;FALSE;TRUE;0,09928;3,896778815
BRE5;3,189770956;2,712649702;1,789721694;2,080987047;1,725324551;0,758699438;1,631223542;0,926520341;2,58175339;-0,800381932;0,363704206;0,704301506;FALSE;FALSE;0,006905;3,379782237
POP2;3,114610984;2,63748973;1,791199246;1,795949499;1,846070739;0,837290736;1,346185994;0,641482793;2,943428463;-0,714442691;-0,062264526;0,704301506;FALSE;FALSE;0,26579;3,456419761
NOG2;3,299507299;2,687528961;2,130526745;2,194375567;2,13795095;0,811412433;1,744612062;1,039908862;2,834290662;-0,872895202;-0,961948264;0,704301506;TRUE;TRUE;0,4200892;3,745708028
ESF2;2,978180517;2,501059262;1,927473021;1,710878618;1,36624192;0,584712278;1,261115112;0,556411912;3,301203586;-0,574791949;-0,354151142;0,704301506;TRUE;NA;0,4200892;3,729124003
HOL1;3,245759356;2,768638101;1,415807728;1,782114147;1,41091859;0,615276986;1,332350642;0,627647442;2,450723924;-0,601799493;NA;0,704301506;FALSE;FALSE;-0,026675;2,949879871
BIO4;2,853698212;2,376576957;0,629409599;1,033423755;0,703212437;0,361034074;0,58366025;-0,12104295;2,805077332;NA;NA;0,704301506;FALSE;TRUE;-0,02274;2,555542886
BIO3;3,159266331;2,682145076;-0,292429824;0,62324929;0,752142076;0,8192661;0,173485785;-0,531217415;1,987844254;NA;-0,129211316;0,704301506;FALSE;TRUE;-0,03735;1,328135344
MNT4;3,241297387;2,764176132;0,394451681;1,146128036;1,188194829;0,864369252;0,69636453;-0,00833867;2,069815958;NA;NA;0,704301506;FALSE;FALSE;-0,01715;1,932985793
FRE4;3,334453751;2,857332496;0,549003262;0,738780558;1,08736361;0,894291307;0,289017053;-0,415686147;2,538558652;NA;NA;0,704301506;FALSE;FALSE;-0,02481;1,99438101
DSE4;3,525563058;3,048441804;2,164144582;2,280623892;1,537684301;0,826284124;1,830860386;1,126157186;2,420747332;-0,578313828;NA;0,704301506;FALSE;TRUE;-0,02534;3,418413023
BSC5;3,167317335;2,69019608;-0,638272164;1,082066934;0,01151671;0,774835137;0,632303429;-0,072399771;1,175133267;NA;NA;0,704301506;FALSE;NA;-0,01995;0,974242
AIF1;3,055760465;2,57863921;1,460145817;1,63447727;1,325171598;0,702179944;1,184713765;0,480010565;2,832697782;NA;-0,071219369;0,704301506;FALSE;NA;-0,011735;3,184216852
COS10;3,051152522;2,574031268;0,890979597;1,315130317;-0,030994976;0,500037601;0,865366812;0,160663612;2,587486457;NA;-1,119803847;0,704301506;FALSE;TRUE;0,00046;2,619658574
PHO80;2,945468585;2,46834733;0,761175813;1,365113432;1,259046306;0,755174752;0,915349926;0,210646726;2,513383496;NA;-0,699086624;0,704301506;FALSE;FALSE;0,076995;2,595538727
IZH2;2,979548375;2,50242712;1,738463439;1,823474229;1,417271149;0,639781456;1,373710724;0,669007524;2,998230535;NA;NA;0,704301506;FALSE;NA;-0,022;3,538746564
PFA4;3,055760465;2,57863921;1,3232521;1,552303109;1,170897847;0,67615116;1,102539604;0,397836404;2,777978226;NA;NA;0,704301506;FALSE;NA;-0,00195;3,047323135
SIN3;3,663795122;3,186673867;1,841734779;2,126358727;1,647011204;0,686483055;1,676595222;0,971892022;2,114370629;NA;0,38852779;0,704301506;FALSE;FALSE;0,157355;2,957771156
RPB11;2,559906625;2,08278537;2,444138518;2,136657162;1,554113716;0,327556129;1,686893657;0,982190456;3,810364431;-0,774690718;NA;0,704301506;TRUE;FALSE;0,4200892;4,664063392
TOP1;3,36361198;2,886490725;1,744371227;1,849112166;1,418632951;0,826494678;1,399348661;0,694645461;2,594436781;-0,647528049;0,074908667;0,704301506;FALSE;FALSE;0,09028;3,160590746
CSI2;3,011147361;2,534026106;1,7846886;1,762453482;1,63652294;0,783060955;1,312689977;0,607986777;3,073877456;-0,662940274;NA;0,704301506;FALSE;NA;-0,020275;3,553372738
COQ10;2,79518459;2,318063335;1,54863506;1,555094449;1,107272577;0,731704151;1,105330943;0,400627743;3,261145721;NA;NA;0,704301506;FALSE;NA;0,050535;3,533281969
MDM12;2,911690159;2,434568904;0,939519253;1,122543524;1,168175643;0,756840163;0,672780019;-0,031923181;2,96807527;NA;0,23876547;0,704301506;FALSE;FALSE;0,276815;2,807660593
RCL1;3,042969073;2,565847819;1,847264102;1,80685803;1,735769894;0,873226135;1,357094524;0,652391324;3,060226699;-0,762833417;-0,04378112;0,704301506;TRUE;TRUE;0,4200892;3,584126527
PLB3;3,314077992;2,836956737;0,867467488;1,595385981;1,795177258;1,002435326;1,145622476;0,440919275;2,020793215;NA;0,442885452;0,704301506;FALSE;TRUE;-0,00131;2,333220995
HTZ1;2,607455023;2,130333768;2,479935034;2,346744055;1,821459239;0,599635655;1,896980549;1,192277349;3,588525656;-0,831355223;-0,797663796;0,704301506;FALSE;FALSE;0,152845;4,65231151
HRD1;3,219060332;2,741939078;1,23325001;1,561578368;1,18810713;0,715588983;1,111814863;0,407111663;2,515401009;NA;-0,034235802;0,704301506;FALSE;FALSE;-0,00149;2,794021176
CMK2;3,128399269;2,651278014;1,645815118;1,672190251;1,284828201;0,525403659;1,222426746;0,517723546;2,908015298;-0,63601217;NA;0,704301506;FALSE;TRUE;-0,00893;3,297247349
ESC8;3,331427297;2,854306042;1,093071306;1,243286146;1,268556946;1,009357007;0,793522641;0,088819441;2,581147564;NA;0,141855457;0,704301506;FALSE;FALSE;0,00388;2,541475509
TLG2;3,077004327;2,599883072;1,557507202;1,491221576;1,396912709;1,219301173;1,041458071;0,336754871;3,052070999;NA;NA;0,704301506;FALSE;FALSE;-0,00767;3,260334374
TAT2;3,250175948;2,773054693;1,604765885;1,976304117;1,827959636;0,762764748;1,526540611;0,821837411;2,44107552;-0,801755414;0,204003363;0,704301506;FALSE;FALSE;0,004785;3,134421436
DIS3;3,477988976;3,000867722;1,838219222;1,960708552;1,693052275;0,711978548;1,510945046;0,806241846;2,462311394;-0,726651431;0,187612947;0,704301506;TRUE;FALSE;0,4200892;3,140061745
TSR4;3,088844563;2,611723308;1,917610526;1,927164974;1,475817826;0,535960287;1,477401469;0,772698269;2,964390688;-0,6112773;-0,024475965;0,704301506;TRUE;NA;0,4200892;3,608597462
IFM1;3,307709923;2,830588669;0,799340549;1,244277121;1,176757543;1,068434254;0,794513616;0,089810415;2,310143205;NA;0,577584026;0,704301506;FALSE;FALSE;0,33379;2,271462125
LAG2;3,297322714;2,820201459;0,992111488;1,282395505;1,297671962;0,917230016;0,832632;0,127928799;2,475182969;NA;0,062674211;0,704301506;FALSE;FALSE;-0,014565;2,474620273
MIM1;2,534026106;2,056904851;2,121855182;2,073571728;1,360789134;0,258299678;1,623808223;0,919105023;3,577047048;NA;NA;0,704301506;TRUE;NA;0,4200892;4,367660575
MDM38;3,236033147;2,758911892;1,973127854;2,053846427;1,786337087;0,761432975;1,604082922;0,899379721;2,746037979;-0,709075441;-0,014491744;0,704301506;FALSE;NA;0,056885;3,516926206
YAP7;2,868056362;2,390935107;1,535673803;1,658964843;1,363921612;1,219553487;1,209201337;0,504498137;3,071442299;NA;0,363704206;0,704301506;FALSE;FALSE;-0,005255;3,447448941
GAS5;3,162862993;2,685741739;2,376996451;2,299289334;1,591777547;0,247440112;1,849525829;1,144822629;2,977633823;-0,610213938;0,577584026;0,704301506;FALSE;NA;0,00289;3,993964956
SIL1;3,102433706;2,625312451;1,577146985;1,679518744;1,309011138;0,8547098;1,229755238;0,525052038;2,857984235;NA;-1,272560746;0,704301506;FALSE;NA;0,001605;3,254544778
OPI10;2,869818208;2,392696953;1,62283548;1,405004665;1,509101095;1,06702635;0,95524116;0,25053796;3,410802306;NA;NA;0,704301506;FALSE;NA;-0,00386;3,532848771
MSE1;3,20709554;2,729974286;0,964730921;1,326540669;1,149341068;1,144831934;0,876777163;0,172073963;2,493884412;NA;-0,414447044;0,704301506;FALSE;FALSE;0,294845;2,53746688
SMC5;3,516138577;3,039017322;0,906873535;1,371990911;1,213673729;0,865381002;0,922227406;0,217524206;2,081533746;NA;-1,037121491;0,704301506;TRUE;NA;0,4200892;2,170566457
PRE6;2,883661435;2,40654018;2,496791316;2,364982262;2,032058978;0,408922268;1,915218756;1,210515556;3,310937319;-0,907454792;NA;0,704301506;TRUE;TRUE;0,4200892;4,39296138
RPP2A;2,506505032;2,029383778;3,759066214;3,609538918;2,218714113;0,154306484;3,159775413;2,455072213;3,705811962;-0,600845666;-0,582420413;0,704301506;FALSE;FALSE;0,06946;6,03239268
RPS15;2,632457292;2,155336037;3,898119928;3,70371085;2,324516758;0,021427938;3,253947345;2,549244145;3,624741486;NA;NA;0,704301506;TRUE;FALSE;0,4200892;6,045494135
NOP12;3,139879086;2,662757832;2,201615582;2,103632705;1,785393242;0,606047754;1,6538692;0,949166;3,02089349;-0,802443787;0,074908667;0,704301506;FALSE;TRUE;0,185755;3,841567995
NGL1;3,038222638;2,561101384;1,28510703;1,514149134;1,274536499;0,757223239;1,064385629;0,359682429;2,795524956;NA;-0,053121147;0,704301506;FALSE;FALSE;-0,002705;3,02671589
NTG2;3,05804623;2,580924976;0,608526034;1,176669933;1,165216433;0,730685157;0,726906427;0,022203227;2,43659957;NA;NA;0,704301506;FALSE;FALSE;-0,014685;2,330311302
PEX15;3,061452479;2,584331224;1,095169351;1,219584526;1,215256485;1,088394214;0,769821021;0,065117821;2,876922046;NA;-0,536359326;0,704301506;FALSE;FALSE;0,01893;2,813548371
PSK2;3,519302849;3,042181595;1,254548077;1,62572391;1,352796459;0,885026296;1,175960404;0,471257204;2,172311018;NA;-0,034235802;0,704301506;FALSE;NA;-0,00219;2,515076727
RRT8;3,044147621;2,53529412;1,011570444;1,420450859;0,967139322;0,586128738;0,970687354;0,265984154;2,641493909;NA;-0,430241311;0,704301506;FALSE;NA;-0,01125;2,778986568
GSH2;3,169086357;2,691965103;1,930592488;2,187689894;1,437635912;0,17052031;1,737926388;1,033223188;2,636605937;NA;-0,256084552;0,704301506;FALSE;FALSE;-0,014195;3,54133763
SPE2;3,075911761;2,598790507;1,908485019;1,868938178;1,725729005;0,737790798;1,419174673;0,714471473;3,026424779;-0,809108283;-0,426346267;0,704301506;FALSE;FALSE;-0,031375;3,612404756
AIM39;3,074816441;2,597695186;1,16613397;1,336059278;1,224245266;0,952860195;0,886295773;0,181592572;2,818047952;NA;NA;0,704301506;FALSE;NA;0,00105;2,871149029
PSH1;3,086715664;2,609594409;1,309843005;1,200850498;1,424387293;0,956798061;0,751086993;0,046383793;3,085066542;NA;-0,113417048;0,704301506;FALSE;NA;0,021875;3,00295884
THI20;3,219060332;2,741939078;1,089551883;1,234264124;1,238903124;0,719741576;0,784500619;0,079797419;2,699017126;NA;-0,079993293;0,704301506;FALSE;TRUE;0,001465;2,650323049
GPM3;2,959994838;2,482873584;1,660486016;1,598024072;1,301807388;0,649914332;1,148260567;0,443557367;3,165256805;-0,7000571;NA;0,704301506;FALSE;FALSE;-0,00428;3,480322676
ARG1;3,101403351;2,624282096;1,610340711;1,468495025;1,236822304;0,081823301;1,018731519;0,314028319;3,103232036;-0,41930306;-0,511357057;0,704301506;FALSE;FALSE;-0,009455;3,28876886
GPD2;3,121559844;2,644438589;2,305372869;2,26927939;1,191320888;1,319728115;1,819515885;1,114812684;2,977323334;-0,810650076;-0,445481278;0,704301506;FALSE;FALSE;-0,009535;3,963644523
MAM3;3,326540669;2,849419414;1,508125536;1,706632451;1,222528328;1,000486384;1,256868946;0,552165745;2,537742116;-0,644165504;0,715886724;0,704301506;FALSE;NA;-0,007565;2,961416367
PRS5;3,173477643;2,696356389;2,177363325;2,211200662;1,84426739;0,5643307;1,761437157;1,056733956;2,855474719;-0,844967771;-0,474444974;0,704301506;FALSE;FALSE;0,005165;3,78371718
APM4;3,169086357;2,691965103;1,38147609;1,836070809;1,702266166;0,761943621;1,386307304;0,681604103;2,439108624;NA;1,317946716;0,704301506;FALSE;FALSE;0,00061;2,992221232
CRT10;3,458486764;2,981365509;0,901458321;1,493597449;1,514603143;1,003030408;1,043833944;0,339130743;2,012163808;NA;NA;0,704301506;FALSE;NA;-5,55112E-17;2,222803057
MET22;3,031004281;2,553883027;2,031771908;1,946304855;1,515111982;0,385438728;1,49654135;0,791838149;3,117252471;-0,724458312;0,127615018;0,704301506;FALSE;FALSE;0,157925;3,780599125
INP54;3,062581984;2,58546073;1,317854489;1,374931554;1,238333009;0,836492862;0,925168049;0,220464848;2,943130651;NA;0,472848676;0,704301506;FALSE;TRUE;-0,010665;3,035104004
RIB2;3,249442961;2,772321707;1,308350949;1,505963518;1,601006784;1,150891502;1,056200013;0,351496812;2,615734169;NA;-0,004272579;0,704301506;TRUE;FALSE;0,4200892;2,838739486
RTG1;2,727541257;2,250420002;1,717337583;1,753736222;1,160287525;1,124578639;1,303972717;0,599269517;3,298849803;-0,759825305;0,113826733;0,704301506;FALSE;FALSE;0,027955;3,769627825
NUF2;3,13225969;2,655138435;1,243286146;1,589391023;0,861720485;0,711570196;1,139627518;0,434924318;2,584425133;NA;-0,43792814;0,704301506;TRUE;FALSE;0,4200892;2,890857956
NBA1;3,177824972;2,700703717;1,872272846;1,817697555;1,45215243;0,649334255;1,36793405;0,663230849;2,939540019;-0,643878494;-0,105299158;0,704301506;FALSE;NA;0,004615;3,474279373
THP1;3,136086097;2,658964843;0,989894564;1,243534102;1,449732072;0,928401601;0,793770597;0,089067396;2,673064064;NA;-0,200567224;0,704301506;FALSE;FALSE;0,17023;2,633639965
MDM20;3,378579576;2,901458321;1,708675793;1,913707914;1,235466913;0,876089637;1,463944409;0,759241208;2,479178002;NA;-0,524038089;0,704301506;FALSE;FALSE;0,22502;3,109927716
BRX1;2,942504106;2,465382851;2,353146546;2,339789205;2,08615858;0,328288223;1,8900257;1,185322499;3,133642935;-0,8390815;-0,61147221;0,704301506;TRUE;FALSE;0,4200892;4,190473939
AVO1;3,547897718;3,070776463;0,809559715;1,230193379;1,092315671;1,041147828;0,780429874;0,075726673;2,094258318;NA;0,577584026;0,704301506;TRUE;NA;0,4200892;2,041493496
REX4;2,939519253;2,462397998;1,637089274;1,665768551;1,401919108;0,642470105;1,216005046;0,511301845;3,09459117;NA;-0,367795023;0,704301506;FALSE;FALSE;0,00966;3,47740152
IRA2;3,965671971;3,488550717;0,989894564;1,842484424;1,643696916;0,578521903;1,392720919;0,688017719;1,244527868;-0,568475416;0,505033359;0,704301506;FALSE;FALSE;-0,04148;1,804054092
ATG19;3,096214585;2,619093331;1,318897715;1,660675788;1,095283727;0,556789876;1,210912283;0,506209083;2,624797041;NA;0,006192855;0,704301506;FALSE;NA;0,003285;3,002514628
ATG34;3,093071306;2,615950052;0,717670503;0,958085849;0,479351457;0,539345757;0,508322343;-0,196380857;2,729303048;NA;NA;0,704301506;FALSE;NA;-0,009305;2,404430696
ADH1;3,019946682;2,542825427;4,210884099;4,052408037;2,336484177;0,014071626;3,602644531;2,897941331;3,20131908;NA;NA;0,704301506;FALSE;TRUE;0,240915;5,970768916
DUF1;3,525174428;3,048053173;1,163757524;1,569724949;1,197463172;0,767954483;1,119961444;0,415258244;2,131647847;NA;NA;0,704301506;FALSE;NA;0,010875;2,418414595
MPD2;2,921166051;2,444044796;1,903415586;1,95717613;1,305460692;0,538421348;1,507412625;0,802709425;3,087863104;-0,614393726;0,074908667;0,704301506;FALSE;FALSE;-0,013215;3,762081034
HAL9;3,49037992;3,013258665;1,077004327;1,407560849;1,40109255;0,894729116;0,957797344;0,253094144;2,241853257;NA;NA;0,704301506;FALSE;TRUE;-0,03005;2,366455906
MSH2;3,461648568;2,984527313;1,725094521;1,923399466;1,180693807;0,615048258;1,473635961;0,768932761;2,402836187;-0,638555492;0,113826733;0,704301506;FALSE;TRUE;-0,02366;3,043277452
SPO21;3,26245109;2,785329835;-0,552841969;0,451786436;0,455554033;0,958328339;0,00202293;-0,70268027;1,795710206;NA;NA;0,704301506;FALSE;FALSE;-0,02414;0,964538441
YPQ1;2,967079734;2,489958479;2,091068732;2,048635988;1,660904263;0,32601815;1,598872483;0,894169283;3,138142709;-0,770318158;0,505033359;0,704301506;FALSE;NA;-0,024175;3,903820496
TRM10;2,945468585;2,46834733;1,78604121;1,551571974;1,594588099;0,707558733;1,101808468;0,397105268;3,351790351;-0,594141601;NA;0,704301506;FALSE;NA;-0,01369;3,620404124
RFC4;2,987666265;2,51054501;1,788875116;1,678427322;1,645979357;0,88703991;1,228663817;0,523960617;3,185571228;NA;NA;0,704301506;TRUE;TRUE;0,4200892;3,58104035
HMI1;3,326540669;2,849419414;0,777426822;1,234264124;1,040413589;0,934251197;0,784500619;0,079797419;2,279411729;NA;NA;0,704301506;FALSE;TRUE;0,20221;2,230717653
COQ3;2,972665592;2,495544338;1,47957531;1,428458774;1,2453873;0,882279005;0,978695268;0,273992068;3,141240644;NA;1,141855457;0,704301506;FALSE;FALSE;0,14739;3,286741217
WRS1;3,113609151;2,636487896;2,454143327;2,398842403;1,581785358;0,151705944;1,949078898;1,244375697;3,004481473;-0,86774031;-0,565714719;0,704301506;TRUE;TRUE;0,4200892;4,120365675
PKH2;3,511348515;3,034227261;0,944482672;1,427648371;1,23602385;1,095006619;0,977884866;0,273181666;2,068275485;NA;0,539795465;0,704301506;FALSE;FALSE;0,03787;2,212965656
IZH4;2,972665592;2,495544338;1,390758529;1,347134783;0,983811234;0,862796483;0,897371278;0,192668077;3,133747853;NA;0,34022311;0,704301506;FALSE;NA;-0,0182;3,197924436
TPT1;2,840733235;2,36361198;1,718833718;1,716003344;1,350361789;0,563099711;1,266239838;0,561536638;3,22488684;NA;-0,430241311;0,704301506;TRUE;FALSE;0,4200892;3,657931983
ITR2;3,26245109;2,785329835;1,302330929;1,975293915;1,550342415;0,453315737;1,52553041;0,82082721;2,127375623;NA;-0,232281637;0,704301506;FALSE;FALSE;-0,03416;2,819711338
WSC3;3,22297645;2,745855195;0,418301291;1,087071206;1,685680218;1,008915883;0,637307701;-0,0673955;2,171043335;NA;0,006192855;0,704301506;FALSE;TRUE;-0,024105;1,97515634
INO4;2,658964843;2,181843588;1,514547753;1,312388949;1,284888637;1,021094831;0,862625444;0,157922244;3,60598366;NA;-0,004272579;0,704301506;FALSE;TRUE;-0,018755;3,635414409
ZEO1;2,534026106;2,056904851;3,799340549;3,480186663;2,37655714;0,46619567;3,030423158;2,325719958;3,84791748;NA;NA;0,704301506;FALSE;NA;-0,041995;6,045145942
SHR5;2,853698212;2,376576957;1,002597981;1,330210785;0,996371444;0,417614133;0,880447279;0,175744079;2,881478684;NA;0,317946716;0,704301506;FALSE;FALSE;-0,035775;2,928731268
MDY2;2,805500858;2,328379603;2,156549151;1,922050402;1,389138503;0,577356175;1,472286897;0,767583697;3,491787591;-0,815450519;-0,626535956;0,704301506;FALSE;NA;-0,03062;4,130879792
MSB4;3,169968174;2,692846919;0,919601024;1,334654767;1,373662367;0,776338939;0,884891262;0,180188061;2,477767783;NA;0,17181868;0,704301506;FALSE;TRUE;-0,032485;2,529464349
SKM1;3,294025094;2,816903839;0,496929648;1,494988974;1,374269313;0,736946737;1,045225468;0,340522268;1,77070528;NA;0,296757417;0,704301506;FALSE;FALSE;-0,022075;1,982736053
PAP2;3,244277121;2,767155866;1,461498527;1,727785174;1,466089947;0,904957837;1,278021669;0,573318469;2,552225932;-0,561299467;-0,014491744;0,704301506;FALSE;NA;0,114955;2,997052905
MSN1;3,060320029;2,583198774;1,344785123;1,547774705;1,343285054;1,011707153;1,0980112;0,393308;2,799480088;NA;0,664734202;0,704301506;FALSE;FALSE;-0,01349;3,064296593
RRI2;3,287353773;2,810232518;0,920123326;1,230959556;0,863257645;0,934300316;0,781196051;0,07649285;2,464599698;NA;-0,088593465;0,704301506;FALSE;NA;-0,01614;2,412601053
MCH4;3,177824972;2,700703717;1,534787359;1,556905269;1,58960648;0,778167759;1,107141764;0,402438564;2,862846817;NA;NA;0,704301506;FALSE;FALSE;-0,01606;3,136793886
SMF1;3,237543738;2,760422483;1,513350799;1,661623409;1,379966241;0,570240586;1,211859904;0,507156704;2,676973351;NA;NA;0,704301506;FALSE;TRUE;-0,023015;3,05563856
HRP1;3,205475037;2,728353782;2,389502754;2,3326606;1,502161105;0,252802881;1,882897095;1,178193895;2,914156816;NA;NA;0,704301506;TRUE;TRUE;0,4200892;3,963859216
TRM11;3,114610984;2,63748973;1,824776462;1,845903839;1,674614644;0,674862948;1,396140334;0,691437133;2,927051339;-0,661344334;-0,079993293;0,704301506;FALSE;NA;-0,00458;3,489996977
TRM13;3,155639634;2,678518379;1,246498581;1,548512256;1,403378435;0,810763808;1,098748751;0,394045551;2,60513639;NA;-0,166353124;0,704301506;FALSE;NA;-0,010135;2,870690446
MDH2;3,054613055;2,5774918;1,911477217;1,909556029;2,124554324;1,083740537;1,459792524;0,755089324;3,010097833;-0,565750548;-0,768413115;0,704301506;FALSE;TRUE;-0,0365;3,636695662
RPL25;2,925827575;2,155336037;3,967587754;3,846272767;2,250057216;-0,00756759;3,396509262;2,691806062;3,551647394;NA;NA;0,704301506;TRUE;FALSE;0,4200892;6,11496196
YGK3;3,0523091;2,575187845;0,953276337;1,285332228;1,299128147;0,942066523;0,835568722;0,130865522;2,678424709;NA;NA;0,704301506;FALSE;NA;-0,00414;2,680798736
VPS68;2,744292983;2,267171728;2,283572578;2,252707433;1,351456047;0,09999549;1,802943928;1,098240727;3,349361862;-0,607303047;NA;0,704301506;FALSE;TRUE;-0,013715;4,319111094
ALR1;3,411619706;2,934498451;1,438700533;1,844104231;1,424354142;0,939030931;1,394340725;0,689637525;2,245766296;-0,618253349;0,505033359;0,704301506;TRUE;TRUE;0,4200892;2,806912326
GAS4;3,151063253;2,673941999;-0,187086643;0,096910013;-0,684633341;0,120332447;-0,352853492;-1,057556693;2,62772979;NA;NA;0,704301506;FALSE;NA;-0,021065;1,441681602
HRT1;2,563481085;2,086359831;2,193208108;2,056447458;1,419792113;0,629215425;1,606683953;0,901980753;3,636069264;NA;NA;0,704301506;TRUE;FALSE;0,4200892;4,409558522
MED7;2,825426118;2,348304863;1,462996612;1,424881637;1,386418028;1,094861962;0,975118131;0,270414931;3,275478557;NA;0,050774987;0,704301506;TRUE;FALSE;0,4200892;3,417401993
PFK27;3,077004327;2,599883072;1,420120848;1,749427099;1,500327114;1,098116961;1,299663594;0,594960394;2,656479122;NA;-0,097026632;0,704301506;FALSE;TRUE;-0,024505;3,12294802
BSC6;3,174350597;2,697229343;1,428782511;1,469969209;1,085698709;0,742324802;1,020205704;0,315502504;2,847252404;NA;-0,491612999;0,704301506;FALSE;NA;-0,028845;3,034263413
RTC1;3,604873771;3,127752516;0,830588669;1,36398783;1,349407698;0,938711454;0,914224325;0,209521124;1,924516768;NA;NA;0,704301506;FALSE;NA;0,02922;2,005546397
CDC33;2,807535028;2,330413773;2,970184102;2,884851983;2,03553028;0,182765508;2,435088478;1,730385277;3,34058679;-0,93723005;NA;0,704301506;TRUE;FALSE;0,4200892;4,942480573
ARG8;3,104487111;2,627365857;1,024485668;1,561339941;1,635821696;0,950171643;1,111576436;0,406873236;2,421448315;NA;-0,289508307;0,704301506;FALSE;FALSE;NA;2,699830055
PPM2;3,319730494;2,84260924;1,205745541;1,31993844;0,146969618;0,638506859;0,870174935;0,165471734;2,628866306;-0,618884919;0,257248875;0,704301506;FALSE;TRUE;-0,009775;2,665846546
RRP40;2,859138297;2,382017043;1,973497309;1,940267391;1,750030017;0,563741481;1,490503886;0,785800686;3,23688132;-0,720219023;-0,764838655;0,704301506;FALSE;FALSE;NA;3,89419051
RIB4;2,707570176;2,230448921;2,784424706;2,57005233;1,653411131;-0,039940219;2,120288825;1,415585625;3,569591899;-0,435333936;-0,166353124;0,704301506;FALSE;TRUE;NA;4,856686029
NOP8;3,162862993;2,685741739;1,57955496;1,436957331;1,571548718;0,765359842;0,987193825;0,282490625;3,042524336;-0,359468875;-0,809158083;0,704301506;TRUE;FALSE;0,4200892;3,196523466
CTR9;3,509740016;3,032618761;1,783045572;1,949243591;1,237931779;1,106000461;1,499480085;0,794776885;2,386851666;-0,760200182;0,23876547;0,704301506;FALSE;FALSE;NA;3,053137056
PSF3;2,767155866;2,290034611;1,544068044;1,534660576;1,542020306;0,680725515;1,084897071;0,38019387;3,305041302;NA;0,34022311;0,704301506;TRUE;NA;0,4200892;3,556743677
PEX11;2,851869601;2,374748346;1,760799312;1,703033305;1,362551523;0,531777669;1,2532698;0,548566599;3,268686106;-0,6004128;NA;0,704301506;FALSE;TRUE;-0,02137;3,68876121
SPT20;3,258876629;2,781755375;1,324282455;1,60648885;1,394609566;1,033415574;1,156725345;0,452022145;2,521706675;NA;0,221036703;0,704301506;FALSE;FALSE;NA;2,845237325
DCP1;2,84260924;2,365487985;1,834420704;1,811373897;1,534516536;0,626393857;1,361610392;0,656907192;3,243227267;-0,68183228;0,257248875;0,704301506;TRUE;FALSE;0,4200892;3,771642963
GRE2;3,012415375;2,53529412;2,093981704;2,005652315;1,934058233;0,548944727;1,55588881;0,85118561;3,138703714;-0,483662979;-0,335265798;0,704301506;FALSE;TRUE;-0,01288;3,861397828
FRE7;3,270212855;2,7930916;1,364738555;1,551937695;0,692416955;0,939659565;1,10217419;0,39747099;2,605377705;NA;NA;0,704301506;FALSE;FALSE;-0,03068;2,874357199
ZPS1;2,875061263;2,397940009;0,307496038;0,948901761;0,899759758;0,51146698;0,499138256;-0,205564945;2,546322713;NA;NA;0,704301506;FALSE;NA;NA;2,212266274
ENB1;3,260309946;2,783188691;1,990072335;2,24144686;1,510369964;0,596153153;1,791683355;1,086980155;2,551105228;NA;NA;0,704301506;FALSE;FALSE;-0,02843;3,509593888
BDS1;3,288025535;2,810904281;0,247973266;1,129689892;0,998686808;0,608664267;0,679926387;-0,024776813;1,893047539;NA;NA;0,704301506;FALSE;NA;NA;1,73977923
RRP6;3,342817315;2,86569606;1,660106222;1,896636431;1,514609219;0,819790887;1,446872925;0,742169725;2,483442176;-0,692183173;0,34022311;0,704301506;FALSE;FALSE;0,24703;3,097120406
ALG6;3,213517757;2,736396502;1,601516784;1,971415023;1,613705776;0,636659606;1,521651518;0,816948318;2,479373703;NA;NA;0,704301506;FALSE;FALSE;0,01446;3,167830526
YSP3;3,157456768;2,680335513;0,664641976;0,910090546;0,995834169;0,64927628;0,46032704;-0,24437616;2,659884362;NA;NA;0,704301506;FALSE;TRUE;-0,015445;2,287016706
UTP23;2,883661435;2,40654018;1,979684924;1,903198547;1,909624324;0,664398844;1,453435042;0,748731841;3,255614641;NA;NA;0,704301506;TRUE;NA;0,4200892;3,875854988
DNL4;3,452553063;2,975431809;0,640481437;1,011570444;1,000777897;0,814852292;0,561806938;-0,142896262;2,23914763;NA;NA;0,704301506;FALSE;FALSE;-0,01539;1,967759873
TSR3;2,974050903;2,496929648;1,739176632;1,604765885;1,559211461;0,799888726;1,155002379;0,450299179;3,223149544;-0,644165504;-0,144451282;0,704301506;FALSE;NA;0,084235;3,544957228
SGT2;3,01745073;2,540329475;2,789658258;2,850597229;1,752630926;0,033278809;2,400833724;1,696130523;2,984399999;-0,779499654;-1,571635086;0,704301506;FALSE;FALSE;-0,017135;4,552039027
