Duplication;ORF;HM.Stynen;list.Biogrid.HM.Pubmed.id;n.Biogrid.study;n.Biogrid.HM;HM.Biogrid;HM.Kim;HM.PCA;HM.final
S;YMR309C;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(21280672);Reconstituted Complex(9660829);Two-hybrid(22875988);Two-hybrid(9660829)";6;1;NA;NA;1
S;YMR311C;0;NA;Affinity Capture-MS(11805837);1;0;NA;NA;0
S;YMR312W;0;NA;Affinity Capture-Western(22343726);1;1;0;NA;1
S;YMR315W;NA;NA;NA;NA;NA;0;NA;0
S;YMR315W-A;0;NA;NA;NA;NA;NA;NA;0
S;YMR316C-A;NA;NA;NA;NA;NA;0;NA;0
S;YMR319C;0;NA;NA;NA;NA;0;NA;0
S;YMR320W;NA;NA;NA;NA;NA;0;NA;0
S;YMR324C;NA;NA;NA;NA;NA;0;NA;0
S;YMR325W;NA;NA;NA;NA;NA;0;NA;0
S;YMR326C;NA;NA;NA;NA;NA;0;NA;0
S;YNL005C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL010W;0;NA;NA;NA;NA;0;NA;0
S;YNL011C;0;NA;NA;NA;NA;0;NA;0
S;YNL013C;NA;NA;NA;NA;NA;0;NA;0
S;YNL023C;NA;NA;"Affinity Capture-MS(16554755);Protein-peptide(11967834)";2;1;0;NA;1
S;YNL024C-A;0;NA;NA;NA;NA;NA;NA;0
S;YNL026W;NA;NA;Affinity Capture-Western(20111053);1;0;NA;NA;0
S;YNL028W;NA;NA;NA;NA;NA;0;NA;0
S;YNL036W;0;NA;Co-crystal Structure(19852838);1;1;0;NA;1
S;YNL038W;0;NA;NA;NA;NA;0;NA;0
S;YNL039W;0;NA;NA;NA;NA;0;NA;0
S;YNL042W-B;0;NA;NA;NA;NA;NA;NA;0
S;YNL043C;NA;NA;NA;NA;NA;0;NA;0
S;YNL044W;NA;NA;"Two-hybrid(11283351);Two-hybrid(18719252)";2;2;0;NA;1
S;YNL046W;0;NA;NA;NA;NA;0;NA;0
S;YNL050C;1;NA;NA;NA;NA;NA;NA;1
S;YNL051W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(15932880);Two-hybrid(15932880)";3;2;0;NA;1
S;YNL057W;NA;NA;NA;NA;NA;0;NA;0
S;YNL062C;1;NA;Two-hybrid(9660829);1;0;NA;NA;1
S;YNL063W;0;NA;NA;NA;NA;NA;NA;0
S;YNL067W-A;NA;NA;NA;NA;NA;0;NA;0
S;YNL067W-B;0;NA;NA;NA;NA;NA;NA;0
S;YNL070W;0;NA;NA;NA;NA;0;NA;0
S;YNL072W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL078W;0;NA;"Two-hybrid(10688190);Two-hybrid(11283351)";2;0;0;NA;0
S;YNL080C;0;NA;NA;NA;NA;0;NA;0
S;YNL084C;NA;NA;"Affinity Capture-MS(16554755);PCA(18467557);Two-hybrid(22875988)";3;1;0;NA;1
S;YNL085W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL086W;0;NA;"Two-hybrid(10688190);Two-hybrid(11283351);Two-hybrid(22875988)";3;0;0;NA;0
S;YNL089C;NA;NA;NA;NA;NA;0;NA;0
S;YNL092W;0;NA;"Biochemical Activity(24651469);Two-hybrid(11283351)";2;1;0;NA;1
S;YNL094W;0;NA;Two-hybrid(11489916);1;0;0;NA;0
S;YNL097C-B;0;NA;NA;NA;NA;NA;NA;0
S;YNL100W;0;NA;NA;NA;NA;0;NA;0
S;YNL103W;0;NA;"FRET(23661758);Two-hybrid(11087867)";2;2;0;NA;1
S;YNL105W;NA;NA;NA;NA;NA;0;NA;0
S;YNL114C;NA;NA;NA;NA;NA;0;NA;0
S;YNL120C;NA;NA;NA;NA;NA;0;NA;0
S;YNL122C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL123W;0;NA;NA;NA;NA;0;NA;0
S;YNL124W;0;NA;"Two-hybrid(11283351);Two-hybrid(18719252)";2;1;0;NA;1
S;YNL126W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(9384578);FRET(17978090);Two-hybrid(17634282);Two-hybrid(9693376)";5;0;0;NA;0
S;YNL127W;0;NA;Two-hybrid(10688190);1;0;0;NA;0
S;YNL130C-A;0;NA;NA;NA;NA;NA;NA;0
S;YNL131W;0;NA;"Affinity Capture-Western(8754801);PCA(16093310)";2;1;0;NA;1
S;YNL132W;NA;NA;NA;NA;NA;0;NA;0
S;YNL133C;NA;NA;NA;NA;NA;0;NA;0
S;YNL138W;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(8663401);PCA(18467557);PCA(22615397);Reconstituted Complex(19201756);Reconstituted Complex(23135996);Two-hybrid(11489916);Two-hybrid(8663401)";8;7;0;NA;1
S;YNL138W-A;0;NA;NA;NA;NA;NA;NA;0
S;YNL140C;NA;NA;NA;NA;NA;0;NA;0
S;YNL141W;0;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YNL143C;NA;NA;NA;NA;NA;0;NA;0
S;YNL146C-A;0;NA;NA;NA;NA;NA;NA;0
S;YNL146W;0;NA;NA;NA;NA;0;NA;0
S;YNL148C;NA;NA;NA;NA;NA;0;NA;0
S;YNL149C;0;NA;NA;NA;NA;0;NA;0
S;YNL151C;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YNL152W;0;NA;PCA(22623719);1;0;0;NA;0
S;YNL158W;NA;NA;NA;NA;NA;0;NA;0
S;YNL159C;0;NA;Two-hybrid(11283351);1;1;0;NA;1
S;YNL162W-A;0;NA;NA;NA;NA;0;NA;0
S;YNL166C;1;NA;"PCA(18467557);Reconstituted Complex(27806918)";2;2;0;NA;1
S;YNL168C;0;NA;NA;NA;NA;0;NA;0
S;YNL170W;NA;NA;NA;NA;NA;0;NA;0
S;YNL174W;NA;NA;NA;NA;NA;0;NA;0
S;YNL177C;NA;NA;NA;NA;NA;0;NA;0
S;YNL178W;NA;NA;Affinity Capture-Western(26831757);1;1;NA;NA;1
S;YNL179C;NA;NA;NA;NA;NA;0;NA;0
S;YNL185C;NA;NA;NA;NA;NA;1;NA;1
S;YNL187W;NA;NA;NA;NA;NA;0;NA;0
S;YNL199C;NA;NA;NA;NA;NA;0;NA;0
S;YNL200C;NA;NA;NA;NA;NA;0;NA;0
S;YNL201C;NA;NA;"Affinity Capture-MS(16554755);Two-hybrid(10688190)";2;0;NA;NA;0
S;YNL203C;NA;NA;NA;NA;NA;0;NA;0
S;YNL205C;NA;NA;NA;NA;NA;0;NA;0
S;YNL208W;0;NA;NA;NA;NA;0;NA;0
S;YNL210W;0;NA;NA;NA;NA;0;NA;0
S;YNL211C;0;NA;NA;NA;NA;0;NA;0
S;YNL212W;NA;NA;NA;NA;NA;1;NA;1
S;YNL213C;0;NA;NA;NA;NA;0;NA;0
S;YNL214W;1;NA;PCA(22615397);1;1;0;NA;1
S;YNL215W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL216W;0;NA;"Two-hybrid(11689698);Two-hybrid(7958893)";2;0;NA;NA;0
S;YNL220W;NA;NA;NA;NA;NA;0;NA;0
S;YNL222W;NA;NA;NA;NA;NA;0;NA;0
S;YNL223W;0;NA;NA;NA;NA;0;NA;0
S;YNL224C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL226W;NA;NA;NA;NA;NA;0;NA;0
S;YNL228W;NA;NA;NA;NA;NA;0;NA;0
S;YNL229C;NA;NA;"Affinity Capture-Western(10024516);Affinity Capture-Western(28650509);Co-crystal Structure(11342133);Co-crystal Structure(14610069);Co-crystal Structure(17953455);Co-crystal Structure(18324784);Co-crystal Structure(21497604);FRET(28650509);Reconstituted Complex(10388576);Reconstituted Complex(14610069);Reconstituted Complex(18324784);Reconstituted Complex(18400756);Reconstituted Complex(19040632);Reconstituted Complex(19258323);Reconstituted Complex(19345193);Reconstituted Complex(20057357);Reconstituted Complex(21091436);Reconstituted Complex(21497604);Reconstituted Complex(22176525);Two-hybrid(10024516);Two-hybrid(17507672);Two-hybrid(18719252)";22;22;0;NA;1
S;YNL232W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(16829593);Affinity Capture-Western(19707589)";3;0;0;NA;0
S;YNL234W;0;NA;NA;NA;NA;0;NA;0
S;YNL235C;NA;NA;NA;NA;NA;0;NA;0
S;YNL236W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL239W;0;NA;NA;NA;NA;0;NA;0
S;YNL240C;0;NA;NA;NA;NA;0;NA;0
S;YNL241C;NA;NA;Affinity Capture-Western(20608171);1;1;NA;NA;1
S;YNL243W;0;NA;"PCA(18467557);Reconstituted Complex(10397764);Two-hybrid(10397764);Two-hybrid(11489916);Two-hybrid(12181333);Two-hybrid(22875988);Two-hybrid(9362070)";7;4;0;NA;1
S;YNL245C;NA;NA;NA;NA;NA;0;NA;0
S;YNL246W;1;NA;"Co-crystal Structure(18723682);Co-crystal Structure(19172748);Co-crystal Structure(19172749);Co-crystal Structure(21256037);Co-crystal Structure(21454705);Co-crystal Structure(24688059);Co-crystal Structure(27036862);Reconstituted Complex(18723682);Reconstituted Complex(19172749);Reconstituted Complex(24688059);Reconstituted Complex(27036862)";11;10;0;NA;1
S;YNL248C;1;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);PCA(18467557);PCA(22615397)";4;2;0;NA;1
S;YNL252C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNL254C;NA;NA;NA;NA;NA;0;NA;0
S;YNL256W;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YNL259C;0;NA;"Co-crystal Structure(28865724);Reconstituted Complex(17957393)";2;2;0;NA;1
S;YNL260C;NA;NA;NA;NA;NA;0;NA;0
S;YNL261W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(17880717);Two-hybrid(17107343);Two-hybrid(17825065)";4;3;0;NA;1
S;YNL262W;0;NA;"Affinity Capture-MS(15824130);Affinity Capture-MS(16554755);Two-hybrid(10878005);Two-hybrid(12665575);Two-hybrid(9792727)";5;1;0;NA;1
S;YNL263C;0;NA;"Reconstituted Complex(11943201);Two-hybrid(18719252)";2;0;0;NA;0
S;YNL266W;NA;NA;NA;NA;NA;0;NA;0
S;YNL269W;0;NA;NA;NA;NA;0;NA;0
S;YNL273W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YNL275W;NA;NA;NA;NA;NA;0;NA;0
S;YNL276C;NA;NA;NA;NA;NA;0;NA;0
S;YNL277W;NA;NA;Two-hybrid(18719252);1;1;0;NA;1
S;YNL277W-A;0;NA;NA;NA;NA;NA;NA;0
S;YNL282W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(17881380)";2;1;0;NA;1
S;YNL284C;NA;NA;NA;NA;NA;0;NA;0
S;YNL285W;NA;NA;NA;NA;NA;0;NA;0
S;YNL288W;1;NA;"Affinity Capture-Western(19707589);Affinity Capture-Western(20386698);PCA(18467557)";3;2;0;NA;1
S;YNL292W;NA;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YNL294C;0;NA;NA;NA;NA;0;NA;0
S;YNL296W;NA;NA;NA;NA;NA;0;NA;0
S;YNL297C;0;NA;NA;NA;NA;0;NA;0
S;YNL300W;0;NA;NA;NA;NA;0;NA;0
S;YNL303W;NA;NA;NA;NA;NA;0;NA;0
S;YNL305C;0;NA;NA;NA;NA;1;NA;1
S;YNL306W;NA;NA;NA;NA;NA;0;NA;0
S;YNL312W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(13679150);Two-hybrid(18342608)";3;1;0;NA;1
S;YNL314W;0;NA;Two-hybrid(10688190);1;1;0;NA;1
S;YNL316C;0;NA;NA;NA;NA;0;NA;0
S;YNL319W;NA;NA;NA;NA;NA;0;NA;0
S;YNL320W;0;NA;NA;NA;NA;0;NA;0
S;YNL322C;0;NA;NA;NA;NA;0;NA;0
S;YNL324W;NA;NA;NA;NA;NA;0;NA;0
S;YNL337W;NA;NA;NA;NA;NA;0;NA;0
S;YNL338W;NA;NA;NA;NA;NA;0;NA;0
S;YNL339C;0;NA;NA;NA;NA;0;NA;0
S;YNR001W-A;NA;NA;NA;NA;NA;0;NA;0
S;YNR003C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;0;NA;1
S;YNR004W;NA;NA;Reconstituted Complex(20621096);1;1;0;NA;1
S;YNR007C;0;NA;Two-hybrid(11283351);1;0;0;NA;0
S;YNR008W;0;NA;NA;NA;NA;0;NA;0
S;YNR018W;0;NA;NA;NA;NA;0;NA;0
S;YNR020C;0;NA;NA;NA;NA;0;NA;0
S;YNR021W;0;NA;NA;NA;NA;0;NA;0
S;YNR022C;NA;NA;NA;NA;NA;0;NA;0
S;YNR024W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YNR025C;NA;NA;NA;NA;NA;0;NA;0
S;YNR029C;0;NA;NA;NA;NA;0;NA;0
S;YNR032C-A;0;NA;NA;NA;NA;0;NA;0
S;YNR035C;1;NA;PCA(18467557);1;0;1;NA;1
S;YNR039C;NA;NA;PCA(16093310);1;0;0;NA;0
S;YNR040W;0;NA;NA;NA;NA;0;NA;0
S;YNR042W;NA;NA;NA;NA;NA;0;NA;0
S;YNR043W;NA;NA;NA;NA;NA;0;NA;0
S;YNR046W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22493060);Two-hybrid(11283351)";3;1;0;NA;1
S;YNR049C;NA;NA;NA;NA;NA;0;NA;0
S;YNR050C;NA;NA;Co-crystal Structure(16943620);1;1;0;NA;1
S;YNR052C;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(11113136);Two-hybrid(9463387)";3;0;0;NA;0
S;YNR054C;NA;NA;"Affinity Capture-MS(15964808);Affinity Capture-MS(16554755)";2;1;NA;NA;1
S;YNR057C;NA;NA;NA;NA;NA;0;NA;0
S;YNR062C;0;NA;NA;NA;NA;0;NA;0
S;YNR064C;NA;NA;Two-hybrid(18719252);1;1;0;NA;1
S;YNR074C;NA;NA;NA;NA;NA;0;NA;0
S;YNR077C;NA;NA;NA;NA;NA;0;NA;0
S;YOL004W;NA;NA;"Affinity Capture-MS(16286008);Affinity Capture-MS(16554755);Reconstituted Complex(19345193);Reconstituted Complex(26747610)";4;1;0;NA;1
S;YOL008W;0;NA;NA;NA;NA;0;NA;0
S;YOL009C;NA;NA;"Co-crystal Structure(27821511);Reconstituted Complex(27821511)";2;2;1;NA;1
S;YOL010W;0;NA;"Affinity Capture-MS(12150911);Affinity Capture-MS(14759368)";2;2;NA;NA;1
S;YOL013W-B;0;NA;NA;NA;NA;NA;NA;0
S;YOL014W;NA;NA;NA;NA;NA;0;NA;0
S;YOL019W-A;0;NA;NA;NA;NA;NA;NA;0
S;YOL025W;0;NA;NA;NA;NA;0;NA;0
S;YOL026C;0;NA;NA;NA;NA;NA;NA;0
S;YOL029C;0;NA;NA;NA;NA;0;NA;0
S;YOL032W;0;NA;NA;NA;NA;0;NA;0
S;YOL037C;NA;NA;NA;NA;NA;0;NA;0
S;YOL038C-A;0;NA;NA;NA;NA;NA;NA;0
S;YOL044W;0;NA;Affinity Capture-Western(16007078);1;1;0;NA;1
S;YOL046C;NA;NA;NA;NA;NA;0;NA;0
S;YOL049W;0;NA;NA;NA;NA;0;NA;0
S;YOL050C;NA;NA;NA;NA;NA;0;NA;0
S;YOL052C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YOL053W;0;NA;NA;NA;NA;0;NA;0
S;YOL057W;NA;NA;NA;NA;NA;0;NA;0
S;YOL063C;0;NA;NA;NA;NA;NA;NA;0
S;YOL071W;0;NA;NA;NA;NA;0;NA;0
S;YOL072W;1;NA;NA;NA;NA;0;NA;1
S;YOL073C;0;NA;NA;NA;NA;0;NA;0
S;YOL076W;0;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YOL077C;NA;NA;PCA(18467557);1;0;0;NA;0
S;YOL077W-A;1;NA;NA;NA;NA;1;NA;1
S;YOL079W;NA;NA;NA;NA;NA;0;NA;0
S;YOL085C;NA;NA;NA;NA;NA;0;NA;0
S;YOL086W-A;0;NA;Affinity Capture-MS(22561346);1;0;NA;NA;0
S;YOL093W;0;NA;NA;NA;NA;0;NA;0
S;YOL096C;0;NA;NA;NA;NA;1;NA;1
S;YOL097W-A;0;NA;NA;NA;NA;NA;NA;0
S;YOL099C;NA;NA;NA;NA;NA;0;NA;0
S;YOL102C;0;NA;NA;NA;NA;NA;NA;0
S;YOL104C;NA;NA;"Affinity Capture-MS(25897084);Affinity Capture-Western(25897084)";2;1;0;NA;1
S;YOL107W;0;NA;NA;NA;NA;0;NA;0
S;YOL108C;0;NA;NA;NA;NA;0;NA;0
S;YOL114C;NA;NA;NA;NA;NA;0;NA;0
S;YOL117W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(21289098);Two-hybrid(12446563)";3;1;0;NA;1
S;YOL118C;NA;NA;NA;NA;NA;0;NA;0
S;YOL124C;0;NA;NA;NA;NA;0;NA;0
S;YOL125W;0;NA;NA;NA;NA;0;NA;0
S;YOL127W;NA;NA;NA;NA;NA;0;NA;0
S;YOL129W;0;NA;"PCA(18467557);Two-hybrid(18719252)";2;0;0;NA;0
S;YOL135C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(28575439);Two-hybrid(10688190)";4;1;0;NA;1
S;YOL137W;1;NA;NA;NA;NA;0;NA;1
S;YOL139C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Two-hybrid(10688190)";3;0;0;NA;0
S;YOL142W;NA;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YOL143C;NA;NA;Two-hybrid(18719252);1;1;0;NA;1
S;YOL144W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(25877921)";2;0;0;NA;0
S;YOL146W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YOL147C;NA;NA;"Affinity Capture-Western(8858168);PCA(12876220);PCA(18467557);PCA(25769804);Reconstituted Complex(26597702);Two-hybrid(14517321)";6;6;NA;NA;1
S;YOL148C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(21734642);Affinity Capture-MS(25441028)";3;2;0;NA;1
S;YOL149W;NA;NA;"Two-hybrid(11283351);Two-hybrid(18719252)";2;0;0;NA;0
S;YOL150C;NA;NA;NA;NA;NA;0;NA;0
S;YOL153C;NA;NA;NA;NA;NA;0;NA;0
S;YOL154W;0;NA;NA;NA;NA;0;NA;0
S;YOL155W-A;0;NA;NA;NA;NA;NA;NA;0
S;YOL159C;0;NA;NA;NA;NA;0;NA;0
S;YOL159C-A;0;NA;NA;NA;NA;0;NA;0
S;YOL160W;NA;NA;NA;NA;NA;0;NA;0
S;YOL164W;NA;NA;NA;NA;NA;0;NA;0
S;YOL164W-A;0;NA;NA;NA;NA;NA;NA;0
S;YOL166C;NA;NA;NA;NA;NA;0;NA;0
S;YOR001W;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(28539363);Affinity Capture-Western(19707589)";4;2;0;NA;1
S;YOR006C;NA;NA;NA;NA;NA;0;NA;0
S;YOR008C-A;NA;NA;NA;NA;NA;0;NA;0
S;YOR008W-B;NA;NA;NA;NA;NA;0;NA;0
S;YOR011W-A;0;NA;NA;NA;NA;NA;NA;0
S;YOR014W;0;NA;Two-hybrid(11283351);1;0;0;NA;0
S;YOR015W;NA;NA;NA;NA;NA;0;NA;0
S;YOR017W;NA;NA;NA;NA;NA;0;NA;0
S;YOR020C;NA;NA;"Affinity Capture-Western(25792736);Two-hybrid(11283351)";2;1;0;NA;1
S;YOR021C;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YOR022C;0;NA;NA;NA;NA;NA;NA;0
S;YOR023C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(21734642)";2;1;0;NA;1
S;YOR024W;NA;NA;NA;NA;NA;0;NA;0
S;YOR029W;NA;NA;NA;NA;NA;0;NA;0
S;YOR030W;0;NA;NA;NA;NA;0;NA;0
S;YOR031W;0;NA;NA;NA;NA;0;NA;0
S;YOR032W-A;0;NA;NA;NA;NA;NA;NA;0
S;YOR034C-A;0;NA;NA;NA;NA;NA;NA;0
S;YOR035C;0;NA;"Co-crystal Structure(21115842);Reconstituted Complex(21115842)";2;2;NA;NA;1
S;YOR037W;0;NA;Affinity Capture-MS(22940862);1;1;NA;NA;1
S;YOR041C;NA;NA;NA;NA;NA;0;NA;0
S;YOR043W;NA;NA;Affinity Capture-MS(11805837);1;0;0;NA;0
S;YOR045W;0;NA;NA;NA;NA;0;NA;0
S;YOR050C;NA;NA;NA;NA;NA;0;NA;0
S;YOR051C;0;NA;NA;NA;NA;NA;NA;0
S;YOR053W;NA;NA;NA;NA;NA;0;NA;0
S;YOR055W;NA;NA;NA;NA;NA;0;NA;0
S;YOR056C;0;NA;Reconstituted Complex(19706509);1;1;0;NA;1
S;YOR057W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(19398558);PCA(18467557);Reconstituted Complex(17877371);Reconstituted Complex(28139700)";5;3;0;NA;1
S;YOR058C;NA;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YOR060C;0;NA;NA;NA;NA;NA;NA;0
S;YOR063W;NA;NA;NA;NA;NA;0;NA;0
S;YOR065W;NA;NA;Affinity Capture-Western(22310663);1;0;1;NA;1
S;YOR068C;0;NA;NA;NA;NA;0;NA;0
S;YOR072W;NA;NA;NA;NA;NA;0;NA;0
S;YOR074C;1;NA;NA;NA;NA;0;NA;1
S;YOR077W;0;NA;NA;NA;NA;0;NA;0
S;YOR078W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YOR082C;NA;NA;NA;NA;NA;0;NA;0
S;YOR084W;0;NA;"Co-crystal Structure(21741480);Reconstituted Complex(21741480);Two-hybrid(18199283)";3;3;0;NA;1
S;YOR087W;NA;NA;"PCA(18467557);PCA(22615397)";2;2;0;NA;1
S;YOR088W;NA;NA;NA;NA;NA;0;NA;0
S;YOR091W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(27580715)";2;1;0;NA;1
S;YOR095C;NA;NA;"Co-crystal Structure(16054529);PCA(18467557);Two-hybrid(18719252)";3;3;0;NA;1
S;YOR097C;NA;NA;NA;NA;NA;0;NA;0
S;YOR103C;0;NA;Affinity Capture-Western(16096345);1;1;0;NA;1
S;YOR104W;1;NA;Affinity Capture-Western(24656818);1;1;0;NA;1
S;YOR105W;NA;NA;NA;NA;NA;0;NA;0
S;YOR107W;NA;NA;NA;NA;NA;0;NA;0
S;YOR111W;NA;NA;"Two-hybrid(11283351);Two-hybrid(18719252)";2;2;0;NA;1
S;YOR114W;0;NA;NA;NA;NA;0;NA;0
S;YOR115C;0;NA;Two-hybrid(17027922);1;1;1;NA;1
S;YOR118W;NA;NA;NA;NA;NA;0;NA;0
S;YOR121C;NA;NA;NA;NA;NA;0;NA;0
S;YOR122C;NA;NA;Two-hybrid(9412475);1;0;0;NA;0
S;YOR123C;0;NA;"Affinity Capture-MS(14759368);Reconstituted Complex(28585565)";2;1;0;NA;1
S;YOR125C;0;NA;NA;NA;NA;0;NA;0
S;YOR126C;NA;NA;Co-crystal Structure(21069734);1;1;0;NA;1
S;YOR128C;NA;NA;Two-hybrid(10688190);1;1;0;NA;1
S;YOR129C;0;NA;NA;NA;NA;0;NA;0
S;YOR131C;NA;NA;NA;NA;NA;0;NA;0
S;YOR135C;NA;NA;NA;NA;NA;0;NA;0
S;YOR142W;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YOR143C;NA;NA;Co-crystal Structure(11435118);1;1;0;NA;1
S;YOR148C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YOR152C;0;NA;NA;NA;NA;0;NA;0
S;YOR154W;0;NA;NA;NA;NA;0;NA;0
S;YOR155C;1;NA;Two-hybrid(11283351);1;1;0;NA;1
S;YOR161C;0;NA;NA;NA;NA;0;NA;0
S;YOR161C-C;0;NA;NA;NA;NA;NA;NA;0
S;YOR163W;NA;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YOR164C;0;NA;Two-hybrid(11283351);1;0;0;NA;0
S;YOR166C;0;NA;NA;NA;NA;0;NA;0
S;YOR170W;NA;NA;NA;NA;NA;0;NA;0
S;YOR175C;0;NA;NA;NA;NA;0;NA;0
S;YOR176W;NA;NA;"Affinity Capture-Western(11831847);Reconstituted Complex(11831847);Two-hybrid(11831847)";3;3;NA;NA;1
S;YOR181W;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(21035341);PCA(18467557);PCA(22615397);Two-hybrid(10512884);Two-hybrid(11489916);Two-hybrid(11743162)";7;4;0;NA;1
S;YOR183W;0;NA;NA;NA;NA;0;NA;0
S;YOR184W;NA;NA;NA;NA;NA;0;NA;0
S;YOR189W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(17693258)";2;0;0;NA;0
S;YOR196C;NA;NA;NA;NA;NA;0;NA;0
S;YOR197W;NA;NA;Reconstituted Complex(19345193);1;1;0;NA;1
S;YOR199W;NA;NA;NA;NA;NA;0;NA;0
S;YOR200W;NA;NA;NA;NA;NA;0;NA;0
S;YOR201C;0;NA;NA;NA;NA;0;NA;0
S;YOR202W;0;NA;Two-hybrid(10688190);1;1;0;NA;1
S;YOR205C;NA;NA;NA;NA;NA;0;NA;0
S;YOR209C;NA;NA;NA;NA;NA;0;NA;0
S;YOR210W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YOR215C;0;NA;NA;NA;NA;0;NA;0
S;YOR218C;NA;NA;NA;NA;NA;0;NA;0
S;YOR220W;0;NA;NA;NA;NA;0;NA;0
S;YOR221C;0;NA;NA;NA;NA;0;NA;0
S;YOR223W;0;NA;NA;NA;NA;0;NA;0
S;YOR225W;NA;NA;NA;NA;NA;0;NA;0
S;YOR228C;NA;NA;NA;NA;NA;0;NA;0
S;YOR235W;NA;NA;NA;NA;NA;0;NA;0
S;YOR236W;0;NA;NA;NA;NA;NA;NA;0
S;YOR238W;0;NA;NA;NA;NA;0;NA;0
S;YOR239W;NA;NA;Reconstituted Complex(21518805);1;1;1;NA;1
S;YOR243C;0;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YOR245C;0;NA;NA;NA;NA;0;NA;0
S;YOR251C;0;NA;NA;NA;NA;0;NA;0
S;YOR252W;NA;NA;NA;NA;NA;0;NA;0
S;YOR253W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YOR255W;0;NA;NA;NA;NA;0;NA;0
S;YOR258W;0;NA;NA;NA;NA;0;NA;0
S;YOR260W;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-Western(8506384)";3;2;1;NA;1
S;YOR263C;NA;NA;NA;NA;NA;0;NA;0
S;YOR265W;1;NA;"Co-crystal Structure(10542082);Co-crystal Structure(10542094);Two-hybrid(18719252)";3;2;0;NA;1
S;YOR266W;0;NA;NA;NA;NA;0;NA;0
S;YOR268C;0;NA;NA;NA;NA;0;NA;0
S;YOR271C;0;NA;NA;NA;NA;1;NA;1
S;YOR274W;0;NA;NA;NA;NA;0;NA;0
S;YOR276W;NA;NA;Two-hybrid(10688190);1;0;0;NA;0
S;YOR277C;NA;NA;NA;NA;NA;0;NA;0
S;YOR278W;0;NA;NA;NA;NA;0;NA;0
S;YOR279C;0;NA;NA;NA;NA;0;NA;0
S;YOR281C;0;NA;NA;NA;NA;0;NA;0
