Duplication;ORF;HM.Stynen;list.Biogrid.HM.Pubmed.id;n.Biogrid.study;n.Biogrid.HM;HM.Biogrid;HM.Kim;HM.PCA;HM.final
SSD-successive;YBR280C;NA;NA;Affinity Capture-MS(11805837);1;0;0;NA;0
SSD-successive;YBR286W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YBR288C;1;NA;"Affinity Capture-MS(22940862);PCA(18467557)";2;2;0;NA;1
SSD-successive;YBR289W;0;NA;Reconstituted Complex(19345193);1;1;NA;NA;1
SSD-successive;YBR291C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YBR293W;NA;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YBR294W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YBR295W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YBR297W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YBR298C;0;NA;PCA(16093310);1;0;NA;NA;0
SSD-successive;YBR299W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YBR301W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YCL014W;1;NA;Affinity Capture-MS(16554755);1;0;0;NA;1
SSD-successive;YCL018W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YCL029C;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(16571681);PCA(22875988);Two-hybrid(16571681);Two-hybrid(22875988)";5;2;0;NA;1
SSD-successive;YCL031C;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YCL032W;1;NA;"Affinity Capture-MS(16554755);Reconstituted Complex(11370856);Reconstituted Complex(15544813);Reconstituted Complex(15689513);Reconstituted Complex(18431466);Two-hybrid(11283351);Two-hybrid(11370856);Two-hybrid(8816472)";8;4;0;NA;1
SSD-successive;YCL039W;NA;NA;"Affinity Capture-MS(11805837);PCA(18467557)";2;1;0;NA;1
SSD-successive;YCL054W;NA;NA;Two-hybrid(25877921);1;1;0;NA;1
SSD-successive;YCL059C;0;NA;Affinity Capture-MS(12150911);1;0;0;NA;0
SSD-successive;YCL061C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCL063W;0;NA;Two-hybrid(11283351);1;0;0;NA;0
SSD-successive;YCL064C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YCL069W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR002C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Affinity Capture-Western(15282341);PCA(28541184);Two-hybrid(12215547);Two-hybrid(16207085)";6;2;NA;NA;1
SSD-successive;YCR007C;0;NA;PCA(16093310);1;1;0;NA;1
SSD-successive;YCR008W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR011C;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YCR024C;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
SSD-successive;YCR027C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR028C;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YCR033W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YCR039C;NA;NA;Reconstituted Complex(7739902);1;1;0;NA;1
SSD-successive;YCR051W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR057C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(12150911);Affinity Capture-MS(16554755);Affinity Capture-MS(21724601);Affinity Capture-Western(22902402);Two-hybrid(18725399)";6;0;NA;NA;0
SSD-successive;YCR060W;0;NA;"Reconstituted Complex(24794838);Reconstituted Complex(25945584);Two-hybrid(18268104)";3;2;0;NA;1
SSD-successive;YCR061W;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YCR065W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR066W;0;NA;"Affinity Capture-Western(10880451);Affinity Capture-Western(18342608);Biochemical Activity(23034805);Reconstituted Complex(23034805);Two-hybrid(10880451);Two-hybrid(18342608);Two-hybrid(23034805)";7;4;0;NA;1
SSD-successive;YCR072C;0;NA;"Affinity Capture-MS(23874617);Affinity Capture-Western(19737519)";2;2;NA;NA;1
SSD-successive;YCR077C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Reconstituted Complex(20832728);Two-hybrid(10900456)";5;2;0;NA;1
SSD-successive;YCR079W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YCR084C;0;NA;"Affinity Capture-MS(11805837);Co-crystal Structure(22707714);PCA(18467557);Protein-peptide(11967834);Reconstituted Complex(10722750);Two-hybrid(22875988)";6;4;NA;NA;1
SSD-successive;YCR086W;0;NA;"Affinity Capture-MS(17043313);Co-crystal Structure(22813733);Reconstituted Complex(20723757);Reconstituted Complex(22813733);Two-hybrid(10688190);Two-hybrid(11283351);Two-hybrid(17634282);Two-hybrid(18719252)";8;5;0;NA;1
SSD-successive;YCR088W;NA;NA;"Affinity Capture-MS(11805837);Two-hybrid(11489916);Two-hybrid(19841731)";3;0;0;NA;0
SSD-successive;YCR092C;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YCR095C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR096C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR098C;NA;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YCR099C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR100C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR101C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR102C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YCR107W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL001W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDL002C;1;NA;"Affinity Capture-MS(15607974);PCA(18467557);Two-hybrid(10688190);Two-hybrid(22875988)";4;2;1;NA;1
SSD-successive;YDL003W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755)";2;0;NA;NA;0
SSD-successive;YDL005C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL006W;0;NA;"Affinity Capture-MS(11805837);PCA(21118957);Two-hybrid(11283351)";3;1;0;NA;1
SSD-successive;YDL008W;NA;NA;"Affinity Capture-MS(9469814);Biochemical Activity(10888670);PCA(18467557)";3;1;0;NA;1
SSD-successive;YDL017W;0;NA;"Affinity Capture-MS(19013276);Affinity Capture-Western(19013276);Affinity Capture-Western(9790600);Biochemical Activity(26682552);Reconstituted Complex(19692334);Two-hybrid(10688190);Two-hybrid(9790600)";7;4;0;NA;1
SSD-successive;YDL020C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL024C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL025C;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
SSD-successive;YDL028C;0;NA;"Biochemical Activity(9436989);Two-hybrid(17634282)";2;2;NA;NA;1
SSD-successive;YDL029W;0;NA;"Affinity Capture-MS(11805837);PCA(18467557)";2;0;0;NA;0
SSD-successive;YDL030W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL031W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(25877921);Two-hybrid(25877921)";3;2;0;NA;1
SSD-successive;YDL037C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL038C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL039C;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDL044C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL047W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";3;1;0;NA;1
SSD-successive;YDL051W;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;0;NA;1
SSD-successive;YDL054C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL056W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL058W;NA;NA;"Affinity Capture-MS(22940862);PCA(18467557);Reconstituted Complex(8812994);Two-hybrid(19591838);Two-hybrid(22875988)";5;5;0;NA;1
SSD-successive;YDL060W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755)";2;0;0;NA;0
SSD-successive;YDL064W;NA;NA;"Biochemical Activity(21518767);Biochemical Activity(23644018);Two-hybrid(10688190);Two-hybrid(23034805)";4;3;0;NA;1
SSD-successive;YDL065C;0;NA;PCA(12876220);1;0;0;NA;0
SSD-successive;YDL072C;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
SSD-successive;YDL074C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(19531475);Affinity Capture-Western(29637554);Biochemical Activity(19531475);Co-crystal Structure(25864391);Reconstituted Complex(19410543);Reconstituted Complex(19531475);Reconstituted Complex(27601672);Two-hybrid(11087867);Two-hybrid(22875988)";10;6;NA;NA;1
SSD-successive;YDL078C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL080C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL084W;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-Western(11979277);Two-hybrid(18719252)";3;2;0;NA;1
SSD-successive;YDL090C;NA;NA;Two-hybrid(18719252);1;0;0;NA;0
SSD-successive;YDL091C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL093W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDL095W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDL098C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL099W;NA;NA;Two-hybrid(11087867);1;1;0;NA;1
SSD-successive;YDL101C;NA;NA;Affinity Capture-MS(11805837);1;0;0;NA;0
SSD-successive;YDL108W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YDL114W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL115C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDL117W;0;NA;"PCA(22623719);Two-hybrid(19841731)";2;1;0;NA;1
SSD-successive;YDL119C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL122W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDL124W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL126C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);Affinity Capture-Western(20508643);Reconstituted Complex(26349035);Two-hybrid(14755638)";5;2;0;NA;1
SSD-successive;YDL132W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(10213692);Affinity Capture-Western(18206966);Affinity Capture-Western(22815701);Two-hybrid(18206966);Two-hybrid(18719252)";6;0;NA;NA;0
SSD-successive;YDL140C;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(20494970);Affinity Capture-Western(20494970);Affinity Capture-Western(23836886);Reconstituted Complex(28585565);Two-hybrid(12853609)";7;3;0;NA;1
SSD-successive;YDL142C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL143W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDL145C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(22940862);PCA(27440402)";3;2;0;NA;1
SSD-successive;YDL147W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Affinity Capture-MS(19446322);Affinity Capture-MS(21289098);Affinity Capture-MS(22940862);Affinity Capture-Western(21289098)";6;1;0;NA;1
SSD-successive;YDL148C;NA;NA;Affinity Capture-MS(12150911);1;1;0;NA;1
SSD-successive;YDL154W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL156W;0;NA;Affinity Capture-MS(22199229);1;1;0;NA;1
SSD-successive;YDL159W;0;NA;"FRET(18077328);PCA(21118957);Two-hybrid(7851759);Two-hybrid(8052657);Two-hybrid(8816472)";5;2;0;NA;1
SSD-successive;YDL160C;1;NA;"PCA(18467557);Reconstituted Complex(17984320);Reconstituted Complex(20832728);Two-hybrid(10688190);Two-hybrid(17984320)";5;1;0;NA;1
SSD-successive;YDL165W;0;NA;"Affinity Capture-Western(19707589);Affinity Capture-Western(9463387);PCA(18467557);Two-hybrid(11113136);Two-hybrid(9463387)";5;2;0;NA;1
SSD-successive;YDL167C;0;NA;Reconstituted Complex(19345193);1;1;0;NA;1
SSD-successive;YDL168W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL170W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL174C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL195W;NA;NA;"Affinity Capture-MS(11805837);Two-hybrid(18719252)";2;0;0;NA;0
SSD-successive;YDL197C;0;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YDL198C;0;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YDL199C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL203C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL208W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(18719252)";2;0;0;NA;0
SSD-successive;YDL209C;NA;NA;Affinity Capture-MS(11884590);1;0;0;NA;0
SSD-successive;YDL210W;NA;NA;PCA(16093310);1;0;NA;NA;0
SSD-successive;YDL216C;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(12446563)";2;0;0;NA;0
SSD-successive;YDL217C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL218W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL225W;1;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Affinity Capture-Western(12058072);PCA(18467557);Two-hybrid(16207085)";5;1;NA;NA;1
SSD-successive;YDL230W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL234C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL240W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDL243C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL244W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL245C;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YDL246C;0;NA;Two-hybrid(10688190);1;1;0;NA;1
SSD-successive;YDL247W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDL248W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR002W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR004W;0;NA;"Affinity Capture-Western(26215801);Two-hybrid(24339919)";2;0;0;NA;0
SSD-successive;YDR011W;NA;NA;"PCA(18467557);PCA(22615397);PCA(23831759)";3;2;0;NA;1
SSD-successive;YDR014W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR017C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)";2;1;NA;NA;1
SSD-successive;YDR020C;0;NA;Two-hybrid(11283351);1;1;0;NA;1
SSD-successive;YDR021W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR022C;0;NA;Affinity Capture-MS(23904270);1;1;0;NA;1
SSD-successive;YDR027C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22940862)";2;1;0;NA;1
SSD-successive;YDR028C;0;NA;Affinity Capture-MS(16554755);1;0;0;0;0
SSD-successive;YDR030C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR034C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR038C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR039C;0;NA;PCA(18467557);1;0;0;NA;0
SSD-successive;YDR040C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR049W;NA;NA;"Affinity Capture-Western(23468520);Two-hybrid(23468520)";2;2;0;NA;1
SSD-successive;YDR054C;NA;NA;"Affinity Capture-Western(12861024);Affinity Capture-Western(7929378);Biochemical Activity(10213692);Biochemical Activity(12861024);Biochemical Activity(13678584);Biochemical Activity(14747994);Biochemical Activity(17114057);Biochemical Activity(17562869);Biochemical Activity(20194622);Biochemical Activity(21453497);Biochemical Activity(7862115);Biochemical Activity(8383676);Reconstituted Complex(7929378)";13;13;0;NA;1
SSD-successive;YDR060W;1;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-MS(23209026);Reconstituted Complex(23209026);Two-hybrid(25877921)";5;3;NA;NA;1
SSD-successive;YDR061W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR062W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR067C;1;NA;NA;NA;NA;0;NA;1
SSD-successive;YDR075W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDR081C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR082W;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDR088C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR089W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR091C;NA;NA;Affinity Capture-MS(14759368);1;1;NA;NA;1
SSD-successive;YDR092W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(10880451);Biochemical Activity(12496280);PCA(18467557);Reconstituted Complex(12496280);Two-hybrid(10880451)";6;1;0;NA;1
SSD-successive;YDR097C;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDR103W;0;NA;"Affinity Capture-MS(9501067);Affinity Capture-Western(10481914);Affinity Capture-Western(12808050);Affinity Capture-Western(16847350);Affinity Capture-Western(8943027);Reconstituted Complex(11071925);Two-hybrid(10593609);Two-hybrid(7851759);Two-hybrid(8816472);Two-hybrid(8943027)";10;8;0;NA;1
SSD-successive;YDR110W;NA;NA;"Affinity Capture-MS(17043313);Two-hybrid(14576157);Two-hybrid(26063576);Two-hybrid(26951198)";4;3;0;NA;1
SSD-successive;YDR119W;0;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YDR120C;0;NA;Affinity Capture-MS(14759368);1;1;1;NA;1
SSD-successive;YDR121W;0;NA;"Affinity Capture-MS(15824130);Affinity Capture-MS(16554755);Reconstituted Complex(10878005);Two-hybrid(10878005)";4;1;NA;NA;1
SSD-successive;YDR126W;NA;NA;Affinity Capture-Western(26224664);1;1;0;NA;1
SSD-successive;YDR128W;NA;NA;Affinity Capture-MS(11805837);1;0;0;NA;0
SSD-successive;YDR135C;0;NA;Affinity Capture-Western(24444374);1;1;0;NA;1
SSD-successive;YDR138W;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-Western(11979277);Affinity Capture-Western(20494970);Affinity Capture-Western(9891041)";6;1;0;NA;1
SSD-successive;YDR139C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR142C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR143C;0;NA;"Affinity Capture-MS(11805837);Biochemical Activity(27405755)";2;1;0;NA;1
SSD-successive;YDR145W;NA;NA;"Affinity Capture-MS(10788514);Affinity Capture-MS(12052880);Affinity Capture-MS(16554755);Affinity Capture-MS(21734642)";4;2;0;NA;1
SSD-successive;YDR148C;0;NA;"Affinity Capture-MS(16554755);Protein-peptide(11967834);Two-hybrid(10688190)";3;1;NA;NA;1
SSD-successive;YDR150W;0;NA;"Affinity Capture-Western(22431751);Two-hybrid(11087867);Two-hybrid(22875988)";3;2;0;NA;1
SSD-successive;YDR153C;0;NA;NA;NA;NA;1;NA;1
SSD-successive;YDR160W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR162C;NA;NA;"PCA(18467557);PCA(21118957);Two-hybrid(11283351)";3;0;0;NA;0
SSD-successive;YDR163W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR164C;0;NA;Affinity Capture-MS(22940862);1;1;NA;NA;1
SSD-successive;YDR165W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDR166C;1;NA;"Affinity Capture-MS(22940862);Affinity Capture-MS(8978675);PCA(18467557)";3;2;NA;NA;1
SSD-successive;YDR168W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDR170C;1;NA;"Affinity Capture-MS(22940862);PCA(18467557);Protein-peptide(11967834)";3;3;NA;NA;1
SSD-successive;YDR170W-A;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR172W;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Affinity Capture-Western(18353968);Affinity Capture-Western(21392508);Affinity Capture-Western(21423195);Affinity Capture-Western(25023996);Co-crystal Structure(17295405);Co-crystal Structure(17975557);Co-crystal Structure(18324784);Co-crystal Structure(19408895);Co-crystal Structure(20081853);Co-crystal Structure(20695483);PCA(25568955);Reconstituted Complex(15383837);Reconstituted Complex(17295405);Reconstituted Complex(17975557);Reconstituted Complex(18324784);Reconstituted Complex(18366654);Reconstituted Complex(18400756);Reconstituted Complex(18757753);Reconstituted Complex(18780782);Reconstituted Complex(18833196);Reconstituted Complex(19345193);Reconstituted Complex(19706519);Reconstituted Complex(19853305);Reconstituted Complex(19890987);Reconstituted Complex(20057357);Reconstituted Complex(20081853);Reconstituted Complex(20224794);Reconstituted Complex(21113168);Reconstituted Complex(21219467);Reconstituted Complex(22176525);Reconstituted Complex(22466073);Reconstituted Complex(24123863)";34;33;NA;NA;1
SSD-successive;YDR173C;NA;NA;"Affinity Capture-MS(22940862);Two-hybrid(10632874)";2;1;0;NA;1
SSD-successive;YDR174W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(27860073);Reconstituted Complex(27860073);Two-hybrid(18719252)";4;3;NA;NA;1
SSD-successive;YDR176W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDR177W;NA;NA;Biochemical Activity(14747994);1;1;NA;NA;1
SSD-successive;YDR180W;NA;NA;"Affinity Capture-MS(23499533);Two-hybrid(22875988)";2;1;0;NA;1
SSD-successive;YDR181C;0;NA;"Affinity Capture-Western(11731480);Two-hybrid(11731480)";2;1;0;NA;1
SSD-successive;YDR183W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR188W;NA;NA;Affinity Capture-MS(18511909);1;0;0;NA;0
SSD-successive;YDR189W;0;NA;"Affinity Capture-MS(22940862);PCA(18467557)";2;1;0;NA;1
SSD-successive;YDR192C;NA;NA;"Affinity Capture-MS(18046405);Reconstituted Complex(18046405)";2;0;0;NA;0
SSD-successive;YDR194C;0;NA;NA;NA;NA;1;NA;1
SSD-successive;YDR198C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR201W;0;NA;"Affinity Capture-MS(16554755);Reconstituted Complex(12925767);Two-hybrid(10688190);Two-hybrid(11087867);Two-hybrid(11283351);Two-hybrid(17634282);Two-hybrid(22875988)";7;3;NA;NA;1
SSD-successive;YDR207C;NA;NA;Affinity Capture-MS(16314178);1;1;0;NA;1
SSD-successive;YDR208W;0;NA;Affinity Capture-Western(22562153);1;1;0;NA;1
SSD-successive;YDR212W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR216W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR217C;0;NA;"Affinity Capture-MS(10339432);Affinity Capture-Western(10049915);Affinity Capture-Western(19187758);Reconstituted Complex(10339432);Two-hybrid(10049915);Two-hybrid(10339432)";6;6;0;NA;1
SSD-successive;YDR218C;NA;NA;Two-hybrid(8885406);1;1;0;NA;1
SSD-successive;YDR221W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(22875988)";2;0;0;NA;0
SSD-successive;YDR223W;0;NA;NA;NA;NA;0;0;0
SSD-successive;YDR225W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(19782029);Affinity Capture-Western(21111233);Reconstituted Complex(21111233);Reconstituted Complex(27601672)";5;2;0;NA;1
SSD-successive;YDR226W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR227W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(9122169);Co-crystal Structure(14636601);Reconstituted Complex(14636601);Reconstituted Complex(19217406);Two-hybrid(10757754);Two-hybrid(1946372);Two-hybrid(21822217);Two-hybrid(22875988)";9;6;0;NA;1
SSD-successive;YDR228C;NA;NA;Two-hybrid(9199303);1;1;0;NA;1
SSD-successive;YDR232W;NA;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
SSD-successive;YDR234W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR237W;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR238C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22940862);PCA(18467557)";3;0;0;NA;0
SSD-successive;YDR242W;0;NA;Two-hybrid(18719252);1;1;0;NA;1
SSD-successive;YDR255C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR257C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR260C;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(12477395);Affinity Capture-MS(15060174);Affinity Capture-Western(12477395)";4;2;0;NA;1
SSD-successive;YDR261C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR261W-A;NA;NA;Two-hybrid(11283351);1;1;NA;NA;1
SSD-successive;YDR265W;1;NA;"Biochemical Activity(18644345);PCA(12876220);PCA(18467557)";3;2;0;NA;1
SSD-successive;YDR267C;0;NA;Two-hybrid(11283351);1;0;0;NA;0
SSD-successive;YDR268W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR270W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR273W;0;NA;Two-hybrid(27477278);1;0;0;0;0
SSD-successive;YDR282C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR283C;0;NA;"Affinity Capture-Western(24811037);Affinity Capture-Western(8798780);Affinity Capture-Western(9566889);Biochemical Activity(21849502);Biochemical Activity(24811037);Reconstituted Complex(21849502);Reconstituted Complex(24811037);Reconstituted Complex(25695491);Reconstituted Complex(8200534);Reconstituted Complex(9566889);Two-hybrid(25695491);Two-hybrid(9566889)";12;11;0;NA;1
SSD-successive;YDR285W;0;NA;Two-hybrid(22875988);1;0;0;NA;0
SSD-successive;YDR287W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR289C;0;NA;"Affinity Capture-MS(16554755);Co-crystal Structure(29073019);Reconstituted Complex(29073019);Two-hybrid(22875988)";4;2;0;NA;1
SSD-successive;YDR291W;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR293C;1;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);PCA(18467557)";3;2;0;NA;1
SSD-successive;YDR295C;NA;NA;"Two-hybrid(11087867);Two-hybrid(22875988)";2;1;0;NA;1
SSD-successive;YDR297W;NA;NA;"PCA(16093310);PCA(18467557)";2;0;0;NA;0
SSD-successive;YDR299W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
SSD-successive;YDR307W;NA;NA;PCA(16093310);1;0;0;NA;0
SSD-successive;YDR310C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(18268008);Affinity Capture-Western(21546544)";3;2;0;NA;1
SSD-successive;YDR313C;NA;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR314C;0;NA;NA;NA;NA;NA;NA;0
SSD-successive;YDR318W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(10323865)";2;1;NA;NA;1
SSD-successive;YDR320C;0;NA;NA;NA;NA;0;NA;0
SSD-successive;YDR321W;1;NA;"PCA(18467557);PCA(22615397);Two-hybrid(11283351)";3;3;0;NA;1
SSD-successive;YDR322W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
SSD-successive;YDR323C;NA;NA;Two-hybrid(22875988);1;0;0;NA;0
