Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
Mixed,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,All,0.4144059919369587,2.3991616524174227e-104,0.1303585924327657,2.1432006573459655e-20,0.9551292049806728,0.0
Mixed,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,True duplicates,0.333619680128169,2.4199020371124834e-59,0.0634091774963643,1.2518443298805742e-05,0.9597903508518348,0.0
No Cost,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,All,0.4982893899343024,4.9009737649835435e-157,-0.2590885169909517,1.6769605585344569e-77,0.9218065851210538,0.0
No Cost,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,True duplicates,0.4327595431890702,4.532677333735953e-100,-0.1860735367658485,1.0556625220032103e-37,0.8849433888447356,0.0
ADS,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,All,0.3014898346063736,1.0724639198832883e-53,0.1100295624741532,6.092505149102535e-15,0.4879746552279449,9.794962794565865e-150
ADS,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,True duplicates,0.2792141181304902,1.0103952828165688e-42,0.0533435929031137,0.0002128984033063,0.446540746563518,7.416062856979873e-114
Minimal,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,All,0.2999134244981479,3.9629771813433413e-53,0.1041788492545527,1.5266362367687258e-13,0.4997183678269389,4.5600139277894566e-158
Minimal,0.025,3.0,0,0,Bm3_iter3,effect_16,Dupli_effect,True duplicates,0.2826199627549322,2.2676917601863282e-43,0.0349612518405104,0.0154979700795268,0.4558401137742462,4.828405788142492e-118
Mixed,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,All,0.3930606834337094,3.7558920460203433e-93,0.1263882441717505,2.9448189923641163e-19,0.9610016472642636,0.0
Mixed,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,True duplicates,0.2996897796026739,8.568028490425177e-48,0.0513254684944086,0.0004054230804055,0.9610182741417174,0.0
No Cost,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,All,0.5759246945159513,6.925682175630087e-221,-0.3596674696119787,1.4186645337179165e-152,0.959735611349698,0.0
No Cost,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,True duplicates,0.4954654871948403,1.0246397201283692e-135,-0.2712855892222827,7.859551001590289e-80,0.9411004680949052,0.0
ADS,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,All,0.355577825340452,2.1298247931223662e-75,0.0753650265733384,9.53507151403683e-08,0.7682245079399214,0.0
ADS,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,True duplicates,0.3300669754786126,3.9297333009024914e-59,0.0217492065896152,0.1326364906698354,0.7176362576344947,0.0
Minimal,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,All,0.2971373605659777,3.8819064790609584e-52,0.0816310250850472,7.452745141576876e-09,0.7387804876128782,0.0
Minimal,0.025,8.0,0,0,Bm8_iter2,effect_16,Dupli_effect,True duplicates,0.2802392746913633,1.4874969505787874e-42,0.0355536640724674,0.0138826885858656,0.6824760145363638,1.5073120597e-313
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All,0.4343544464567115,1.4334692074275657e-115,0.1226948411009149,3.1318352701828713e-18,0.937412499682,0.0
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,True duplicates,0.3213278550654097,2.6553041328476164e-55,0.0472384947448642,0.0011219196044986,0.9576271687434282,0.0
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All,0.4345991021118564,1.0327431103674048e-115,-0.0599815053700108,2.1947846877501115e-05,0.8007273191563712,0.0
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,True duplicates,0.3947096815904609,2.0477590077715535e-81,-0.0803967657522939,3.9058782141282034e-08,0.7307061919487073,0.0
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All,0.2805985478077676,1.857869452224867e-46,0.1216859400069811,5.9011697350076496e-18,0.0078903111504497,0.6933415569377888
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,True duplicates,0.231463264660692,7.841735654734314e-30,0.0560813630942035,9.47523909932614e-05,0.0185661223595155,0.3693419490449339
Minimal,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All,0.3141920543667287,2.119136630807944e-58,0.1086142280372923,1.3494536193192883e-14,0.0105107344817175,0.5993827172450055
Minimal,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,True duplicates,0.2745847024588383,2.9836820684448006e-41,0.0342872023057686,0.017393203725061,0.0138902046239303,0.5045084851933923
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All,0.4184418748227,1.4793999049904408e-106,0.1162214225952924,1.6656032538041319e-16,0.9608959351193496,0.0
Mixed,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,True duplicates,0.3379066323788993,3.0557535688900128e-61,0.0430495605311441,0.0029984815830764,0.9626297307768484,0.0
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All,0.5100112951698073,1.212530030683321e-165,-0.3075568429955386,5.232229377057846e-110,0.9354690031790406,0.0
No Cost,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,True duplicates,0.4575824432302041,1.9429451599639806e-116,-0.2446648510454162,1.3783338197510252e-65,0.9119258098116616,0.0
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All,0.2851203328512532,5.673861443468163e-48,0.0879762355722732,4.6231790067563447e-10,0.5672450259272043,6.938984986979242e-213
ADS,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,True duplicates,0.2545038952937426,1.5561155570946652e-35,0.0264857403335509,0.066135365908033,0.525925295014129,8.74641581429476e-165
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All,0.3220775785724126,1.938148758260571e-61,0.0905547419425579,1.4103694490491024e-10,0.5840059566089532,1.4873296508892204e-228
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,True duplicates,0.3001950460977964,3.2605146884039945e-49,0.033471409472451,0.0203289155262503,0.5516533163274906,1.0285302928716608e-183
Mixed,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,All,0.4355637755462041,2.8273781182278614e-116,0.1310445134798752,1.3516225466631467e-20,0.9453132418101188,0.0
Mixed,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,True duplicates,0.3272522182130688,8.110176220857247e-57,0.0486390676322161,0.0008191308907509,0.9601745369489376,0.0
No Cost,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,All,0.4854850868296139,5.1990740871191324e-148,-0.0373631179187812,0.0082361285156777,0.8148838707974194,0.0
No Cost,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,True duplicates,0.4433939552390267,9.171369065565264e-104,-0.0542896624081224,0.0002157603060575,0.7432433304933712,0.0
ADS,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,All,0.3105123822259812,5.163459350260541e-57,0.1049889980346052,9.875033118948766e-14,-0.0046010925761748,0.8181377779991622
ADS,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,True duplicates,0.2827390352234625,1.0229324950066853e-43,0.0332626620490438,0.0210580066073023,0.0045935687591886,0.8253572745498812
Minimal,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,All,0.3373085808173729,1.4285989946839135e-67,0.1349767108431116,9.17405906483761e-22,0.0254643926823028,0.2030928353877829
Minimal,0.025,1.0,0,0,Bm1_iter2,effect_16,Dupli_effect,True duplicates,0.3098183926165578,4.119888606037822e-52,0.0547738199420447,0.0001492294202363,0.0228638794401384,0.2742035933229089
Mixed,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,All,0.4003027103204337,7.381956748487505e-97,0.1184165218256937,4.434818244877739e-17,0.9640876691340272,0.0
Mixed,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,True duplicates,0.3184498599945031,1.8528578104112608e-54,0.0598834293036039,3.556008456407194e-05,0.964086709108632,0.0
No Cost,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,All,0.5468723043315687,5.1638350307666026e-195,-0.3673058604807916,1.579774618535736e-159,0.9630119328979094,0.0
No Cost,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,True duplicates,0.4771625574063563,2.7530198801418582e-127,-0.2939700937570134,5.789875540243631e-95,0.9486728148284468,0.0
ADS,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,All,0.3118363199738113,1.6453271536336317e-57,0.0689033855911046,1.0782972216144397e-06,0.7780689715950356,0.0
ADS,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,True duplicates,0.286584694193359,4.3819684886676874e-45,0.024188881055803,0.093156255990873,0.7447479048683587,0.0
Minimal,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,All,0.3240761237881798,3.1812813438558783e-62,0.062491991280459,9.776042315104988e-06,0.7683090378734461,0.0
Minimal,0.025,8.0,0,0,Bm8_iter3,effect_16,Dupli_effect,True duplicates,0.3126476735163118,1.6458421280168494e-53,0.0223632767682909,0.1210324521458873,0.7360252863304395,0.0
Mixed,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,All,0.4509459808873569,1.6979704381306514e-125,0.1369550752766943,2.298812582561792e-22,0.9543155172984829,0.0
Mixed,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,True duplicates,0.3388284840693618,8.139883444791653e-61,0.0603692489042028,3.309243616695924e-05,0.9547038488189314,0.0
No Cost,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,All,0.5039642549702809,3.6774879147327545e-161,-0.2467972849289378,2.8540060387426422e-70,0.9143978077436494,0.0
No Cost,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,True duplicates,0.4273451651500937,8.71699513430041e-96,-0.1643519396719014,1.8424115684676558e-29,0.8689428938712863,0.0
ADS,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,All,0.3323085175533628,1.6098690449821709e-65,0.1214049442309487,7.033354480749287e-18,0.4940674190827871,5.1152748015650004e-154
ADS,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,True duplicates,0.3073084019551115,5.088326682741566e-51,0.0555244760638963,0.0001230438985934,0.4475729677492445,1.2285544014082763e-112
Minimal,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,All,0.3200462604874017,1.1993808938090408e-60,0.0997753786428215,1.5374277771956265e-12,0.4808656567145051,7.568031446462813e-145
Minimal,0.025,3.0,0,0,Bm3_iter2,effect_16,Dupli_effect,True duplicates,0.2860499499443425,5.442208571662378e-45,0.0363090260786839,0.0116769131098442,0.4407463196368277,5.1877852047580136e-111
Mixed,0.025,4.0,0,0,Bm4_iter2,effect_16,Dupli_effect,All,0.4243149230583877,7.93558308679734e-110,0.1371172632753116,2.0503767414084452e-22,0.957438255718121,0.0
Mixed,0.025,4.0,0,0,Bm4_iter2,effect_16,Dupli_effect,True duplicates,0.3221108214734349,3.038219056619779e-55,0.0683293824636482,2.494474993585711e-06,0.9583562572884532,0.0
No Cost,0.025,4.0,0,0,Bm4_iter2,effect_16,Dupli_effect,All,0.5504775864444139,4.363143369718738e-198,-0.2857759320773992,1.3550527624773966e-94,0.932942199062752,0.0
No Cost,0.025,4.0,0,0,Bm4_iter2,effect_16,Dupli_effect,True duplicates,0.4837841919678246,2.4298690947734515e-128,-0.2082073237610969,5.22196281856076e-47,0.9014665907219476,0.0
ADS,0.025,4.0,0,0,Bm4_iter2,effect_16,Dupli_effect,All,0.3137221964995515,3.194019608408801e-58,0.0874155308254004,5.958649633814546e-10,0.5712151818264292,1.6266765689083714e-216
ADS,0.025,4.0,0,0,Bm4_iter2,effect_16,Dupli_effect,True duplicates,0.285493683950153,1.546756389384391e-44,0.0317816186427253,0.0275445394514732,0.5278634857708585,8.848602971882503e-166
