Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
ADS,0.15,2.0,0,0,Bm2_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4022050232065566,3.4718319577154653e-68,-0.0812215958729838,1.23353785806684e-07,0.2572715631297596,1.5963596580997891e-27
Minimal,0.15,2.0,0,0,Bm2_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5172587702494033,3.905758754724362e-171,0.1780728679691784,6.713994156490813e-37,0.3522497352079577,6.2115177639084364e-74
Minimal,0.15,2.0,0,0,Bm2_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.392217110465866,4.2507687126909616e-64,-0.0879418161870341,1.0811513175964808e-08,0.2408623721114208,4.9455616533612656e-24
Mixed,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,All,0.530993187030681,6.485294358638962e-182,0.1785553995656766,4.2946046967237404e-37,0.8757042949926873,0.0
Mixed,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3527539563016867,6.0808339222166795e-52,-0.0192268631108775,0.2110531167199397,0.7896024018840959,0.0
No Cost,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,All,0.4985740126768438,3.056725057942184e-157,0.0013602398843073,0.9233939115367488,0.8431844357095097,0.0
No Cost,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3965528416210057,4.246258906605414e-67,-0.040844375466636,0.0077218534199338,0.6263847056815971,1.1661966542840166e-191
ADS,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5174315555652809,2.878352951174883e-171,0.1246671292857986,8.939897849250628e-19,0.7848672387947583,0.0
ADS,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4171916767692211,8.95890288557537e-75,-0.0474445995141535,0.0019685652054723,0.5956974881307887,7.235429037528699e-169
Minimal,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5306523720915635,1.2175089974224284e-181,0.1176658628012927,6.992228795881858e-17,0.7984394444863112,0.0
Minimal,0.15,8.0,0,0,Bm8_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4373877304348781,4.6913911227693196e-83,-0.0389108671965343,0.0111080678012845,0.629034549509866,2.6924364735118535e-194
Mixed,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5888677309800958,2.8465847149483425e-233,0.1830105462971245,6.531822361460462e-39,0.8545844075815054,0.0
Mixed,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4220013868680199,1.660536237105604e-74,-0.0462063238704319,0.002732858575155,0.7509702351467846,6.776230130359016e-309
No Cost,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5259260956411532,7.027173829829561e-178,0.046016453816113,0.0011348615133067,0.8044878716940594,0.0
No Cost,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3837552905519328,7.671658092105427e-62,-0.0616927874444967,5.931564708136818e-05,0.5806482310032418,1.3512205225552075e-156
ADS,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5430029358094961,9.328389943346276e-192,0.1468618416563043,1.6496875059586087e-25,0.7045950334392054,0.0
ADS,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.406233117556073,1.3746237369748248e-68,-0.0722717336306398,2.7449021492891574e-06,0.4712397429703482,9.291625977009808e-95
Minimal,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5027201711893166,2.995588156323243e-160,0.1409180126327779,1.35114882270509e-23,0.7065991719998677,0.0
Minimal,0.15,5.0,0,0,Bm5_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4019753105488861,6.5368924389968815e-68,-0.0683699944122314,8.712393477946515e-06,0.5231235236499937,1.1928015248133655e-121
Mixed,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,All,0.6290163141466103,1.6718607116693394e-275,0.3261071043700964,3.2431179938733737e-124,0.3297219676355148,1.7918887666863596e-64
Mixed,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.2984055841397087,3.042192900990119e-36,0.0086872037404979,0.5736820798062072,0.6084687049260367,2.027229343901601e-172
No Cost,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,All,0.6548641393382624,3.719671405595018e-306,0.2945502599327669,1.214370940939884e-100,0.1035838015334082,2.0965425897104285e-07
No Cost,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3638200332396137,2.1040128199957155e-52,-0.0588773594799478,0.0001511904115644,0.1601285410739164,7.22470534302258e-11
ADS,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5420764546042328,5.5376478402986496e-191,0.1889732191008819,2.0312695950625818e-41,-0.381441199462592,2.141351134601811e-87
ADS,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4254830199126567,2.1016174704014983e-77,-0.0587115945922853,0.0001309084356275,-0.2351173619875385,2.8655383706282496e-23
Minimal,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5109876836780295,2.2465767689700515e-166,0.1746318207020215,1.5661601619471882e-35,-0.3453245383239262,6.097539500439368e-71
Minimal,0.15,0.5,0,0,Bm05_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3940543105820721,5.067005554667196e-66,-0.0777939653465177,3.843398138229517e-07,-0.1819507407863591,1.7768351181058736e-14
Mixed,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5692988460850369,9.324600828520127e-215,0.19359653455768,2.0176537703479988e-43,0.8374781510205044,0.0
Mixed,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3458134994327523,9.538807925085564e-49,-0.039957176483216,0.0096640388285253,0.7385591633204686,7.738137130477914e-292
No Cost,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5606336355370234,5.992762401200074e-207,0.0444045371511107,0.0016857972276889,0.8011943791991009,0.0
No Cost,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4348294799305015,2.097508840441605e-80,-0.0561414243768501,0.0002621100682302,0.5539491001852762,3.686376016796511e-139
ADS,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5229366946314865,1.5676998637473632e-175,0.143866101695151,1.5553769926411816e-24,0.6498419929987189,5.772550958044381e-300
ADS,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4186156468774846,7.92489204722569e-76,-0.0520997508297438,0.0006645756631758,0.4368552881548706,3.702569618486967e-83
Minimal,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5087617140486033,1.040530924795917e-164,0.1443240620984423,1.1071484195112203e-24,0.6378315762290523,1.2581720286892003e-285
Minimal,0.15,4.0,0,0,Bm4_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3881809772854132,5.35371201527637e-63,-0.0962058777787974,3.773943516163419e-10,0.4723679014613826,2.305699723332345e-96
Mixed,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5596468787509853,4.4892946701510685e-206,0.163537729016711,2.597991030397102e-31,0.8781709831313573,0.0
Mixed,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4034007357146645,2.3614258076068876e-69,-0.0245667011315561,0.1094305486628007,0.7840016217266175,0.0
No Cost,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5282768280203413,9.626093962352496e-180,0.0098998425541482,0.4840105535350917,0.8551541354166616,0.0
No Cost,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3835538615217514,7.158816124748481e-61,-0.0412591510789661,0.0074543632373228,0.6504103141088194,1.237142358044679e-205
ADS,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,All,0.523595087454845,4.7867841455125694e-176,0.1192255205183288,2.7061865659268758e-17,0.7794565588890495,0.0
ADS,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4142106034943671,7.755730621629271e-74,-0.0648726667598475,2.271533996312651e-05,0.6033374123991165,8.401560710050578e-175
Minimal,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5162245123870731,2.4187643792451487e-170,0.1228069039817025,2.918079481162791e-18,0.773458548585368,0.0
Minimal,0.15,7.0,0,0,Bm7_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4077681627302979,5.274584194490621e-71,-0.0446951849943503,0.003571928638979,0.6032091757803072,1.001578482297579e-173
Mixed,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5542789191280376,2.283250850093472e-201,0.1895425595929956,1.158508607623766e-41,0.8732113097618096,0.0
Mixed,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.343300575061179,3.4675228830443644e-48,-0.0252192952885347,0.1022639195936269,0.7682931295005352,0.0
No Cost,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5380710211495561,1.1475758865048498e-187,0.0371930514355355,0.008533507264775,0.8411515386162464,0.0
No Cost,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3788611135386814,1.4852533198296736e-59,-0.0493590416574794,0.001353441308114,0.6356493081533541,1.9326821151311732e-194
ADS,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5297559909129189,6.359565519904201e-181,0.1447466552249415,8.082595148122342e-25,0.754688481198157,0.0
ADS,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3856068273784163,1.4697511795930121e-61,-0.0701381841730079,5.302894652442722e-06,0.57033395291871,1.0663413343140178e-147
Minimal,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5243098880682521,1.3164259318641788e-176,0.1373112835974503,1.7878724409802966e-22,0.7524430631108902,0.0
Minimal,0.15,6.0,0,0,Bm6_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.379783822324571,5.386950088974314e-60,-0.0573319812867659,0.0001956505234822,0.5362836894483216,2.1834408519892215e-128
Mixed,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5705808103784812,6.232337400442741e-216,0.2382528287223268,1.777779118288939e-65,0.7352075912972148,0.0
Mixed,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3138558217102974,2.006528089216618e-40,-0.0226547921079709,0.141596452841405,0.6831950706389575,1.2860678135375335e-235
No Cost,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5561208620993381,5.666432904812927e-203,0.1136584836583159,7.5677972673468905e-16,0.6626451878792301,5.50582813e-316
No Cost,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3520518770160112,4.387268509080657e-50,-0.0779154508076114,4.62602351705735e-07,0.3722599277490636,3.115611541150467e-56
ADS,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,All,0.523027972296897,1.330154873803303e-175,0.1841833914580248,2.131029161634436e-39,0.3753048961447834,1.8943483710660439e-84
ADS,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4120479476108606,9.638250560527656e-74,-0.0714763249159763,2.8893078689144498e-06,0.2408843191317213,7.320375657796396e-25
Minimal,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5030690414836358,1.6650075200217766e-160,0.1813584753252897,3.1236887288752503e-38,0.3508441674950668,2.5501888610921492e-73
Minimal,0.15,2.0,0,0,Bm2_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3836113019547398,5.757650467381133e-62,-0.0721653017587381,2.5814156798492058e-06,0.1949644114249786,2.48150969926296e-16
Mixed,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5312336505472541,4.1566377104795446e-182,0.175357919437126,8.101015894157573e-36,0.8854785526845685,0.0
Mixed,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3440136076760412,6.092744499526237e-49,-0.0193896046330238,0.207967400371252,0.7863587975204798,0.0
No Cost,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5152395388121095,1.3652392463105002e-169,0.017771211124022,0.2089711960449659,0.8659892416622786,0.0
No Cost,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3671750818987029,1.5796488344725239e-55,-0.0393821627245348,0.0106584368991065,0.660013153103733,1.1368055380354476e-213
ADS,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5246813185275505,6.722613826947237e-177,0.1265654365464832,2.624393226751534e-19,0.7981643575942973,0.0
ADS,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4210678073963472,6.79316496306412e-76,-0.0322888099703424,0.0354294845521142,0.6270503276630465,3.3210655947398124e-191
Minimal,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5041304497446286,2.776999780666577e-161,0.0924649406178243,5.728301361235888e-11,0.8095449036711846,0.0
Minimal,0.15,8.0,0,0,Bm8_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4134360003200047,7.576585271392654e-73,-0.0488465281573945,0.0014626574504962,0.6288624735733209,2.6721547174597e-192
Mixed,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5486712138622917,1.5284756749791298e-196,0.1994158209212878,5.131597595356907e-46,0.7840000837120135,0.0
Mixed,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3499840501756536,2.3205602544328698e-51,-0.0322622112327719,0.0356246362114628,0.7147400164359684,1.734861182112215e-272
No Cost,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,All,0.492624593379935,5.379855626461393e-153,0.0515620701865324,0.0002648005764472,0.734349355767897,0.0
No Cost,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3197843101882659,2.2101956650088762e-42,-0.074015135004306,1.4509337638758606e-06,0.4765402958497159,1.1464427064946367e-98
ADS,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5136033358607706,2.3895511883475956e-168,0.1757205530967545,5.822207315384995e-36,0.4983061730409877,4.76648432162557e-157
ADS,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.416918975874557,2.999182990743784e-76,-0.0509028025000653,0.0008511066546526,0.3448141274174811,3.653183397176702e-51
Minimal,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5085724581732393,1.4398240625068129e-164,0.1557102931973364,1.6543377098034987e-28,0.5131788832606214,5.008269309977216e-168
Minimal,0.15,3.0,0,0,Bm3_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4104247215083359,4.0241028632783913e-73,-0.0763537951273426,5.771832776242592e-07,0.3391097920623866,4.8513304760779984e-49
Mixed,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5456725859465832,5.33742865125239e-194,0.1476451670975632,9.103519409998872e-26,0.8895894906863187,0.0
Mixed,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3785650086881989,2.2860871804163463e-60,-0.0294957603742421,0.0548263707801666,0.7984760250415868,0.0
No Cost,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,All,0.5353410946353835,1.9707131649827507e-185,-0.0019192515428263,0.8920760211962033,0.8760341341494616,0.0
No Cost,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3997579126711524,1.1244384581139325e-65,-0.0525065758385876,0.0006786492867104,0.6868184829639288,1.746460133761758e-235
ADS,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,All,0.53040519040103,1.9216209529342e-181,0.1152556599793439,2.958080495807344e-16,0.8225655516424883,0.0
ADS,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.4077277113652171,4.872353442006972e-70,-0.0429719209041326,0.0052172000899769,0.6459924055475322,3.292089154455483e-204
Minimal,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,All,0.519237143617167,1.1730179023615294e-172,0.1080439237033878,1.853812192262613e-14,0.8275713610834179,0.0
Minimal,0.15,9.0,0,0,Bm9_iter2,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3998482310559894,4.636829576425053e-68,-0.0362966999063941,0.0180055895079656,0.6666010025020217,6.18374165784795e-225
Mixed,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,All,0.583218081410893,8.501524448637354e-228,0.2736613075629658,1.3517176699552046e-86,0.5954489533838326,8.677349311435044e-240
Mixed,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.2727172349502709,1.8494090040374863e-30,-0.0235187195553285,0.1272960929098455,0.6753012773640187,1.9829106221164591e-227
No Cost,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,All,0.5644104480656718,2.5287670623917378e-210,0.1997217642897508,3.7287735916787694e-46,0.4408467877194861,2.1763584922416132e-119
No Cost,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.329488000445075,5.894666162178777e-44,-0.0798930793575925,2.2774141058553215e-07,0.2693076281778535,2.1853983907091165e-29
ADS,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,All,0.4954070900811344,5.6967776512666504e-155,0.1859576898577544,3.858617426887847e-40,-0.0140635306981649,0.482143236462583
ADS,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3590993001576012,2.123466297711668e-55,-0.075004323689439,8.918191261977768e-07,0.0165513578797734,0.4848967683367143
Minimal,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,All,0.4843073540331766,3.364892378745594e-147,0.1851195034311584,8.669016287161528e-40,0.0257691589390654,0.1977364090914357
Minimal,0.15,1.0,0,0,Bm1_iter3,15_percent,Mut_SD_SSD_1e5,True duplicates,0.3394124494118135,3.173051509953332e-50,-0.0497616929646534,0.001073136222834,0.013888727189982,0.5540877045880737
