Model,Comparison,Property,Run,Mut_alpha,KS stats,KS p-value
ADS,All duplicates,Divergence ratio,Bm5,-0.15,-0.1498137734311328,6.346816657047208e-07
ADS,All duplicates,Divergence ratio,Bm5,-0.125,-0.14280195599021997,2.0004546482654817e-06
ADS,All duplicates,Divergence ratio,Bm5,-0.1,-0.1360570497147514,6.3346379188441064e-06
ADS,All duplicates,Divergence ratio,Bm5,-0.075,-0.1258052159739201,4.0648400000657205e-05
ADS,All duplicates,Divergence ratio,Bm5,-0.05,-0.11598696006519964,0.0002581909658980912
ADS,All duplicates,Divergence ratio,Bm5,-0.01,-0.0817453137734311,0.021939638169852865
ADS,All duplicates,Divergence ratio,Bm5,0.0,-0.06388223308883453,0.12043378501504337
ADS,All duplicates,Divergence ratio,Bm6,-0.35,-0.19687856560717196,1.615874101190684e-11
ADS,All duplicates,Divergence ratio,Bm6,-0.25,-0.18268704156479218,5.406773177322558e-10
ADS,All duplicates,Divergence ratio,Bm6,-0.175,-0.17600366748166255,3.5633237101725026e-09
ADS,All duplicates,Divergence ratio,Bm6,-0.15,-0.1649254278728606,5.7543130630814225e-08
ADS,All duplicates,Divergence ratio,Bm6,-0.125,-0.15705867970660148,1.6252015603660888e-07
ADS,All duplicates,Divergence ratio,Bm6,-0.1,-0.15704197229013853,2.202963249227826e-07
ADS,All duplicates,Divergence ratio,Bm6,-0.075,-0.14800855745721267,9.898438804908e-07
ADS,All duplicates,Divergence ratio,Bm6,-0.05,-0.13565525672371634,8.86741243695995e-06
ADS,All duplicates,Divergence ratio,Bm6,-0.01,-0.09787693561532183,0.0035683225828564333
ADS,All duplicates,Divergence ratio,Bm6,0.0,-0.08741198044009775,0.012609065510453333
ADS,All duplicates,Divergence ratio,Bm7,-0.35,-0.20432355338223307,2.272589523973541e-12
ADS,All duplicates,Divergence ratio,Bm7,-0.25,-0.19819193154034231,5.384285609958776e-12
ADS,All duplicates,Divergence ratio,Bm7,-0.175,-0.18998859005704968,6.614179574408277e-11
ADS,All duplicates,Divergence ratio,Bm7,-0.15,-0.18098859005704962,6.920300998913831e-10
ADS,All duplicates,Divergence ratio,Bm7,-0.125,-0.17623023634881826,1.1977924948188463e-09
ADS,All duplicates,Divergence ratio,Bm7,-0.1,-0.16822697636511816,7.596679396648653e-09
ADS,All duplicates,Divergence ratio,Bm7,-0.075,-0.1534453952730236,2.274033648423194e-07
ADS,All duplicates,Divergence ratio,Bm7,-0.05,-0.14863691931540338,6.636265165912055e-07
ADS,All duplicates,Divergence ratio,Bm7,-0.01,-0.12047025264873668,9.551440296727447e-05
ADS,All duplicates,Divergence ratio,Bm7,0.0,-0.10382192339038297,0.0018107551163219335
ADS,All duplicates,Divergence ratio,Bm8,-0.35,-0.21189853300733494,9.57012247226885e-14
ADS,All duplicates,Divergence ratio,Bm8,-0.25,-0.20150855745721263,1.5680419925464169e-12
ADS,All duplicates,Divergence ratio,Bm8,-0.175,-0.19313691931540342,2.8112845384953286e-11
ADS,All duplicates,Divergence ratio,Bm8,-0.15,-0.1891169519152404,1.7791967898972416e-10
ADS,All duplicates,Divergence ratio,Bm8,-0.125,-0.1831735941320293,3.055845576582783e-10
ADS,All duplicates,Divergence ratio,Bm8,-0.1,-0.17828524857375708,7.057860222185278e-10
ADS,All duplicates,Divergence ratio,Bm8,-0.075,-0.17217522412387934,3.767334703456508e-09
ADS,All duplicates,Divergence ratio,Bm8,-0.05,-0.1628769356153219,3.04475200237538e-08
ADS,All duplicates,Divergence ratio,Bm8,-0.01,-0.13232355338223303,1.4071898596220342e-05
ADS,All duplicates,Divergence ratio,Bm8,0.0,-0.1090052974735126,0.0009078382176551334
ADS,All duplicates,Divergence ratio,Bm9,-0.35,-0.22202689486552563,2.0317081350640365e-14
ADS,All duplicates,Divergence ratio,Bm9,-0.25,-0.21104523227383862,1.249741051386385e-13
ADS,All duplicates,Divergence ratio,Bm9,-0.175,-0.20095028524857375,1.7462327879987545e-12
ADS,All duplicates,Divergence ratio,Bm9,-0.15,-0.2024119804400978,1.380969412897078e-12
ADS,All duplicates,Divergence ratio,Bm9,-0.125,-0.19547025264873671,1.705032411554915e-11
ADS,All duplicates,Divergence ratio,Bm9,-0.1,-0.18561532192339034,2.344196318541473e-10
ADS,All duplicates,Divergence ratio,Bm9,-0.075,-0.18202852485737564,6.992534699416334e-10
ADS,All duplicates,Divergence ratio,Bm9,-0.05,-0.1723985330073349,3.506092860483534e-09
ADS,All duplicates,Divergence ratio,Bm9,-0.01,-0.13586185819070898,6.430766692118913e-06
ADS,All duplicates,Divergence ratio,Bm9,0.0,-0.12899022004889973,3.228746827954598e-05
ADS,All duplicates,Protein abundance,Bm05,-0.35,-0.0926662591687041,0.007336225789564534
ADS,All duplicates,Protein abundance,Bm05,-0.25,-0.09352730236348812,0.0063931753224187
ADS,All duplicates,Protein abundance,Bm05,-0.175,-0.09762306438467803,0.0031425734264895998
ADS,All duplicates,Protein abundance,Bm05,-0.15,-0.09622819885900563,0.003999285391864066
ADS,All duplicates,Protein abundance,Bm05,-0.125,-0.09442298288508554,0.005895115406709966
ADS,All duplicates,Protein abundance,Bm05,-0.1,-0.09553871230643844,0.0038352982619822332
ADS,All duplicates,Protein abundance,Bm05,-0.075,-0.09710309698451502,0.0031649537949831334
ADS,All duplicates,Protein abundance,Bm05,-0.05,-0.09795150774246124,0.0027266629015523006
ADS,All duplicates,Protein abundance,Bm05,-0.01,-0.10826650366748163,0.0009017782437867666
ADS,All duplicates,Protein abundance,Bm05,0.0,-0.109261206193969,0.0012736319141399334
ADS,All duplicates,Protein abundance,Bm1,-0.35,-0.10014995925020369,0.0033143809888166666
ADS,All duplicates,Protein abundance,Bm1,-0.25,-0.09911287693561531,0.002444778617348933
ADS,All duplicates,Protein abundance,Bm1,-0.175,-0.09544621026894863,0.0045931766578862
ADS,All duplicates,Protein abundance,Bm1,-0.15,-0.09660472697636506,0.0042137346810024335
ADS,All duplicates,Protein abundance,Bm1,-0.125,-0.09880806845965766,0.0033739233760106996
ADS,All duplicates,Protein abundance,Bm1,-0.1,-0.10935656071719636,0.0009914466991525334
ADS,All duplicates,Protein abundance,Bm1,-0.075,-0.10360472697636507,0.0018700652855014332
ADS,All duplicates,Protein abundance,Bm1,-0.05,-0.10263814180929093,0.0014965308632880665
ADS,All duplicates,Protein abundance,Bm1,-0.01,-0.10657823960880193,0.0013411523188491335
ADS,All duplicates,Protein abundance,Bm1,0.0,-0.10318622656886713,0.0014039479058573334
ADS,All duplicates,Protein abundance,Bm10,-0.35,-0.09609168704156477,0.0043917473585310335
ADS,All duplicates,Protein abundance,Bm10,-0.25,-0.09177954360228197,0.006100256142210933
ADS,All duplicates,Protein abundance,Bm10,-0.175,-0.09061165444172774,0.007717265462794433
ADS,All duplicates,Protein abundance,Bm10,-0.15,-0.09837489812550933,0.002676209898565167
ADS,All duplicates,Protein abundance,Bm10,-0.125,-0.09441931540342292,0.0054745952357369
ADS,All duplicates,Protein abundance,Bm10,-0.1,-0.09993887530562344,0.0021214717417641
ADS,All duplicates,Protein abundance,Bm10,-0.075,-0.10157620211898936,0.002468006908459433
ADS,All duplicates,Protein abundance,Bm10,-0.05,-0.10251874490627544,0.0015160750611409332
ADS,All duplicates,Protein abundance,Bm10,-0.01,-0.1092045639771801,0.0006229095645336333
ADS,All duplicates,Protein abundance,Bm10,0.0,-0.10775672371638136,0.0007391504224514667
ADS,All duplicates,Protein abundance,Bm2,-0.35,-0.09009290953545225,0.0091799307862397
ADS,All duplicates,Protein abundance,Bm2,-0.25,-0.09265566422167887,0.0071300798916103005
ADS,All duplicates,Protein abundance,Bm2,-0.175,-0.09052893235533817,0.008520822505462667
ADS,All duplicates,Protein abundance,Bm2,-0.15,-0.09305990220048893,0.0052311587063707
ADS,All duplicates,Protein abundance,Bm2,-0.125,-0.0944250203748981,0.0050422805942618
ADS,All duplicates,Protein abundance,Bm2,-0.1,-0.09314425427872856,0.005568988003016066
ADS,All duplicates,Protein abundance,Bm2,-0.075,-0.09855012224938871,0.0027735587463318997
ADS,All duplicates,Protein abundance,Bm2,-0.05,-0.1003863080684596,0.0022818056212316334
ADS,All duplicates,Protein abundance,Bm2,-0.01,-0.10768133659331698,0.0006995243208881
ADS,All duplicates,Protein abundance,Bm2,0.0,-0.11296291768541156,0.0004262921405102558
ADS,All duplicates,Protein abundance,Bm3,-0.35,-0.0966662591687041,0.004576436448315867
ADS,All duplicates,Protein abundance,Bm3,-0.25,-0.0931128769356153,0.005141872843561066
ADS,All duplicates,Protein abundance,Bm3,-0.175,-0.09897636511817437,0.0032010324483215335
ADS,All duplicates,Protein abundance,Bm3,-0.15,-0.0963977180114099,0.003407594609478067
ADS,All duplicates,Protein abundance,Bm3,-0.125,-0.09860880195599016,0.0025230987292382667
ADS,All duplicates,Protein abundance,Bm3,-0.1,-0.10103219233903826,0.0020766050339432666
ADS,All duplicates,Protein abundance,Bm3,-0.075,-0.09915688671556637,0.004530835849359466
ADS,All duplicates,Protein abundance,Bm3,-0.05,-0.11061165444172777,0.0019730233316591
ADS,All duplicates,Protein abundance,Bm3,-0.01,-0.10746291768541157,0.0008266690384532335
ADS,All duplicates,Protein abundance,Bm3,0.0,-0.11401181744091275,0.0002682014126917333
ADS,All duplicates,Protein abundance,Bm4,-0.35,-0.10033292583537078,0.0020908420681287
ADS,All duplicates,Protein abundance,Bm4,-0.25,-0.10172290138549304,0.0025935720162202
ADS,All duplicates,Protein abundance,Bm4,-0.175,-0.09163610431947837,0.006238197274939534
ADS,All duplicates,Protein abundance,Bm4,-0.15,-0.0931092094539527,0.0067026402506443995
ADS,All duplicates,Protein abundance,Bm4,-0.125,-0.09715647921760388,0.003058254103271567
ADS,All duplicates,Protein abundance,Bm4,-0.1,-0.09936837815810917,0.0028955973084596
ADS,All duplicates,Protein abundance,Bm4,-0.075,-0.11171026894865521,0.00064287773918031
ADS,All duplicates,Protein abundance,Bm4,-0.05,-0.09923349633251831,0.0024480911866466
ADS,All duplicates,Protein abundance,Bm4,-0.01,-0.10801670741646287,0.0009884771167735333
ADS,All duplicates,Protein abundance,Bm4,0.0,-0.10537163814180923,0.0015302640976665998
ADS,All duplicates,Protein abundance,Bm5,-0.35,-0.09772290138549304,0.004632598102379999
ADS,All duplicates,Protein abundance,Bm5,-0.25,-0.09244335778321101,0.005886606938299133
ADS,All duplicates,Protein abundance,Bm5,-0.175,-0.09851670741646286,0.003123139681492433
ADS,All duplicates,Protein abundance,Bm5,-0.15,-0.09522167889160547,0.005525439075042733
ADS,All duplicates,Protein abundance,Bm5,-0.125,-0.09491727791361036,0.0043657155466926
ADS,All duplicates,Protein abundance,Bm5,-0.1,-0.0999938875305623,0.002390685847174033
ADS,All duplicates,Protein abundance,Bm5,-0.075,-0.1083056234718826,0.0009505230985312
ADS,All duplicates,Protein abundance,Bm5,-0.05,-0.10474572127139357,0.0014121924936489332
ADS,All duplicates,Protein abundance,Bm5,-0.01,-0.11026650366748163,0.0006227444327719334
ADS,All duplicates,Protein abundance,Bm5,0.0,-0.11311532192339034,0.0004301793808330666
ADS,All duplicates,Protein abundance,Bm6,-0.35,-0.1023145884270578,0.0015420449898685001
ADS,All duplicates,Protein abundance,Bm6,-0.25,-0.0971662591687041,0.0037224694778986004
ADS,All duplicates,Protein abundance,Bm6,-0.175,-0.09644335778321105,0.0041225963686893
ADS,All duplicates,Protein abundance,Bm6,-0.15,-0.09907457212713928,0.002358633402187367
ADS,All duplicates,Protein abundance,Bm6,-0.125,-0.0907783211083944,0.007578205661402434
ADS,All duplicates,Protein abundance,Bm6,-0.1,-0.09683251833740826,0.0033295681183705666
ADS,All duplicates,Protein abundance,Bm6,-0.075,-0.09586226568867151,0.0044091357383824
ADS,All duplicates,Protein abundance,Bm6,-0.05,-0.10144091279543598,0.0017192892755460998
ADS,All duplicates,Protein abundance,Bm6,-0.01,-0.11497677261613691,0.000650721472191294
ADS,All duplicates,Protein abundance,Bm6,0.0,-0.11119845150774244,0.0007845088597625439
ADS,All duplicates,Protein abundance,Bm7,-0.35,-0.09786063569682146,0.0049346596987586006
ADS,All duplicates,Protein abundance,Bm7,-0.25,-0.09616503667481657,0.004274520130826833
ADS,All duplicates,Protein abundance,Bm7,-0.175,-0.09289486552567229,0.0057222246686451
ADS,All duplicates,Protein abundance,Bm7,-0.15,-0.0981662591687041,0.0032157555259744665
ADS,All duplicates,Protein abundance,Bm7,-0.125,-0.09371393643031779,0.0051838810634292
ADS,All duplicates,Protein abundance,Bm7,-0.1,-0.09877424612876934,0.0024550246589323667
ADS,All duplicates,Protein abundance,Bm7,-0.075,-0.10189649551752239,0.0016630580967455667
ADS,All duplicates,Protein abundance,Bm7,-0.05,-0.10261043194784024,0.0016293487544513
ADS,All duplicates,Protein abundance,Bm7,-0.01,-0.10887123064384678,0.000588259474887
ADS,All duplicates,Protein abundance,Bm7,0.0,-0.10681825590872045,0.0028221195483738664
ADS,All duplicates,Protein abundance,Bm8,-0.35,-0.09877954360228197,0.0042587343096859
ADS,All duplicates,Protein abundance,Bm8,-0.25,-0.09536063569682147,0.004222008520743867
ADS,All duplicates,Protein abundance,Bm8,-0.175,-0.09572004889975544,0.0046910798890645
ADS,All duplicates,Protein abundance,Bm8,-0.15,-0.10036715566422162,0.0027329112003751667
ADS,All duplicates,Protein abundance,Bm8,-0.125,-0.09850814995925013,0.0028510188824268333
ADS,All duplicates,Protein abundance,Bm8,-0.1,-0.09680929095354517,0.0038397852801241006
ADS,All duplicates,Protein abundance,Bm8,-0.075,-0.09535207823960877,0.003964126984448166
ADS,All duplicates,Protein abundance,Bm8,-0.05,-0.10652689486552559,0.0011341225684083666
ADS,All duplicates,Protein abundance,Bm8,-0.01,-0.10838793806030966,0.0009664990076228666
ADS,All duplicates,Protein abundance,Bm8,0.0,-0.1109482477587612,0.0005701739228411001
ADS,All duplicates,Protein abundance,Bm9,-0.35,-0.09448125509372447,0.0058464185469251665
ADS,All duplicates,Protein abundance,Bm9,-0.25,-0.09571230643846773,0.005331276024169732
ADS,All duplicates,Protein abundance,Bm9,-0.175,-0.09319111654441724,0.005393798100070834
ADS,All duplicates,Protein abundance,Bm9,-0.15,-0.0971499592502037,0.0034807216177007664
ADS,All duplicates,Protein abundance,Bm9,-0.125,-0.09846414017929907,0.0026354049909758
ADS,All duplicates,Protein abundance,Bm9,-0.1,-0.09939934800325995,0.0023630899203477
ADS,All duplicates,Protein abundance,Bm9,-0.075,-0.09975387123064383,0.0028689844518099
ADS,All duplicates,Protein abundance,Bm9,-0.05,-0.10003993480032593,0.0031372527309397667
ADS,All duplicates,Protein abundance,Bm9,-0.01,-0.103441727791361,0.0016440156797197334
ADS,All duplicates,Protein abundance,Bm9,0.0,-0.1138251833740831,0.0007092611134082357
ADS,All duplicates,Transcription rate,Bm05,-0.35,-0.32061939690301544,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.25,-0.3218325183374083,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.175,-0.322942542787286,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.15,-0.3163973105134474,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.125,-0.31110594947025266,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.1,-0.30899918500407497,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.075,-0.2966625916870415,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.05,-0.27816585167074165,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,-0.01,-0.24933944580277098,9.992007221626409e-16
ADS,All duplicates,Transcription rate,Bm05,0.0,-0.22956927465362673,2.583859052644281e-13
ADS,All duplicates,Transcription rate,Bm1,-0.35,-0.20164751426242863,1.7432351858322666e-12
ADS,All duplicates,Transcription rate,Bm1,-0.25,-0.20174286878565606,1.5109765290806838e-12
ADS,All duplicates,Transcription rate,Bm1,-0.175,-0.19910594947025262,1.07565808112516e-11
ADS,All duplicates,Transcription rate,Bm1,-0.15,-0.2018643031784841,1.687209631266266e-11
ADS,All duplicates,Transcription rate,Bm1,-0.125,-0.20118459657701707,1.1541693526832354e-11
ADS,All duplicates,Transcription rate,Bm1,-0.1,-0.20323105134474326,8.475146510515211e-12
ADS,All duplicates,Transcription rate,Bm1,-0.075,-0.19256601466992662,2.0172056617676992e-10
ADS,All duplicates,Transcription rate,Bm1,-0.05,-0.1843414832925835,1.8523801011601412e-10
ADS,All duplicates,Transcription rate,Bm1,-0.01,-0.15659983700081492,1.6733371643873343e-07
ADS,All duplicates,Transcription rate,Bm1,0.0,-0.1381650366748166,4.4410145210542025e-06
ADS,All duplicates,Transcription rate,Bm10,-0.35,-0.08445395273023633,0.02313358974710127
ADS,All duplicates,Transcription rate,Bm10,-0.25,-0.07113895680521597,0.0754160697789011
ADS,All duplicates,Transcription rate,Bm10,-0.175,-0.06661654441727786,0.11085661305245402
ADS,All duplicates,Transcription rate,Bm10,-0.15,-0.06887489812550933,0.07635022527815848
ADS,All duplicates,Transcription rate,Bm10,-0.125,-0.06698655256723711,0.09043025450273497
ADS,All duplicates,Transcription rate,Bm10,-0.1,-0.0717298288508557,0.061913598868349795
ADS,All duplicates,Transcription rate,Bm10,-0.075,-0.06844621026894859,0.08382554806329447
ADS,All duplicates,Transcription rate,Bm10,-0.05,-0.06959779951100238,0.07081803833471016
ADS,All duplicates,Transcription rate,Bm10,-0.01,-0.06137286063569677,0.14814033258817985
ADS,All duplicates,Transcription rate,Bm10,0.0,-0.05826283618581903,0.1933210733532348
ADS,All duplicates,Transcription rate,Bm2,-0.35,-0.11605664221678887,0.0002528142631424333
ADS,All duplicates,Transcription rate,Bm2,-0.25,-0.1169172779136104,0.00020298319873908273
ADS,All duplicates,Transcription rate,Bm2,-0.175,-0.11734515077424611,0.00017611550757860536
ADS,All duplicates,Transcription rate,Bm2,-0.15,-0.12047310513447429,0.00010306378361278988
ADS,All duplicates,Transcription rate,Bm2,-0.125,-0.12148329258353707,0.00014884903319092773
ADS,All duplicates,Transcription rate,Bm2,-0.1,-0.1185065199674001,0.00014602169026232725
ADS,All duplicates,Transcription rate,Bm2,-0.075,-0.11511246943765278,0.00023318803136206665
ADS,All duplicates,Transcription rate,Bm2,-0.05,-0.11463406682966583,0.00026119537742633333
ADS,All duplicates,Transcription rate,Bm2,-0.01,-0.09931092094539527,0.0023652886129390998
ADS,All duplicates,Transcription rate,Bm2,0.0,-0.09239079054604722,0.006178418780084234
ADS,All duplicates,Transcription rate,Bm3,-0.35,-0.10080399348003255,0.005229810927417258
ADS,All duplicates,Transcription rate,Bm3,-0.25,-0.0954784026079869,0.0043650864151040004
ADS,All duplicates,Transcription rate,Bm3,-0.175,-0.09943765281173593,0.002396565099150333
ADS,All duplicates,Transcription rate,Bm3,-0.15,-0.09951263243683779,0.0022954969373919333
ADS,All duplicates,Transcription rate,Bm3,-0.125,-0.0996043194784026,0.0021829223937379
ADS,All duplicates,Transcription rate,Bm3,-0.1,-0.09862591687041562,0.0028024453376475004
ADS,All duplicates,Transcription rate,Bm3,-0.075,-0.09404808475957617,0.004613086542356633
ADS,All duplicates,Transcription rate,Bm3,-0.05,-0.09284433577832112,0.009907614685414066
ADS,All duplicates,Transcription rate,Bm3,-0.01,-0.08391768541157292,0.0189887576518777
ADS,All duplicates,Transcription rate,Bm3,0.0,-0.07775101874490627,0.03383605867089397
ADS,All duplicates,Transcription rate,Bm4,-0.35,-0.0849722901385493,0.0151318151824342
ADS,All duplicates,Transcription rate,Bm4,-0.25,-0.09075061124694374,0.010618211232802266
ADS,All duplicates,Transcription rate,Bm4,-0.175,-0.08571189894050528,0.01564365532676443
ADS,All duplicates,Transcription rate,Bm4,-0.15,-0.08469274653626728,0.01701655841091883
ADS,All duplicates,Transcription rate,Bm4,-0.125,-0.09034433577832111,0.007570574160212634
ADS,All duplicates,Transcription rate,Bm4,-0.1,-0.08693765281173593,0.011556992847886667
ADS,All duplicates,Transcription rate,Bm4,-0.075,-0.09250977995110023,0.005865346274140399
ADS,All duplicates,Transcription rate,Bm4,-0.05,-0.08251100244498777,0.019858599415111235
ADS,All duplicates,Transcription rate,Bm4,-0.01,-0.07691768541157294,0.03961017048793427
ADS,All duplicates,Transcription rate,Bm4,0.0,-0.0733443357783211,0.05468906932281787
ADS,All duplicates,Transcription rate,Bm5,-0.35,-0.08282396088019557,0.023854586388213635
ADS,All duplicates,Transcription rate,Bm5,-0.25,-0.07985859820700893,0.03132975937198043
ADS,All duplicates,Transcription rate,Bm5,-0.175,-0.0817685411572942,0.025068839178167435
ADS,All duplicates,Transcription rate,Bm5,-0.15,-0.08111654441727785,0.02984962689982677
ADS,All duplicates,Transcription rate,Bm5,-0.125,-0.08163977180114097,0.02098024184091
ADS,All duplicates,Transcription rate,Bm5,-0.1,-0.08101100244498777,0.0278931785168878
ADS,All duplicates,Transcription rate,Bm5,-0.075,-0.08484433577832111,0.015744362104088232
ADS,All duplicates,Transcription rate,Bm5,-0.05,-0.0818443357783211,0.02300631535844037
ADS,All duplicates,Transcription rate,Bm5,-0.01,-0.072341075794621,0.05863485126452903
ADS,All duplicates,Transcription rate,Bm5,0.0,-0.07251100244498777,0.059801745830831594
ADS,All duplicates,Transcription rate,Bm6,-0.35,-0.07715525672371633,0.03986523073308303
ADS,All duplicates,Transcription rate,Bm6,-0.25,-0.08215525672371633,0.027269358622979634
ADS,All duplicates,Transcription rate,Bm6,-0.175,-0.07446821515892417,0.044913100860585864
ADS,All duplicates,Transcription rate,Bm6,-0.15,-0.0768251833740831,0.03491303781943487
