Model,Run,Iter,Mut_alpha,pearson,r_pval,spearman,rho_pval
Minimal,Bm8,iter1,-0.175,0.4928411384841048,6.865337937057203e-123,0.4925836711459178,9.599634046176381e-123
Minimal,Bm8,iter2,-0.175,0.47619542951118377,9.951584175293075e-114,0.4481928895482224,2.043397797180689e-99
Minimal,Bm8,iter3,-0.175,0.4385843723790295,8.341490956123451e-95,0.4134521173630293,1.9957377605267077e-83
Minimal,Bm9,iter1,-0.175,0.4900206507890943,2.659635659578839e-121,0.482393912098478,4.4208781701585345e-117
Minimal,Bm9,iter2,-0.175,0.48072984892209897,3.5668783276266876e-116,0.45362738490684623,4.326457700497957e-102
Minimal,Bm9,iter3,-0.175,0.42973013722294817,1.0979860406567563e-90,0.39778796144699036,8.247585761237517e-77
Minimal,Bm05,iter1,-0.25,0.7051377025960603,1.2034229840197093e-300,0.6903435675858919,3.5360683677290034e-283
Minimal,Bm05,iter2,-0.25,0.6977933015868873,7.69743111930579e-292,0.6787901686975422,2.97207638003236e-270
Minimal,Bm05,iter3,-0.25,0.6747204648179717,7.6749160361139e-266,0.6565509156377288,5.5733719999371066e-247
Minimal,Bm10,iter1,-0.25,0.48935232214427654,6.294609353247617e-121,0.47495322323830574,4.586301430406801e-113
Minimal,Bm10,iter2,-0.25,0.525263795595275,2.9387329636928597e-142,0.5028109512027378,1.2648042363498053e-128
Minimal,Bm10,iter3,-0.25,0.48302404012364814,1.9990762714914776e-117,0.45261409415352355,1.375440616228253e-101
Minimal,Bm1,iter1,-0.25,0.697585455415601,1.354090661952533e-291,0.6935721023930256,6.716190827865628e-287
Minimal,Bm1,iter2,-0.25,0.7155545530579037,1.2937616662e-313,0.699567872391968,6.0720203793656505e-294
Minimal,Bm1,iter3,-0.25,0.6910366133131733,5.673060007875492e-284,0.6757288014322004,6.288634046644414e-267
Minimal,Bm2,iter1,-0.25,0.6965070457116119,2.517728338383862e-290,0.6842959425739856,2.448866639495453e-276
Minimal,Bm2,iter2,-0.25,0.6936582208240596,5.33557722055186e-287,0.678034171508543,1.986334147833277e-269
Minimal,Bm2,iter3,-0.25,0.6827563053947863,1.2702385212574553e-274,0.6583414915853729,8.826622912225198e-249
Minimal,Bm3,iter1,-0.25,0.6725361692678637,1.674662277155382e-263,0.6669281207320301,1.3728529737662042e-257
Minimal,Bm3,iter2,-0.25,0.6536544258990444,4.289380491005625e-244,0.6389329987332497,6.6476488269848985e-230
Minimal,Bm3,iter3,-0.25,0.6459788035028123,1.3462236897073554e-236,0.6284403491100873,2.9620494830603852e-220
Minimal,Bm4,iter1,-0.25,0.6335042407007252,7.270193880896361e-225,0.620366148591537,4.443323860788401e-213
Minimal,Bm4,iter2,-0.25,0.6438767063671151,1.395187105429382e-234,0.6235731088932772,6.648105530014179e-216
Minimal,Bm4,iter3,-0.25,0.6388203656181983,8.477085287853488e-230,0.6082453625613405,1.0820009772210176e-202
Minimal,Bm5,iter1,-0.25,0.6071549793114033,8.844011324583309e-202,0.5837481964370491,5.106962391047862e-183
Minimal,Bm5,iter2,-0.25,0.5980625300025362,2.623996231013757e-194,0.5797062219265554,6.238961744771712e-180
Minimal,Bm5,iter3,-0.25,0.5922885809645941,1.0988408971302352e-189,0.570673056168264,3.4659069144349625e-173
Minimal,Bm6,iter1,-0.25,0.5791537042440724,1.6357967453504806e-179,0.5641640370410093,1.8684133387525194e-168
Minimal,Bm6,iter2,-0.25,0.5669614156716025,1.7819248315238166e-170,0.5507235986808997,5.189342301614421e-159
Minimal,Bm6,iter3,-0.25,0.568041205761525,2.9224361987247347e-171,0.5351279312819828,1.403264071270058e-148
Minimal,Bm7,iter1,-0.25,0.5503197432093097,9.823074115661166e-159,0.531694467923617,2.3502122492385355e-146
Minimal,Bm7,iter2,-0.25,0.5554127606432909,2.946693579650962e-162,0.5362163630540908,2.7337093117385874e-149
Minimal,Bm7,iter3,-0.25,0.5467099781723039,2.8352049569889993e-156,0.5120539580134894,4.100276537226178e-134
Minimal,Bm8,iter1,-0.25,0.5359433094393261,4.122975231260827e-149,0.515704163926041,2.5005964577468044e-136
Minimal,Bm8,iter2,-0.25,0.5341637213681079,5.946792560474656e-148,0.5127222846805711,1.6192662733678303e-134
Minimal,Bm8,iter3,-0.25,0.5126396598162656,1.8165645779192201e-134,0.48016187254046816,7.255108342866983e-116
Minimal,Bm9,iter1,-0.25,0.5274070545377262,1.2955820936220505e-143,0.5227731871932968,1.0749707931098956e-140
Minimal,Bm9,iter2,-0.25,0.5364840323574395,1.82664340632283e-149,0.5056035274008819,2.8930034913921053e-130
Minimal,Bm9,iter3,-0.25,0.5011184320372319,1.2274565362642209e-127,0.46501437225359304,7.467140451564228e-108
Minimal,Bm05,iter1,-0.35,0.7435813097782209,0.0,0.7250687292671822,0.0
Minimal,Bm05,iter2,-0.35,0.7572015010707074,0.0,0.7384439956109989,0.0
Minimal,Bm05,iter3,-0.35,0.7315104449488015,0.0,0.7148510117127529,1.0141348609e-312
Minimal,Bm10,iter1,-0.35,0.5686189815959798,1.1077258197394407e-171,0.5470515272628818,1.6637102794826035e-156
Minimal,Bm10,iter2,-0.35,0.5768186242204626,9.420913445979537e-178,0.5455171108792777,1.8156490137972128e-155
Minimal,Bm10,iter3,-0.35,0.5529188139431696,1.5923761788662582e-160,0.5278677044669261,6.60408793169097e-144
Minimal,Bm1,iter1,-0.35,0.7746759175434225,0.0,0.7548605097151274,0.0
Minimal,Bm1,iter2,-0.35,0.7756967724216417,0.0,0.7514141418535355,0.0
Minimal,Bm1,iter3,-0.35,0.7589004059766821,0.0,0.7378143944535986,0.0
Minimal,Bm2,iter1,-0.35,0.7576387626128318,0.0,0.739191588297897,0.0
Minimal,Bm2,iter2,-0.35,0.7550026530828882,0.0,0.7407910401977601,0.0
