Model,Run,Iter,Mut_corr,pearson,r_pval,spearman,rho_pval
ADS,Bm05,iter1,0,-0.6161983416973712,1.8638700071739973e-209,-0.543039927759982,8.383040614973212e-154
ADS,Bm05,iter2,0,-0.607392154935796,5.6038318111406465e-202,-0.5287318141829536,1.8604652606417396e-144
ADS,Bm05,iter3,0,-0.6218808448006843,2.0773660711374626e-214,-0.5626061486515372,2.4456606961045276e-167
ADS,Bm10,iter1,0,0.9820278207675492,0.0,0.9661796415449103,0.0
ADS,Bm10,iter2,0,0.981338773217004,0.0,0.9674564973641243,0.0
ADS,Bm10,iter3,0,0.9824503144599439,0.0,0.9702879370719842,0.0
ADS,Bm1,iter1,0,-0.01265328874562616,0.5717057485993668,-0.014714709678677421,0.5107399073746158
ADS,Bm1,iter2,0,0.03231189124070397,0.14859684248582267,0.016594243148560787,0.4582665597152086
ADS,Bm1,iter3,0,-0.005659944523581442,0.8002958822522352,0.0009752222438055609,0.9652344044285438
ADS,Bm2,iter1,0,0.6154882600390449,7.624476343952024e-209,0.5463281250820312,5.141541721999456e-156
ADS,Bm2,iter2,0,0.6002268174125173,4.59297957398768e-196,0.5227664791916197,1.0853989425859523e-140
ADS,Bm2,iter3,0,0.6316012142041254,4.0187983091470125e-223,0.5690424462606116,5.433899666962688e-172
ADS,Bm3,iter1,0,0.8132457616863764,0.0,0.736357072089268,0.0
ADS,Bm3,iter2,0,0.8095561535166033,0.0,0.7384684411171102,0.0
ADS,Bm3,iter3,0,0.8215550382788989,0.0,0.7648158847039711,0.0
ADS,Bm4,iter1,0,0.8883023789370692,0.0,0.8229960467490117,0.0
ADS,Bm4,iter2,0,0.8882066068135626,0.0,0.8320032175008043,0.0
ADS,Bm4,iter3,0,0.8923364241437115,0.0,0.8411616137904033,0.0
ADS,Bm5,iter1,0,0.9277372347183008,0.0,0.8800172470043117,0.0
ADS,Bm5,iter2,0,0.928179595274735,0.0,0.8847232401808099,0.0
ADS,Bm5,iter3,0,0.9323023754462246,0.0,0.8944563031140756,0.0
ADS,Bm6,iter1,0,0.9468136248988046,0.0,0.9139987459996864,0.0
ADS,Bm6,iter2,0,0.9514442859938292,0.0,0.9194701383675347,0.0
ADS,Bm6,iter3,0,0.9517747526651066,0.0,0.9229789497447373,0.0
ADS,Bm7,iter1,0,0.9622037354436516,0.0,0.9303277785819446,0.0
ADS,Bm7,iter2,0,0.964783238350791,0.0,0.9387578676894669,0.0
ADS,Bm7,iter3,0,0.9645513982850593,0.0,0.9405143591285897,0.0
ADS,Bm8,iter1,0,0.9719029684492602,0.0,0.9514305533576383,0.0
ADS,Bm8,iter2,0,0.9728502927718367,0.0,0.9501106970276743,0.0
ADS,Bm8,iter3,0,0.9717773375087666,0.0,0.9518133054533263,0.0
ADS,Bm9,iter1,0,0.9769742985325304,0.0,0.9582729835682458,0.0
ADS,Bm9,iter2,0,0.9791537227685789,0.0,0.9608867537216883,0.0
ADS,Bm9,iter3,0,0.9784047845650334,0.0,0.9629718037429508,0.0
ADS,Bm05,iter1,0.1,-0.6038848093220188,4.591275879812961e-199,-0.5234104908526227,4.291714524665139e-141
ADS,Bm05,iter2,0.1,-0.6086346371875213,5.100648771743759e-203,-0.5375974403993601,3.4010431070224815e-150
ADS,Bm05,iter3,0.1,-0.6195348543703603,2.3694383164459093e-212,-0.5733653498413375,3.560695842878628e-175
ADS,Bm10,iter1,0.1,0.9824320219181609,0.0,0.9665471596367899,0.0
ADS,Bm10,iter2,0.1,0.9822097088866388,0.0,0.969458619864655,0.0
ADS,Bm10,iter3,0.1,0.9811216364986431,0.0,0.9671316287829071,0.0
ADS,Bm1,iter1,0.1,0.01565436255118652,0.48412119226260414,0.034900048225012054,0.11869440389827537
ADS,Bm1,iter2,0.1,0.0073429966612739705,0.74276958393799,-0.005600861900215475,0.802337162684837
ADS,Bm1,iter3,0.1,-0.003433671705766233,0.8780332313031303,-0.01940347235086809,0.38578378696826454
ADS,Bm2,iter1,0.1,0.6197645733331831,1.4927363828869324e-212,0.5459836469959118,8.790502388309379e-156
ADS,Bm2,iter2,0.1,0.6104258051469108,1.5811100530964648e-204,0.5283942420985605,3.0531513357921985e-144
ADS,Bm2,iter3,0.1,0.6342794112277417,1.406790315528214e-225,0.5547357771839443,8.732399722507301e-162
ADS,Bm3,iter1,0.1,0.8146112425040272,0.0,0.747315032328758,0.0
ADS,Bm3,iter2,0.1,0.8075676007583592,0.0,0.7395402093850523,0.0
ADS,Bm3,iter3,0.1,0.8027564692709193,0.0,0.7400748890187223,0.0
ADS,Bm4,iter1,0.1,0.8869195937407435,0.0,0.8328718167179542,0.0
ADS,Bm4,iter2,0.1,0.8855885858064885,0.0,0.8293786458446615,0.0
ADS,Bm4,iter3,0.1,0.8913175664961066,0.0,0.8438549934637484,0.0
ADS,Bm5,iter1,0.1,0.9252779497075829,0.0,0.8829679772419943,0.0
ADS,Bm5,iter2,0.1,0.9282358540241764,0.0,0.8905390086347522,0.0
ADS,Bm5,iter3,0.1,0.926550689835677,0.0,0.8896875199218801,0.0
ADS,Bm6,iter1,0.1,0.9489643269535641,0.0,0.9144634521158631,0.0
ADS,Bm6,iter2,0.1,0.948899638372261,0.0,0.9146811771702943,0.0
ADS,Bm6,iter3,0.1,0.9477747924971451,0.0,0.9174849238712308,0.0
ADS,Bm7,iter1,0.1,0.9631529701054589,0.0,0.9377996269499067,0.0
ADS,Bm7,iter2,0.1,0.9615752287954937,0.0,0.9335588423897105,0.0
ADS,Bm7,iter3,0.1,0.9620606340574608,0.0,0.9375765318941329,0.0
ADS,Bm8,iter1,0.1,0.9719343268569975,0.0,0.9502182860545714,0.0
ADS,Bm8,iter2,0.1,0.9704797088634196,0.0,0.9469250127312531,0.0
ADS,Bm8,iter3,0.1,0.9716967444601727,0.0,0.953702668425667,0.0
ADS,Bm9,iter1,0.1,0.9769152535864924,0.0,0.9602549445637361,0.0
ADS,Bm9,iter2,0.1,0.9780460958846113,0.0,0.9597366749341688,0.0
ADS,Bm9,iter3,0.1,0.977238176405141,0.0,0.9620338730084682,0.0
ADS,Bm05,iter1,-0.1,-0.6211685306686612,8.789671792012515e-214,-0.5316844329211082,2.385445924079779e-146
ADS,Bm05,iter2,-0.1,-0.6160544117191643,2.480560443409209e-209,-0.5467629871907468,2.61018769083539e-156
