Model,Comparison,Property,Run,Mut_corr,KS stats,KS p-value
ADS,SSD,Transcription rate,Bm10,0.7,-0.07749186991869916,0.3379196309135816
ADS,SSD,Transcription rate,Bm2,-0.4,-0.08348373983739833,0.22993954004305275
ADS,SSD,Transcription rate,Bm2,-0.3,-0.07235772357723573,0.39749002588652466
ADS,SSD,Transcription rate,Bm2,-0.2,-0.06426016260162597,0.5383782954292765
ADS,SSD,Transcription rate,Bm2,-0.1,-0.07189024390243898,0.4011662406020468
ADS,SSD,Transcription rate,Bm2,0.0,-0.09521951219512188,0.12200455849014817
ADS,SSD,Transcription rate,Bm2,0.1,-0.09767886178861784,0.11060795979460963
ADS,SSD,Transcription rate,Bm2,0.2,-0.11176422764227638,0.0431824589282909
ADS,SSD,Transcription rate,Bm2,0.3,-0.1239715447154471,0.019685041016348367
ADS,SSD,Transcription rate,Bm2,0.4,-0.13330487804878044,0.008277796009141134
ADS,SSD,Transcription rate,Bm2,0.5,-0.1385975609756097,0.005816070172579967
ADS,SSD,Transcription rate,Bm2,0.6,-0.1510975609756097,0.0018312664290967334
ADS,SSD,Transcription rate,Bm2,0.7,-0.1600975609756097,0.0007947258318514333
ADS,SSD,Transcription rate,Bm3,-0.4,-0.0745284552845528,0.35444107726608437
ADS,SSD,Transcription rate,Bm3,-0.3,-0.06411382113821133,0.5389546104228509
ADS,SSD,Transcription rate,Bm3,-0.2,-0.059280487804878,0.6378079825333449
ADS,SSD,Transcription rate,Bm3,-0.1,-0.0623861788617886,0.5748864442230089
ADS,SSD,Transcription rate,Bm3,0.0,-0.07305284552845524,0.3830405598248721
ADS,SSD,Transcription rate,Bm3,0.1,-0.0822195121951219,0.27607867079740817
ADS,SSD,Transcription rate,Bm3,0.2,-0.09101219512195118,0.17939264003202102
ADS,SSD,Transcription rate,Bm3,0.3,-0.09613821138211376,0.11504153932481574
ADS,SSD,Transcription rate,Bm3,0.4,-0.10117886178861783,0.0847167575979577
ADS,SSD,Transcription rate,Bm3,0.5,-0.10830487804878043,0.054160381655888164
ADS,SSD,Transcription rate,Bm3,0.6,-0.12251219512195116,0.020570204153034035
ADS,SSD,Transcription rate,Bm3,0.7,-0.13043089430894303,0.0111360722332495
ADS,SSD,Transcription rate,Bm4,-0.4,-0.0695284552845528,0.4422146856808414
ADS,SSD,Transcription rate,Bm4,-0.3,-0.062113821138211324,0.5804498965375755
ADS,SSD,Transcription rate,Bm4,-0.2,-0.061191056910569065,0.6042825635947173
ADS,SSD,Transcription rate,Bm4,-0.1,-0.0597195121951219,0.6307201195398013
ADS,SSD,Transcription rate,Bm4,0.0,-0.06677235772357724,0.49781324702714097
ADS,SSD,Transcription rate,Bm4,0.1,-0.07112601626016257,0.41117176112709214
ADS,SSD,Transcription rate,Bm4,0.2,-0.07971951219512191,0.2879581391243047
ADS,SSD,Transcription rate,Bm4,0.3,-0.0807195121951219,0.2657408918465877
ADS,SSD,Transcription rate,Bm4,0.4,-0.09887804878048778,0.10912809594207627
ADS,SSD,Transcription rate,Bm4,0.5,-0.09438617886178857,0.12566795709859097
ADS,SSD,Transcription rate,Bm4,0.6,-0.10517886178861784,0.0650440681405391
ADS,SSD,Transcription rate,Bm4,0.7,-0.11517073170731702,0.03408352099551773
ADS,SSD,Transcription rate,Bm5,-0.4,-0.06255284552845523,0.5726662968274114
ADS,SSD,Transcription rate,Bm5,-0.3,-0.05573983739837394,0.7102450870634701
ADS,SSD,Transcription rate,Bm5,-0.2,-0.05086585365853654,0.8008315726833214
ADS,SSD,Transcription rate,Bm5,-0.1,-0.056402439024390204,0.6894742718312897
ADS,SSD,Transcription rate,Bm5,0.0,-0.05927235772357723,0.6382009731060694
ADS,SSD,Transcription rate,Bm5,0.1,-0.0710853658536585,0.413552274065948
ADS,SSD,Transcription rate,Bm5,0.2,-0.0707195121951219,0.41538199791918995
ADS,SSD,Transcription rate,Bm5,0.3,-0.0670853658536585,0.48393074214301174
ADS,SSD,Transcription rate,Bm5,0.4,-0.07812601626016256,0.3074851729200618
ADS,SSD,Transcription rate,Bm5,0.5,-0.09080487804878042,0.1621546718087357
ADS,SSD,Transcription rate,Bm5,0.6,-0.09117886178861784,0.1531432968297556
ADS,SSD,Transcription rate,Bm5,0.7,-0.0943455284552845,0.128683592419926
ADS,SSD,Transcription rate,Bm6,-0.4,-0.05613008130081293,0.7023453847485257
ADS,SSD,Transcription rate,Bm6,-0.3,-0.05599593495934956,0.7044835119180554
ADS,SSD,Transcription rate,Bm6,-0.2,-0.05331300813008127,0.7498344439862672
ADS,SSD,Transcription rate,Bm6,-0.1,-0.049841463414634135,0.822303965990072
ADS,SSD,Transcription rate,Bm6,0.0,-0.058646341463414596,0.6418388867330928
ADS,SSD,Transcription rate,Bm6,0.1,-0.06103252032520323,0.6028445381272833
ADS,SSD,Transcription rate,Bm6,0.2,-0.06436585365853657,0.5376346390513544
ADS,SSD,Transcription rate,Bm6,0.3,-0.07641869918699183,0.3358990308172492
ADS,SSD,Transcription rate,Bm6,0.4,-0.07725203252032518,0.31789871703551076
ADS,SSD,Transcription rate,Bm6,0.5,-0.08079268292682923,0.2606303678803555
ADS,SSD,Transcription rate,Bm6,0.6,-0.08005284552845525,0.2813608233096378
ADS,SSD,Transcription rate,Bm6,0.7,-0.08975203252032515,0.16440668871460884
ADS,SSD,Transcription rate,Bm7,-0.4,-0.05683739837398366,0.6861323940627648
ADS,SSD,Transcription rate,Bm7,-0.3,-0.048813008130081235,0.835181558446607
ADS,SSD,Transcription rate,Bm7,-0.2,-0.05243089430894304,0.7732302341311095
ADS,SSD,Transcription rate,Bm7,-0.1,-0.05018699186991863,0.8137063171377532
ADS,SSD,Transcription rate,Bm7,0.0,-0.055439024390243896,0.7072315336772889
ADS,SSD,Transcription rate,Bm7,0.1,-0.06703252032520324,0.4901340553751292
ADS,SSD,Transcription rate,Bm7,0.2,-0.06517886178861783,0.5332578732200689
ADS,SSD,Transcription rate,Bm7,0.3,-0.06862601626016257,0.4556606178921872
ADS,SSD,Transcription rate,Bm7,0.4,-0.07217886178861783,0.40140494446911146
ADS,SSD,Transcription rate,Bm7,0.5,-0.07525203252032515,0.3431292579322818
ADS,SSD,Transcription rate,Bm7,0.6,-0.08118292682926824,0.2606166791144261
ADS,SSD,Transcription rate,Bm7,0.7,-0.08354471544715443,0.23129566501787283
ADS,SSD,Transcription rate,Bm8,-0.4,-0.05693089430894303,0.6862586975036896
ADS,SSD,Transcription rate,Bm8,-0.3,-0.05179268292682923,0.7813464575173917
ADS,SSD,Transcription rate,Bm8,-0.2,-0.04913008130081297,0.8323706141641436
ADS,SSD,Transcription rate,Bm8,-0.1,-0.05539024390243896,0.7152094172026885
ADS,SSD,Transcription rate,Bm8,0.0,-0.056166666666666636,0.6985753096310221
ADS,SSD,Transcription rate,Bm8,0.1,-0.0597195121951219,0.6309994312958817
ADS,SSD,Transcription rate,Bm8,0.2,-0.06512601626016257,0.526101474234165
ADS,SSD,Transcription rate,Bm8,0.3,-0.06796747967479673,0.48038103933929593
ADS,SSD,Transcription rate,Bm8,0.4,-0.07299186991869917,0.3873352084199531
ADS,SSD,Transcription rate,Bm8,0.5,-0.07529268292682922,0.34479844964302075
ADS,SSD,Transcription rate,Bm8,0.6,-0.07921951219512191,0.2849969059492134
ADS,SSD,Transcription rate,Bm8,0.7,-0.07862601626016257,0.2903029238101886
ADS,SSD,Transcription rate,Bm9,-0.4,-0.052792682926829204,0.7701887978059624
ADS,SSD,Transcription rate,Bm9,-0.3,-0.049715447154471494,0.8265389108271374
ADS,SSD,Transcription rate,Bm9,-0.2,-0.052495934959349566,0.766183394338749
ADS,SSD,Transcription rate,Bm9,-0.1,-0.0547682926829268,0.7274796985884908
ADS,SSD,Transcription rate,Bm9,0.0,-0.05690650406504063,0.6703113777635585
ADS,SSD,Transcription rate,Bm9,0.1,-0.05401219512195116,0.7422814616558341
ADS,SSD,Transcription rate,Bm9,0.2,-0.0616463414634146,0.5938463609110426
ADS,SSD,Transcription rate,Bm9,0.3,-0.06751219512195117,0.4848039972283405
ADS,SSD,Transcription rate,Bm9,0.4,-0.07112601626016257,0.4251234733214891
ADS,SSD,Transcription rate,Bm9,0.5,-0.06838617886178856,0.4619521039382893
ADS,SSD,Transcription rate,Bm9,0.6,-0.0717195121951219,0.39979537735347354
ADS,SSD,Transcription rate,Bm9,0.7,-0.07391869918699184,0.378678818372642
ADS,SSD,Translation rate,Bm05,-0.4,-0.3099268292682927,4.988232049640828e-13
ADS,SSD,Translation rate,Bm05,-0.3,-0.2860121951219512,4.43481547781251e-11
ADS,SSD,Translation rate,Bm05,-0.2,-0.27700813008130076,3.027919026621362e-10
ADS,SSD,Translation rate,Bm05,-0.1,-0.26934552845528453,1.5959649527867254e-09
ADS,SSD,Translation rate,Bm05,0.0,-0.24684552845528454,1.5967837015592085e-08
ADS,SSD,Translation rate,Bm05,0.1,-0.23656097560975606,1.2473055247911685e-07
ADS,SSD,Translation rate,Bm05,0.2,-0.22579268292682922,4.764714115479407e-07
ADS,SSD,Translation rate,Bm05,0.3,-0.2165650406504064,1.500130981916629e-06
ADS,SSD,Translation rate,Bm05,0.4,-0.19867886178861782,1.3039912336143544e-05
ADS,SSD,Translation rate,Bm05,0.5,-0.19367886178861782,3.0549673515752516e-05
ADS,SSD,Translation rate,Bm05,0.6,-0.17823170731707308,0.00016397372480979973
ADS,SSD,Translation rate,Bm05,0.7,-0.17117886178861785,0.0002473105826225667
ADS,SSD,Translation rate,Bm1,-0.4,-0.2727317073170732,2.0679643183048788e-10
ADS,SSD,Translation rate,Bm1,-0.3,-0.2615650406504065,1.899376322889168e-09
ADS,SSD,Translation rate,Bm1,-0.2,-0.23306504065040645,1.1367573471421366e-07
ADS,SSD,Translation rate,Bm1,-0.1,-0.2147317073170731,3.4751448415211903e-06
ADS,SSD,Translation rate,Bm1,0.0,-0.17406504065040643,0.0002667460340214179
ADS,SSD,Translation rate,Bm1,0.1,-0.16206504065040642,0.0007026727127688333
ADS,SSD,Translation rate,Bm1,0.2,-0.1427317073170731,0.003694020685677433
ADS,SSD,Translation rate,Bm1,0.3,-0.1322317073170731,0.010870454508506698
ADS,SSD,Translation rate,Bm1,0.4,-0.11306504065040644,0.0409561613745578
ADS,SSD,Translation rate,Bm1,0.5,-0.09939837398373978,0.10186759772672153
ADS,SSD,Translation rate,Bm1,0.6,-0.0868414634146341,0.20379666301951163
ADS,SSD,Translation rate,Bm1,0.7,-0.0733414634146341,0.37211090408835984
ADS,SSD,Translation rate,Bm10,-0.4,-0.6407235772357723,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,-0.3,-0.6424552845528456,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,-0.2,-0.646390243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,-0.1,-0.647890243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.0,-0.640890243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.1,-0.6513902439024389,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.2,-0.656890243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.3,-0.651890243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.4,-0.6630853658536585,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.5,-0.6662235772357724,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.6,-0.6780853658536586,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm10,0.7,-0.6811504065040651,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm2,-0.4,-0.07189837398373976,0.39519778913612386
ADS,SSD,Translation rate,Bm2,-0.3,-0.05806097560975603,0.6616952680963302
ADS,SSD,Translation rate,Bm2,-0.2,-0.0614227642276422,0.5971099723439145
ADS,SSD,Translation rate,Bm2,-0.1,-0.06951626016260155,0.4385222383192955
ADS,SSD,Translation rate,Bm2,0.0,-0.10372764227642277,0.0756758558405074
ADS,SSD,Translation rate,Bm2,0.1,-0.09323983739837398,0.13745651263695216
ADS,SSD,Translation rate,Bm2,0.2,-0.10963821138211378,0.0617657972851349
ADS,SSD,Translation rate,Bm2,0.3,-0.12767073170731708,0.016648210961005567
ADS,SSD,Translation rate,Bm2,0.4,-0.12400406504065041,0.0206495752550734
ADS,SSD,Translation rate,Bm2,0.5,-0.13256097560975608,0.012645038452817198
ADS,SSD,Translation rate,Bm2,0.6,-0.14550406504065036,0.0029616563175867
ADS,SSD,Translation rate,Bm2,0.7,-0.16123983739837397,0.0006605376482097667
ADS,SSD,Translation rate,Bm3,-0.4,-0.1533983739837398,0.0018039159227052667
ADS,SSD,Translation rate,Bm3,-0.3,-0.1615894308943089,0.0008886046966914333
ADS,SSD,Translation rate,Bm3,-0.2,-0.17539024390243899,0.00017605326329962135
ADS,SSD,Translation rate,Bm3,-0.1,-0.186910569105691,7.124439386370756e-05
ADS,SSD,Translation rate,Bm3,0.0,-0.19791056910569102,1.8321734128190492e-05
ADS,SSD,Translation rate,Bm3,0.1,-0.22305691056910562,8.652616780106351e-07
ADS,SSD,Translation rate,Bm3,0.2,-0.2327235772357723,2.9232188928733177e-07
ADS,SSD,Translation rate,Bm3,0.3,-0.24243089430894305,3.6005309067554954e-08
ADS,SSD,Translation rate,Bm3,0.4,-0.2547642276422764,1.3626011171237925e-08
ADS,SSD,Translation rate,Bm3,0.5,-0.2574634146341463,3.3234901867610725e-09
ADS,SSD,Translation rate,Bm3,0.6,-0.275430894308943,4.3539782890178463e-10
ADS,SSD,Translation rate,Bm3,0.7,-0.2862642276422764,2.0410118040103953e-11
ADS,SSD,Translation rate,Bm4,-0.4,-0.27159756097560966,1.135117222439419e-09
ADS,SSD,Translation rate,Bm4,-0.3,-0.2910975609756097,1.667899152124619e-11
ADS,SSD,Translation rate,Bm4,-0.2,-0.29176016260162596,1.711046119604968e-11
ADS,SSD,Translation rate,Bm4,-0.1,-0.30069512195121945,1.1044202589497823e-11
ADS,SSD,Translation rate,Bm4,0.0,-0.30876422764227635,5.346093937911671e-13
ADS,SSD,Translation rate,Bm4,0.1,-0.32176016260162593,2.9976021664879227e-14
ADS,SSD,Translation rate,Bm4,0.2,-0.3347642276422764,2.886579864025407e-15
ADS,SSD,Translation rate,Bm4,0.3,-0.3362642276422764,2.886579864025407e-15
ADS,SSD,Translation rate,Bm4,0.4,-0.35302032520325194,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm4,0.5,-0.3531138211382114,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm4,0.6,-0.36408536585365847,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm4,0.7,-0.382520325203252,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,-0.4,-0.36902032520325195,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,-0.3,-0.3775975609756097,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,-0.2,-0.3785162601626016,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,-0.1,-0.38808943089430886,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.0,-0.39095121951219514,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.1,-0.4035121951219512,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.2,-0.4066382113821138,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.3,-0.4065121951219512,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.4,-0.42339837398373975,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.5,-0.43619918699186994,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.6,-0.43484552845528457,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm5,0.7,-0.4434390243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,-0.4,-0.4322154471544715,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,-0.3,-0.4408658536585366,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,-0.2,-0.44839837398373983,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,-0.1,-0.4440325203252033,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.0,-0.45406504065040654,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.1,-0.45839837398373984,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.2,-0.466540650406504,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.3,-0.4799471544715446,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.4,-0.4797764227642276,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.5,-0.48893089430894304,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.6,-0.4886829268292683,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm6,0.7,-0.5001666666666668,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,-0.4,-0.4981991869918699,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,-0.3,-0.5012154471544715,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,-0.2,-0.4960813008130081,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,-0.1,-0.5067764227642276,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.0,-0.5047764227642276,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.1,-0.5250569105691058,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.2,-0.5234430894308942,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.3,-0.5335731707317074,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.4,-0.5390569105691058,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.5,-0.5464065040650407,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.6,-0.5528902439024391,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm7,0.7,-0.5578333333333334,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,-0.4,-0.5505650406504065,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,-0.3,-0.5547235772357724,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,-0.2,-0.5522235772357723,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,-0.1,-0.5575650406504065,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.0,-0.5550650406504065,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.1,-0.5664593495934959,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.2,-0.5753983739837398,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.3,-0.580390243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.4,-0.5923211382113821,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.5,-0.6015569105691058,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.6,-0.6017235772357723,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm8,0.7,-0.6017235772357724,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,-0.4,-0.594390243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,-0.3,-0.5977926829268293,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,-0.2,-0.5960569105691057,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,-0.1,-0.603890243902439,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.0,-0.6080569105691057,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.1,-0.6088902439024391,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.2,-0.6197235772357724,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.3,-0.6285569105691057,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.4,-0.6340569105691056,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.5,-0.6375569105691056,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.6,-0.6338902439024391,2.3314683517128287e-15
ADS,SSD,Translation rate,Bm9,0.7,-0.639890243902439,2.3314683517128287e-15
ADS,WGD,Divergence ratio,Bm05,-0.4,-0.45714625850340124,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,-0.3,-0.4436530612244898,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,-0.2,-0.4455952380952381,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,-0.1,-0.4415136054421769,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.0,-0.4445068027210884,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.1,-0.4495952380952381,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.2,-0.44796258503401365,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.3,-0.4534115646258503,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.4,-0.4643945578231292,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.5,-0.4739115646258503,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.6,-0.4899421768707482,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm05,0.7,-0.506843537414966,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm1,-0.4,-0.2552721088435374,1.8952247179034507e-12
ADS,WGD,Divergence ratio,Bm1,-0.3,-0.2531462585034013,1.7367995930328558e-11
ADS,WGD,Divergence ratio,Bm1,-0.2,-0.2635136054421769,3.1023332051442293e-13
ADS,WGD,Divergence ratio,Bm1,-0.1,-0.2563469387755102,2.1008010146298756e-12
ADS,WGD,Divergence ratio,Bm1,0.0,-0.25556122448979596,6.385632763302359e-13
ADS,WGD,Divergence ratio,Bm1,0.1,-0.25964625850340134,7.489934598462849e-13
ADS,WGD,Divergence ratio,Bm1,0.2,-0.2606768707482993,4.173328349565964e-13
ADS,WGD,Divergence ratio,Bm1,0.3,-0.2684251700680272,1.451801641868163e-13
ADS,WGD,Divergence ratio,Bm1,0.4,-0.2695680272108843,1.393699970246113e-13
ADS,WGD,Divergence ratio,Bm1,0.5,-0.2797380952380952,1.5136040569056302e-14
ADS,WGD,Divergence ratio,Bm1,0.6,-0.2865408163265306,2.7755575615628914e-15
ADS,WGD,Divergence ratio,Bm1,0.7,-0.30415306122448976,2.220446049250313e-16
ADS,WGD,Divergence ratio,Bm10,-0.4,-0.20593197278911565,1.5126456864855697e-08
ADS,WGD,Divergence ratio,Bm10,-0.3,-0.21237414965986393,1.5194927464416235e-08
ADS,WGD,Divergence ratio,Bm10,-0.2,-0.20222789115646256,2.914395517509642e-08
ADS,WGD,Divergence ratio,Bm10,-0.1,-0.2067721088435374,1.5949059924598903e-08
ADS,WGD,Divergence ratio,Bm10,0.0,-0.20516326530612242,4.2359655375949025e-08
ADS,WGD,Divergence ratio,Bm10,0.1,-0.19788775510204082,5.920155850732319e-08
ADS,WGD,Divergence ratio,Bm10,0.2,-0.20437414965986392,1.9624722439696523e-08
ADS,WGD,Divergence ratio,Bm10,0.3,-0.2045204081632653,2.7573590447952753e-08
ADS,WGD,Divergence ratio,Bm10,0.4,-0.20545578231292516,2.139525260661894e-08
ADS,WGD,Divergence ratio,Bm10,0.5,-0.20322448979591837,2.3237286650434896e-08
ADS,WGD,Divergence ratio,Bm10,0.6,-0.20700680272108843,1.2106275241544987e-08
ADS,WGD,Divergence ratio,Bm10,0.7,-0.21299999999999997,4.300146313103899e-09
ADS,WGD,Divergence ratio,Bm2,-0.4,-0.06309863945578226,0.339224596229243
ADS,WGD,Divergence ratio,Bm2,-0.3,-0.050891156462585,0.6054158271386186
ADS,WGD,Divergence ratio,Bm2,-0.2,-0.0580272108843537,0.4488273476556681
ADS,WGD,Divergence ratio,Bm2,-0.1,-0.06825170068027205,0.2512312227146518
ADS,WGD,Divergence ratio,Bm2,0.0,-0.07025170068027205,0.22701961674727963
ADS,WGD,Divergence ratio,Bm2,0.1,-0.07197959183673464,0.22317407787567997
ADS,WGD,Divergence ratio,Bm2,0.2,-0.06938095238095236,0.23795116101093458
ADS,WGD,Divergence ratio,Bm2,0.3,-0.07451360544217683,0.1744989361645901
ADS,WGD,Divergence ratio,Bm2,0.4,-0.08351700680272106,0.09268840392520229
ADS,WGD,Divergence ratio,Bm2,0.5,-0.0885238095238095,0.06855911081390127
ADS,WGD,Divergence ratio,Bm2,0.6,-0.10411224489795916,0.019522206864099365
ADS,WGD,Divergence ratio,Bm2,0.7,-0.12382653061224487,0.0026646264121289
ADS,WGD,Divergence ratio,Bm3,-0.4,-0.12230612244897955,0.0030645733548296666
ADS,WGD,Divergence ratio,Bm3,-0.3,-0.10773469387755101,0.011853813311147232
ADS,WGD,Divergence ratio,Bm3,-0.2,-0.099734693877551,0.02517967978749007
ADS,WGD,Divergence ratio,Bm3,-0.1,-0.09690136054421766,0.035978963656448336
ADS,WGD,Divergence ratio,Bm3,0.0,-0.087234693877551,0.08404448541404617
ADS,WGD,Divergence ratio,Bm3,0.1,-0.08267006802721084,0.09771087262808549
ADS,WGD,Divergence ratio,Bm3,0.2,-0.08338095238095233,0.09216383231020482
ADS,WGD,Divergence ratio,Bm3,0.3,-0.08786734693877546,0.0651704336117617
ADS,WGD,Divergence ratio,Bm3,0.4,-0.09281292517006796,0.045528581843732464
ADS,WGD,Divergence ratio,Bm3,0.5,-0.1006462585034013,0.022221567827098537
ADS,WGD,Divergence ratio,Bm3,0.6,-0.10820068027210879,0.011344491694668633
ADS,WGD,Divergence ratio,Bm3,0.7,-0.12567006802721084,0.002139209841664967
ADS,WGD,Divergence ratio,Bm4,-0.4,-0.1546768707482993,8.79072740968776e-05
ADS,WGD,Divergence ratio,Bm4,-0.3,-0.14562585034013603,0.00016819271010943334
ADS,WGD,Divergence ratio,Bm4,-0.2,-0.13783673469387753,0.0004920995252699333
ADS,WGD,Divergence ratio,Bm4,-0.1,-0.13406802721088432,0.0008344063325753
ADS,WGD,Divergence ratio,Bm4,0.0,-0.12547959183673466,0.0020967708847272667
ADS,WGD,Divergence ratio,Bm4,0.1,-0.11810204081632651,0.0047420119951805
ADS,WGD,Divergence ratio,Bm4,0.2,-0.120969387755102,0.003047065285149067
ADS,WGD,Divergence ratio,Bm4,0.3,-0.12586394557823125,0.0019495558141669333
ADS,WGD,Divergence ratio,Bm4,0.4,-0.1277006802721088,0.0016581510194870997
ADS,WGD,Divergence ratio,Bm4,0.5,-0.13223809523809518,0.0011124060435031
ADS,WGD,Divergence ratio,Bm4,0.6,-0.1393367346938775,0.0003834674204717
ADS,WGD,Divergence ratio,Bm4,0.7,-0.1556700680272108,4.530011963270001e-05
ADS,WGD,Divergence ratio,Bm5,-0.4,-0.17000340136054418,6.327297067768948e-06
ADS,WGD,Divergence ratio,Bm5,-0.3,-0.16367006802721087,1.5387409015040394e-05
ADS,WGD,Divergence ratio,Bm5,-0.2,-0.1552721088435374,4.968275191774563e-05
ADS,WGD,Divergence ratio,Bm5,-0.1,-0.1528503401360544,6.803749725950637e-05
ADS,WGD,Divergence ratio,Bm5,0.0,-0.1498095238095238,0.00011700113329383098
ADS,WGD,Divergence ratio,Bm5,0.1,-0.14160204081632652,0.00029472786754646663
ADS,WGD,Divergence ratio,Bm5,0.2,-0.14847278911564624,0.00015525117490331006
ADS,WGD,Divergence ratio,Bm5,0.3,-0.14963945578231289,0.00013896842156738175
ADS,WGD,Divergence ratio,Bm5,0.4,-0.15507142857142853,4.8485853214227013e-05
ADS,WGD,Divergence ratio,Bm5,0.5,-0.15271088435374147,8.517406822495801e-05
ADS,WGD,Divergence ratio,Bm5,0.6,-0.15907142857142853,2.9849094821029116e-05
ADS,WGD,Divergence ratio,Bm5,0.7,-0.1681666666666667,9.059175992957394e-06
