,Model,Comparison,Run,Mut_sd,KS stats
0,ADS,WGD,Bm05,0.01,0.25768962585034005
1,ADS,WGD,Bm05,0.025,0.23775935374149657
2,ADS,WGD,Bm05,0.05,0.23600935374149656
3,ADS,WGD,Bm05,0.075,0.25001190476190477
4,ADS,WGD,Bm05,0.1,0.26339200680272107
5,ADS,WGD,Bm05,0.125,0.28909863945578224
6,ADS,WGD,Bm05,0.15,0.31648894557823126
7,ADS,WGD,Bm05,0.2,0.3581615646258503
8,ADS,WGD,Bm05,0.25,0.38730867346938774
9,ADS,WGD,Bm05,0.35,0.4246981292517007
10,ADS,WGD,Bm1,0.01,0.19632142857142854
11,ADS,WGD,Bm1,0.025,0.17127465986394555
12,ADS,WGD,Bm1,0.05,0.18035204081632653
13,ADS,WGD,Bm1,0.075,0.19131207482993196
14,ADS,WGD,Bm1,0.1,0.2113273809523809
15,ADS,WGD,Bm1,0.125,0.23819897959183667
16,ADS,WGD,Bm1,0.15,0.26678571428571424
17,ADS,WGD,Bm1,0.2,0.31945323129251696
18,ADS,WGD,Bm1,0.25,0.34711734693877544
19,ADS,WGD,Bm1,0.35,0.3657670068027212
20,ADS,WGD,Bm10,0.01,0.13925595238095234
21,ADS,WGD,Bm10,0.025,0.11745153061224485
22,ADS,WGD,Bm10,0.05,0.12570748299319726
23,ADS,WGD,Bm10,0.075,0.14320918367346938
24,ADS,WGD,Bm10,0.1,0.17803826530612243
25,ADS,WGD,Bm10,0.125,0.2118248299319728
26,ADS,WGD,Bm10,0.15,0.2566045918367347
27,ADS,WGD,Bm10,0.2,0.3026539115646258
28,ADS,WGD,Bm10,0.25,0.34467006802721095
29,ADS,WGD,Bm10,0.35,0.38507142857142856
30,ADS,WGD,Bm2,0.01,0.13103656462585028
31,ADS,WGD,Bm2,0.025,0.11020323129251697
32,ADS,WGD,Bm2,0.05,0.12659863945578229
33,ADS,WGD,Bm2,0.075,0.13893877551020406
34,ADS,WGD,Bm2,0.1,0.15544387755102038
35,ADS,WGD,Bm2,0.125,0.18659268707482993
36,ADS,WGD,Bm2,0.15,0.23046088435374149
37,ADS,WGD,Bm2,0.2,0.31320918367346934
38,ADS,WGD,Bm2,0.25,0.3448664965986395
39,ADS,WGD,Bm2,0.35,0.3826113945578231
40,ADS,WGD,Bm3,0.01,0.10788265306122446
41,ADS,WGD,Bm3,0.025,0.07844472789115642
42,ADS,WGD,Bm3,0.05,0.09659353741496596
43,ADS,WGD,Bm3,0.075,0.11298044217687071
44,ADS,WGD,Bm3,0.1,0.13377636054421763
45,ADS,WGD,Bm3,0.125,0.17644047619047618
46,ADS,WGD,Bm3,0.15,0.2321598639455782
47,ADS,WGD,Bm3,0.2,0.3093069727891156
48,ADS,WGD,Bm3,0.25,0.36048384353741497
49,ADS,WGD,Bm3,0.35,0.38677806122448977
50,ADS,WGD,Bm4,0.01,0.10741411564625847
51,ADS,WGD,Bm4,0.025,0.07565816326530608
52,ADS,WGD,Bm4,0.05,0.08488690476190473
53,ADS,WGD,Bm4,0.075,0.10520748299319727
54,ADS,WGD,Bm4,0.1,0.13614965986394553
55,ADS,WGD,Bm4,0.125,0.17161564625850334
56,ADS,WGD,Bm4,0.15,0.23134183673469386
57,ADS,WGD,Bm4,0.2,0.30716666666666664
58,ADS,WGD,Bm4,0.25,0.36285119047619047
59,ADS,WGD,Bm4,0.35,0.3880076530612245
60,ADS,WGD,Bm5,0.01,0.11324489795918363
61,ADS,WGD,Bm5,0.025,0.08643537414965984
62,ADS,WGD,Bm5,0.05,0.08786819727891153
63,ADS,WGD,Bm5,0.075,0.11488605442176869
64,ADS,WGD,Bm5,0.1,0.14362670068027208
65,ADS,WGD,Bm5,0.125,0.17730357142857142
66,ADS,WGD,Bm5,0.15,0.23091496598639452
67,ADS,WGD,Bm5,0.2,0.31668707482993197
68,ADS,WGD,Bm5,0.25,0.3634761904761905
69,ADS,WGD,Bm5,0.35,0.38478571428571434
70,ADS,WGD,Bm6,0.01,0.11756462585034011
71,ADS,WGD,Bm6,0.025,0.0908928571428571
72,ADS,WGD,Bm6,0.05,0.09878656462585032
73,ADS,WGD,Bm6,0.075,0.11969217687074829
74,ADS,WGD,Bm6,0.1,0.15207227891156458
75,ADS,WGD,Bm6,0.125,0.18651190476190474
76,ADS,WGD,Bm6,0.15,0.23123894557823121
77,ADS,WGD,Bm6,0.2,0.3138818027210884
78,ADS,WGD,Bm6,0.25,0.3581284013605442
79,ADS,WGD,Bm6,0.35,0.3839940476190476
80,ADS,WGD,Bm7,0.01,0.12580952380952373
81,ADS,WGD,Bm7,0.025,0.09859438775510199
82,ADS,WGD,Bm7,0.05,0.10840221088435371
83,ADS,WGD,Bm7,0.075,0.12554846938775507
84,ADS,WGD,Bm7,0.1,0.16009353741496593
85,ADS,WGD,Bm7,0.125,0.199985544217687
86,ADS,WGD,Bm7,0.15,0.24139710884353738
87,ADS,WGD,Bm7,0.2,0.3101318027210884
88,ADS,WGD,Bm7,0.25,0.35362840136054424
89,ADS,WGD,Bm7,0.35,0.3835841836734694
90,ADS,WGD,Bm8,0.01,0.13214965986394558
91,ADS,WGD,Bm8,0.025,0.10513775510204076
92,ADS,WGD,Bm8,0.05,0.10882057823129249
93,ADS,WGD,Bm8,0.075,0.1356675170068027
94,ADS,WGD,Bm8,0.1,0.16162585034013602
95,ADS,WGD,Bm8,0.125,0.1986811224489796
96,ADS,WGD,Bm8,0.15,0.23542431972789113
97,ADS,WGD,Bm8,0.2,0.314047619047619
98,ADS,WGD,Bm8,0.25,0.34979506802721083
99,ADS,WGD,Bm8,0.35,0.3820433673469387
100,ADS,WGD,Bm9,0.01,0.13726020408163261
101,ADS,WGD,Bm9,0.025,0.11468452380952378
102,ADS,WGD,Bm9,0.05,0.1174676870748299
103,ADS,WGD,Bm9,0.075,0.13776020408163261
104,ADS,WGD,Bm9,0.1,0.1713945578231292
105,ADS,WGD,Bm9,0.125,0.21125340136054419
106,ADS,WGD,Bm9,0.15,0.24768877551020405
107,ADS,WGD,Bm9,0.2,0.3094438775510204
108,ADS,WGD,Bm9,0.25,0.35092006802721093
109,ADS,WGD,Bm9,0.35,0.3848971088435375
110,Minimal,WGD,Bm05,0.01,0.25712414965986385
111,Minimal,WGD,Bm05,0.025,0.2366190476190476
112,Minimal,WGD,Bm05,0.05,0.23928741496598635
113,Minimal,WGD,Bm05,0.075,0.25282738095238094
114,Minimal,WGD,Bm05,0.1,0.26638860544217685
115,Minimal,WGD,Bm05,0.125,0.28257908163265305
116,Minimal,WGD,Bm05,0.15,0.3018069727891156
117,Minimal,WGD,Bm05,0.2,0.34460034013605445
118,Minimal,WGD,Bm05,0.25,0.38655357142857144
119,Minimal,WGD,Bm05,0.35,0.41870323129251713
120,Minimal,WGD,Bm1,0.01,0.1945705782312925
121,Minimal,WGD,Bm1,0.025,0.17692346938775505
122,Minimal,WGD,Bm1,0.05,0.1816377551020408
123,Minimal,WGD,Bm1,0.075,0.19417431972789112
124,Minimal,WGD,Bm1,0.1,0.2089447278911564
125,Minimal,WGD,Bm1,0.125,0.23337925170068027
126,Minimal,WGD,Bm1,0.15,0.2536547619047618
127,Minimal,WGD,Bm1,0.2,0.3184744897959184
128,Minimal,WGD,Bm1,0.25,0.34925680272108844
129,Minimal,WGD,Bm1,0.35,0.3640578231292517
130,Minimal,WGD,Bm10,0.01,0.14388690476190472
131,Minimal,WGD,Bm10,0.025,0.1181760204081632
132,Minimal,WGD,Bm10,0.05,0.1234489795918367
133,Minimal,WGD,Bm10,0.075,0.14482993197278912
134,Minimal,WGD,Bm10,0.1,0.17888095238095236
135,Minimal,WGD,Bm10,0.125,0.2096624149659864
136,Minimal,WGD,Bm10,0.15,0.2459659863945578
137,Minimal,WGD,Bm10,0.2,0.2968358843537415
138,Minimal,WGD,Bm10,0.25,0.3478299319727891
139,Minimal,WGD,Bm10,0.35,0.38552295918367346
140,Minimal,WGD,Bm2,0.01,0.13465731292517
141,Minimal,WGD,Bm2,0.025,0.11598469387755096
142,Minimal,WGD,Bm2,0.05,0.12180612244897955
143,Minimal,WGD,Bm2,0.075,0.1412159863945578
144,Minimal,WGD,Bm2,0.1,0.1511913265306122
145,Minimal,WGD,Bm2,0.125,0.19088775510204078
