Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Mut_SD_WGD,All duplicates,All,56.4438555743463,0.004638280975580073,0.22819608801955987,2.476244435969955e-08
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Mut_SD_WGD,All duplicates,True duplicates,53.91466819624743,0.0009477524957567889,0.2335160664842371,2.1971517274878645e-10
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Mut_SD_WGD,SSD,All,17.04310243902439,0.022716606664664293,0.23191219512195121,3.794373923094204e-05
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Mut_SD_WGD,SSD,True duplicates,17.704682199967696,0.010995152370993664,0.23717139799709253,0.0001061702778878583
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Mut_SD_WGD,WGD,All,43.01826181854503,0.026704869928013148,0.24091632653061223,4.669118793585155e-05
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Mut_SD_WGD,WGD,True duplicates,41.38478851333731,0.010907274822732927,0.24621781659683736,2.7322918231834357e-06
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Mut_SD_WGD,All duplicates,All,60.63341303764753,0.0046382810449616795,0.22881002444987772,3.000773031049181e-06
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Mut_SD_WGD,All duplicates,True duplicates,57.2880754103941,0.0009668270925351186,0.23387011295456234,9.03466183859066e-09
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Mut_SD_WGD,SSD,All,17.770829268292687,0.022759784910264334,0.22651219512195117,0.00026199721780644365
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Mut_SD_WGD,SSD,True duplicates,18.109279726749786,0.007304721491359424,0.23396117792982846,2.1688027766666014e-05
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Mut_SD_WGD,WGD,All,44.278882394009734,0.026704908311671962,0.24224081632653055,0.0005037126543454063
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Mut_SD_WGD,WGD,True duplicates,44.076038485423354,0.0056459637781178735,0.24799023402608222,1.5347657534831796e-05
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Mut_SD_WGD,All duplicates,All,57.086067875176326,0.004638281044962455,0.22591491442542783,2.2287757967690695e-06
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Mut_SD_WGD,All duplicates,True duplicates,55.75631918389763,0.0009461287679408438,0.2310422140835353,1.4677312981977467e-08
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Mut_SD_WGD,SSD,All,17.770829268292687,0.022759784910264334,0.2318121951219512,0.00014836360925652486
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Mut_SD_WGD,SSD,True duplicates,17.733534055257564,0.007409925793006604,0.23590223661572712,2.866189920832168e-05
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Mut_SD_WGD,WGD,All,43.79078437004884,0.026704908311751405,0.2393775510204081,0.0006182998935458281
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Mut_SD_WGD,WGD,True duplicates,41.13597434833359,0.007849443632741102,0.24470742653908034,3.108938063823779e-05
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Mut_SD_WGD,All duplicates,All,25.726298888173424,0.004640060429816394,0.1681501222493887,1.4444009639301155e-07
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Mut_SD_WGD,All duplicates,True duplicates,27.262681523753134,0.0004862317588622567,0.17920356692579792,2.356353901534264e-06
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Mut_SD_WGD,SSD,All,5.724351219512195,0.03626481234785485,0.17269024390243898,0.006930995832443329
