Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
No Cost,0.25,1.0,0,0,Bm1_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4357026593125372,2.0994843472897865e-66,-0.1235779242283313,8.862540142889353e-15,0.1307383693048464,8.391960969231765e-07
ADS,0.25,1.0,0,0,Bm1_iter3,25_percent,Mut_SD_WGD,All,0.8541671830667493,0.0,0.3994021940999185,6.947947808367237e-191,-0.0157584670333547,0.4309434707634285
ADS,0.25,1.0,0,0,Bm1_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4273729914633032,1.0780701332554787e-67,-0.130226643851419,1.3401525341058061e-16,-0.0334031693030212,0.19586820968763
Minimal,0.25,1.0,0,0,Bm1_iter3,25_percent,Mut_SD_WGD,All,0.852625286884046,0.0,0.4107555556677782,7.707737137770802e-203,0.0076939012630242,0.7006016993990397
Minimal,0.25,1.0,0,0,Bm1_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4135665002852925,6.331852038139531e-63,-0.113927854623488,5.047812826509949e-13,-0.0175715052188725,0.4969192072412048
Mixed,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,All,0.7976305429808871,0.0,0.4444645063487889,3.5206937109043776e-241,0.9529258018761284,0.0
Mixed,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,True duplicates,0.1858491598420859,3.2939618711852465e-13,-0.0268075595522554,0.0895899941126233,0.936468911572676,0.0
No Cost,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,All,0.868899323919892,0.0,0.4340673717869331,6.933872955363766e-229,0.856396367167419,0.0
No Cost,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,True duplicates,0.3900542319378768,6.400663086409231e-53,-0.1187430277293529,8.562458419978777e-14,0.3164054260723158,1.8766684376881654e-34
ADS,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,All,0.8544009984001599,0.0,0.4069965085471727,7.885298864009435e-199,0.7799451782312286,0.0
ADS,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4156727518958591,4.487338447139737e-63,-0.1231840735066806,6.067341303067198e-15,0.1210070728716004,2.942672551503087e-06
Minimal,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,All,0.8550226860516299,0.0,0.4118708896676012,4.866504144114445e-204,0.8034509839761576,0.0
Minimal,0.25,2.0,0,0,Bm2_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4247696319884101,2.7401403767352696e-66,-0.1173972356064165,1.0218592428940905e-13,0.217185444213763,2.3512927294536125e-17
Mixed,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,All,0.8194811803623293,0.0,0.3989939525616527,1.832734454667732e-190,0.9785991835198694,0.0
Mixed,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3095813496246282,3.586320710677799e-34,-0.096677411381063,1.0012557245519634e-09,0.9323073303211076,0.0
No Cost,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,All,0.8492191848350698,0.0,0.4546559885356028,1.18084475644907e-253,0.9158041042886568,0.0
No Cost,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3780066608291315,6.296852734866e-50,-0.0604651790129385,0.0001477981338781,0.5787864925598691,5.057903009334108e-129
ADS,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,All,0.8368437329989975,0.0,0.4129761394600033,3.1177338565222095e-205,0.8974581127452981,0.0
ADS,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,True duplicates,0.393230275119397,1.5339665342583066e-56,-0.0837342030583735,1.1486392686433881e-07,0.5458061335897271,5.72868689229806e-117
Minimal,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,All,0.8453133832844415,0.0,0.4116985851366144,7.461998974186186e-204,0.8990224775395965,0.0
Minimal,0.25,8.0,0,0,Bm8_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4118297160305612,1.639868839612349e-61,-0.0969083577859545,9.177070757870015e-10,0.5345382232680066,7.673686594246515e-110
Mixed,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,All,0.7970296950127512,0.0,0.4608621726966377,1.8405096975231455e-261,-0.5482707834033255,3.352359857611315e-196
Mixed,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,True duplicates,0.0998980460239474,0.0001248047882435,-0.0133349604326029,0.4009189889924773,0.9140228399459328,0.0
No Cost,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,All,0.8770546527127445,0.0,0.4514615660505571,1.0667311998661587e-249,-0.7937676751628281,0.0
No Cost,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,True duplicates,0.3893241271815954,1.709321914854878e-51,-0.1051312231093431,4.954752387453006e-11,0.0637059111774696,0.0175704142686779
ADS,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,All,0.8442466973834716,0.0,0.4107371952560522,8.065625753598268e-203,-0.7893923200947713,0.0
ADS,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,True duplicates,0.391994372531597,5.514281947422369e-56,-0.1143214851408826,4.337443657201783e-13,-0.2031093633045867,2.3462698405198698e-15
Minimal,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,All,0.8357317671250828,0.0,0.4107099425622151,8.627668266306365e-203,-0.7686576323612212,0.0
Minimal,0.25,0.5,0,0,Bm05_iter1,25_percent,Mut_SD_WGD,True duplicates,0.3725847901570152,2.5679114289681684e-51,-0.0880486488432273,2.2304075337576362e-08,-0.2048439116091891,6.989567473252418e-16
Mixed,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,All,0.8000161978905918,0.0,0.4311795985659586,1.5137923701062438e-225,0.9695882664941228,0.0
Mixed,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,True duplicates,0.1907032524255911,9.285373695978841e-14,-0.0571597950345072,0.0002975972694347,0.9372894484014652,0.0
No Cost,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,All,0.8562548500887762,0.0,0.4371021971766171,1.9800225630202756e-232,0.8642045453127273,0.0
No Cost,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,True duplicates,0.3645548249541387,1.2778572421242532e-46,-0.0943489606192001,2.909881965229886e-09,0.3537873601480077,7.945823086399189e-44
ADS,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,All,0.8555904032624646,0.0,0.3970246825236239,1.935403143924941e-188,0.8349671945867512,0.0
ADS,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4368203396647861,8.709040347863073e-71,-0.1384797026295653,1.4355341035931225e-18,0.3144905576916382,1.0129589125705424e-35
Minimal,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,All,0.8434811156929786,0.0,0.4096949573022655,1.055666979212611e-201,0.8369140695222512,0.0
Minimal,0.25,3.0,0,0,Bm3_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4042029780828531,3.343171105812712e-60,-0.106015699418181,1.7530546339242203e-11,0.3331930399468258,2.554578477902732e-40
Mixed,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,All,0.8067282556954128,0.0,0.3973602507345932,8.768087223812177e-189,0.9789281233484998,0.0
Mixed,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,True duplicates,0.260248535436961,2.7250580599201123e-24,-0.0910983411924077,8.656987532718205e-09,0.9314904288499212,0.0
No Cost,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,All,0.8403348280855726,0.0,0.4468299741838326,4.8876079539901723e-244,0.91660093590415,0.0
No Cost,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3482312096732536,2.4243476132108318e-42,-0.0610371578430777,0.0001260184133087,0.5851005315246033,4.03462949759969e-133
ADS,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,All,0.8354603720096596,0.0,0.4185269379372132,2.703897082234422e-211,0.8979360392217662,0.0
ADS,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,True duplicates,0.390527527445561,1.793788943470389e-55,-0.0801015323974528,4.056525142777216e-07,0.5395092166985443,2.701885520741686e-113
Minimal,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,All,0.8390716600445675,0.0,0.4140768875354617,1.9991292214720088e-206,0.9131709728593556,0.0
Minimal,0.25,9.0,0,0,Bm9_iter2,25_percent,Mut_SD_WGD,True duplicates,0.39789025696129,2.7428671160182244e-57,-0.0943780929781451,2.4500546759995118e-09,0.6051244319496466,1.9449497937527595e-148
Mixed,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,All,0.8167588209854114,0.0,0.4244837626507511,6.284352215311264e-218,0.9751442405030786,0.0
Mixed,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,True duplicates,0.2682664377764602,1.4996202070100474e-25,-0.0796640084013194,5.111719123615196e-07,0.924925793168394,0.0
No Cost,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,All,0.8516801867008301,0.0,0.4461451948767845,3.3010669147343167e-243,0.9053138331702134,0.0
No Cost,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3721321680671306,6.176033638331423e-48,-0.0844492504430806,1.180528114041684e-07,0.5114059045321129,1.3487115053530146e-95
ADS,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,All,0.8409697683471631,0.0,0.4252266462954564,9.152200635497795e-219,0.8915023823843813,0.0
ADS,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3989916708878502,1.865756237115586e-58,-0.0603024522804572,0.0001352921598575,0.5203442179248455,6.594359356488604e-105
Minimal,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,All,0.8390832774213245,0.0,0.4022948317988922,6.919297808490903e-194,0.8939015686882511,0.0
Minimal,0.25,7.0,0,0,Bm7_iter2,25_percent,Mut_SD_WGD,True duplicates,0.42173020261356,1.1088034973681034e-66,-0.091004811128809,7.396619164434275e-09,0.5542854871008199,2.588948303297815e-123
Mixed,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,All,0.8017667053326121,0.0,0.4100746860473987,4.140574693364105e-202,0.9749038833446216,0.0
Mixed,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,True duplicates,0.2309937204989319,1.2148648380745713e-19,-0.0767249173282878,1.177595994869799e-06,0.9218338787693662,0.0
No Cost,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,All,0.8468866148618586,0.0,0.4481669034064007,1.1588144089937428e-245,0.9072732311157172,0.0
No Cost,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3246154692665574,2.998170902460297e-36,-0.0828365494466141,2.047335329707574e-07,0.5248539412415368,1.754686874455338e-101
ADS,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,All,0.8468559002329442,0.0,0.4088182135184288,9.11990340782873e-201,0.8880587504734002,0.0
ADS,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,True duplicates,0.426862811452094,1.1890628854135875e-67,-0.1013569079389855,1.2917893243874783e-10,0.515941524740157,4.476396734851235e-103
Minimal,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,All,0.8428981475357038,0.0,0.4100280474761698,4.645276348823856e-202,0.8871362901658066,0.0
Minimal,0.25,6.0,0,0,Bm6_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4120622232917485,9.219426446188466e-63,-0.0939775710593154,2.542345597152552e-09,0.5150060428393163,1.0304471184838478e-102
Mixed,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,All,0.807542436433838,0.0,0.3966639171541916,4.529120264811247e-188,0.9776705162352828,0.0
Mixed,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,True duplicates,0.2596069423184262,3.556286052809038e-24,-0.0922833457570588,5.532053550522352e-09,0.9199521992755436,0.0
No Cost,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,All,0.8339539658806346,0.0,0.4367049430645839,5.78996878307671e-232,0.9217220075715212,0.0
No Cost,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,True duplicates,0.3296149322389763,5.794605319493342e-38,-0.0841390465457495,1.207077621819383e-07,0.6098988402034435,5.9707449161914826e-148
ADS,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,All,0.835166206234945,0.0,0.4010644190914408,1.319960195980094e-192,0.9100005385600862,0.0
ADS,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,True duplicates,0.4058319880408105,5.4080372189770635e-61,-0.0858319197628599,5.200920501694766e-08,0.6081451638542903,1.6345567672925633e-153
Minimal,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,All,0.8307718526034965,0.0,0.406564935986719,2.2588942889877463e-198,0.9154108467537356,0.0
Minimal,0.25,10.0,0,0,Bm10_iter3,25_percent,Mut_SD_WGD,True duplicates,0.3830290862430199,4.6814625860080244e-54,-0.0847245463326216,7.652078428003916e-08,0.6335481629557805,1.399532620614419e-170
Mixed,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,All,0.8088755301240849,0.0,0.4178738375295064,1.4163767689152635e-210,0.97071093752175,0.0
Mixed,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,True duplicates,0.2151199633586473,6.352964485780741e-17,-0.0913235726107134,7.954059932099027e-09,0.9125313659946293,0.0
No Cost,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,All,0.8481595036415206,0.0,0.4426966818100515,4.6499267927732696e-239,0.8862415792386528,0.0
No Cost,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3544834647527616,4.9370499283038e-44,-0.082590684847387,2.0506100674272114e-07,0.4428651955597376,1.84701358661046e-70
ADS,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,All,0.8457912086065935,0.0,0.414318651663186,1.0919808773628924e-206,0.8677808377249341,0.0
ADS,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4114265092869323,5.456460708205555e-62,-0.0998679812860768,2.566467169537809e-10,0.4119760142806205,3.6323025751801414e-62
Minimal,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,All,0.8477187391549984,0.0,0.4086752412571045,1.295492379940412e-200,0.8713827943972472,0.0
Minimal,0.25,5.0,0,0,Bm5_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4307336140538385,4.521346059647922e-69,-0.0956962431164926,1.2875621848586524e-09,0.4566260522989708,1.9259862394622712e-78
Mixed,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,All,0.8052849045255849,0.0,0.4365614593338793,8.52784615191879e-232,0.96559018687843,0.0
Mixed,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,True duplicates,0.1956128353527994,4.3971107654899434e-14,-0.0637800602124799,5.871164262742841e-05,0.9112080631138644,0.0
No Cost,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,All,0.8585178515388564,0.0,0.4375829852506127,5.39311325310617e-233,0.8757911519665844,0.0
No Cost,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3842919828208613,8.797364571383906e-52,-0.0949460301436227,2.386620602261423e-09,0.4019923000783266,6.233999677743119e-57
ADS,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,All,0.8562552502168402,0.0,0.4091237391563371,4.304993322178262e-201,0.8572398947263833,0.0
ADS,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4489092317005475,7.904921154024977e-75,-0.116489745938414,1.559248946130409e-13,0.3812773613449594,8.717371757997928e-53
Minimal,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,All,0.8403262710282035,0.0,0.4140892235822715,1.938409763111665e-206,0.8512935523989685,0.0
Minimal,0.25,4.0,0,0,Bm4_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4095499006754143,5.991504979654998e-63,-0.0712737943807755,5.92691532302869e-06,0.4102151453477539,3.6253717174372666e-63
Mixed,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,All,0.7987600968256156,0.0,0.4377750128951322,3.2061940272183807e-233,0.9655909011185444,0.0
Mixed,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,True duplicates,0.1950687385203709,2.5979319630781125e-14,-0.0412011901052002,0.0091758438162574,0.9247734597014892,0.0
No Cost,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,All,0.8727757461721196,0.0,0.4428980670021712,2.6698280020378503e-239,0.8698611864737898,0.0
No Cost,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4330438618909734,4.982789833467819e-66,-0.1003246640451615,3.0541426829064944e-10,0.3612509920573931,4.753506463866541e-45
ADS,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,All,0.8426199325791892,0.0,0.4207336551552794,9.775350161666116e-214,0.8282333457013354,0.0
ADS,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,True duplicates,0.3738000270728496,1.19654202752472e-50,-0.0931926129166989,3.670896897538428e-09,0.265661037133429,1.6697334478325202e-25
Minimal,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,All,0.856403924288628,0.0,0.4116386315471497,8.658099927882894e-204,0.819886681197869,0.0
Minimal,0.25,3.0,0,0,Bm3_iter2,25_percent,Mut_SD_WGD,True duplicates,0.4480561968104828,9.21253766430241e-75,-0.1048090424960945,3.1026140733805495e-11,0.2612827536567599,8.991981066552166e-25
Mixed,0.25,9.0,0,0,Bm9_iter3,25_percent,Mut_SD_WGD,All,0.8049691663896208,0.0,0.3951988073188309,1.415226644362856e-186,0.9779991596158656,0.0
Mixed,0.25,9.0,0,0,Bm9_iter3,25_percent,Mut_SD_WGD,True duplicates,0.2704538857290909,2.088755821246708e-26,-0.1038778411219154,4.762966116584146e-11,0.9279624777109676,0.0
No Cost,0.25,9.0,0,0,Bm9_iter3,25_percent,Mut_SD_WGD,All,0.8428124709779954,0.0,0.4331639691167196,7.745740964546799e-228,0.9100554044888648,0.0
