Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,94.72254567236666,0.0046382809712356005,0.30812347188264055,1.962485021405671e-11
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,88.15661629970431,9.860825015787544e-05,0.3084780995280306,1.3528832369831956e-16
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,37.0296,0.02262559443876982,0.3158121951219512,3.2129851236169e-07
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,32.15482944464643,0.003007335383661892,0.3111131587662789,5.083982859473498e-07
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,63.71756252480661,0.026704865402324775,0.3195897959183672,8.684228707276832e-07
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,57.354394057228674,0.0017909385971831171,0.3209199317046134,4.163175598790085e-10
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,94.25841261018442,0.004638280971235601,0.307758435207824,1.5918042016000326e-12
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,89.15398807819346,0.00015033250323397552,0.3096336818830706,6.136888097413161e-17
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,All,36.61375609756097,0.02262564940439003,0.3119121951219512,1.6752381927897193e-07
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,34.08042155273868,0.004717407940925793,0.3105753837461155,5.266755646124337e-07
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,All,60.04590489467071,0.026704865402328713,0.32014693877551015,1.3481546722099265e-07
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,57.632358889501745,0.0039036117142646717,0.3230097444383158,2.631925256796554e-10
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,96.92616647066905,0.0046382809712356,0.30552347188264056,6.7976806753473276e-12
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,92.41710677490147,0.00032571884483395037,0.30821481455973,2.343907424324889e-16
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,All,37.31549268292683,0.03140898207087051,0.3127121951219512,1.9302927937171782e-07
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,35.361049233955086,0.007201319678536994,0.3128220542768808,5.67410733031712e-07
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,All,63.50812576231763,0.02670486540031217,0.3149632653061224,4.937006858995136e-07
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,60.29582168334683,0.0039099339032682414,0.31852413180380984,6.015554000703283e-10
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,27.58465607599334,0.0048678138273353325,0.19395476772616133,3.0462919252411833e-11
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,28.943012391158916,0.00014628251734560664,0.1992337297467828,8.127604205584207e-09
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,7.3097560975609746,0.028324077864735925,0.19760975609756093,0.0002872739217425411
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,6.7621525931911455,0.012144243437379227,0.20823011248857037,0.0028985142103905457
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,24.483271603598432,0.02791422345357922,0.20705306122448974,6.738703750653279e-07
ADS,0.01,1.0,0,0,Bm1_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,23.05085787386944,0.00400502435551182,0.21576116933259787,1.652588931743892e-08
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,26.129577175438204,0.004684076406312295,0.18936479217603905,2.0244805133929295e-09
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,28.8314549533543,0.00010125411414912977,0.20059957888930724,3.061240015596615e-08
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,All,6.11420487804878,0.031009425468339576,0.19435365853658532,0.0017975158185341092
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,6.841395475701523,0.014362373567469352,0.20745793873340032,0.004493230259227631
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,All,23.208006128230963,0.02749535642385117,0.2035632653061224,7.126912078315026e-07
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,24.93895258754261,0.0018690155707926032,0.21741112931072643,2.1145007219769465e-08
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,27.958459543149125,0.004650492783593765,0.19682885085574567,5.725480996243402e-11
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,31.161090769524268,0.00014586890234756644,0.20749915381979409,7.518515916273207e-10
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,All,6.7769560975609755,0.02793132388269553,0.19885365853658532,0.0016803108301594355
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,7.304254136694419,0.0134738495446099,0.20939459555816534,0.007347087314149719
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,All,23.621116387137928,0.027026131726742748,0.21016326530612242,6.275019771843904e-07
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,25.817329518540056,0.0026336958494963805,0.222990331128152,2.729948575349479e-09
ADS,0.01,2.0,0,0,Bm2_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,1.559774760986631,0.4882446010047479,0.11917775061124691,0.004411476416911209
ADS,0.01,2.0,0,0,Bm2_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,3.7165659854997903,0.3930975030603694,0.14286259805143486,0.00029852660982914066
ADS,0.01,2.0,0,0,Bm2_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,1.994751219512195,0.1957184369223898,0.1472292682926829,0.02501631694879631
ADS,0.01,2.0,0,0,Bm2_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,3.196873423951702,0.2795088627994586,0.16988386857838203,0.0069788326957133055
ADS,0.01,2.0,0,0,Bm2_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,0.7993574942867618,0.5765439873219025,0.11240408163265302,0.03875751250205554
ADS,0.01,2.0,0,0,Bm2_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,1.9506839612200628,0.5472317997459355,0.13110363451237322,0.018181297764075458
ADS,0.01,2.0,0,0,Bm2_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,1.6206745236844664,0.49824351348649853,0.1276577017114914,0.0009382741672484254
ADS,0.01,2.0,0,0,Bm2_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,4.1178014448910805,0.26461305147906344,0.15010827651207242,0.00019548143983125001
ADS,0.01,2.0,0,0,Bm2_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,All,1.9037853658536583,0.3218356928179614,0.1560292682926829,0.011663129695016584
ADS,0.01,2.0,0,0,Bm2_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,3.171574681545816,0.2735679091760614,0.17786076573282023,0.003291020889985937
ADS,0.01,2.0,0,0,Bm2_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,All,0.8091118355686563,0.6330146404862904,0.1178938775510204,0.02711462809704722
ADS,0.01,2.0,0,0,Bm2_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,2.1542399489130726,0.3798951955033123,0.13809967272437,0.015487511059992486
ADS,0.01,2.0,0,0,Bm2_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,1.870188489600211,0.3818614243372982,0.12467139364303174,0.002035021340370373
ADS,0.01,2.0,0,0,Bm2_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,4.195640666256427,0.24121873185648907,0.14545366706156154,0.0002905989136440598
ADS,0.01,2.0,0,0,Bm2_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,All,2.3846048780487803,0.2748824731289469,0.15272682926829267,0.02011617042850857
ADS,0.01,2.0,0,0,Bm2_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,3.465897661553935,0.2659117098473865,0.173322123040818,0.00689659262511099
ADS,0.01,2.0,0,0,Bm2_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,All,0.6893166633563208,0.6985955408924349,0.11659999999999997,0.03636134214944302
ADS,0.01,2.0,0,0,Bm2_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,1.7746536953686878,0.4332605452544478,0.1341827968300722,0.017430104077095172
ADS,0.01,3.0,0,0,Bm3_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,11.58057790114967,0.15445413672277533,0.15315965770171147,0.0003429803449522675
ADS,0.01,3.0,0,0,Bm3_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,12.789023150810658,0.15387684244921113,0.16487121243763028,0.002001317792757914
ADS,0.01,3.0,0,0,Bm3_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,6.724975609756097,0.17674469775615365,0.19526097560975608,0.002601704926478296
ADS,0.01,3.0,0,0,Bm3_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,8.626664024751232,0.09027252947144108,0.21136809183466337,0.00030560200588794457
ADS,0.01,3.0,0,0,Bm3_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,5.653375227064807,0.07392031892182409,0.14429795918367344,0.006785349314555422
ADS,0.01,3.0,0,0,Bm3_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,5.852950378574557,0.23304053411525003,0.15590433282379967,0.012101281041356165
ADS,0.01,3.0,0,0,Bm3_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,9.384188031662479,0.25536057147030783,0.1573933985330073,7.619905232403124e-05
ADS,0.01,3.0,0,0,Bm3_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,10.435214232841023,0.09156430714552546,0.16584606297151996,0.0008132561072683757
ADS,0.01,3.0,0,0,Bm3_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,All,6.335121951219513,0.13237865267061666,0.19620731707317074,0.0015842873816737423
ADS,0.01,3.0,0,0,Bm3_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,7.395317014313784,0.07810106901213096,0.21064356040021737,0.00021293968559922555
ADS,0.01,3.0,0,0,Bm3_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,All,4.33329341921899,0.12122527814170163,0.1470979591836734,0.004171600686123489
ADS,0.01,3.0,0,0,Bm3_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,4.568208200711478,0.28795250650614657,0.15558572052674277,0.01134692647356628
ADS,0.01,3.0,0,0,Bm3_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,11.482958329711622,0.23539455864140946,0.15733716381418092,0.0001702603242903381
ADS,0.01,3.0,0,0,Bm3_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,12.045394581930433,0.12026909938917596,0.16954851054044986,0.0004207955626632061
ADS,0.01,3.0,0,0,Bm3_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,All,7.205795121951221,0.127410367199673,0.20106341463414634,0.0014726939358492386
ADS,0.01,3.0,0,0,Bm3_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,9.329894358046255,0.07834918216727135,0.21503372335276413,0.00020827508737459498
ADS,0.01,3.0,0,0,Bm3_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,All,5.35182416663673,0.1188110473650458,0.14751836734693874,0.00586347372644614
ADS,0.01,3.0,0,0,Bm3_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,5.729069852904889,0.28795132193619105,0.1561206881372048,0.014592507264871945
ADS,0.01,4.0,0,0,Bm4_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,28.46749236613846,0.08983757004035137,0.18918948655256723,0.00042033008972342515
ADS,0.01,4.0,0,0,Bm4_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,28.332437087267998,0.16705545328196214,0.20376145386435285,6.173960827869807e-06
ADS,0.01,4.0,0,0,Bm4_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,15.93851707317073,0.25851724469018256,0.23246097560975607,0.003992655722834894
ADS,0.01,4.0,0,0,Bm4_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,16.511856528380875,0.0697759403902314,0.25109246856570006,8.946644352151193e-05
ADS,0.01,4.0,0,0,Bm4_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,15.148674446403454,0.06231401989870493,0.17609795918367346,0.006830105340518938
ADS,0.01,4.0,0,0,Bm4_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,13.574735639774055,0.19957023268065383,0.18683106823840157,0.0012017424049216331
ADS,0.01,4.0,0,0,Bm4_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,28.221088425040108,0.23489076065552267,0.19259217603911977,7.611390021752e-05
ADS,0.01,4.0,0,0,Bm4_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,29.247490728941894,0.11216757279217157,0.20461967326841565,4.525145224497954e-06
ADS,0.01,4.0,0,0,Bm4_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,All,15.92552195121951,0.11955309228592809,0.23718292682926828,0.0018443013468290663
ADS,0.01,4.0,0,0,Bm4_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,16.383988100261625,0.05799615699094971,0.2503903282977466,0.00011982327883494921
ADS,0.01,4.0,0,0,Bm4_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,All,13.870927338053576,0.11468075703922852,0.17959795918367344,0.0032766419026290525
ADS,0.01,4.0,0,0,Bm4_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,13.191379049703489,0.25383787463083624,0.18711293340865756,0.0013335813097359967
ADS,0.01,4.0,0,0,Bm4_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,30.993751833374354,0.21386467555776892,0.19457579462102687,0.0002029309008052292
ADS,0.01,4.0,0,0,Bm4_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,29.781236380827156,0.16735705039321386,0.20603031911469702,1.5571463574408746e-05
ADS,0.01,4.0,0,0,Bm4_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,All,17.341990243902437,0.11839124926920983,0.23798292682926825,0.0034154424473313207
ADS,0.01,4.0,0,0,Bm4_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,17.502313023721108,0.07043156431010594,0.25172505447540444,0.00031125908658635336
ADS,0.01,4.0,0,0,Bm4_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,All,14.80718868679795,0.11465042107544623,0.18199795918367342,0.004564017701464532
ADS,0.01,4.0,0,0,Bm4_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,14.049670139959309,0.2012473387620895,0.19123250508662676,0.0015337916625444473
ADS,0.01,5.0,0,0,Bm5_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,42.38503924306896,0.13639323608327428,0.2151371638141809,0.0005562089155370674
ADS,0.01,5.0,0,0,Bm5_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,41.98911751189172,0.20754526310428634,0.23046169003782102,1.2568344906483518e-05
ADS,0.01,5.0,0,0,Bm5_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,24.476312195121952,0.22498692075258514,0.2602780487804878,0.005579579792412681
ADS,0.01,5.0,0,0,Bm5_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,24.392002877602526,0.06192904378393435,0.27719437737334196,0.0002476181637897553
ADS,0.01,5.0,0,0,Bm5_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,20.33832411473218,0.0723453365611788,0.20131836734693875,0.007167662060189259
ADS,0.01,5.0,0,0,Bm5_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,19.494059115141916,0.17294506707830845,0.21041412640066925,0.001405673365066051
ADS,0.01,5.0,0,0,Bm5_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,39.670875597148935,0.21386457422835892,0.22011442542787285,0.00013764455333638225
ADS,0.01,5.0,0,0,Bm5_iter2,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,39.57187450119818,0.11332832017828993,0.23215227633330057,4.338632030019047e-06
ADS,0.01,5.0,0,0,Bm5_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,All,22.695980487804874,0.11839124926920509,0.2658780487804878,0.0021059287926362877
ADS,0.01,5.0,0,0,Bm5_iter2,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,23.175765005718006,0.0539958226884694,0.28025450001581725,0.00011354663299655861
ADS,0.01,5.0,0,0,Bm5_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,All,19.02232394008111,0.114639991675639,0.20687755102040814,0.00459619281050268
ADS,0.01,5.0,0,0,Bm5_iter2,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,18.16873571737385,0.2540131298301029,0.21425836222945724,0.0010420107651878078
ADS,0.01,5.0,0,0,Bm5_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,42.423224088657115,0.13639325356076357,0.22119315403422982,0.00023597310655307637
ADS,0.01,5.0,0,0,Bm5_iter3,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,42.43296825308204,0.22879765769129973,0.22973641325244468,2.1002590373030932e-05
ADS,0.01,5.0,0,0,Bm5_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,All,24.20341463414634,0.22509243515094457,0.2629195121951219,0.0034155643406293783
ADS,0.01,5.0,0,0,Bm5_iter3,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,24.20101542413094,0.0650066352062938,0.27500105085066356,0.00030572538654511386
ADS,0.01,5.0,0,0,Bm5_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,All,20.84514867179059,0.07234533656116883,0.20853877551020403,0.0051660415935018186
ADS,0.01,5.0,0,0,Bm5_iter3,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,20.030905046206332,0.12935844152649292,0.21535404338383343,0.0019888255431567024
ADS,0.01,6.0,0,0,Bm6_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,All,52.86188546890812,0.08983743149466844,0.23674449877750608,0.00043115538876180667
ADS,0.01,6.0,0,0,Bm6_iter1,1_percent,Bivariate_SD_WGD_1e5,All duplicates,True duplicates,51.75126596803561,0.22710601031601074,0.25150941662249726,1.1856892497773006e-05
ADS,0.01,6.0,0,0,Bm6_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,All,28.582770731707313,0.2566355846420054,0.2791780487804878,0.007062937953308368
ADS,0.01,6.0,0,0,Bm6_iter1,1_percent,Bivariate_SD_WGD_1e5,SSD,True duplicates,28.432148644038882,0.061287819054689475,0.2977278057308545,0.00020466892365444888
ADS,0.01,6.0,0,0,Bm6_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,All,25.690994212859188,0.06231165115062596,0.22129387755102037,0.006586794898124913
ADS,0.01,6.0,0,0,Bm6_iter1,1_percent,Bivariate_SD_WGD_1e5,WGD,True duplicates,25.191033784222657,0.1740428142215367,0.23033841158841156,0.0011227816179131996
