Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Type,rho_fold,p-val_fold,rho_signed,p-val_signed,rho_ratio,p-val_ratio
ADS,0.025,9.0,0,0,Bm9_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.108520890141677,3.195404371667671e-07,-0.0094618565247511,0.5162956116737933,0.7076474454011396,0.0
Minimal,0.025,9.0,0,0,Bm9_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1121249490119918,1.8966098288952625e-08,0.0557324923813122,8.04815308787894e-05,0.7767878736620599,0.0
Minimal,0.025,9.0,0,0,Bm9_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0875348945697998,3.2391068878447585e-05,0.0045301139803938,0.7549871469857855,0.7433390081045385,0.0
Mixed,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.21562768736443,1.0968028584937431e-27,0.1607029902244194,2.7963425531741584e-30,0.7953985257277641,0.0
Mixed,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1636894128944881,1.9349595722924823e-14,0.0804811055092151,3.767246161926511e-08,0.7733360746747989,0.0
No Cost,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1990984661597546,9.119126029338357e-24,-0.1668621981705434,1.5152037319444603e-32,0.8739224095235856,0.0
No Cost,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1842945736241034,1.9959109238475416e-18,-0.1912141756942973,4.019952032206461e-40,0.8433464733782956,0.0
ADS,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1303244975239196,6.115824065450227e-11,0.0268531969369943,0.0576071722392159,0.72862856278857,0.0
ADS,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1203962517073062,1.3576171288334472e-08,-0.0290304196038112,0.0463223568358967,0.6720243615421486,1.662089531741559e-290
Minimal,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.135964181242269,8.69923208109916e-12,0.0355436342862,0.0119546474941737,0.7201685314829651,0.0
Minimal,0.025,7.0,0,0,Bm7_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1242456764300946,3.4105416797588782e-09,-0.0109264050148809,0.4516204887575189,0.6656008741332251,9.476349389949154e-288
Mixed,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2099010076641612,2.7298995735987605e-26,0.1882520953295532,4.1260123345326413e-41,0.7670932168789147,0.0
Mixed,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1444493447778538,1.8387061468868874e-11,0.0991227684141279,1.2964087904927323e-11,0.7495286310734101,0.0
No Cost,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2090146495063439,4.4525106901180286e-26,-0.1644313045248527,1.2174511125150226e-31,0.8507409755425562,0.0
No Cost,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1902204322918388,1.5348885848391958e-19,-0.1844152217418866,2.1909414123404796e-37,0.8166198749911375,0.0
ADS,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1587442575910812,1.4176024160569268e-15,0.0344192706362596,0.0149361900371455,0.6701357664857227,0.0
ADS,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1509984074471069,1.110695965083871e-12,-0.0300158277879038,0.0396612571861576,0.612754079592333,9.180167452062516e-227
Minimal,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1466559679129549,1.7190357182789091e-13,0.0590938454222763,2.9000634545890604e-05,0.6659870574699293,2.677e-320
Minimal,0.025,6.0,0,0,Bm6_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1335657247225609,2.2449685718714143e-10,0.0010828794211754,0.9405979515682928,0.6205376897559222,2.2056622820331605e-238
Mixed,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2100456090312974,2.5199640617818668e-26,0.176270648750445,3.522769779021632e-36,0.7574894575183133,0.0
Mixed,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1302535920215202,1.719656904420262e-09,0.0761614827952815,2.1718787993062854e-07,0.7371869379309831,0.0
No Cost,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2430409464065514,6.143511926087461e-35,-0.1618863316502821,1.0425314025384344e-30,0.8417786529565845,0.0
No Cost,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.2281034168145658,2.5863715462455582e-27,-0.1972563355985032,2.0703272484596282e-42,0.8037689673307179,0.0
ADS,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1450738707638193,3.130639122797301e-13,0.0458431366285019,0.001184886679391,0.635951211640194,1.9360354553782038e-283
ADS,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1224468897492424,9.00002178845499e-09,-0.0320542743505079,0.0281513912327315,0.5589731377207423,3.120760835089311e-180
Minimal,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1509624794499967,3.252001855405426e-14,0.0613283960052147,1.4275969200851192e-05,0.62121806240289,8.123034895969311e-267
Minimal,0.025,5.0,0,0,Bm5_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1221406738760587,7.196401120215422e-09,-0.0168824474825468,0.2456963590835963,0.5583650033544102,5.1853540712307846e-183
Mixed,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.1962730397876864,3.9503265747505156e-23,0.1551699635342056,2.5522919544442783e-28,0.8361932484149198,0.0
Mixed,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1521896009407515,7.172464178257674e-13,0.1093806624428964,5.5055219753480857e-14,0.8151189155955687,0.0
No Cost,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.2002458306953329,4.996262617832189e-24,-0.1946854594386293,6.69247189382756e-44,0.8973574271611884,0.0
No Cost,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1753883341153456,6.310353331322137e-17,-0.1837001939513559,3.065348123384576e-37,0.8727155764622447,0.0
ADS,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.0729428637668582,0.0002620542943082,0.0287831258835823,0.0418320502091086,0.7939868908139027,0.0
ADS,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0552082837530829,0.0089475512605857,0.0048247133763373,0.7397989604604326,0.7534734388042804,0.0
Minimal,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.1003417036066725,4.975166849488553e-07,0.0253049923337247,0.0735870773408922,0.8003357043737129,0.0
Minimal,0.025,10.0,0,0,Bm10_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0901390427485169,1.6784201522284768e-05,-0.0077706821435836,0.5914611469253706,0.7697791371505374,0.0
Mixed,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2168002691840431,5.614078476497616e-28,0.1918102389440594,1.2156920342644968e-42,0.7324748049399689,0.0
Mixed,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1469794323863449,9.024808725454826e-12,0.0888674017742328,1.3678310491069398e-09,0.7147182935004045,0.0
No Cost,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2084749535479926,5.990956253733663e-26,-0.1631322873326482,3.659178048147508e-31,0.820615730658517,0.0
No Cost,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1841158371483574,2.5659798906377442e-18,-0.1987409095771009,3.5350407628307055e-43,0.7915737769079353,0.0
ADS,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1485180456508873,8.418021323864305e-14,0.0734209197295825,2.021382474539086e-07,0.5708387849662057,3.6105932386582876e-216
ADS,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1360590663762567,1.8914293745480015e-10,-0.0073624986777624,0.6148084645848195,0.5012087773689492,1.223761353330662e-138
Minimal,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1685302910288466,2.1937784011173197e-17,0.0765985021388363,5.8624663417965283e-08,0.5563332594453215,3.69452647087231e-203
Minimal,0.025,4.0,0,0,Bm4_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1486990622358799,1.7167978818285132e-12,0.0013405458334588,0.926569362187523,0.4893136427331198,1.5405973168306585e-134
Mixed,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2287732267477163,4.800076633540952e-31,0.1834871341635852,4.1472779210554977e-39,0.6834201464672235,0.0
Mixed,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1554138839071932,4.564151344149457e-13,0.0898509358414646,8.54357496642152e-10,0.6982383319619553,1.9758637058e-313
No Cost,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.230009100225456,2.261005218691964e-31,-0.12954964676451,3.679696896309642e-20,0.7866333802613409,0.0
No Cost,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.2135814270963554,1.7132332835888224e-24,-0.1619830257875616,3.2582048024964276e-29,0.7444066733257699,0.0
ADS,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1380986340637814,4.070011173384842e-12,0.064534609150074,4.9497617627472334e-06,0.4717479223916677,9.581146501805736e-139
ADS,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1188517181517208,1.585592921010224e-08,-0.0007855539415222,0.9568436004236192,0.406452855767306,3.5562635394191414e-90
Minimal,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1404321025971364,1.7501205045348108e-12,0.0683427809068439,1.318054660553624e-06,0.4630954302552689,4.01623329145624e-133
Minimal,0.025,3.0,0,0,Bm3_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1081652763446809,3.1110842566544114e-07,-0.0131002581109913,0.3678622790561467,0.4021731989680402,2.3975530934242323e-87
Mixed,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2315909016945442,8.570771605770519e-32,0.194040383026131,1.287791756384159e-43,0.6349825568932091,2.5567186556046546e-282
Mixed,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.135552658240626,5.245287173392753e-10,0.0755110760422211,3.090359678838783e-07,0.6839106800025273,2.7836106617844915e-287
No Cost,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2100361426617828,2.533204231471809e-26,-0.1088509738171094,1.1822186597154812e-14,0.7277988876478222,0.0
No Cost,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1929650014341719,4.3377624449328585e-20,-0.1518736558697853,9.054847025579512e-26,0.700741089968374,0.0
ADS,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1052341193654591,1.336836129479138e-07,0.0602053019189084,2.044655855970865e-05,0.3061371807579489,2.1690464179904856e-55
ADS,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.080503402418252,0.0001409457747063,-0.0272806252358118,0.0606173169778557,0.2517550921941652,1.352518953347883e-33
Minimal,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1022739350838296,2.98199174478381e-07,0.0669769147570772,2.135896503961705e-06,0.3185107333297173,4.7127072086447836e-60
Minimal,0.025,2.0,0,0,Bm2_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0783078826270399,0.0002128999399492,-0.0119282517811207,0.4120158775815901,0.276405033180204,1.9887599238079095e-40
Mixed,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.2613084828973573,2.629413753395755e-40,0.1888253998579155,2.3493955079626933e-41,0.527122556019609,7.947478799015048e-179
Mixed,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1430675377235683,6.815419142629071e-11,0.0579108966741178,9.106790560719685e-05,0.6681948734384652,9.377789858394778e-267
No Cost,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.213024962595994,4.782197322747094e-27,-0.0376512090063534,0.0077534709404609,0.6097688294670127,1.6842038018961773e-254
No Cost,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.197460811221003,5.81921541811757e-21,-0.1065248324547247,2.1645197978197374e-13,0.5971696502797024,8.982848286755012e-215
ADS,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.0842030834244933,2.4918499830972812e-05,0.0750288821353215,1.0872410178471893e-07,0.0024696410991425,0.9017741340898144
ADS,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0683721160752673,0.0012380175101537,-0.00325113963791,0.8231347384385721,-0.012977955617635,0.5402724455073725
Minimal,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,All,0.1287939162870266,1.0236907519241588e-10,0.0581494859446977,3.884521518408817e-05,0.0169693336590933,0.3963803806200106
Minimal,0.025,1.0,0,0,Bm1_iter1,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1024394391631066,1.2848317262841136e-06,-0.0294973101540561,0.042610330894054,0.0380679654465349,0.0726052775198118
Mixed,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.2313798022687683,9.759452604425396e-32,0.1641199161415292,1.5862677938232875e-31,0.6877059780649566,0.0
Mixed,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.161816422924663,6.250730759214506e-14,0.0595189093775567,5.126537377088505e-05,0.7281497319941574,0.0
No Cost,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.2412485646797703,1.9577918305178575e-34,-0.1634020222162555,2.913853239182721e-31,0.7953222633155621,0.0
No Cost,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.2259593327454625,2.7240207627208126e-27,-0.1869100395642294,1.6881444852575556e-38,0.7736728168986173,0.0
ADS,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.1202628664740586,1.6190258553975947e-09,0.029061325243148,0.03989193008751,0.4752833456773354,4.336255350086079e-141
ADS,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.118103014857328,2.0241792903976236e-08,-0.0386990283703891,0.0076879324631136,0.4390453494727247,2.3952809797306076e-106
Minimal,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.1021804710048753,3.05740217552946e-07,0.0355031385878771,0.0120521139725867,0.465511924977908,1.1215986574094744e-134
Minimal,0.025,3.0,0,0,Bm3_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0891682416943129,2.375900708055956e-05,-0.0311068854543322,0.0322265222487067,0.4271232380552645,5.11007142342473e-100
Mixed,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.184001900032304,1.779699923939283e-20,0.1604314791524759,3.5030570296338586e-30,0.8345765198362433,0.0
Mixed,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1504611441244137,1.2036696039176686e-12,0.1138903461942273,4.607882249075795e-15,0.8113171965120601,0.0
No Cost,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.1943311491729839,1.0681274414955357e-22,-0.195627115378371,2.563460621060994e-44,0.8894467663114827,0.0
No Cost,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1785267219726163,1.8069909970423085e-17,-0.194160772182092,1.86833474290965e-41,0.8615135691434601,0.0
ADS,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.1012275894444143,3.939035107913469e-07,0.0338590501411152,0.0166528378328823,0.7775573713851796,0.0
ADS,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0933848098532807,8.366591232141037e-06,0.0074225312628273,0.6083308873232158,0.7403296264975323,0.0
Minimal,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.0794413221506115,6.997667995106459e-05,0.0105204698389271,0.4570312812406114,0.7862047709127635,0.0
Minimal,0.025,9.0,0,0,Bm9_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0661106587794486,0.0017238089159795,-0.0230671724278853,0.1121166352457519,0.7526352653172752,0.0
Mixed,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.2269780948124951,1.4213761797064487e-30,0.1718344691589234,1.9327034142165143e-34,0.6539357723417236,5.29473931785093e-305
Mixed,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.157224749048351,2.78816801567279e-13,0.0691391450831303,2.4661201285674673e-06,0.7265386195090995,0.0
No Cost,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.2309087317293971,1.3034406571428027e-31,-0.1284175869655297,7.795514816828977e-20,0.7344906562705051,0.0
No Cost,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.2100951908376559,5.5451076716284765e-24,-0.1623643974771049,1.7186795961477254e-29,0.7142361024300805,0.0
ADS,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.1115600518976083,2.2359341433753183e-08,0.0258165309312778,0.0679478990333608,0.2954555762328922,1.5279633774067396e-51
ADS,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0945500664585595,7.733036650114984e-06,-0.0570545915459907,8.633773893941913e-05,0.284101656227578,1.1387289113803765e-42
Minimal,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,All,0.10501206288193,1.420842637265764e-07,0.0423062659661326,0.0027706880833288,0.3118278850284616,1.6573902958823296e-57
Minimal,0.025,2.0,0,0,Bm2_iter2,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1008520996030586,1.6572981786333945e-06,-0.0256353784949815,0.0773539694229397,0.3076502368788133,1.7456390401693566e-50
Mixed,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.1813936909749905,6.183194045203965e-20,0.1615475718834695,1.3838577506728772e-30,0.8190823231811717,0.0
Mixed,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.1388922330032554,6.743257788478448e-11,0.112332091886223,1.2149644740386207e-14,0.795903643012154,0.0
No Cost,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.1837350391896063,2.0232851558816522e-20,-0.1956691337217652,2.4557264141026173e-44,0.8867678766668604,0.0
No Cost,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.164387652802055,4.4535166429341504e-15,-0.1899885023896132,8.002127287777257e-40,0.8619573983113072,0.0
ADS,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.0791468970155035,7.445499958896091e-05,0.0441048315866221,0.0018120704313193,0.7592429507908722,0.0
ADS,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0617096534696308,0.0034295905437529,0.0207961853617005,0.1519713092910153,0.7177604097149998,0.0
Minimal,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,All,0.0681376951260312,0.0006516722113408,0.0140509732350595,0.320537245394411,0.7705085172653628,0.0
Minimal,0.025,8.0,0,0,Bm8_iter3,2_5_percent,Mut_SD_WGD_1e5,True duplicates,0.0512345260786494,0.0153499504589498,-0.0221477339106585,0.1274381350680607,0.7327249542713923,0.0
