Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD,All duplicates,All,93.96826881061654,0.00463828097123565,0.29879853300733494,3.890016550126543e-09
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD,All duplicates,True duplicates,91.71715511765112,0.0009493708592655924,0.2997982027018023,3.491560930341704e-11
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD,SSD,All,37.458439024390245,0.022625570777689764,0.3048634146341463,4.980703263463935e-06
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD,SSD,True duplicates,35.87905077440535,0.010919239639299699,0.3046137036514873,4.382273297922889e-07
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD,WGD,All,60.43948862037399,0.0267048654131361,0.31139795918367347,1.4423834846997569e-05
ADS,0.01,0.5,0,0,Bm05_iter1,1_percent,Bivariate_SD_WGD,WGD,True duplicates,58.50675843452917,0.007859675960950113,0.31275510204081625,8.400960750087472e-07
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD,All duplicates,All,89.03914940172949,0.00463828097123589,0.2763733496332518,1.0091003293641497e-06
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD,All duplicates,True duplicates,85.7640212298361,0.0009428656254962743,0.2788848592245779,1.8129044971046162e-09
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD,SSD,All,34.71646829268293,0.022625993275137618,0.28561219512195113,8.09989731554746e-05
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD,SSD,True duplicates,32.983294005166904,0.007328989411277207,0.288215281026872,2.813172218690102e-06
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD,WGD,All,57.27793718038508,0.026704865475252713,0.2859775510204081,0.0004331356394588609
ADS,0.01,0.5,0,0,Bm05_iter2,1_percent,Bivariate_SD_WGD,WGD,True duplicates,56.29765526687081,0.003871514859132179,0.2897074092355874,1.1833650715002228e-05
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD,All duplicates,All,97.18959535265455,0.004638280971235721,0.29364718826405867,8.889921171746614e-07
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD,All duplicates,True duplicates,94.59779428754295,0.0009488319597877677,0.29376149245286826,1.2657816316749116e-08
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD,SSD,All,38.628,0.022625695195881666,0.30099268292682924,0.00010912538095804172
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD,SSD,True duplicates,37.17006651884701,0.007340330682959505,0.30143368272525695,1.2272660552107789e-05
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD,WGD,All,66.33891797473683,0.02670486541313422,0.3038775510204081,0.00043313563945885
ADS,0.01,0.5,0,0,Bm05_iter3,1_percent,Bivariate_SD_WGD,WGD,True duplicates,62.05973638767689,0.005568700787783913,0.3057577163096643,2.8511867756750074e-05
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD,All duplicates,All,25.833833375208556,0.009276562023776382,0.16936136919315398,2.144128072212226e-06
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD,All duplicates,True duplicates,25.649022977153848,0.0030305716122171642,0.17718562359469486,4.1069357432843054e-08
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD,SSD,All,7.088839024390244,0.03934768263467565,0.17557073170731702,0.00025963501662718816
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD,SSD,True duplicates,6.6769286476067515,0.019399601139993172,0.18094110200206226,0.00031547770201151477
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD,WGD,All,22.298797844301383,0.07137125994033823,0.17917551020408162,0.0008101653454943427
ADS,0.01,1.0,0,0,Bm1_iter2,1_percent,Bivariate_SD_WGD,WGD,True duplicates,21.587544955194303,0.02421582880804131,0.18742407804478006,5.556876331594302e-05
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD,All duplicates,All,31.927087884988318,0.009276561942567214,0.1813973105134474,4.579826334496703e-07
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD,All duplicates,True duplicates,30.586030395016884,0.0034575957643452272,0.1865095723195783,7.481649393334355e-09
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD,SSD,All,8.713229268292682,0.03927841114732046,0.18849024390243896,8.105507904548598e-05
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD,SSD,True duplicates,8.172323034332248,0.022553590847408017,0.19257582799523104,5.3081949469715987e-05
ADS,0.01,1.0,0,0,Bm1_iter3,1_percent,Bivariate_SD_WGD,WGD,All,24.97153289288712,0.061505642587261246,0.18960816326530605,0.0002982444319328711
